1.00063	0	0.262638	0
0.996688	0.0039446	0.251898	0.0107399
1.02231	0.025726	0.284801	0.0334821
0.994864	0.0329292	0.243237	0.047834
0.996197	0.0255417	0.238735	0.0373246
1.00765	0.0237921	0.254793	0.0344475
1.00757	0.0201081	0.251664	0.0292811
0.997993	0.0198748	0.23324	0.0313444
0.994237	0.0179258	0.224626	0.0289543
0.98902	0.0168608	0.215452	0.0274744
0.991762	0.0154958	0.224171	0.0263367
0.985092	0.0156396	0.212472	0.0267375
0.984043	0.0144245	0.210005	0.0247183
0.985578	0.0134423	0.212171	0.022987
0.984878	0.0125336	0.211373	0.0214146
0.982205	0.012025	0.20739	0.0204235
0.981555	0.0113143	0.204851	0.0193519
0.985516	0.011379	0.213228	0.0200764
0.9853	0.0107656	0.213453	0.0189917
0.988521	0.0107092	0.218556	0.0187257
0.989709	0.0102555	0.221311	0.0180236
0.991987	0.01004	0.224862	0.0175478
0.992659	0.00961713	0.225713	0.0167891
0.991867	0.0092417	0.22499	0.0160906
0.990164	0.00902653	0.221686	0.0157833
0.990655	0.00868633	0.221938	0.0151662
0.988145	0.0087273	0.217152	0.0153585
0.987107	0.00847365	0.214796	0.0149862
0.987924	0.00821701	0.216474	0.0145573
0.987247	0.00796726	0.215858	0.0140772
0.989692	0.0080847	0.220228	0.0142995
0.989374	0.00783445	0.220324	0.0138458
0.987892	0.00773661	0.2172	0.0137783
0.98944	0.00766366	0.220518	0.0137725
0.990902	0.00758366	0.221919	0.0134464
0.990491	0.00738141	0.221592	0.0130716
0.989112	0.00731045	0.218942	0.0129866
0.990606	0.00727053	0.222094	0.0130272
0.990891	0.0070874	0.221878	0.0126906
0.991797	0.00696707	0.2234	0.0124626
0.99116	0.00682481	0.222043	0.0122304
0.991584	0.00667387	0.222594	0.0119483
0.992546	0.00658735	0.22334	0.011691
0.993071	0.00645728	0.224767	0.0115109
0.993716	0.006345	0.226041	0.0113241
0.993413	0.00621291	0.225426	0.0110923
0.994836	0.00624347	0.228444	0.0112653
0.994519	0.0061202	0.228119	0.0110329
0.994511	0.005994	0.228024	0.0108058
0.993974	0.00589739	0.227419	0.0106047
0.994308	0.00579024	0.22769	0.0103983
0.994922	0.0057109	0.229253	0.0103154
0.994703	0.0056064	0.228902	0.010125
0.994949	0.0055071	0.22994	0.00998973
0.995907	0.00549038	0.231556	0.00993864
0.995984	0.00539198	0.231982	0.00976886
0.995521	0.00531668	0.231418	0.00961252
0.996679	0.00535094	0.232775	0.00954237
0.996509	0.0052622	0.232662	0.00937992
0.996219	0.0051819	0.232455	0.00922458
0.99796	0.00538532	0.23542	0.00954414
0.996516	0.0054909	0.233077	0.00967673
0.996567	0.00540329	0.233097	0.00952191
0.996462	0.00531923	0.232473	0.00939272
0.995477	0.00532872	0.230684	0.00941848
0.995711	0.00525258	0.231306	0.00929552
0.994011	0.00544562	0.228662	0.00952982
0.993843	0.00536757	0.2286	0.00938883
0.993192	0.00532917	0.227304	0.00934213
0.992292	0.00532906	0.225401	0.00940216
0.991967	0.00526347	0.224665	0.009298
0.991715	0.00519597	0.224108	0.00918486
0.991685	0.00512439	0.224043	0.0090584
0.993448	0.00535354	0.227186	0.00947183
0.99273	0.00533032	0.225644	0.00947113
0.992665	0.00526012	0.225471	0.00934727
0.993499	0.00525799	0.226703	0.00930701
0.99244	0.00529702	0.224485	0.00945086
0.991685	0.00528375	0.223404	0.00939294
0.991233	0.00523688	0.222895	0.00928875
0.99019	0.00527592	0.220728	0.00942568
0.990776	0.00524408	0.22161	0.00935166
0.990142	0.00521919	0.220534	0.00930074
0.990665	0.00518309	0.221337	0.00922436
0.991803	0.00524666	0.223326	0.00932979
0.992268	0.00520612	0.224259	0.00926773
0.99262	0.00515796	0.224551	0.00916524
0.993034	0.00511577	0.224703	0.00906177
0.993945	0.00513939	0.226106	0.00906843
0.994081	0.00508378	0.226302	0.00896926
0.995015	0.00511368	0.228028	0.00903644
0.995667	0.00509966	0.229069	0.00899815
0.996221	0.00507481	0.230085	0.00895856
0.996292	0.00502104	0.230364	0.00886716
0.997172	0.00504515	0.232047	0.00893326
0.997278	0.00499346	0.231737	0.00884515
0.997405	0.00494335	0.231686	0.00875363
0.997954	0.00492328	0.232777	0.0087323
0.998315	0.00488665	0.2334	0.00866601
0.997856	0.00485925	0.233025	0.00858707
