1.00784	0	0.0294117	0
0.985844	0.021993	-0.0145684	0.0439801
0.991394	0.0138576	-0.00252111	0.0281049
0.990287	0.00986117	-0.00500657	0.020028
0.990403	0.00763932	-0.00499075	0.0155136
0.989491	0.0063039	-0.00704982	0.0128331
0.992323	0.00603401	-0.00123078	0.0123084
0.993414	0.0053382	0.00107817	0.0109066
0.994005	0.00474479	0.00221421	0.00968553
0.994353	0.00425816	0.00294874	0.00869409
0.994926	0.00389393	0.0038752	0.00791848
0.996718	0.00398101	0.0073654	0.00802705
0.996934	0.00366834	0.00770122	0.00739144
0.996383	0.00344061	0.00667644	0.00691945
0.995952	0.0032319	0.0057536	0.00650743
0.996894	0.00316645	0.00767912	0.00638443
0.997496	0.00303469	0.00881699	0.00610412
0.998108	0.00292599	0.0101386	0.00590481
0.998892	0.00287647	0.0117253	0.00580639
0.998187	0.0028184	0.0104025	0.00566502
0.998982	0.0027963	0.0119571	0.00560828
0.998792	0.00267294	0.0115244	0.00536477
0.998202	0.00262126	0.0103292	0.00526371
0.998782	0.00257569	0.0115543	0.0051864
0.998299	0.00251726	0.0106897	0.0050492
0.99823	0.00241949	0.0104855	0.00485541
0.997482	0.0024453	0.00902186	0.00489602
0.997477	0.00235636	0.00895771	0.00471836
0.998584	0.00252884	0.0112032	0.00507638
0.999189	0.00251693	0.0124371	0.0050571
0.998992	0.00244232	0.0120796	0.0049043
0.999252	0.00237895	0.0126002	0.00477702
0.999379	0.00230923	0.0128686	0.00463777
0.999526	0.00224512	0.0130262	0.00450206
0.999397	0.00218384	0.0127879	0.00437803
0.999622	0.00213424	0.0131622	0.00427111
0.999555	0.00207685	0.0130342	0.00415604
0.999755	0.00203136	0.0134425	0.00406574
0.999316	0.00202664	0.0125433	0.00406092
0.999001	0.0020003	0.0119078	0.00400878
0.999098	0.00195333	0.0121359	0.00391643
0.999138	0.00190666	0.0121992	0.00382257
0.998992	0.00186751	0.0119763	0.00373927
0.998438	0.00190675	0.0108803	0.00381415
0.998661	0.00187712	0.0113406	0.00375672
0.998659	0.00183586	0.011329	0.00367416
0.99914	0.00185974	0.0122964	0.00372304
0.999182	0.00182105	0.0123857	0.00364574
0.998968	0.0017962	0.0119929	0.0035921
0.999365	0.00180406	0.0127862	0.00360782
0.999493	0.00177299	0.0130484	0.00354607
0.999741	0.00175607	0.0135368	0.00351134
1	0.00174219	0.0140128	0.00347719
1.00061	0.00181496	0.0152213	0.00361988
1.0008	0.00179207	0.015603	0.0035739
1.00116	0.00179587	0.0163302	0.00358404
1.0015	0.00179642	0.0170357	0.0035906
1.00178	0.00178773	0.017616	0.00357555
1.00168	0.00176006	0.0173977	0.0035212
1.00175	0.00173188	0.0175188	0.00346414
1.00168	0.00170502	0.0173565	0.00341074
1.00165	0.00167757	0.0172778	0.0033562
1.00173	0.00165267	0.0174666	0.00330789
1.00184	0.00163084	0.0177049	0.0032645
1.00172	0.0016103	0.017447	0.00322422
1.00164	0.00158762	0.0172769	0.00317954
1.00169	0.00156451	0.017356	0.00313273
1.00153	0.00154949	0.0170049	0.00310622
1.00158	0.00152756	0.0170687	0.00306154
1.00143	0.00151315	0.0168026	0.00302919
1.00161	0.00150246	0.0171388	0.00300509
1.00157	0.00148187	0.0170222	0.00296535
1.00173	0.00147065	0.0173812	0.0029464
1.00174	0.00145065	0.0173881	0.00290632
1.00167	0.00143301	0.0172444	0.0028709
1.0015	0.00142344	0.0168841	0.0028557
1.0015	0.00140483	0.0169084	0.00281847
1.00165	0.00139397	0.0172028	0.00279763
1.00151	0.00138317	0.0169123	0.00277722
1.00144	0.0013672	0.0167953	0.00274478
1.00123	0.00136654	0.0163805	0.00274224
1.00114	0.00135292	0.0162049	0.00271427
1.00149	0.00138171	0.0168981	0.00276953
1.00147	0.00136527	0.0168801	0.00273642
1.00145	0.00134928	0.0168438	0.00270427
1.00142	0.00133399	0.0167773	0.00267347
1.00135	0.00132004	0.0166839	0.00264421
1.00154	0.00131827	0.017059	0.00264077
1.00167	0.00130958	0.0172951	0.00262159
1.0017	0.00129525	0.017335	0.0025926
1.0016	0.00128454	0.0171252	0.00257252
1.00139	0.00128754	0.0167149	0.00257728
1.00115	0.00129629	0.0162166	0.00259765
1.00122	0.00128432	0.0163379	0.00257273
1.00135	0.00127737	0.0166041	0.00255939
1.00156	0.00128168	0.0170095	0.00256482
1.00143	0.00127489	0.0167569	0.00255079
1.00161	0.00127467	0.0170912	0.00254667
1.00163	0.00126178	0.017124	0.00252102
1.00153	0.00125261	0.0169287	0.00250331
