15.6785	0	5.5176	0	15.44	0	5.48048	0
15.3817	0.296727	5.47472	0.0428765	15.1813	0.258697	5.46234	0.0181373
15.2693	0.204914	5.47654	0.0248214	14.7566	0.450152	5.44893	0.0170175
15.2916	0.146596	5.56719	0.0923409	14.8088	0.322544	5.31683	0.132646
15.0015	0.311531	5.57165	0.0716655	14.9973	0.312981	5.34875	0.107592
14.9148	0.268708	5.5479	0.0631498	15.0693	0.265493	5.27786	0.112881
15.0076	0.245294	5.52853	0.0567776	15.0608	0.22454	5.3154	0.102521
15.1616	0.262386	5.53196	0.0492901	15.0876	0.196293	5.31587	0.088787
15.1057	0.238055	5.51075	0.0483681	15.007	0.190964	5.3518	0.0861523
15.0735	0.215338	5.55115	0.0591946	14.977	0.173423	5.35934	0.077425
14.9993	0.208437	5.58459	0.0631262	14.9355	0.162266	5.36489	0.070253
15.0161	0.191011	5.50574	0.0976587	14.9171	0.149265	5.38763	0.068046
15.0394	0.177254	5.45345	0.103945	14.8681	0.145798	5.40604	0.0652433
15.0345	0.164179	5.42967	0.0991282	14.9129	0.142249	5.39968	0.0607376
14.9653	0.16779	5.46247	0.0979387	14.9797	0.148303	5.38822	0.0576915
14.9759	0.157309	5.46243	0.0916133	15.0838	0.173452	5.35416	0.0638195
14.8884	0.171737	5.49818	0.0931881	15.0782	0.163025	5.36452	0.0608374
14.9453	0.171642	5.50391	0.0880451	15.021	0.164028	5.37537	0.0583757
14.9491	0.162401	5.50599	0.0833082	14.9956	0.15722	5.38235	0.0556564
14.9191	0.156967	5.49295	0.0801017	15.0379	0.155042	5.37009	0.0542051
14.9233	0.149364	5.48996	0.0762505	15.0327	0.147567	5.39316	0.0564857
14.9498	0.144866	5.47884	0.0735475	15.0633	0.143988	5.39073	0.0539116
14.9166	0.142356	5.49204	0.0715061	15.0267	0.142348	5.39198	0.0515295
14.909	0.136505	5.50602	0.0698752	15.0533	0.138852	5.36342	0.0570078
14.9135	0.131006	5.49742	0.0675713	15.0292	0.135354	5.38648	0.059343
14.934	0.127533	5.49608	0.0649343	14.9916	0.135345	5.40133	0.0589178
14.961	0.125647	5.49019	0.06276	15.027	0.134959	5.38964	0.0578866
14.9824	0.122954	5.47866	0.0615661	15.0756	0.138808	5.3893	0.055782
14.9952	0.119324	5.47697	0.0594293	15.0404	0.138486	5.40563	0.0562467
14.9888	0.115456	5.47718	0.0574145	15.0388	0.133799	5.40246	0.0544316
14.9891	0.11167	5.48606	0.0562381	15.053	0.130181	5.4	0.0527041
15.0194	0.112283	5.48883	0.0545223	15.07	0.127187	5.39704	0.0511159
15.0003	0.110497	5.48542	0.0529538	15.07	0.123272	5.40809	0.0507584
15.0112	0.107758	5.48004	0.0516536	15.0572	0.120268	5.40867	0.0492463
15.0061	0.104759	5.46786	0.0516135	15.0491	0.117063	5.41415	0.0481323
14.9762	0.106124	5.4818	0.0520599	15.0384	0.114271	5.41383	0.0467773
14.985	0.103593	5.48167	0.0506335	15.0301	0.111449	5.41854	0.0457389
14.9987	0.101762	5.477	0.0495035	15.0246	0.108615	5.41985	0.0445382
15.0017	0.0991638	5.4706	0.04864	14.9886	0.111764	5.43785	0.046967
15.0018	0.0966529	5.46842	0.0474586	15.0172	0.112625	5.42705	0.0470345
14.9789	0.0970142	5.46693	0.0463107	14.9888	0.113447	5.43758	0.0470665
14.9865	0.0949789	5.4606	0.0456349	14.9962	0.11096	5.43705	0.0459352
15.0034	0.0942804	5.46179	0.0445767	14.9849	0.108935	5.44093	0.0450214
15.0253	0.0946812	5.45696	0.0438184	14.9644	0.108385	5.45062	0.0450406
15.0107	0.0936925	5.46269	0.0432149	14.98	0.107087	5.45127	0.0440332
14.9915	0.0936294	5.47703	0.0446307	14.9746	0.10487	5.44879	0.0431369
14.9921	0.0916174	5.48442	0.044292	14.9668	0.102915	5.45121	0.0422787
14.9785	0.0907072	5.47878	0.0437249	14.9781	0.101388	5.44792	0.0415197
14.9516	0.0928153	5.47293	0.043221	14.994	0.100553	5.44151	0.0411646
14.9574	0.0911246	5.47423	0.0423678	14.995	0.0985274	5.44222	0.0403391
14.9621	0.0894427	5.46773	0.0420345	15.0064	0.0972381	5.44632	0.0397527
14.9627	0.0877076	5.46647	0.0412376	14.9886	0.0969933	5.444	0.0390501
14.9589	0.0861191	5.46671	0.0404528	14.9724	0.0965103	5.44808	0.0385235
14.9518	0.0848108	5.47049	0.0398758	14.9774	0.0948388	5.4503	0.0378681
14.9681	0.084834	5.47235	0.0391884	14.98	0.093135	5.44508	0.0375369
14.9469	0.0859588	5.47968	0.0391732	14.9819	0.0914768	5.44793	0.0369704
14.9538	0.0847194	5.48086	0.0384979	14.9776	0.0899622	5.44577	0.0363805
14.9469	0.0835298	5.47682	0.038043	14.9762	0.0884086	5.44663	0.0357581
14.9642	0.0838954	5.46959	0.0380848	14.9563	0.0891438	5.45231	0.0356037
14.946	0.0844716	5.46942	0.0374451	14.958	0.087661	5.45015	0.0350719
14.9357	0.0837088	5.4745	0.0371745	14.9549	0.0862656	5.44667	0.0346679
14.9392	0.082421	5.4682	0.0371092	14.9469	0.0852446	5.45304	0.0346943
14.9373	0.0811233	5.46617	0.0365717	14.9564	0.0844244	5.44318	0.0355322
14.9522	0.0812318	5.46287	0.0361469	14.9495	0.0833804	5.44849	0.0353726
14.9655	0.0810583	5.45917	0.0357785	14.9516	0.0821145	5.44349	0.035181
14.9613	0.0799322	5.46315	0.0354566	14.9472	0.080982	5.44703	0.0348237
14.9685	0.0790591	5.4622	0.0349364	14.9396	0.0801306	5.44912	0.0343641
14.9666	0.0779093	5.46192	0.0344199	14.9416	0.0789698	5.44886	0.033856
14.9689	0.0768041	5.45704	0.0342666	14.9442	0.0778618	5.44534	0.0335468
14.9647	0.0758131	5.45509	0.0338295	14.9467	0.0767819	5.43808	0.0338521
14.9734	0.0752415	5.45479	0.033351	14.9469	0.075693	5.43617	0.033426
14.9986	0.0783635	5.4501	0.0332183	14.9572	0.07534	5.43561	0.0329634
15.01	0.0781116	5.44879	0.0327859	14.9575	0.0743014	5.43591	0.0325101
15.013	0.0771071	5.44545	0.0325124	14.953	0.0734287	5.44599	0.0336133
15.0142	0.0760827	5.44307	0.0321639	14.9597	0.072755	5.44277	0.0333184
15.0091	0.0752534	5.43577	0.0325673	14.9822	0.0752123	5.44169	0.0328947
15.0101	0.0742768	5.43519	0.0321468	14.9826	0.0742304	5.44445	0.0325813
15.0151	0.0734857	5.42839	0.0324528	14.98	0.0733208	5.44755	0.0323104
15.014	0.0725576	5.4302	0.0320906	14.965	0.0739179	5.45137	0.032127
15.0149	0.0716515	5.4336	0.0318684	14.9652	0.0729883	5.4569	0.0322003
15.0177	0.0708164	5.43637	0.0315945	14.9652	0.0720816	5.45937	0.0318964
15.0119	0.0701918	5.4379	0.0312446	14.9634	0.0712188	5.45513	0.0317893
15.0093	0.0693885	5.43897	0.0308844	14.9695	0.0706194	5.45731	0.0314799
15.0058	0.0686478	5.44216	0.0306799	14.9683	0.069784	5.45809	0.0311126
15	0.0680783	5.44389	0.0303662	14.969	0.0689611	5.45314	0.0311407
14.9928	0.0676663	5.44295	0.0300255	14.974	0.0683434	5.44646	0.0314936
14.9836	0.0675272	5.44606	0.0298402	14.9787	0.0677132	5.44663	0.03113
14.9808	0.0668121	5.44107	0.0299179	14.98	0.0669514	5.45192	0.0312254
14.9829	0.0660911	5.44073	0.0295817	14.9758	0.0663229	5.45221	0.0308739
14.9807	0.0653902	5.44225	0.0292907	14.9665	0.0662383	5.4594	0.0313649
14.9746	0.0649513	5.44977	0.029926	14.9526	0.0669832	5.46503	0.0315252
14.9738	0.0642471	5.45102	0.0296255	14.95	0.0663018	5.45801	0.0319621
14.9739	0.0635528	5.45028	0.0293147	14.9431	0.0659473	5.4573	0.0316245
14.9748	0.0628784	5.44898	0.0290299	14.955	0.0663233	5.45328	0.0315426
14.9798	0.0624174	5.44227	0.0294972	14.9546	0.0656225	5.45214	0.0312296
14.989	0.062446	5.44072	0.0292291	14.9447	0.0656885	5.45637	0.0311905
15.0035	0.0634747	5.44063	0.0289264	14.9509	0.0653038	5.45342	0.0310077
15.002	0.0628409	5.44082	0.0286304	14.9389	0.0657427	5.45382	0.0306922
14.9983	0.0623175	5.44139	0.0283453	14.9478	0.065686	5.45327	0.0303855
14.9912	0.062096	5.44976	0.0292816	14.9347	0.066328	5.46131	0.0311373
