#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.684184   -0.684184           0
           2   -0.684952   -0.684568 0.000271529
           3   -0.682416   -0.683851 0.000613036
           4   -0.681536   -0.683272   0.0006801
           5     -0.6798   -0.682578 0.000825697
           6   -0.685896   -0.683131 0.000853439
           7    -0.68588   -0.683523 0.000816912
           8   -0.685584   -0.683781 0.000754312
           9   -0.684232   -0.683831 0.000672162
          10   -0.682296   -0.683678 0.000622228
          11   -0.682928   -0.683609 0.000569381
          12   -0.682128   -0.683486  0.00053515
          13   -0.685144   -0.683614 0.000508955
          14   -0.683368   -0.683596 0.000472903
          15   -0.677424   -0.683185 0.000593996
          16   -0.684312   -0.683255 0.000561035
          17   -0.684176   -0.683309 0.000530642
          18   -0.680224   -0.683138 0.000528118
          19   -0.680896    -0.68302 0.000513334
          20   -0.681112   -0.682924 0.000496451
          21   -0.683704   -0.682962 0.000474196
          22   -0.681744   -0.682906  0.00045586
          23   -0.682824   -0.682903 0.000436054
          24   -0.683888   -0.682944 0.000419813
          25   -0.684008   -0.682986 0.000405174
          26   -0.683584   -0.683009 0.000390242
          27    -0.68088    -0.68293 0.000383674
          28   -0.682376   -0.682911 0.000370482
          29   -0.681392   -0.682858 0.000361388
          30    -0.68084   -0.682791 0.000355548
