#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
       16042     1.19459     1.15594 0.000487863
       16043     1.19474     1.15594 0.000487838
       16044      1.1949     1.15594 0.000487814
       16045     1.19505     1.15594 0.000487789
       16046      1.1952     1.15595 0.000487765
       16047     1.19535     1.15595 0.000487741
       16048      1.1955     1.15595 0.000487717
       16049     1.19565     1.15595 0.000487693
       16050      1.1958     1.15596 0.000487669
       16051     1.19594     1.15596 0.000487645
       16052     1.19609     1.15596 0.000487621
       16053     1.19623     1.15596 0.000487597
       16054     1.19638     1.15597 0.000487573
       16055     1.19652     1.15597 0.000487549
       16056     1.19666     1.15597 0.000487525
       16057      1.1968     1.15597 0.000487502
       16058     1.19694     1.15598 0.000487478
       16059     1.19708     1.15598 0.000487454
       16060     1.19722     1.15598 0.000487431
       16061     1.19736     1.15598 0.000487407
       16062      1.1975     1.15599 0.000487384
       16063     1.19764     1.15599  0.00048736
       16064     1.19778     1.15599 0.000487337
       16065     1.19791     1.15599 0.000487313
       16066     1.19805       1.156  0.00048729
       16067     1.19819       1.156 0.000487267
       16068     1.19832       1.156 0.000487244
       16069     1.19846       1.156  0.00048722
       16070     1.19859     1.15601 0.000487197
       16071     1.19873     1.15601 0.000487174
       16072     1.19886     1.15601 0.000487151
       16073     1.19899     1.15602 0.000487128
       16074     1.19913     1.15602 0.000487105
       16075     1.19926     1.15602 0.000487083
       16076     1.19939     1.15602  0.00048706
       16077     1.19952     1.15603 0.000487037
       16078     1.19966     1.15603 0.000487014
       16079     1.19979     1.15603 0.000486992
       16080     1.19992     1.15603 0.000486969
       16081     1.20005     1.15604 0.000486946
       16082     1.20018     1.15604 0.000486924
       16083     1.20031     1.15604 0.000486901
       16084     1.20043     1.15605 0.000486879
       16085     1.20056     1.15605 0.000486856
       16086     1.20069     1.15605 0.000486834
       16087     1.20081     1.15605 0.000486812
       16088     1.20094     1.15606 0.000486789
       16089     1.20106     1.15606 0.000486767
       16090     1.20118     1.15606 0.000486745
       16091     1.20131     1.15606 0.000486723
       16092     1.20143     1.15607 0.000486701
       16093     1.20155     1.15607 0.000486679
       16094     1.20167     1.15607 0.000486657
       16095     1.20178     1.15608 0.000486635
       16096      1.2019     1.15608 0.000486613
       16097     1.20201     1.15608 0.000486591
       16098     1.20213     1.15608 0.000486569
       16099     1.20224     1.15609 0.000486548
       16100     1.20235     1.15609 0.000486526
       16101     1.20246     1.15609 0.000486504
       16102     1.20257      1.1561 0.000486482
       16103     1.20267      1.1561 0.000486461
       16104     1.20277      1.1561 0.000486439
       16105     1.20288      1.1561 0.000486418
       16106     1.20298     1.15611 0.000486396
       16107     1.20307     1.15611 0.000486375
       16108     1.20317     1.15611 0.000486353
       16109     1.20326     1.15612 0.000486332
       16110     1.20335     1.15612 0.000486311
       16111     1.20344     1.15612 0.000486289
       16112     1.20353     1.15613 0.000486268
       16113     1.20362     1.15613 0.000486247
       16114      1.2037     1.15613 0.000486226
       16115     1.20378     1.15613 0.000486204
       16116     1.20385     1.15614 0.000486183
       16117     1.20393     1.15614 0.000486162
       16118       1.204     1.15614 0.000486141
       16119     1.20407     1.15615  0.00048612
       16120     1.20413     1.15615 0.000486099
       16121      1.2042     1.15615 0.000486078
       16122     1.20426     1.15616 0.000486057
       16123     1.20431     1.15616 0.000486036
       16124     1.20437     1.15616 0.000486015
       16125     1.20442     1.15616 0.000485994
       16126     1.20447     1.15617 0.000485973
       16127     1.20451     1.15617 0.000485952
       16128     1.20455     1.15617 0.000485931
       16129     1.20459     1.15618 0.000485911
       16130     1.20462     1.15618  0.00048589
       16131     1.20465     1.15618 0.000485869
       16132     1.20468     1.15618 0.000485848
       16133      1.2047     1.15619 0.000485827
       16134     1.20472     1.15619 0.000485806
       16135     1.20474     1.15619 0.000485786
       16136     1.20475      1.1562 0.000485765
       16137     1.20476      1.1562 0.000485744
       16138     1.20476      1.1562 0.000485723
       16139     1.20476     1.15621 0.000485702
       16140     1.20476     1.15621 0.000485682
       16141     1.20475     1.15621 0.000485661
       16142     1.20474     1.15622  0.00048564
       16143     1.20472     1.15622 0.000485619
       16144      1.2047     1.15622 0.000485599
       16145     1.20468     1.15622 0.000485578
       16146     1.20465     1.15623 0.000485557
       16147     1.20461     1.15623 0.000485536
       16148     1.20457     1.15623 0.000485515
       16149     1.20453     1.15624 0.000485494
       16150     1.20448     1.15624 0.000485474
       16151     1.20443     1.15624 0.000485453
       16152     1.20438     1.15625 0.000485432
       16153     1.20431     1.15625 0.000485411
       16154     1.20425     1.15625  0.00048539
       16155     1.20418     1.15625 0.000485369
       16156      1.2041     1.15626 0.000485348
       16157     1.20402     1.15626 0.000485327
       16158     1.20394     1.15626 0.000485306
       16159     1.20385     1.15627 0.000485285
       16160     1.20375     1.15627 0.000485264
       16161     1.20365     1.15627 0.000485242
       16162     1.20355     1.15627 0.000485221
       16163     1.20344     1.15628   0.0004852
       16164     1.20332     1.15628 0.000485179
       16165      1.2032     1.15628 0.000485157
       16166     1.20308     1.15629 0.000485136
       16167     1.20295     1.15629 0.000485115
       16168     1.20282     1.15629 0.000485093
       16169     1.20268     1.15629 0.000485072
       16170     1.20253      1.1563  0.00048505
       16171     1.20238      1.1563 0.000485028
       16172     1.20223      1.1563 0.000485007
       16173     1.20207     1.15631 0.000484985
       16174      1.2019     1.15631 0.000484963
       16175     1.20173     1.15631 0.000484941
       16176     1.20156     1.15631 0.000484919
       16177     1.20138     1.15632 0.000484897
       16178      1.2012     1.15632 0.000484875
       16179     1.20101     1.15632 0.000484853
       16180     1.20081     1.15633 0.000484831
       16181     1.20061     1.15633 0.000484809
       16182     1.20041     1.15633 0.000484787
       16183      1.2002     1.15633 0.000484764
       16184     1.19999     1.15634 0.000484742
       16185     1.19977     1.15634 0.000484719
       16186     1.19955     1.15634 0.000484697
       16187     1.19933     1.15634 0.000484674
       16188      1.1991     1.15635 0.000484651
       16189     1.19886     1.15635 0.000484628
       16190     1.19862     1.15635 0.000484605
       16191     1.19838     1.15636 0.000484583
       16192     1.19814     1.15636 0.000484559
       16193     1.19789     1.15636 0.000484536
       16194     1.19763     1.15636 0.000484513
       16195     1.19738     1.15637  0.00048449
       16196     1.19712     1.15637 0.000484466
       16197     1.19685     1.15637 0.000484443
       16198     1.19659     1.15637 0.000484419
       16199     1.19632     1.15638 0.000484396
       16200     1.19605     1.15638 0.000484372
       16201     1.19577     1.15638 0.000484348
       16202      1.1955     1.15638 0.000484324
       16203     1.19522     1.15638   0.0004843
       16204     1.19494     1.15639 0.000484276
       16205     1.19466     1.15639 0.000484252
       16206     1.19437     1.15639 0.000484228
       16207     1.19409     1.15639 0.000484204
       16208      1.1938      1.1564 0.000484179
       16209     1.19351      1.1564 0.000484155
       16210     1.19322      1.1564  0.00048413
       16211     1.19294      1.1564 0.000484106
       16212     1.19265     1.15641 0.000484081
       16213     1.19236     1.15641 0.000484056
       16214     1.19207     1.15641 0.000484031
       16215     1.19178     1.15641 0.000484007
       16216     1.19149     1.15641 0.000483981
       16217     1.19121     1.15642 0.000483956
       16218     1.19092     1.15642 0.000483931
       16219     1.19064     1.15642 0.000483906
       16220     1.19036     1.15642 0.000483881
       16221     1.19008     1.15642 0.000483855
       16222      1.1898     1.15643  0.00048383
       16223     1.18953     1.15643 0.000483804
       16224     1.18925     1.15643 0.000483779
       16225     1.18898     1.15643 0.000483753
       16226     1.18872     1.15644 0.000483727
       16227     1.18846     1.15644 0.000483702
       16228      1.1882     1.15644 0.000483676
       16229     1.18795     1.15644  0.00048365
       16230      1.1877     1.15644 0.000483624
       16231     1.18745     1.15644 0.000483598
       16232     1.18721     1.15645 0.000483572
       16233     1.18698     1.15645 0.000483546
       16234     1.18675     1.15645 0.000483519
       16235     1.18653     1.15645 0.000483493
       16236     1.18631     1.15645 0.000483467
       16237      1.1861     1.15646 0.000483441
       16238      1.1859     1.15646 0.000483414
       16239      1.1857     1.15646 0.000483388
       16240     1.18551     1.15646 0.000483361
       16241     1.18532     1.15646 0.000483335
       16242     1.18515     1.15646 0.000483308
       16243     1.18498     1.15647 0.000483282
       16244     1.18482     1.15647 0.000483255
       16245     1.18467     1.15647 0.000483229
       16246     1.18452     1.15647 0.000483202
       16247     1.18439     1.15647 0.000483175
       16248     1.18426     1.15648 0.000483148
       16249     1.18414     1.15648 0.000483122
       16250     1.18403     1.15648 0.000483095
       16251     1.18393     1.15648 0.000483068
       16252     1.18384     1.15648 0.000483041
       16253     1.18375     1.15648 0.000483015
       16254     1.18368     1.15649 0.000482988
       16255     1.18361     1.15649 0.000482961
       16256     1.18356     1.15649 0.000482934
       16257     1.18351     1.15649 0.000482907
       16258     1.18347     1.15649  0.00048288
       16259     1.18344     1.15649 0.000482854
       16260     1.18343      1.1565 0.000482827
       16261     1.18342      1.1565   0.0004828
       16262     1.18342      1.1565 0.000482773
       16263     1.18343      1.1565 0.000482746
       16264     1.18345      1.1565 0.000482719
       16265     1.18347      1.1565 0.000482693
       16266     1.18351     1.15651 0.000482666
       16267     1.18356     1.15651 0.000482639
       16268     1.18361     1.15651 0.000482612
       16269     1.18368     1.15651 0.000482585
       16270     1.18375     1.15651 0.000482559
       16271     1.18384     1.15651 0.000482532
       16272     1.18393     1.15652 0.000482505
       16273     1.18403     1.15652 0.000482478
       16274     1.18414     1.15652 0.000482452
       16275     1.18425     1.15652 0.000482425
       16276     1.18438     1.15652 0.000482399
       16277     1.18451     1.15652 0.000482372
       16278     1.18465     1.15653 0.000482345
       16279      1.1848     1.15653 0.000482319
       16280     1.18495     1.15653 0.000482292
       16281     1.18511     1.15653 0.000482266
       16282     1.18528     1.15653  0.00048224
       16283     1.18546     1.15653 0.000482213
       16284     1.18564     1.15654 0.000482187
       16285     1.18583     1.15654 0.000482161
       16286     1.18603     1.15654 0.000482135
       16287     1.18623     1.15654 0.000482108
       16288     1.18643     1.15654 0.000482082
       16289     1.18665     1.15655 0.000482056
       16290     1.18686     1.15655  0.00048203
       16291     1.18708     1.15655 0.000482004
       16292     1.18731     1.15655 0.000481978
       16293     1.18754     1.15655 0.000481953
       16294     1.18778     1.15655 0.000481927
       16295     1.18802     1.15656 0.000481901
       16296     1.18826     1.15656 0.000481875
       16297     1.18851     1.15656  0.00048185
       16298     1.18876     1.15656 0.000481824
       16299     1.18901     1.15656 0.000481799
       16300     1.18927     1.15657 0.000481773
       16301     1.18953     1.15657 0.000481748
       16302     1.18979     1.15657 0.000481723
       16303     1.19005     1.15657 0.000481698
       16304     1.19032     1.15657 0.000481673
       16305     1.19058     1.15658 0.000481648
       16306     1.19085     1.15658 0.000481623
       16307     1.19112     1.15658 0.000481598
       16308      1.1914     1.15658 0.000481573
       16309     1.19167     1.15659 0.000481548
       16310     1.19194     1.15659 0.000481524
       16311     1.19222     1.15659 0.000481499
       16312      1.1925     1.15659 0.000481475
       16313     1.19277     1.15659  0.00048145
       16314     1.19305      1.1566 0.000481426
       16315     1.19333      1.1566 0.000481402
       16316      1.1936      1.1566 0.000481377
       16317     1.19388      1.1566 0.000481353
       16318     1.19416     1.15661 0.000481329
       16319     1.19444     1.15661 0.000481305
       16320     1.19471     1.15661 0.000481282
       16321     1.19499     1.15661 0.000481258
       16322     1.19527     1.15661 0.000481234
       16323     1.19554     1.15662 0.000481211
       16324     1.19582     1.15662 0.000481187
       16325      1.1961     1.15662 0.000481164
       16326     1.19637     1.15662  0.00048114
       16327     1.19665     1.15663 0.000481117
       16328     1.19692     1.15663 0.000481094
       16329     1.19719     1.15663 0.000481071
       16330     1.19747     1.15663 0.000481048
       16331     1.19774     1.15664 0.000481025
       16332     1.19801     1.15664 0.000481002
       16333     1.19829     1.15664  0.00048098
       16334     1.19856     1.15664 0.000480957
       16335     1.19883     1.15665 0.000480935
       16336      1.1991     1.15665 0.000480912
       16337     1.19937     1.15665  0.00048089
       16338     1.19964     1.15665 0.000480868
       16339     1.19992     1.15666 0.000480846
       16340     1.20019     1.15666 0.000480823
       16341     1.20046     1.15666 0.000480802
       16342     1.20073     1.15667  0.00048078
       16343       1.201     1.15667 0.000480758
       16344     1.20127     1.15667 0.000480736
       16345     1.20155     1.15667 0.000480715
       16346     1.20182     1.15668 0.000480693
       16347      1.2021     1.15668 0.000480672
       16348     1.20237     1.15668 0.000480651
       16349     1.20265     1.15668 0.000480629
       16350     1.20292     1.15669 0.000480608
       16351      1.2032     1.15669 0.000480587
       16352     1.20348     1.15669 0.000480566
       16353     1.20376      1.1567 0.000480546
       16354     1.20404      1.1567 0.000480525
       16355     1.20433      1.1567 0.000480504
       16356     1.20461     1.15671 0.000480484
       16357      1.2049     1.15671 0.000480464
       16358     1.20519     1.15671 0.000480443
       16359     1.20548     1.15671 0.000480423
       16360     1.20577     1.15672 0.000480403
       16361     1.20606     1.15672 0.000480383
       16362     1.20636     1.15672 0.000480364
       16363     1.20665     1.15673 0.000480344
       16364     1.20695     1.15673 0.000480324
       16365     1.20726     1.15673 0.000480305
       16366     1.20756     1.15674 0.000480286
       16367     1.20787     1.15674 0.000480266
       16368     1.20818     1.15674 0.000480247
       16369     1.20849     1.15674 0.000480228
       16370      1.2088     1.15675  0.00048021
       16371     1.20911     1.15675 0.000480191
       16372     1.20943     1.15675 0.000480172
       16373     1.20975     1.15676 0.000480154
       16374     1.21007     1.15676 0.000480136
       16375     1.21039     1.15676 0.000480118
       16376     1.21071     1.15677   0.0004801
       16377     1.21104     1.15677 0.000480082
       16378     1.21136     1.15677 0.000480064
       16379     1.21169     1.15678 0.000480046
       16380     1.21202     1.15678 0.000480029
       16381     1.21235     1.15678 0.000480012
       16382     1.21268     1.15679 0.000479994
       16383     1.21301     1.15679 0.000479977
       16384     1.21334     1.15679  0.00047996
       16385     1.21367      1.1568 0.000479944
       16386       1.214      1.1568 0.000479927
       16387     1.21433     1.15681 0.000479911
       16388     1.21466     1.15681 0.000479894
       16389     1.21498     1.15681 0.000479878
       16390     1.21531     1.15682 0.000479862
       16391     1.21564     1.15682 0.000479846
       16392     1.21596     1.15682 0.000479831
       16393     1.21628     1.15683 0.000479815
       16394      1.2166     1.15683   0.0004798
       16395     1.21691     1.15683 0.000479784
       16396     1.21723     1.15684 0.000479769
       16397     1.21753     1.15684 0.000479754
       16398     1.21784     1.15684 0.000479739
       16399     1.21814     1.15685 0.000479725
       16400     1.21844     1.15685  0.00047971
       16401     1.21873     1.15686 0.000479696
       16402     1.21901     1.15686 0.000479682
       16403     1.21929     1.15686 0.000479667
       16404     1.21957     1.15687 0.000479653
       16405     1.21984     1.15687  0.00047964
       16406      1.2201     1.15688 0.000479626
       16407     1.22035     1.15688 0.000479612
       16408      1.2206     1.15688 0.000479599
       16409     1.22084     1.15689 0.000479585
       16410     1.22107     1.15689 0.000479572
       16411     1.22129     1.15689 0.000479559
       16412      1.2215      1.1569 0.000479546
       16413      1.2217      1.1569 0.000479533
       16414      1.2219     1.15691  0.00047952
       16415     1.22208     1.15691 0.000479507
       16416     1.22225     1.15691 0.000479494
       16417     1.22242     1.15692 0.000479482
       16418     1.22257     1.15692 0.000479469
       16419     1.22271     1.15693 0.000479457
       16420     1.22284     1.15693 0.000479444
       16421     1.22295     1.15693 0.000479432
       16422     1.22306     1.15694  0.00047942
       16423     1.22315     1.15694 0.000479408
       16424     1.22323     1.15695 0.000479395
       16425      1.2233     1.15695 0.000479383
       16426     1.22335     1.15695 0.000479371
       16427     1.22339     1.15696 0.000479359
       16428     1.22341     1.15696 0.000479347
       16429     1.22342     1.15697 0.000479335
       16430     1.22342     1.15697 0.000479323
       16431      1.2234     1.15697  0.00047931
       16432     1.22337     1.15698 0.000479298
       16433     1.22333     1.15698 0.000479286
       16434     1.22326     1.15699 0.000479274
       16435     1.22319     1.15699 0.000479262
       16436      1.2231       1.157 0.000479249
       16437     1.22299       1.157 0.000479237
       16438     1.22287       1.157 0.000479225
       16439     1.22273     1.15701 0.000479212
       16440     1.22258     1.15701   0.0004792
       16441     1.22241     1.15702 0.000479187
       16442     1.22223     1.15702 0.000479174
       16443     1.22203     1.15702 0.000479161
       16444     1.22181     1.15703 0.000479149
       16445     1.22158     1.15703 0.000479135
       16446     1.22134     1.15703 0.000479122
       16447     1.22108     1.15704 0.000479109
       16448      1.2208     1.15704 0.000479096
       16449     1.22051     1.15705 0.000479082
       16450      1.2202     1.15705 0.000479068
       16451     1.21988     1.15705 0.000479054
       16452     1.21955     1.15706  0.00047904
       16453      1.2192     1.15706 0.000479026
       16454     1.21884     1.15707 0.000479012
       16455     1.21846     1.15707 0.000478997
       16456     1.21807     1.15707 0.000478982
       16457     1.21766     1.15708 0.000478967
       16458     1.21725     1.15708 0.000478952
       16459     1.21682     1.15708 0.000478937
       16460     1.21638     1.15709 0.000478921
       16461     1.21593     1.15709 0.000478906
       16462     1.21546     1.15709  0.00047889
       16463     1.21499      1.1571 0.000478873
       16464      1.2145      1.1571 0.000478857
       16465     1.21401     1.15711  0.00047884
       16466     1.21351     1.15711 0.000478824
       16467     1.21299     1.15711 0.000478807
       16468     1.21247     1.15712 0.000478789
       16469     1.21195     1.15712 0.000478772
       16470     1.21141     1.15712 0.000478754
       16471     1.21087     1.15713 0.000478736
       16472     1.21033     1.15713 0.000478718
       16473     1.20978     1.15713   0.0004787
       16474     1.20923     1.15713 0.000478681
       16475     1.20867     1.15714 0.000478662
       16476     1.20811     1.15714 0.000478643
       16477     1.20755     1.15714 0.000478624
       16478     1.20699     1.15715 0.000478604
       16479     1.20643     1.15715 0.000478585
       16480     1.20587     1.15715 0.000478565
       16481     1.20531     1.15716 0.000478545
       16482     1.20476     1.15716 0.000478524
       16483     1.20421     1.15716 0.000478504
       16484     1.20366     1.15716 0.000478483
       16485     1.20312     1.15717 0.000478462
       16486     1.20259     1.15717 0.000478441
       16487     1.20206     1.15717  0.00047842
       16488     1.20154     1.15718 0.000478398
       16489     1.20103     1.15718 0.000478377
       16490     1.20053     1.15718 0.000478355
       16491     1.20004     1.15718 0.000478333
       16492     1.19956     1.15719 0.000478311
       16493     1.19909     1.15719 0.000478289
       16494     1.19864     1.15719 0.000478266
       16495      1.1982     1.15719 0.000478244
       16496     1.19777      1.1572 0.000478221
       16497     1.19736      1.1572 0.000478198
       16498     1.19696      1.1572 0.000478175
       16499     1.19658      1.1572 0.000478152
       16500     1.19621     1.15721 0.000478129
       16501     1.19587     1.15721 0.000478106
       16502     1.19553     1.15721 0.000478083
       16503     1.19522     1.15721 0.000478059
       16504     1.19493     1.15721 0.000478036
       16505     1.19465     1.15722 0.000478012
       16506     1.19439     1.15722 0.000477988
       16507     1.19415     1.15722 0.000477965
       16508     1.19392     1.15722 0.000477941
       16509     1.19372     1.15723 0.000477917
       16510     1.19353     1.15723 0.000477893
       16511     1.19336     1.15723 0.000477869
       16512     1.19321     1.15723 0.000477845
       16513     1.19308     1.15723 0.000477821
       16514     1.19296     1.15724 0.000477797
       16515     1.19287     1.15724 0.000477773
       16516     1.19278     1.15724 0.000477749
       16517     1.19271     1.15724 0.000477725
       16518     1.19266     1.15725 0.000477701
       16519     1.19263     1.15725 0.000477677
       16520      1.1926     1.15725 0.000477653
       16521     1.19259     1.15725 0.000477628
       16522     1.19259     1.15725 0.000477604
       16523     1.19261     1.15726  0.00047758
       16524     1.19263     1.15726 0.000477556
       16525     1.19267     1.15726 0.000477532
       16526     1.19271     1.15726 0.000477508
       16527     1.19276     1.15726 0.000477484
       16528     1.19282     1.15727  0.00047746
       16529     1.19288     1.15727 0.000477436
       16530     1.19296     1.15727 0.000477412
       16531     1.19303     1.15727 0.000477388
       16532     1.19311     1.15728 0.000477364
       16533     1.19319     1.15728  0.00047734
       16534     1.19327     1.15728 0.000477316
       16535     1.19336     1.15728 0.000477292
       16536     1.19344     1.15728 0.000477268
       16537     1.19353     1.15729 0.000477245
       16538     1.19361     1.15729 0.000477221
       16539     1.19369     1.15729 0.000477197
       16540     1.19377     1.15729 0.000477173
       16541     1.19384      1.1573 0.000477149
       16542     1.19391      1.1573 0.000477126
       16543     1.19397      1.1573 0.000477102
       16544     1.19403      1.1573 0.000477078
       16545     1.19408      1.1573 0.000477055
       16546     1.19412     1.15731 0.000477031
       16547     1.19416     1.15731 0.000477007
       16548     1.19419     1.15731 0.000476984
       16549     1.19421     1.15731  0.00047696
       16550     1.19422     1.15732 0.000476937
       16551     1.19422     1.15732 0.000476913
       16552     1.19422     1.15732 0.000476889
       16553      1.1942     1.15732 0.000476866
       16554     1.19418     1.15732 0.000476842
       16555     1.19415     1.15733 0.000476819
       16556     1.19411     1.15733 0.000476795
       16557     1.19406     1.15733 0.000476771
       16558       1.194     1.15733 0.000476748
       16559     1.19393     1.15734 0.000476724
       16560     1.19385     1.15734   0.0004767
       16561     1.19377     1.15734 0.000476677
       16562     1.19367     1.15734 0.000476653
       16563     1.19357     1.15734 0.000476629
       16564     1.19346     1.15735 0.000476605
       16565     1.19335     1.15735 0.000476582
       16566     1.19322     1.15735 0.000476558
       16567     1.19309     1.15735 0.000476534
       16568     1.19296     1.15735  0.00047651
       16569     1.19282     1.15736 0.000476486
       16570     1.19267     1.15736 0.000476462
       16571     1.19252     1.15736 0.000476438
       16572     1.19237     1.15736 0.000476414
       16573     1.19221     1.15737  0.00047639
       16574     1.19205     1.15737 0.000476366
       16575     1.19189     1.15737 0.000476341
       16576     1.19173     1.15737 0.000476317
       16577     1.19156     1.15737 0.000476293
       16578      1.1914     1.15738 0.000476269
       16579     1.19123     1.15738 0.000476244
       16580     1.19107     1.15738  0.00047622
       16581     1.19091     1.15738 0.000476195
       16582     1.19075     1.15738 0.000476171
       16583      1.1906     1.15739 0.000476146
       16584     1.19044     1.15739 0.000476122
       16585     1.19029     1.15739 0.000476097
       16586     1.19015     1.15739 0.000476073
       16587     1.19001     1.15739 0.000476048
       16588     1.18987      1.1574 0.000476023
       16589     1.18974      1.1574 0.000475999
       16590     1.18962      1.1574 0.000475974
       16591      1.1895      1.1574 0.000475949
       16592      1.1894      1.1574 0.000475924
       16593     1.18929     1.15741   0.0004759
       16594      1.1892     1.15741 0.000475875
       16595     1.18911     1.15741  0.00047585
       16596     1.18904     1.15741 0.000475825
       16597     1.18897     1.15741   0.0004758
       16598     1.18891     1.15741 0.000475775
       16599     1.18885     1.15742  0.00047575
       16600     1.18881     1.15742 0.000475726
       16601     1.18878     1.15742 0.000475701
       16602     1.18875     1.15742 0.000475676
       16603     1.18874     1.15742 0.000475651
       16604     1.18873     1.15743 0.000475626
       16605     1.18874     1.15743 0.000475601
       16606     1.18875     1.15743 0.000475576
       16607     1.18878     1.15743 0.000475551
       16608     1.18881     1.15743 0.000475526
       16609     1.18885     1.15744 0.000475501
       16610      1.1889     1.15744 0.000475477
       16611     1.18896     1.15744 0.000475452
       16612     1.18903     1.15744 0.000475427
       16613     1.18911     1.15744 0.000475402
       16614     1.18919     1.15745 0.000475377
       16615     1.18929     1.15745 0.000475353
       16616     1.18939     1.15745 0.000475328
       16617      1.1895     1.15745 0.000475303
       16618     1.18961     1.15745 0.000475279
       16619     1.18974     1.15745 0.000475254
       16620     1.18987     1.15746 0.000475229
       16621     1.19001     1.15746 0.000475205
       16622     1.19015     1.15746  0.00047518
       16623      1.1903     1.15746 0.000475156
       16624     1.19046     1.15746 0.000475131
       16625     1.19062     1.15747 0.000475107
       16626     1.19079     1.15747 0.000475083
       16627     1.19096     1.15747 0.000475058
       16628     1.19114     1.15747 0.000475034
       16629     1.19132     1.15747  0.00047501
       16630     1.19151     1.15748 0.000474986
       16631      1.1917     1.15748 0.000474962
       16632     1.19189     1.15748 0.000474938
       16633     1.19208     1.15748 0.000474914
       16634     1.19228     1.15749  0.00047489
       16635     1.19248     1.15749 0.000474866
       16636     1.19269     1.15749 0.000474842
       16637     1.19289     1.15749 0.000474818
       16638      1.1931     1.15749 0.000474794
       16639     1.19331      1.1575 0.000474771
       16640     1.19352      1.1575 0.000474747
       16641     1.19373      1.1575 0.000474724
       16642     1.19394      1.1575   0.0004747
       16643     1.19415      1.1575 0.000474677
       16644     1.19436     1.15751 0.000474653
       16645     1.19457     1.15751  0.00047463
       16646     1.19478     1.15751 0.000474607
       16647       1.195     1.15751 0.000474584
       16648     1.19521     1.15752 0.000474561
       16649     1.19542     1.15752 0.000474538
       16650     1.19562     1.15752 0.000474515
       16651     1.19583     1.15752 0.000474492
       16652     1.19604     1.15752 0.000474469
       16653     1.19624     1.15753 0.000474446
       16654     1.19645     1.15753 0.000474423
       16655     1.19665     1.15753 0.000474401
       16656     1.19685     1.15753 0.000474378
       16657     1.19705     1.15754 0.000474355
       16658     1.19724     1.15754 0.000474333
       16659     1.19744     1.15754 0.000474311
       16660     1.19763     1.15754 0.000474288
       16661     1.19782     1.15755 0.000474266
       16662     1.19801     1.15755 0.000474244
       16663     1.19819     1.15755 0.000474221
       16664     1.19837     1.15755 0.000474199
       16665     1.19855     1.15756 0.000474177
       16666     1.19872     1.15756 0.000474155
       16667      1.1989     1.15756 0.000474133
       16668     1.19907     1.15756 0.000474111
       16669     1.19923     1.15757 0.000474089
       16670      1.1994     1.15757 0.000474068
       16671     1.19956     1.15757 0.000474046
       16672     1.19972     1.15757 0.000474024
       16673     1.19987     1.15758 0.000474003
       16674     1.20002     1.15758 0.000473981
       16675     1.20017     1.15758 0.000473959
       16676     1.20031     1.15758 0.000473938
       16677     1.20046     1.15759 0.000473916
       16678     1.20059     1.15759 0.000473895
       16679     1.20073     1.15759 0.000473874
       16680     1.20086     1.15759 0.000473852
       16681     1.20099      1.1576 0.000473831
       16682     1.20111      1.1576  0.00047381
       16683     1.20123      1.1576 0.000473789
       16684     1.20135      1.1576 0.000473768
       16685     1.20146     1.15761 0.000473747
       16686     1.20158     1.15761 0.000473725
       16687     1.20168     1.15761 0.000473704
       16688     1.20179     1.15762 0.000473683
       16689     1.20189     1.15762 0.000473662
       16690     1.20199     1.15762 0.000473642
       16691     1.20208     1.15762 0.000473621
       16692     1.20217     1.15763   0.0004736
       16693     1.20226     1.15763 0.000473579
       16694     1.20234     1.15763 0.000473558
       16695     1.20242     1.15763 0.000473537
       16696      1.2025     1.15764 0.000473517
       16697     1.20257     1.15764 0.000473496
       16698     1.20264     1.15764 0.000473475
       16699     1.20271     1.15764 0.000473455
       16700     1.20278     1.15765 0.000473434
       16701     1.20284     1.15765 0.000473413
       16702     1.20289     1.15765 0.000473393
       16703     1.20295     1.15766 0.000473372
       16704       1.203     1.15766 0.000473352
       16705     1.20305     1.15766 0.000473331
       16706     1.20309     1.15766 0.000473311
       16707     1.20314     1.15767  0.00047329
       16708     1.20318     1.15767  0.00047327
       16709     1.20321     1.15767 0.000473249
       16710     1.20325     1.15767 0.000473229
       16711     1.20328     1.15768 0.000473208
       16712     1.20331     1.15768 0.000473188
       16713     1.20333     1.15768 0.000473167
       16714     1.20335     1.15769 0.000473147
       16715     1.20337     1.15769 0.000473127
       16716     1.20339     1.15769 0.000473106
       16717     1.20341     1.15769 0.000473086
       16718     1.20342      1.1577 0.000473065
       16719     1.20343      1.1577 0.000473045
       16720     1.20343      1.1577 0.000473025
       16721     1.20344      1.1577 0.000473004
       16722     1.20344     1.15771 0.000472984
       16723     1.20344     1.15771 0.000472963
       16724     1.20344     1.15771 0.000472943
       16725     1.20343     1.15772 0.000472923
       16726     1.20343     1.15772 0.000472902
       16727     1.20342     1.15772 0.000472882
       16728     1.20341     1.15772 0.000472862
       16729     1.20339     1.15773 0.000472841
       16730     1.20338     1.15773 0.000472821
       16731     1.20336     1.15773   0.0004728
       16732     1.20334     1.15773  0.00047278
       16733     1.20332     1.15774  0.00047276
       16734      1.2033     1.15774 0.000472739
       16735     1.20327     1.15774 0.000472719
       16736     1.20324     1.15775 0.000472698
       16737     1.20322     1.15775 0.000472678
       16738     1.20319     1.15775 0.000472657
       16739     1.20315     1.15775 0.000472637
       16740     1.20312     1.15776 0.000472616
