#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
        2832   -0.292187   -0.142372  0.00167962
        2833   -0.292274   -0.142425  0.00167986
        2834   -0.292363   -0.142477   0.0016801
        2835   -0.292448    -0.14253  0.00168034
        2836   -0.292534   -0.142583  0.00168058
        2837   -0.292619   -0.142636  0.00168082
        2838   -0.292701   -0.142689  0.00168106
        2839    -0.29278   -0.142742   0.0016813
        2840   -0.292857   -0.142795  0.00168154
        2841   -0.292932   -0.142848  0.00168178
        2842   -0.293004     -0.1429  0.00168201
        2843   -0.293074   -0.142953  0.00168225
        2844    -0.29314   -0.143006  0.00168249
        2845   -0.293203   -0.143059  0.00168273
        2846   -0.293265   -0.143112  0.00168296
        2847   -0.293326   -0.143164   0.0016832
        2848   -0.293381   -0.143217  0.00168343
        2849   -0.293436    -0.14327  0.00168367
        2850   -0.293488   -0.143323   0.0016839
        2851   -0.293537   -0.143375  0.00168414
        2852   -0.293581   -0.143428  0.00168437
        2853   -0.293625   -0.143481   0.0016846
        2854   -0.293663   -0.143533  0.00168483
        2855   -0.293699   -0.143586  0.00168506
        2856   -0.293733   -0.143638  0.00168529
        2857   -0.293765   -0.143691  0.00168552
        2858   -0.293791   -0.143743  0.00168575
        2859   -0.293816   -0.143796  0.00168598
        2860    -0.29384   -0.143848   0.0016862
        2861   -0.293856   -0.143901  0.00168643
        2862   -0.293871   -0.143953  0.00168665
        2863   -0.293882   -0.144006  0.00168688
        2864   -0.293888   -0.144058   0.0016871
        2865   -0.293892    -0.14411  0.00168732
        2866   -0.293888   -0.144162  0.00168754
        2867   -0.293885   -0.144215  0.00168776
        2868   -0.293879   -0.144267  0.00168798
        2869   -0.293868   -0.144319   0.0016882
        2870   -0.293857   -0.144371  0.00168841
        2871   -0.293839   -0.144423  0.00168863
        2872   -0.293817   -0.144475  0.00168884
        2873   -0.293788   -0.144527  0.00168905
        2874   -0.293756   -0.144579  0.00168926
        2875   -0.293722   -0.144631  0.00168947
        2876   -0.293689   -0.144683  0.00168968
        2877   -0.293647   -0.144735  0.00168988
        2878   -0.293601   -0.144786  0.00169009
        2879    -0.29355   -0.144838  0.00169029
        2880   -0.293496    -0.14489  0.00169049
        2881   -0.293439   -0.144941  0.00169069
        2882   -0.293376   -0.144993  0.00169089
        2883   -0.293309   -0.145044  0.00169108
        2884   -0.293237   -0.145096  0.00169128
        2885   -0.293161   -0.145147  0.00169147
        2886   -0.293083   -0.145198  0.00169166
        2887   -0.292998   -0.145249  0.00169185
        2888   -0.292909     -0.1453  0.00169204
        2889   -0.292818   -0.145351  0.00169222
        2890   -0.292723   -0.145402   0.0016924
        2891   -0.292621   -0.145453  0.00169258
        2892   -0.292514   -0.145504  0.00169276
        2893   -0.292403   -0.145555  0.00169294
        2894   -0.292285   -0.145606  0.00169311
        2895   -0.292166   -0.145656  0.00169328
        2896   -0.292039   -0.145707  0.00169345
        2897   -0.291914   -0.145757  0.00169362
        2898   -0.291781   -0.145808  0.00169379
        2899   -0.291642   -0.145858  0.00169395
        2900   -0.291501   -0.145908  0.00169411
        2901   -0.291356   -0.145958  0.00169427
        2902   -0.291209   -0.146008  0.00169442
        2903   -0.291056   -0.146058  0.00169457
        2904   -0.290898   -0.146108  0.00169473
        2905   -0.290737   -0.146158  0.00169487
        2906   -0.290571   -0.146208  0.00169502
        2907   -0.290402   -0.146257  0.00169516
        2908   -0.290229   -0.146307   0.0016953
        2909   -0.290053   -0.146356  0.00169544
        2910   -0.289872   -0.146406  0.00169557
        2911   -0.289689   -0.146455   0.0016957
        2912   -0.289504   -0.146504  0.00169583
        2913   -0.289313   -0.146553  0.00169596
        2914   -0.289124   -0.146602  0.00169608
        2915   -0.288927   -0.146651   0.0016962
        2916   -0.288729   -0.146699  0.00169632
        2917   -0.288526   -0.146748  0.00169644
        2918   -0.288318   -0.146797  0.00169655
        2919   -0.288109   -0.146845  0.00169666
        2920   -0.287895   -0.146893  0.00169676
        2921   -0.287681   -0.146942  0.00169687
        2922   -0.287468    -0.14699  0.00169697
        2923   -0.287247   -0.147038  0.00169707
        2924   -0.287026   -0.147085  0.00169716
        2925   -0.286806   -0.147133  0.00169725
        2926    -0.28658   -0.147181  0.00169734
        2927   -0.286354   -0.147228  0.00169743
        2928   -0.286129   -0.147276  0.00169751
        2929     -0.2859   -0.147323  0.00169759
        2930   -0.285672    -0.14737  0.00169767
        2931   -0.285441   -0.147418  0.00169774
        2932   -0.285211   -0.147465  0.00169781
        2933   -0.284978   -0.147511  0.00169788
        2934   -0.284744   -0.147558  0.00169795
        2935   -0.284508   -0.147605  0.00169801
        2936   -0.284271   -0.147651  0.00169807
        2937   -0.284031   -0.147698  0.00169813
        2938   -0.283796   -0.147744  0.00169818
        2939   -0.283561    -0.14779  0.00169823
        2940   -0.283327   -0.147836  0.00169828
        2941   -0.283095   -0.147882  0.00169832
        2942   -0.282861   -0.147928  0.00169837
        2943   -0.282627   -0.147974  0.00169841
        2944   -0.282397    -0.14802  0.00169844
        2945   -0.282165   -0.148065  0.00169848
        2946   -0.281934   -0.148111  0.00169851
        2947   -0.281707   -0.148156  0.00169854
        2948   -0.281478   -0.148201  0.00169856
        2949    -0.28125   -0.148246  0.00169859
        2950   -0.281024   -0.148291  0.00169861
        2951   -0.280799   -0.148336  0.00169862
        2952   -0.280578   -0.148381  0.00169864
        2953   -0.280353   -0.148426  0.00169865
        2954   -0.280132    -0.14847  0.00169866
        2955   -0.279913   -0.148515  0.00169867
        2956   -0.279696   -0.148559  0.00169867
        2957    -0.27948   -0.148604  0.00169868
        2958   -0.279263   -0.148648  0.00169868
        2959   -0.279051   -0.148692  0.00169867
        2960   -0.278837   -0.148736  0.00169867
        2961   -0.278628    -0.14878  0.00169866
        2962   -0.278418   -0.148823  0.00169865
        2963   -0.278214   -0.148867  0.00169864
        2964   -0.278009   -0.148911  0.00169863
        2965   -0.277805   -0.148954  0.00169861
        2966   -0.277601   -0.148997  0.00169859
        2967     -0.2774   -0.149041  0.00169857
        2968   -0.277198   -0.149084  0.00169854
        2969   -0.276999   -0.149127  0.00169852
        2970   -0.276801    -0.14917  0.00169849
        2971   -0.276604   -0.149213  0.00169846
        2972   -0.276408   -0.149256  0.00169843
        2973   -0.276212   -0.149298  0.00169839
        2974   -0.276017   -0.149341  0.00169836
        2975   -0.275822   -0.149384  0.00169832
        2976   -0.275627   -0.149426  0.00169828
        2977   -0.275434   -0.149468  0.00169823
        2978   -0.275239   -0.149511  0.00169819
        2979   -0.275043   -0.149553  0.00169814
        2980   -0.274847   -0.149595  0.00169809
        2981    -0.27465   -0.149637  0.00169804
        2982   -0.274452   -0.149679  0.00169799
        2983   -0.274254    -0.14972  0.00169793
        2984   -0.274053   -0.149762  0.00169787
        2985   -0.273852   -0.149804  0.00169781
        2986   -0.273646   -0.149845  0.00169775
        2987   -0.273439   -0.149886  0.00169769
        2988   -0.273232   -0.149928  0.00169762
        2989   -0.273021   -0.149969  0.00169755
        2990    -0.27281    -0.15001  0.00169748
        2991   -0.272596   -0.150051  0.00169741
        2992    -0.27238   -0.150092  0.00169733
        2993   -0.272162   -0.150133  0.00169726
        2994   -0.271941   -0.150173  0.00169718
        2995   -0.271717   -0.150214   0.0016971
        2996    -0.27149   -0.150254  0.00169701
        2997   -0.271262   -0.150295  0.00169693
        2998   -0.271029   -0.150335  0.00169684
        2999   -0.270793   -0.150375  0.00169675
        3000   -0.270555   -0.150415  0.00169665
        3001   -0.270315   -0.150455  0.00169656
        3002   -0.270073   -0.150495  0.00169646
        3003   -0.269827   -0.150535  0.00169636
        3004   -0.269574   -0.150574  0.00169626
        3005   -0.269316   -0.150614  0.00169616
        3006    -0.26906   -0.150653  0.00169605
        3007   -0.268796   -0.150693  0.00169594
        3008   -0.268535   -0.150732  0.00169583
        3009   -0.268272   -0.150771  0.00169572
        3010   -0.268007    -0.15081   0.0016956
        3011    -0.26774   -0.150849  0.00169548
        3012   -0.267472   -0.150887  0.00169536
        3013   -0.267203   -0.150926  0.00169524
        3014   -0.266931   -0.150964  0.00169511
        3015   -0.266658   -0.151003  0.00169498
        3016   -0.266387   -0.151041  0.00169485
        3017   -0.266112   -0.151079  0.00169472
        3018   -0.265842   -0.151117  0.00169459
        3019   -0.265574   -0.151155  0.00169445
        3020    -0.26531   -0.151193  0.00169431
        3021   -0.265047   -0.151231  0.00169417
        3022   -0.264785   -0.151268  0.00169402
        3023   -0.264529   -0.151306  0.00169388
        3024   -0.264274   -0.151343  0.00169373
        3025   -0.264023    -0.15138  0.00169358
        3026   -0.263778   -0.151417  0.00169343
        3027   -0.263538   -0.151454  0.00169327
        3028   -0.263304   -0.151491  0.00169312
        3029   -0.263079   -0.151528  0.00169296
        3030   -0.262857   -0.151565   0.0016928
        3031   -0.262645   -0.151602  0.00169264
        3032   -0.262442   -0.151638  0.00169247
        3033   -0.262248   -0.151675  0.00169231
        3034   -0.262065   -0.151711  0.00169214
        3035   -0.261894   -0.151747  0.00169197
        3036   -0.261733   -0.151784   0.0016918
        3037   -0.261583    -0.15182  0.00169163
        3038   -0.261446   -0.151856  0.00169146
        3039   -0.261322   -0.151892  0.00169129
        3040   -0.261215   -0.151928  0.00169111
        3041    -0.26112   -0.151964  0.00169094
        3042   -0.261039      -0.152  0.00169076
        3043   -0.260975   -0.152035  0.00169059
        3044   -0.260929   -0.152071  0.00169041
        3045   -0.260897   -0.152107  0.00169023
        3046   -0.260882   -0.152143  0.00169005
        3047   -0.260885   -0.152178  0.00168988
        3048   -0.260909   -0.152214   0.0016897
        3049   -0.260948    -0.15225  0.00168952
        3050   -0.261006   -0.152285  0.00168934
        3051   -0.261084   -0.152321  0.00168916
        3052    -0.26118   -0.152357  0.00168899
        3053   -0.261297   -0.152392  0.00168881
        3054   -0.261433   -0.152428  0.00168864
        3055   -0.261589   -0.152464  0.00168846
        3056   -0.261765   -0.152499  0.00168829
        3057   -0.261962   -0.152535  0.00168811
        3058   -0.262181   -0.152571  0.00168794
        3059   -0.262418   -0.152607  0.00168777
        3060   -0.262678   -0.152643  0.00168761
        3061   -0.262955   -0.152679  0.00168744
        3062   -0.263253   -0.152715  0.00168727
        3063   -0.263568   -0.152751  0.00168711
        3064   -0.263905   -0.152788  0.00168695
        3065   -0.264261   -0.152824  0.00168679
        3066   -0.264636    -0.15286  0.00168664
        3067   -0.265035   -0.152897  0.00168648
        3068   -0.265448   -0.152934  0.00168633
        3069   -0.265877   -0.152971  0.00168618
        3070   -0.266323   -0.153007  0.00168604
        3071   -0.266791   -0.153044   0.0016859
        3072   -0.267273   -0.153082  0.00168576
        3073   -0.267771   -0.153119  0.00168562
        3074   -0.268286   -0.153156  0.00168549
        3075   -0.268818   -0.153194  0.00168536
        3076   -0.269362   -0.153232  0.00168524
        3077   -0.269922    -0.15327  0.00168512
        3078   -0.270491   -0.153308    0.001685
        3079   -0.271075   -0.153346  0.00168489
        3080   -0.271676   -0.153385  0.00168478
        3081   -0.272284   -0.153423  0.00168467
        3082   -0.272903   -0.153462  0.00168457
        3083   -0.273532   -0.153501  0.00168447
        3084   -0.274169    -0.15354  0.00168438
        3085   -0.274819   -0.153579   0.0016843
        3086   -0.275475   -0.153619  0.00168421
        3087   -0.276136   -0.153658  0.00168414
        3088   -0.276807   -0.153698  0.00168406
        3089   -0.277484   -0.153738  0.00168399
        3090   -0.278167   -0.153779  0.00168393
        3091   -0.278855   -0.153819  0.00168387
        3092   -0.279549    -0.15386  0.00168382
        3093   -0.280244   -0.153901  0.00168377
        3094   -0.280943   -0.153942  0.00168373
        3095   -0.281646   -0.153983  0.00168369
        3096   -0.282353   -0.154024  0.00168365
        3097   -0.283059   -0.154066  0.00168362
        3098   -0.283766   -0.154108   0.0016836
        3099   -0.284474    -0.15415  0.00168358
        3100   -0.285184   -0.154192  0.00168357
        3101   -0.285892   -0.154235  0.00168356
        3102   -0.286598   -0.154277  0.00168356
        3103   -0.287305    -0.15432  0.00168357
        3104   -0.288011   -0.154363  0.00168357
        3105   -0.288714   -0.154407  0.00168359
        3106   -0.289415    -0.15445  0.00168361
        3107   -0.290112   -0.154494  0.00168363
        3108   -0.290806   -0.154538  0.00168366
        3109   -0.291494   -0.154582  0.00168369
        3110    -0.29218   -0.154626  0.00168373
        3111   -0.292861    -0.15467  0.00168378
        3112   -0.293535   -0.154715  0.00168383
        3113   -0.294204    -0.15476  0.00168388
        3114   -0.294867   -0.154805  0.00168395
        3115   -0.295525    -0.15485  0.00168401
        3116   -0.296177   -0.154895  0.00168408
        3117   -0.296822   -0.154941  0.00168416
        3118    -0.29746   -0.154987  0.00168424
        3119   -0.298092   -0.155032  0.00168432
        3120    -0.29872   -0.155078  0.00168441
        3121    -0.29934   -0.155125   0.0016845
        3122    -0.29995   -0.155171   0.0016846
        3123   -0.300552   -0.155218  0.00168471
        3124   -0.301147   -0.155264  0.00168482
        3125   -0.301733   -0.155311  0.00168493
        3126   -0.302316   -0.155358  0.00168505
        3127   -0.302886   -0.155405  0.00168517
        3128   -0.303445   -0.155453  0.00168529
        3129   -0.303998     -0.1555  0.00168542
        3130   -0.304537   -0.155548  0.00168556
        3131   -0.305071   -0.155596  0.00168569
        3132   -0.305597   -0.155644  0.00168584
        3133   -0.306113   -0.155692  0.00168598
        3134   -0.306621    -0.15574  0.00168613
        3135   -0.307118   -0.155788  0.00168629
        3136   -0.307603   -0.155836  0.00168644
        3137   -0.308077   -0.155885   0.0016866
        3138   -0.308544   -0.155934  0.00168677
        3139      -0.309   -0.155982  0.00168693
        3140   -0.309448   -0.156031  0.00168711
        3141   -0.309884    -0.15608  0.00168728
        3142    -0.31031   -0.156129  0.00168746
        3143   -0.310724   -0.156178  0.00168764
        3144   -0.311126   -0.156228  0.00168782
        3145   -0.311513   -0.156277    0.001688
        3146   -0.311892   -0.156327  0.00168819
        3147   -0.312258   -0.156376  0.00168838
        3148   -0.312611   -0.156426  0.00168858
        3149   -0.312956   -0.156475  0.00168877
        3150   -0.313285   -0.156525  0.00168897
        3151   -0.313605   -0.156575  0.00168917
        3152   -0.313911   -0.156625  0.00168937
        3153   -0.314203   -0.156675  0.00168957
        3154   -0.314484   -0.156725  0.00168978
        3155    -0.31475   -0.156775  0.00168998
        3156   -0.315006   -0.156825  0.00169019
        3157   -0.315247   -0.156875   0.0016904
        3158   -0.315474   -0.156926  0.00169061
        3159   -0.315686   -0.156976  0.00169082
        3160   -0.315884   -0.157026  0.00169104
        3161   -0.316065   -0.157077  0.00169125
        3162   -0.316231   -0.157127  0.00169146
        3163   -0.316385   -0.157177  0.00169168
        3164   -0.316522   -0.157228  0.00169189
        3165    -0.31664   -0.157278  0.00169211
        3166   -0.316746   -0.157328  0.00169232
        3167   -0.316833   -0.157379  0.00169254
        3168   -0.316906   -0.157429  0.00169275
        3169   -0.316963   -0.157479  0.00169297
        3170   -0.317002    -0.15753  0.00169318
        3171   -0.317024    -0.15758  0.00169339
        3172   -0.317028    -0.15763  0.00169361
        3173   -0.317014    -0.15768  0.00169382
        3174   -0.316982   -0.157731  0.00169403
        3175   -0.316931   -0.157781  0.00169423
        3176   -0.316862   -0.157831  0.00169444
        3177   -0.316773   -0.157881  0.00169465
        3178   -0.316665   -0.157931  0.00169485
        3179   -0.316537   -0.157981  0.00169505
        3180   -0.316389   -0.158031  0.00169525
        3181   -0.316221    -0.15808  0.00169545
        3182   -0.316038    -0.15813  0.00169564
        3183   -0.315826    -0.15818  0.00169583
        3184   -0.315599   -0.158229  0.00169602
        3185   -0.315348   -0.158278   0.0016962
        3186   -0.315076   -0.158327  0.00169638
        3187   -0.314782   -0.158377  0.00169656
        3188   -0.314467   -0.158426  0.00169674
        3189   -0.314131   -0.158474  0.00169691
        3190    -0.31377   -0.158523  0.00169707
        3191    -0.31339   -0.158572  0.00169723
        3192   -0.312988    -0.15862  0.00169739
        3193   -0.312566   -0.158668  0.00169755
        3194   -0.312121   -0.158716  0.00169769
        3195   -0.311646   -0.158764  0.00169784
        3196   -0.311158   -0.158812  0.00169798
        3197   -0.310647   -0.158859  0.00169811
        3198   -0.310116   -0.158907  0.00169824
        3199   -0.309566   -0.158954  0.00169836
        3200   -0.308996   -0.159001  0.00169847
        3201   -0.308403   -0.159047  0.00169858
        3202    -0.30779   -0.159094  0.00169869
        3203   -0.307158    -0.15914  0.00169879
        3204    -0.30651   -0.159186  0.00169888
        3205   -0.305841   -0.159232  0.00169897
        3206   -0.305155   -0.159277  0.00169905
        3207   -0.304454   -0.159322  0.00169912
        3208   -0.303736   -0.159367  0.00169919
        3209      -0.303   -0.159412  0.00169925
        3210   -0.302253   -0.159457   0.0016993
        3211   -0.301493   -0.159501  0.00169934
        3212   -0.300718   -0.159545  0.00169938
        3213   -0.299934   -0.159589  0.00169942
        3214   -0.299142   -0.159632  0.00169944
        3215   -0.298343   -0.159675  0.00169946
        3216   -0.297542   -0.159718  0.00169947
        3217   -0.296731   -0.159761  0.00169948
        3218   -0.295917   -0.159803  0.00169948
        3219   -0.295101   -0.159845  0.00169947
        3220   -0.294285   -0.159887  0.00169945
        3221   -0.293471   -0.159928  0.00169943
        3222   -0.292658   -0.159969   0.0016994
        3223   -0.291852    -0.16001  0.00169937
        3224   -0.291056   -0.160051  0.00169933
        3225   -0.290267   -0.160091  0.00169928
        3226   -0.289489   -0.160131  0.00169923
        3227   -0.288722   -0.160171  0.00169917
        3228   -0.287972   -0.160211   0.0016991
        3229   -0.287241    -0.16025  0.00169903
        3230   -0.286527   -0.160289  0.00169896
        3231   -0.285835   -0.160328  0.00169888
        3232   -0.285167   -0.160367  0.00169879
        3233    -0.28452   -0.160405   0.0016987
        3234   -0.283898   -0.160443   0.0016986
        3235   -0.283308   -0.160481   0.0016985
        3236   -0.282745   -0.160519   0.0016984
        3237   -0.282209   -0.160557  0.00169829
        3238   -0.281708   -0.160594  0.00169817
        3239   -0.281244   -0.160631  0.00169806
        3240   -0.280817   -0.160669  0.00169794
        3241   -0.280422   -0.160705  0.00169782
        3242   -0.280069   -0.160742  0.00169769
        3243   -0.279753   -0.160779  0.00169757
        3244   -0.279475   -0.160816  0.00169744
        3245   -0.279234   -0.160852  0.00169731
        3246   -0.279038   -0.160888  0.00169717
        3247   -0.278881   -0.160925  0.00169704
        3248   -0.278763   -0.160961  0.00169691
        3249   -0.278689   -0.160997  0.00169677
        3250   -0.278652   -0.161034  0.00169663
        3251   -0.278657    -0.16107   0.0016965
        3252   -0.278699   -0.161106  0.00169636
        3253    -0.27878   -0.161142  0.00169623
        3254   -0.278903   -0.161178  0.00169609
        3255   -0.279058   -0.161214  0.00169596
        3256   -0.279244   -0.161251  0.00169582
        3257   -0.279469   -0.161287  0.00169569
        3258   -0.279727   -0.161323  0.00169556
        3259   -0.280017    -0.16136  0.00169543
        3260   -0.280336   -0.161396   0.0016953
        3261   -0.280684   -0.161433  0.00169518
        3262   -0.281056    -0.16147  0.00169506
        3263   -0.281456   -0.161506  0.00169493
        3264   -0.281878   -0.161543  0.00169482
        3265    -0.28232    -0.16158   0.0016947
        3266   -0.282782   -0.161617  0.00169459
        3267   -0.283261   -0.161655  0.00169448
        3268   -0.283754   -0.161692  0.00169437
        3269   -0.284261   -0.161729  0.00169427
        3270    -0.28478   -0.161767  0.00169417
        3271   -0.285307   -0.161805  0.00169407
        3272   -0.285837   -0.161843  0.00169398
        3273   -0.286375   -0.161881  0.00169389
        3274   -0.286918   -0.161919   0.0016938
        3275   -0.287458   -0.161957  0.00169372
        3276   -0.287999   -0.161996  0.00169364
        3277   -0.288537   -0.162034  0.00169356
        3278   -0.289074   -0.162073  0.00169349
        3279   -0.289603   -0.162112  0.00169342
        3280   -0.290122   -0.162151  0.00169335
        3281   -0.290636    -0.16219  0.00169329
        3282   -0.291139   -0.162229  0.00169323
        3283    -0.29163   -0.162269  0.00169317
        3284   -0.292108   -0.162308  0.00169312
        3285   -0.292574   -0.162348  0.00169306
        3286   -0.293024   -0.162388  0.00169302
        3287   -0.293459   -0.162428  0.00169297
        3288   -0.293876   -0.162468  0.00169293
        3289   -0.294278   -0.162508  0.00169289
        3290   -0.294657   -0.162548  0.00169285
        3291    -0.29502   -0.162588  0.00169281
        3292   -0.295363   -0.162629  0.00169278
        3293   -0.295687   -0.162669  0.00169275
        3294   -0.295991   -0.162709  0.00169272
        3295   -0.296274    -0.16275  0.00169269
        3296    -0.29654   -0.162791  0.00169266
        3297   -0.296783   -0.162831  0.00169264
        3298   -0.297008   -0.162872  0.00169261
        3299    -0.29721   -0.162913  0.00169259
        3300   -0.297391   -0.162953  0.00169257
        3301   -0.297553   -0.162994  0.00169254
        3302   -0.297693   -0.163035  0.00169252
        3303   -0.297813   -0.163076   0.0016925
        3304   -0.297925   -0.163117  0.00169248
        3305   -0.298008   -0.163157  0.00169246
        3306   -0.298077   -0.163198  0.00169244
        3307   -0.298125   -0.163239  0.00169242
        3308   -0.298159    -0.16328   0.0016924
        3309   -0.298174    -0.16332  0.00169238
        3310   -0.298174   -0.163361  0.00169236
        3311   -0.298158   -0.163402  0.00169234
        3312   -0.298126   -0.163443  0.00169232
        3313   -0.298084   -0.163483  0.00169229
        3314    -0.29803   -0.163524  0.00169227
        3315   -0.297961   -0.163564  0.00169225
        3316   -0.297881   -0.163605  0.00169222
        3317   -0.297796   -0.163645  0.00169219
        3318   -0.297696   -0.163686  0.00169217
        3319   -0.297587   -0.163726  0.00169214
        3320   -0.297471   -0.163766  0.00169211
        3321    -0.29735   -0.163807  0.00169208
        3322   -0.297219   -0.163847  0.00169204
        3323   -0.297084   -0.163887  0.00169201
        3324   -0.296948   -0.163927  0.00169197
        3325   -0.296803   -0.163967  0.00169194
        3326   -0.296659   -0.164007   0.0016919
        3327   -0.296512   -0.164047  0.00169186
        3328   -0.296362   -0.164086  0.00169182
        3329   -0.296215   -0.164126  0.00169177
        3330   -0.296068   -0.164166  0.00169173
        3331   -0.295923   -0.164205  0.00169168
        3332   -0.295782   -0.164245  0.00169164
        3333   -0.295644   -0.164284  0.00169159
        3334   -0.295508   -0.164323  0.00169154
        3335   -0.295375   -0.164363  0.00169149
        3336   -0.295248   -0.164402  0.00169144
        3337   -0.295125   -0.164441  0.00169138
        3338   -0.295009    -0.16448  0.00169133
        3339     -0.2949   -0.164519  0.00169127
        3340   -0.294797   -0.164558  0.00169122
        3341   -0.294704   -0.164597  0.00169116
        3342   -0.294617   -0.164636   0.0016911
        3343   -0.294537   -0.164675  0.00169104
        3344   -0.294467   -0.164714  0.00169098
        3345   -0.294405   -0.164753  0.00169092
        3346   -0.294352   -0.164791  0.00169086
        3347   -0.294308    -0.16483   0.0016908
        3348   -0.294276   -0.164869  0.00169073
        3349   -0.294251   -0.164907  0.00169067
        3350   -0.294236   -0.164946   0.0016906
        3351   -0.294233   -0.164985  0.00169054
        3352   -0.294234   -0.165023  0.00169048
        3353   -0.294248   -0.165062  0.00169041
        3354   -0.294272     -0.1651  0.00169035
        3355   -0.294304   -0.165139  0.00169028
        3356   -0.294349   -0.165177  0.00169022
        3357   -0.294401   -0.165216  0.00169015
        3358   -0.294462   -0.165254  0.00169008
        3359   -0.294534   -0.165293  0.00169002
        3360   -0.294612   -0.165331  0.00168996
        3361   -0.294702    -0.16537  0.00168989
        3362   -0.294797   -0.165408  0.00168983
        3363   -0.294901   -0.165447  0.00168976
        3364   -0.295012   -0.165485   0.0016897
        3365   -0.295131   -0.165524  0.00168964
        3366   -0.295257   -0.165562  0.00168957
        3367   -0.295387   -0.165601  0.00168951
        3368   -0.295527   -0.165639  0.00168945
        3369   -0.295673   -0.165678  0.00168939
        3370   -0.295825   -0.165717  0.00168933
        3371   -0.295983   -0.165755  0.00168927
        3372   -0.296147   -0.165794  0.00168921
        3373   -0.296315   -0.165833  0.00168915
        3374   -0.296489   -0.165871   0.0016891
        3375   -0.296665    -0.16591  0.00168904
        3376    -0.29685   -0.165949  0.00168899
        3377   -0.297037   -0.165988  0.00168893
        3378   -0.297227   -0.166027  0.00168888
        3379   -0.297424   -0.166065  0.00168883
        3380   -0.297622   -0.166104  0.00168878
        3381    -0.29782   -0.166143  0.00168873
        3382   -0.298024   -0.166182  0.00168868
        3383   -0.298229   -0.166221  0.00168863
        3384   -0.298436    -0.16626  0.00168858
        3385   -0.298648     -0.1663  0.00168854
        3386   -0.298862   -0.166339  0.00168849
        3387   -0.299081   -0.166378  0.00168845
        3388     -0.2993   -0.166417   0.0016884
        3389   -0.299521   -0.166456  0.00168836
        3390   -0.299743   -0.166496  0.00168832
        3391   -0.299968   -0.166535  0.00168828
        3392   -0.300194   -0.166574  0.00168825
        3393   -0.300422   -0.166614  0.00168821
        3394   -0.300651   -0.166653  0.00168817
        3395   -0.300883   -0.166693  0.00168814
        3396   -0.301113   -0.166733  0.00168811
        3397   -0.301347   -0.166772  0.00168807
        3398   -0.301586   -0.166812  0.00168804
        3399   -0.301821   -0.166852  0.00168801
        3400    -0.30206   -0.166891  0.00168799
        3401     -0.3023   -0.166931  0.00168796
        3402   -0.302543   -0.166971  0.00168793
        3403   -0.302791   -0.167011  0.00168791
        3404   -0.303036   -0.167051  0.00168789
        3405   -0.303283   -0.167091  0.00168786
        3406   -0.303532   -0.167131  0.00168784
        3407   -0.303782   -0.167171  0.00168783
        3408   -0.304034   -0.167211  0.00168781
        3409   -0.304287   -0.167251  0.00168779
        3410    -0.30454   -0.167292  0.00168778
        3411   -0.304796   -0.167332  0.00168776
        3412   -0.305057   -0.167372  0.00168775
        3413   -0.305314   -0.167413  0.00168774
        3414   -0.305578   -0.167453  0.00168773
        3415   -0.305838   -0.167494  0.00168772
        3416   -0.306103   -0.167534  0.00168772
        3417   -0.306364   -0.167575  0.00168771
        3418   -0.306634   -0.167616  0.00168771
        3419     -0.3069   -0.167656  0.00168771
        3420   -0.307173   -0.167697  0.00168771
        3421   -0.307447   -0.167738  0.00168771
        3422   -0.307719   -0.167779  0.00168771
        3423   -0.307993    -0.16782  0.00168771
        3424   -0.308267   -0.167861  0.00168772
        3425   -0.308543   -0.167902  0.00168773
        3426   -0.308816   -0.167943  0.00168773
        3427   -0.309093   -0.167984  0.00168774
        3428    -0.30937   -0.168026  0.00168776
        3429   -0.309648   -0.168067  0.00168777
        3430   -0.309928   -0.168108  0.00168778
        3431   -0.310208    -0.16815   0.0016878
        3432   -0.310486   -0.168191  0.00168782
        3433   -0.310765   -0.168233  0.00168784
        3434   -0.311042   -0.168274  0.00168786
        3435   -0.311318   -0.168316  0.00168788
        3436   -0.311591   -0.168358   0.0016879
        3437   -0.311865   -0.168399  0.00168793
        3438   -0.312138   -0.168441  0.00168796
        3439   -0.312409   -0.168483  0.00168798
        3440   -0.312681   -0.168525  0.00168801
        3441   -0.312949   -0.168567  0.00168805
        3442   -0.313214   -0.168609  0.00168808
        3443   -0.313473   -0.168651  0.00168811
        3444   -0.313734   -0.168693  0.00168815
        3445   -0.313991   -0.168735  0.00168818
        3446   -0.314248   -0.168777  0.00168822
        3447   -0.314498    -0.16882  0.00168826
        3448   -0.314745   -0.168862   0.0016883
        3449   -0.314992   -0.168904  0.00168834
        3450   -0.315232   -0.168947  0.00168839
        3451   -0.315468   -0.168989  0.00168843
        3452     -0.3157   -0.169032  0.00168848
        3453   -0.315925   -0.169074  0.00168852
        3454   -0.316147   -0.169117  0.00168857
        3455   -0.316364    -0.16916  0.00168862
        3456   -0.316579   -0.169202  0.00168867
        3457   -0.316785   -0.169245  0.00168872
        3458   -0.316983   -0.169288  0.00168877
        3459   -0.317178    -0.16933  0.00168883
        3460   -0.317367   -0.169373  0.00168888
        3461   -0.317547   -0.169416  0.00168894
        3462   -0.317721   -0.169459  0.00168899
        3463    -0.31789   -0.169502  0.00168905
        3464   -0.318055   -0.169545   0.0016891
        3465   -0.318213   -0.169587  0.00168916
        3466   -0.318362    -0.16963  0.00168922
