#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         184  -0.0326367  -0.0320964 1.74088e-05
         185  -0.0326451  -0.0320994 1.75655e-05
         186  -0.0326535  -0.0321024 1.77218e-05
         187  -0.0326619  -0.0321054 1.78779e-05
         188  -0.0326752  -0.0321084 1.80379e-05
         189  -0.0326861  -0.0321114 1.81997e-05
         190  -0.0326971  -0.0321145 1.83631e-05
         191  -0.0327082  -0.0321176 1.85281e-05
         192  -0.0327169  -0.0321208 1.86926e-05
         193  -0.0327281  -0.0321239 1.88588e-05
         194  -0.0327369  -0.0321271 1.90244e-05
         195  -0.0327458  -0.0321302 1.91896e-05
         196  -0.0327547  -0.0321334 1.93543e-05
         197   -0.032766  -0.0321366 1.95206e-05
         198   -0.032775  -0.0321399 1.96865e-05
         199  -0.0327865  -0.0321431 1.98539e-05
         200  -0.0327956  -0.0321464 2.00209e-05
         201  -0.0328048  -0.0321496 2.01875e-05
         202  -0.0328163  -0.0321529 2.03556e-05
         203   -0.032828  -0.0321563 2.05251e-05
         204  -0.0328373  -0.0321596 2.06942e-05
         205  -0.0328467   -0.032163 2.08629e-05
         206  -0.0328561  -0.0321663 2.10312e-05
         207  -0.0328679  -0.0321697 2.12009e-05
         208  -0.0328774  -0.0321731 2.13703e-05
         209  -0.0328894  -0.0321765 2.15411e-05
         210   -0.032899    -0.03218 2.17115e-05
         211   -0.032911  -0.0321835 2.18833e-05
         212  -0.0329208  -0.0321869 2.20547e-05
         213  -0.0329305  -0.0321904 2.22258e-05
         214  -0.0329451  -0.0321939 2.23999e-05
         215  -0.0329573  -0.0321975 2.25754e-05
         216  -0.0329696  -0.0322011 2.27522e-05
         217  -0.0329796  -0.0322047 2.29284e-05
         218  -0.0329896  -0.0322083 2.31043e-05
         219  -0.0329997  -0.0322119 2.32797e-05
         220  -0.0330098  -0.0322155 2.34548e-05
         221    -0.03302  -0.0322191 2.36294e-05
         222  -0.0330302  -0.0322228 2.38038e-05
         223  -0.0330453  -0.0322265 2.39811e-05
         224  -0.0330603  -0.0322302 2.41612e-05
         225  -0.0330707  -0.0322339 2.43409e-05
         226  -0.0330835  -0.0322377 2.45218e-05
         227  -0.0330964  -0.0322415 2.47038e-05
         228  -0.0331069  -0.0322453 2.48853e-05
         229  -0.0331223  -0.0322491 2.50696e-05
         230  -0.0331353   -0.032253  2.5255e-05
         231  -0.0331484  -0.0322568 2.54413e-05
         232   -0.033171  -0.0322608  2.5635e-05
         233  -0.0331818  -0.0322647 2.58279e-05
         234   -0.033195  -0.0322687 2.60217e-05
         235  -0.0332083  -0.0322727 2.62164e-05
         236  -0.0332217  -0.0322767 2.64119e-05
         237  -0.0332327  -0.0322808 2.66067e-05
         238  -0.0332485  -0.0322848 2.68038e-05
         239  -0.0332644  -0.0322889 2.70032e-05
         240  -0.0332756   -0.032293 2.72018e-05
         241  -0.0332892  -0.0322972 2.74012e-05
         242  -0.0333053  -0.0323013 2.76028e-05
         243  -0.0333166  -0.0323055 2.78037e-05
         244   -0.033328  -0.0323097 2.80038e-05
         245  -0.0333419  -0.0323139 2.82046e-05
         246  -0.0333558  -0.0323182 2.84061e-05
         247  -0.0333697  -0.0323224 2.86083e-05
         248  -0.0333861  -0.0323267 2.88127e-05
         249  -0.0334001   -0.032331 2.90177e-05
         250  -0.0334118  -0.0323353 2.92219e-05
         251  -0.0334236  -0.0323397 2.94254e-05
         252  -0.0334355   -0.032344 2.96282e-05
         253  -0.0334497  -0.0323484 2.98316e-05
         254  -0.0334688  -0.0323528 3.00385e-05
         255  -0.0334808  -0.0323572 3.02447e-05
         256  -0.0334928  -0.0323617 3.04501e-05
         257  -0.0335073  -0.0323661 3.06562e-05
         258  -0.0335195  -0.0323706 3.08616e-05
         259  -0.0335317  -0.0323751 3.10663e-05
         260  -0.0335487  -0.0323796  3.1273e-05
         261   -0.033561  -0.0323841 3.14791e-05
         262  -0.0335781  -0.0323887 3.16871e-05
         263  -0.0335953  -0.0323933  3.1897e-05
         264  -0.0336102  -0.0323979 3.21076e-05
         265  -0.0336227  -0.0324025 3.23174e-05
         266    -0.03364  -0.0324071  3.2529e-05
         267  -0.0336527  -0.0324118   3.274e-05
         268  -0.0336678  -0.0324165 3.29515e-05
         269  -0.0336805  -0.0324212 3.31624e-05
         270  -0.0336934  -0.0324259 3.33726e-05
         271  -0.0337086  -0.0324306 3.35835e-05
         272  -0.0337239  -0.0324354 3.37949e-05
         273  -0.0337369  -0.0324402 3.40057e-05
         274  -0.0337499  -0.0324449 3.42159e-05
         275  -0.0337725  -0.0324498 3.44304e-05
         276  -0.0337856  -0.0324546 3.46442e-05
         277  -0.0337989  -0.0324595 3.48573e-05
         278  -0.0338192  -0.0324644 3.50734e-05
         279  -0.0338373  -0.0324693 3.52912e-05
         280   -0.033853  -0.0324742 3.55096e-05
         281  -0.0338665  -0.0324792 3.57272e-05
         282  -0.0338847  -0.0324842 3.59465e-05
         283  -0.0338983  -0.0324891 3.61651e-05
         284  -0.0339119  -0.0324942  3.6383e-05
         285  -0.0339279  -0.0324992 3.66015e-05
         286  -0.0339416  -0.0325042 3.68194e-05
         287  -0.0339554  -0.0325093 3.70366e-05
         288  -0.0339692  -0.0325144 3.72533e-05
         289  -0.0339831  -0.0325194 3.74694e-05
         290  -0.0339994  -0.0325245 3.76862e-05
         291  -0.0340157  -0.0325297 3.79034e-05
         292  -0.0340321  -0.0325348 3.81213e-05
         293  -0.0340462    -0.03254 3.83386e-05
         294  -0.0340604  -0.0325451 3.85554e-05
         295  -0.0340794  -0.0325503 3.87739e-05
         296  -0.0340936  -0.0325556 3.89919e-05
         297   -0.034108  -0.0325608 3.92094e-05
         298  -0.0341223   -0.032566 3.94264e-05
         299  -0.0341391  -0.0325713  3.9644e-05
         300   -0.034156  -0.0325766 3.98623e-05
         301  -0.0341729  -0.0325819 4.00811e-05
         302  -0.0341899  -0.0325872 4.03005e-05
         303  -0.0342046  -0.0325925 4.05195e-05
         304  -0.0342217  -0.0325979  4.0739e-05
         305  -0.0342388  -0.0326033 4.09592e-05
         306  -0.0342561  -0.0326087 4.11799e-05
         307  -0.0342781  -0.0326141 4.14032e-05
         308  -0.0343001  -0.0326196 4.16291e-05
         309  -0.0343152  -0.0326251 4.18545e-05
         310  -0.0343326  -0.0326306 4.20804e-05
         311  -0.0343549  -0.0326361 4.23087e-05
         312  -0.0343725  -0.0326417 4.25376e-05
         313  -0.0343901  -0.0326473 4.27669e-05
         314  -0.0344054  -0.0326529 4.29956e-05
         315  -0.0344232  -0.0326585 4.32249e-05
         316  -0.0344434  -0.0326641 4.34556e-05
         317  -0.0344589  -0.0326698 4.36857e-05
         318  -0.0344768  -0.0326755 4.39164e-05
         319  -0.0344924  -0.0326812 4.41465e-05
         320  -0.0345081  -0.0326869 4.43762e-05
         321  -0.0345262  -0.0326926 4.46063e-05
         322   -0.034542  -0.0326984  4.4836e-05
         323  -0.0345602  -0.0327041 4.50662e-05
         324  -0.0345785  -0.0327099 4.52969e-05
         325  -0.0345968  -0.0327157 4.55281e-05
         326  -0.0346129  -0.0327215 4.57588e-05
         327  -0.0346337  -0.0327274  4.5991e-05
         328  -0.0346522  -0.0327333 4.62237e-05
         329  -0.0346684  -0.0327391 4.64559e-05
         330  -0.0346847   -0.032745 4.66877e-05
         331  -0.0347034   -0.032751 4.69201e-05
         332  -0.0347222  -0.0327569 4.71529e-05
         333  -0.0347386  -0.0327628 4.73854e-05
         334  -0.0347551  -0.0327688 4.76175e-05
         335  -0.0347764  -0.0327748  4.7851e-05
         336  -0.0347954  -0.0327808  4.8085e-05
         337  -0.0348121  -0.0327868 4.83186e-05
         338  -0.0348289  -0.0327929 4.85519e-05
         339  -0.0348481  -0.0327989 4.87857e-05
         340  -0.0348649   -0.032805 4.90192e-05
         341  -0.0348843  -0.0328111 4.92532e-05
         342   -0.034906  -0.0328172 4.94886e-05
         343  -0.0349254  -0.0328234 4.97245e-05
         344  -0.0349449  -0.0328296  4.9961e-05
         345  -0.0349621  -0.0328357 5.01971e-05
         346  -0.0349817  -0.0328419 5.04337e-05
         347  -0.0350038  -0.0328482 5.06717e-05
         348  -0.0350235  -0.0328544 5.09102e-05
         349  -0.0350433  -0.0328607 5.11492e-05
         350  -0.0350608   -0.032867 5.13879e-05
         351  -0.0350784  -0.0328733 5.16262e-05
         352   -0.035096  -0.0328796 5.18643e-05
         353  -0.0351184  -0.0328859 5.21037e-05
         354  -0.0351385  -0.0328923 5.23437e-05
         355  -0.0351563  -0.0328987 5.25833e-05
         356  -0.0351742  -0.0329051 5.28227e-05
         357  -0.0351898  -0.0329115  5.3061e-05
         358  -0.0352102  -0.0329179 5.32998e-05
         359  -0.0352306  -0.0329243 5.35393e-05
         360  -0.0352511  -0.0329308 5.37792e-05
         361  -0.0352693  -0.0329373  5.4019e-05
         362  -0.0352947  -0.0329438 5.42609e-05
         363   -0.035313  -0.0329503 5.45025e-05
         364  -0.0353314  -0.0329569 5.47439e-05
         365  -0.0353522  -0.0329634 5.49859e-05
         366  -0.0353707    -0.03297 5.52276e-05
         367  -0.0353893  -0.0329766 5.54692e-05
         368  -0.0354056  -0.0329832 5.57098e-05
         369  -0.0354243  -0.0329898 5.59502e-05
         370  -0.0354454  -0.0329964 5.61912e-05
         371  -0.0354643  -0.0330031 5.64321e-05
         372  -0.0354832  -0.0330098 5.66729e-05
         373  -0.0355021  -0.0330164 5.69135e-05
         374  -0.0355259  -0.0330231 5.71555e-05
         375  -0.0355497  -0.0330299 5.73988e-05
         376  -0.0355689  -0.0330366  5.7642e-05
         377  -0.0355905  -0.0330434 5.78857e-05
         378  -0.0356098  -0.0330502 5.81294e-05
         379  -0.0356362   -0.033057 5.83751e-05
         380  -0.0356557  -0.0330639 5.86207e-05
         381  -0.0356799  -0.0330707 5.88676e-05
         382  -0.0357018  -0.0330776  5.9115e-05
         383  -0.0357215  -0.0330845 5.93624e-05
         384  -0.0357435  -0.0330914 5.96103e-05
         385  -0.0357657  -0.0330984 5.98588e-05
         386  -0.0357879  -0.0331054 6.01078e-05
         387  -0.0358078  -0.0331123 6.03568e-05
         388  -0.0358277  -0.0331193 6.06056e-05
         389  -0.0358478  -0.0331264 6.08543e-05
         390  -0.0358678  -0.0331334 6.11029e-05
         391  -0.0358927  -0.0331404 6.13528e-05
         392   -0.035913  -0.0331475 6.16026e-05
         393  -0.0359333  -0.0331546 6.18524e-05
         394  -0.0359584  -0.0331617 6.21034e-05
         395  -0.0359812  -0.0331689  6.2355e-05
         396  -0.0360017   -0.033176 6.26066e-05
         397  -0.0360223  -0.0331832  6.2858e-05
         398  -0.0360429  -0.0331904 6.31094e-05
         399   -0.036066  -0.0331976 6.33614e-05
         400  -0.0360891  -0.0332048  6.3614e-05
         401  -0.0361123  -0.0332121 6.38673e-05
         402  -0.0361332  -0.0332193 6.41205e-05
         403  -0.0361542  -0.0332266 6.43736e-05
         404  -0.0361776  -0.0332339 6.46273e-05
         405  -0.0362011  -0.0332412 6.48817e-05
         406  -0.0362223  -0.0332486  6.5136e-05
         407  -0.0362459  -0.0332559  6.5391e-05
         408  -0.0362696  -0.0332633 6.56466e-05
         409  -0.0362933  -0.0332707 6.59028e-05
         410  -0.0363172  -0.0332782 6.61596e-05
         411  -0.0363387  -0.0332856 6.64163e-05
         412  -0.0363603  -0.0332931 6.66731e-05
         413   -0.036382  -0.0333006 6.69298e-05
         414  -0.0364061  -0.0333081 6.71872e-05
         415  -0.0364279  -0.0333156 6.74446e-05
         416  -0.0364521  -0.0333231 6.77026e-05
         417  -0.0364812  -0.0333307 6.79625e-05
         418  -0.0365032  -0.0333383 6.82224e-05
         419  -0.0365253  -0.0333459 6.84823e-05
         420  -0.0365522  -0.0333535 6.87435e-05
         421  -0.0365792  -0.0333612 6.90058e-05
         422  -0.0366015  -0.0333689 6.92682e-05
         423  -0.0366239  -0.0333765 6.95306e-05
         424  -0.0366535  -0.0333843 6.97948e-05
         425  -0.0366784   -0.033392 7.00596e-05
         426   -0.036701  -0.0333998 7.03244e-05
         427  -0.0367237  -0.0334076 7.05893e-05
         428  -0.0367464  -0.0334154 7.08541e-05
         429   -0.036774  -0.0334232 7.11201e-05
         430  -0.0367969  -0.0334311 7.13862e-05
         431  -0.0368246  -0.0334389 7.16534e-05
         432  -0.0368476  -0.0334468 7.19207e-05
         433  -0.0368731  -0.0334547 7.21886e-05
         434   -0.036901  -0.0334627 7.24577e-05
         435  -0.0369267  -0.0334706 7.27274e-05
         436  -0.0369524  -0.0334786 7.29977e-05
         437  -0.0369782  -0.0334866 7.32686e-05
         438   -0.037004  -0.0334947 7.35401e-05
         439  -0.0370276  -0.0335027 7.38116e-05
         440   -0.037056  -0.0335108 7.40843e-05
         441  -0.0370821  -0.0335189 7.43576e-05
         442  -0.0371059   -0.033527 7.46309e-05
         443  -0.0371297  -0.0335351 7.49042e-05
         444  -0.0371513  -0.0335433  7.5177e-05
         445  -0.0371777  -0.0335514 7.54504e-05
         446  -0.0371994  -0.0335596 7.57233e-05
         447  -0.0372236  -0.0335678 7.59962e-05
         448  -0.0372502   -0.033576 7.62698e-05
         449  -0.0372745  -0.0335843 7.65434e-05
         450  -0.0373036  -0.0335925 7.68183e-05
         451  -0.0373281  -0.0336008 7.70932e-05
         452  -0.0373527  -0.0336091 7.73682e-05
         453  -0.0373797  -0.0336174 7.76439e-05
         454  -0.0374067  -0.0336258 7.79202e-05
         455  -0.0374315  -0.0336342 7.81965e-05
         456  -0.0374587  -0.0336425 7.84736e-05
         457  -0.0374837   -0.033651 7.87507e-05
         458  -0.0375087  -0.0336594 7.90279e-05
         459  -0.0375361  -0.0336678 7.93058e-05
         460  -0.0375613  -0.0336763 7.95838e-05
         461  -0.0375889  -0.0336848 7.98624e-05
         462  -0.0376166  -0.0336933 8.01417e-05
         463   -0.037642  -0.0337018 8.04212e-05
         464  -0.0376675  -0.0337104 8.07007e-05
         465   -0.037693  -0.0337189 8.09804e-05
         466  -0.0377234  -0.0337275 8.12613e-05
         467  -0.0377515  -0.0337361 8.15428e-05
         468  -0.0377797  -0.0337448  8.1825e-05
         469  -0.0378032  -0.0337534 8.21069e-05
         470  -0.0378291  -0.0337621 8.23888e-05
         471  -0.0378552  -0.0337708 8.26709e-05
         472  -0.0378813  -0.0337795 8.29532e-05
         473  -0.0379099  -0.0337882 8.32362e-05
         474  -0.0379385   -0.033797 8.35198e-05
         475  -0.0379673  -0.0338058 8.38042e-05
         476  -0.0379937  -0.0338146 8.40887e-05
         477  -0.0380203  -0.0338234 8.43734e-05
         478  -0.0380469  -0.0338322 8.46583e-05
         479  -0.0380759  -0.0338411 8.49438e-05
         480  -0.0381027    -0.03385 8.52296e-05
         481  -0.0381296  -0.0338588 8.55156e-05
         482  -0.0381542  -0.0338678 8.58012e-05
         483  -0.0381836  -0.0338767 8.60876e-05
         484   -0.038213  -0.0338857 8.63747e-05
         485  -0.0382402  -0.0338946  8.6662e-05
         486  -0.0382675  -0.0339036 8.69495e-05
         487  -0.0382949  -0.0339126 8.72372e-05
         488  -0.0383223  -0.0339217 8.75252e-05
         489  -0.0383522  -0.0339307 8.78139e-05
         490  -0.0383798  -0.0339398 8.81029e-05
         491  -0.0384099  -0.0339489 8.83926e-05
         492  -0.0384377  -0.0339581 8.86825e-05
         493  -0.0384632  -0.0339672 8.89722e-05
         494  -0.0384911  -0.0339763 8.92622e-05
         495  -0.0385192  -0.0339855 8.95524e-05
         496  -0.0385473  -0.0339947 8.98428e-05
         497  -0.0385755  -0.0340039 9.01336e-05
         498  -0.0386037  -0.0340132 9.04246e-05
         499  -0.0386321  -0.0340224  9.0716e-05
         500  -0.0386629  -0.0340317  9.1008e-05
         501  -0.0386915   -0.034041 9.13004e-05
         502  -0.0387201  -0.0340503 9.15931e-05
         503  -0.0387512  -0.0340597 9.18866e-05
         504  -0.0387823  -0.0340691 9.21808e-05
         505  -0.0388112  -0.0340784 9.24753e-05
         506  -0.0388449  -0.0340879 9.27711e-05
         507   -0.038874  -0.0340973 9.30672e-05
         508  -0.0389079  -0.0341068 9.33645e-05
         509  -0.0389395  -0.0341163 9.36626e-05
         510  -0.0389688  -0.0341258  9.3961e-05
         511  -0.0389982  -0.0341353 9.42597e-05
         512  -0.0390325  -0.0341449 9.45596e-05
         513  -0.0390644  -0.0341545 9.48603e-05
         514  -0.0390941  -0.0341641 9.51613e-05
         515  -0.0391239  -0.0341737 9.54626e-05
         516  -0.0391537  -0.0341834 9.57642e-05
         517  -0.0391884   -0.034193 9.60671e-05
         518  -0.0392208  -0.0342027 9.63707e-05
         519  -0.0392509  -0.0342125 9.66746e-05
         520  -0.0392859  -0.0342222 9.69798e-05
         521  -0.0393162   -0.034232 9.72853e-05
         522  -0.0393466  -0.0342418  9.7591e-05
         523  -0.0393771  -0.0342516 9.78971e-05
         524  -0.0394076  -0.0342615 9.82036e-05
         525  -0.0394407  -0.0342713 9.85108e-05
         526  -0.0394714  -0.0342812 9.88183e-05
         527  -0.0394999  -0.0342911 9.91257e-05
         528  -0.0395308   -0.034301 9.94335e-05
         529  -0.0395619   -0.034311 9.97416e-05
         530   -0.039593   -0.034321  0.00010005
         531  -0.0396242  -0.0343309 0.000100359
         532   -0.039665   -0.034341  0.00010067
         533  -0.0396987   -0.034351 0.000100982
         534  -0.0397302  -0.0343611 0.000101294
         535  -0.0397618  -0.0343712 0.000101606
         536  -0.0397935  -0.0343813 0.000101919
         537  -0.0398253  -0.0343914 0.000102232
         538  -0.0398571  -0.0344016 0.000102546
         539  -0.0398891  -0.0344118 0.000102859
         540  -0.0399211   -0.034422 0.000103174
         541  -0.0399533  -0.0344322 0.000103488
         542  -0.0399855  -0.0344425 0.000103803
         543  -0.0400202  -0.0344527 0.000104119
         544  -0.0400526   -0.034463 0.000104435
         545  -0.0400852  -0.0344733 0.000104752
         546  -0.0401178  -0.0344837 0.000105069
         547  -0.0401505   -0.034494 0.000105387
         548  -0.0401833  -0.0345044 0.000105704
         549  -0.0402162  -0.0345148 0.000106023
         550  -0.0402516  -0.0345253 0.000106342
         551   -0.040287  -0.0345357 0.000106662
         552  -0.0403202  -0.0345462 0.000106982
         553  -0.0403535  -0.0345567 0.000107303
         554  -0.0403869  -0.0345672 0.000107624
         555  -0.0404228  -0.0345778 0.000107946
         556  -0.0404587  -0.0345883 0.000108269
         557  -0.0404924  -0.0345989 0.000108592
         558  -0.0405238  -0.0346096 0.000108915
         559  -0.0405577  -0.0346202 0.000109239
         560  -0.0405917  -0.0346309 0.000109563
         561  -0.0406282  -0.0346416 0.000109888
         562  -0.0406671  -0.0346523 0.000110214
         563  -0.0407014   -0.034663 0.000110541
         564  -0.0407358  -0.0346738 0.000110868
