#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         406   0.0486312   0.0485422  1.9217e-06
         407   0.0486319   0.0485424 1.92956e-06
         408   0.0486326   0.0485427 1.93743e-06
         409   0.0486333   0.0485429 1.94533e-06
         410    0.048634   0.0485431 1.95323e-06
         411   0.0486347   0.0485433 1.96116e-06
         412   0.0486354   0.0485436  1.9691e-06
         413   0.0486362   0.0485438 1.97705e-06
         414   0.0486369    0.048544 1.98502e-06
         415   0.0486376   0.0485442 1.99301e-06
         416   0.0486383   0.0485445 2.00101e-06
         417   0.0486391   0.0485447 2.00903e-06
         418   0.0486398   0.0485449 2.01707e-06
         419   0.0486405   0.0485451 2.02512e-06
         420   0.0486413   0.0485454 2.03319e-06
         421    0.048642   0.0485456 2.04128e-06
         422   0.0486427   0.0485458 2.04938e-06
         423   0.0486435   0.0485461 2.05749e-06
         424   0.0486442   0.0485463 2.06563e-06
         425    0.048645   0.0485465 2.07378e-06
         426   0.0486457   0.0485468 2.08195e-06
         427   0.0486465    0.048547 2.09013e-06
         428   0.0486472   0.0485472 2.09833e-06
         429    0.048648   0.0485475 2.10654e-06
         430   0.0486488   0.0485477 2.11478e-06
         431   0.0486495   0.0485479 2.12303e-06
         432   0.0486503   0.0485482 2.13129e-06
         433   0.0486511   0.0485484 2.13958e-06
         434   0.0486518   0.0485486 2.14788e-06
         435   0.0486526   0.0485489 2.15619e-06
         436   0.0486534   0.0485491 2.16452e-06
         437   0.0486542   0.0485494 2.17287e-06
         438   0.0486549   0.0485496 2.18124e-06
         439   0.0486557   0.0485498 2.18962e-06
         440   0.0486565   0.0485501 2.19802e-06
         441   0.0486573   0.0485503 2.20644e-06
         442   0.0486581   0.0485506 2.21487e-06
         443   0.0486589   0.0485508 2.22332e-06
         444   0.0486597   0.0485511 2.23179e-06
         445   0.0486605   0.0485513 2.24028e-06
         446   0.0486613   0.0485516 2.24878e-06
         447   0.0486621   0.0485518  2.2573e-06
         448   0.0486629   0.0485521 2.26583e-06
         449   0.0486637   0.0485523 2.27439e-06
         450   0.0486645   0.0485525 2.28296e-06
         451   0.0486653   0.0485528 2.29154e-06
         452   0.0486661    0.048553 2.30015e-06
         453   0.0486669   0.0485533 2.30877e-06
         454   0.0486678   0.0485536 2.31741e-06
         455   0.0486686   0.0485538 2.32607e-06
         456   0.0486694   0.0485541 2.33474e-06
         457   0.0486702   0.0485543 2.34343e-06
         458   0.0486711   0.0485546 2.35214e-06
         459   0.0486719   0.0485548 2.36087e-06
         460   0.0486727   0.0485551 2.36961e-06
         461   0.0486736   0.0485553 2.37837e-06
         462   0.0486744   0.0485556 2.38715e-06
         463   0.0486753   0.0485559 2.39594e-06
         464   0.0486761   0.0485561 2.40476e-06
         465    0.048677   0.0485564 2.41359e-06
         466   0.0486778   0.0485566 2.42244e-06
         467   0.0486787   0.0485569  2.4313e-06
         468   0.0486795   0.0485572 2.44019e-06
         469   0.0486804   0.0485574 2.44909e-06
         470   0.0486812   0.0485577 2.45801e-06
         471   0.0486821   0.0485579 2.46695e-06
         472    0.048683   0.0485582  2.4759e-06
         473   0.0486839   0.0485585 2.48487e-06
         474   0.0486847   0.0485587 2.49386e-06
         475   0.0486856    0.048559 2.50287e-06
         476   0.0486865   0.0485593  2.5119e-06
         477   0.0486874   0.0485595 2.52095e-06
         478   0.0486882   0.0485598 2.53001e-06
         479   0.0486891   0.0485601 2.53909e-06
         480     0.04869   0.0485604 2.54819e-06
         481   0.0486909   0.0485606 2.55731e-06
         482   0.0486918   0.0485609 2.56644e-06
         483   0.0486927   0.0485612  2.5756e-06
         484   0.0486936   0.0485614 2.58477e-06
         485   0.0486945   0.0485617 2.59396e-06
         486   0.0486954    0.048562 2.60317e-06
         487   0.0486963   0.0485623  2.6124e-06
         488   0.0486972   0.0485625 2.62165e-06
         489   0.0486982   0.0485628 2.63091e-06
         490   0.0486991   0.0485631 2.64019e-06
         491      0.0487   0.0485634  2.6495e-06
         492   0.0487009   0.0485637 2.65882e-06
         493   0.0487018   0.0485639 2.66816e-06
         494   0.0487028   0.0485642 2.67752e-06
         495   0.0487037   0.0485645 2.68689e-06
         496   0.0487046   0.0485648 2.69629e-06
         497   0.0487056   0.0485651  2.7057e-06
         498   0.0487065   0.0485654 2.71514e-06
         499   0.0487075   0.0485656 2.72459e-06
         500   0.0487084   0.0485659 2.73406e-06
         501   0.0487094   0.0485662 2.74355e-06
         502   0.0487103   0.0485665 2.75306e-06
         503   0.0487113   0.0485668 2.76259e-06
         504   0.0487122   0.0485671 2.77213e-06
         505   0.0487132   0.0485674  2.7817e-06
         506   0.0487141   0.0485677 2.79128e-06
         507   0.0487151   0.0485679 2.80089e-06
         508   0.0487161   0.0485682 2.81051e-06
         509    0.048717   0.0485685 2.82015e-06
         510    0.048718   0.0485688 2.82981e-06
         511    0.048719   0.0485691  2.8395e-06
         512     0.04872   0.0485694  2.8492e-06
         513    0.048721   0.0485697 2.85892e-06
         514   0.0487219     0.04857 2.86865e-06
         515   0.0487229   0.0485703 2.87841e-06
         516   0.0487239   0.0485706 2.88819e-06
         517   0.0487249   0.0485709 2.89799e-06
         518   0.0487259   0.0485712 2.90781e-06
         519   0.0487269   0.0485715 2.91764e-06
         520   0.0487279   0.0485718  2.9275e-06
         521   0.0487289   0.0485721 2.93738e-06
         522   0.0487299   0.0485724 2.94727e-06
         523    0.048731   0.0485727 2.95719e-06
         524    0.048732    0.048573 2.96712e-06
         525    0.048733   0.0485733 2.97708e-06
         526    0.048734   0.0485736 2.98705e-06
         527    0.048735   0.0485739 2.99705e-06
         528   0.0487361   0.0485742 3.00706e-06
         529   0.0487371   0.0485745  3.0171e-06
         530   0.0487381   0.0485748 3.02715e-06
         531   0.0487392   0.0485752 3.03723e-06
         532   0.0487402   0.0485755 3.04732e-06
         533   0.0487413   0.0485758 3.05744e-06
         534   0.0487423   0.0485761 3.06758e-06
         535   0.0487433   0.0485764 3.07773e-06
         536   0.0487444   0.0485767 3.08791e-06
         537   0.0487455    0.048577  3.0981e-06
         538   0.0487465   0.0485773 3.10832e-06
         539   0.0487476   0.0485777 3.11856e-06
         540   0.0487486    0.048578 3.12882e-06
         541   0.0487497   0.0485783  3.1391e-06
         542   0.0487508   0.0485786 3.14939e-06
         543   0.0487519   0.0485789 3.15971e-06
         544   0.0487529   0.0485793 3.17005e-06
         545    0.048754   0.0485796 3.18041e-06
         546   0.0487551   0.0485799  3.1908e-06
         547   0.0487562   0.0485802  3.2012e-06
         548   0.0487573   0.0485805 3.21162e-06
         549   0.0487584   0.0485809 3.22206e-06
         550   0.0487595   0.0485812 3.23253e-06
         551   0.0487606   0.0485815 3.24301e-06
         552   0.0487617   0.0485818 3.25352e-06
         553   0.0487628   0.0485822 3.26405e-06
         554   0.0487639   0.0485825  3.2746e-06
         555    0.048765   0.0485828 3.28517e-06
         556   0.0487661   0.0485832 3.29576e-06
         557   0.0487672   0.0485835 3.30637e-06
         558   0.0487684   0.0485838   3.317e-06
         559   0.0487695   0.0485841 3.32766e-06
         560   0.0487706   0.0485845 3.33833e-06
         561   0.0487717   0.0485848 3.34903e-06
         562   0.0487729   0.0485852 3.35975e-06
         563    0.048774   0.0485855 3.37049e-06
         564   0.0487752   0.0485858 3.38125e-06
         565   0.0487763   0.0485862 3.39203e-06
         566   0.0487775   0.0485865 3.40284e-06
         567   0.0487786   0.0485868 3.41366e-06
         568   0.0487798   0.0485872 3.42451e-06
         569   0.0487809   0.0485875 3.43538e-06
         570   0.0487821   0.0485879 3.44627e-06
         571   0.0487833   0.0485882 3.45719e-06
         572   0.0487844   0.0485885 3.46812e-06
