#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.584776   -0.584776           0
           2   -0.583696   -0.584236 0.000381838
           3   -0.582392   -0.583621  0.00056274
           4    -0.58048   -0.582836 0.000800432
           5   -0.580304    -0.58233 0.000784344
           6   -0.584752   -0.582733 0.000750369
           7   -0.585712   -0.583159 0.000754238
           8   -0.584536   -0.583331 0.000679319
           9   -0.584416   -0.583452 0.000614443
          10   -0.581392   -0.583246 0.000586501
          11   -0.582208   -0.583151 0.000540715
          12   -0.583336   -0.583167 0.000495874
          13   -0.582896   -0.583146 0.000458167
          14   -0.585424   -0.583309 0.000453418
          15   -0.582536   -0.583257 0.000426106
          16   -0.581896   -0.583172 0.000407877
          17   -0.582816   -0.583151 0.000384421
          18   -0.579648   -0.582956 0.000409373
          19      -0.585   -0.583064 0.000401708
          20     -0.5826   -0.583041 0.000382292
          21   -0.582624   -0.583021 0.000364602
          22    -0.58284   -0.583013 0.000348122
          23   -0.583696   -0.583042 0.000334252
          24   -0.582752    -0.58303 0.000320544
          25   -0.581776    -0.58298 0.000311624
          26   -0.580136   -0.582871  0.00031826
          27   -0.581936   -0.582836  0.00030835
          28   -0.584744   -0.582904 0.000304773
          29   -0.582328   -0.582884  0.00029491
          30   -0.580536   -0.582806 0.000295287
