#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.82632     1.82632           0
           2     1.92714     1.87673   0.0356482
           3     1.89945      1.8843   0.0245567
           4     1.92556     1.89462   0.0204696
           5     1.93123     1.90194    0.017637
           6     1.82361     1.88889   0.0189222
           7     1.95734     1.89866   0.0185747
           8     1.84677     1.89218   0.0173485
           9     1.82464     1.88467   0.0169664
          10     1.97024     1.89323   0.0172932
          11     1.85344     1.88961    0.016095
          12       1.878     1.88864   0.0147828
          13      1.9664     1.89463   0.0148063
          14     1.92496     1.89679   0.0139064
          15     1.90482     1.89733   0.0129896
          16     1.83542     1.89346    0.012741
          17     1.91024     1.89445   0.0120297
          18      1.9616     1.89818   0.0119258
          19     1.93828     1.90029   0.0114833
          20     1.85653      1.8981   0.0111156
          21     1.84591     1.89561   0.0108606
          22     1.85022     1.89355   0.0105612
          23     1.90092     1.89387   0.0101068
          24      1.9065      1.8944  0.00969942
          25     1.80613     1.89087  0.00993331
          26     1.83942     1.88889  0.00974633
          27     1.89575     1.88914  0.00938867
          28     1.83399     1.88717   0.0092577
          29     1.84241     1.88563  0.00906623
          30     1.88401     1.88557  0.00876418
