#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.25138     0.25138           0
           2    0.253218    0.252299 0.000649665
           3    0.254093    0.252897 0.000652674
           4    0.249788     0.25212 0.000832254
           5    0.253841    0.252464 0.000733514
           6    0.246103    0.251404  0.00114468
           7    0.244278    0.250386   0.0013605
           8    0.246429    0.249891  0.00127718
           9    0.248034    0.249685  0.00115183
          10     0.24585    0.249302  0.00109863
          11    0.240476    0.248499  0.00125804
          12      0.2556    0.249091  0.00128483
          13    0.258983    0.249852  0.00139321
          14    0.242642    0.249337  0.00138561
          15    0.249254    0.249331  0.00129325
          16    0.258414    0.249899  0.00133119
          17    0.256853    0.250308  0.00131423
          18    0.251987    0.250401  0.00124452
          19    0.248254    0.250288  0.00118414
          20    0.248464    0.250197  0.00112844
          21    0.251208    0.250245  0.00107573
          22    0.245543    0.250031  0.00104785
          23    0.246265    0.249868  0.00101501
          24    0.250214    0.249882 0.000972819
          25    0.248134    0.249812 0.000936417
          26    0.253067    0.249937 0.000908731
          27    0.252806    0.250044 0.000881261
          28    0.245488    0.249881 0.000864677
          29    0.244839    0.249707 0.000852157
          30    0.252778    0.249809 0.000829877
