#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.528048   -0.528048           0
           2   -0.530032    -0.52904  0.00070145
           3   -0.528624   -0.528901 0.000481144
           4   -0.525656    -0.52809 0.000789883
           5   -0.527376   -0.527947 0.000644685
           6   -0.529792   -0.528255 0.000606139
           7   -0.531104   -0.528662 0.000641831
           8   -0.527304   -0.528492 0.000583609
           9    -0.52896   -0.528544 0.000521075
          10   -0.531104     -0.5288 0.000528122
          11   -0.527504   -0.528682 0.000493078
          12   -0.526936   -0.528537 0.000472973
          13   -0.530296   -0.528672 0.000455541
          14   -0.529344    -0.52872 0.000425524
          15   -0.527848   -0.528662 0.000401107
          16    -0.52808   -0.528626 0.000377683
          17   -0.527064   -0.528534 0.000366465
          18   -0.527976   -0.528503 0.000347413
          19      -0.529   -0.528529 0.000330113
          20   -0.524904   -0.528348 0.000359938
          21   -0.527952   -0.528329 0.000343291
          22   -0.528704   -0.528346  0.00032811
          23   -0.529336   -0.528389 0.000316657
          24   -0.529848    -0.52845 0.000309244
          25   -0.529136   -0.528477  0.00029809
          26   -0.529152   -0.528503 0.000287753
          27    -0.52596   -0.528409 0.000292104
          28   -0.525448   -0.528303 0.000300203
          29   -0.526496   -0.528241 0.000296248
          30   -0.528944   -0.528264 0.000287299
