SA_STEP        SA_TEMP      FINAL_AVE          ERROR     ACCEPTANCE
    533     0.00562852       -0.44178     0.00236838        0.73337
    534     0.00561798      -0.439369     0.00227545        0.72239
    535     0.00560748      -0.437893     0.00306644        0.74384
    536     0.00559701      -0.438241     0.00336313        0.74518
    537     0.00558659      -0.432551     0.00307783        0.74621
    538     0.00557621      -0.430343     0.00239011        0.74451
    539     0.00556586      -0.434358     0.00212371        0.74559
    540     0.00555556      -0.424655      0.0032092        0.75649
    541     0.00554529      -0.424349      0.0035187        0.75822
    542     0.00553506      -0.415546     0.00437898        0.75625
    543     0.00552486      -0.434457     0.00336298        0.75486
    544     0.00551471      -0.440971      0.0027476        0.74503
    545     0.00550459      -0.442934     0.00257024        0.73327
    546     0.00549451      -0.435626     0.00316295        0.74471
    547     0.00548446       -0.43452     0.00294703        0.74603
    548     0.00547445      -0.442435     0.00281621        0.73378
    549     0.00546448      -0.440444     0.00325381        0.73674
    550     0.00545455      -0.438274     0.00361574        0.73611
    551     0.00544465       -0.43838     0.00300199        0.73483
    552     0.00543478      -0.441742     0.00223054        0.71832
    553     0.00542495       -0.43396     0.00247892        0.68841
    554     0.00541516      -0.436221     0.00206956         0.6871
    555     0.00540541      -0.436753      0.0022669        0.68782
    556     0.00539568      -0.435019      0.0023688        0.68889
    557       0.005386      -0.433829      0.0021036        0.68864
    558     0.00537634      -0.440217     0.00264729        0.70635
    559     0.00536673      -0.434815     0.00320009         0.7068
    560     0.00535714      -0.436475     0.00261979        0.70502
    561     0.00534759      -0.437634     0.00254441        0.70747
    562     0.00533808      -0.446543     0.00263669        0.71262
    563      0.0053286      -0.439047     0.00266019        0.71403
    564     0.00531915      -0.438056     0.00300705        0.71347
    565     0.00530973       -0.44485     0.00294654        0.71467
    566     0.00530035      -0.440266     0.00346367        0.71404
    567     0.00529101      -0.444674     0.00255524        0.70664
    568     0.00528169      -0.442719     0.00255565        0.70913
    569     0.00527241      -0.441073     0.00235264        0.70853
    570     0.00526316      -0.438822     0.00278025         0.7088
    571     0.00525394      -0.439279     0.00310586        0.70943
    572     0.00524476        -0.4401     0.00242518        0.70809
    573      0.0052356      -0.433584     0.00460767        0.74188
    574     0.00522648      -0.433417     0.00366749        0.74356
    575     0.00521739      -0.440487     0.00317713        0.72783
    576     0.00520833      -0.434265     0.00370867        0.72871
    577     0.00519931      -0.442077     0.00288859        0.73064
    578     0.00519031      -0.447836     0.00239878        0.73238
    579     0.00518135      -0.442219     0.00278915        0.72782
    580     0.00517241      -0.438536     0.00326118        0.72769
    581     0.00516351      -0.429615     0.00275181        0.68636
    582     0.00515464      -0.431686     0.00264732        0.68436
    583      0.0051458      -0.433858     0.00296794        0.69394
    584     0.00513699       -0.43248     0.00347704        0.71855
    585     0.00512821      -0.443689     0.00264841        0.72191
    586     0.00511945      -0.444004     0.00221957        0.72004
    587     0.00511073      -0.444368     0.00255528        0.71836
    588     0.00510204      -0.444299     0.00216274        0.71924
    589     0.00509338      -0.445253     0.00245767        0.71979
    590     0.00508475      -0.448289     0.00207703         0.7143
    591     0.00507614      -0.439296     0.00302481        0.72153
    592     0.00506757      -0.440562     0.00267994        0.71558
    593     0.00505902      -0.446072     0.00222797        0.71804
    594     0.00505051      -0.444871      0.0022903        0.71897
    595     0.00504202      -0.442913     0.00220656        0.71968
    596     0.00503356       -0.43982     0.00205365        0.71716
    597     0.00502513      -0.446538     0.00217797        0.72523
    598     0.00501672      -0.434866       0.002073        0.69746
    599     0.00500835      -0.431812     0.00206123        0.69626
    600          0.005      -0.432845     0.00238436        0.69819
    601     0.00499168      -0.436854     0.00223781        0.69593
    602     0.00498339      -0.438613     0.00212763        0.69935
    603     0.00497512       -0.43508     0.00271624        0.69863
    604     0.00496689       -0.43374     0.00230154        0.69565
    605     0.00495868      -0.437948     0.00219538         0.6966
    606      0.0049505      -0.437555      0.0021172        0.69826
    607     0.00494234      -0.434562     0.00222187        0.70658
    608     0.00493421       -0.43852     0.00218944        0.70879
    609     0.00492611      -0.433041     0.00216677        0.70999
    610     0.00491803      -0.443054     0.00229375        0.72229
    611     0.00490998      -0.446921     0.00224704        0.72013
    612     0.00490196        -0.4468     0.00207734         0.7225
    613     0.00489396      -0.438994     0.00230136        0.70344
    614     0.00488599       -0.43417     0.00213668        0.70629
    615     0.00487805      -0.437365     0.00210959          0.729
    616     0.00487013      -0.444858     0.00260938        0.73072
    617     0.00486224      -0.443254     0.00251956        0.72916
    618     0.00485437      -0.445953     0.00269221        0.73147
    619     0.00484653       -0.43995      0.0027427         0.7292
    620     0.00483871      -0.443036     0.00369153          0.728
    621     0.00483092      -0.441697     0.00271228        0.72855
    622     0.00482315      -0.446044     0.00261712        0.72751
    623     0.00481541      -0.444821     0.00233915        0.72877
    624     0.00480769      -0.444689     0.00261377        0.72707
    625         0.0048      -0.446093     0.00252433        0.72811
    626     0.00479233      -0.449884     0.00225569        0.72689
    627     0.00478469      -0.441735     0.00364669        0.72858
    628     0.00477707      -0.439254     0.00289893        0.72806
    629     0.00476948      -0.443491     0.00326615        0.72946
    630      0.0047619      -0.441194     0.00191463        0.71744
    631     0.00475436      -0.443204     0.00209938        0.71893
    632     0.00474684      -0.440813     0.00211031        0.72105
    633     0.00473934      -0.437632      0.0029867        0.73163
    634     0.00473186      -0.439791     0.00272634        0.70873
    635     0.00472441      -0.437213     0.00372455        0.73549
    636     0.00471698      -0.421586      0.0050402        0.73776
    637     0.00470958      -0.431278     0.00366967        0.74009
    638     0.00470219      -0.436568     0.00321406        0.72361
    639     0.00469484      -0.427629     0.00430598         0.7214
    640      0.0046875      -0.435646     0.00395811        0.72135
    641     0.00468019      -0.438223     0.00303499        0.72361
    642      0.0046729      -0.434707     0.00345133        0.71984
    643     0.00466563      -0.442177     0.00352523        0.72838
    644     0.00465839      -0.435272     0.00295988         0.7085
    645     0.00465116      -0.434089     0.00322629        0.70933
    646     0.00464396      -0.428264     0.00332547        0.69502
    647     0.00463679      -0.433093     0.00339034        0.69708
    648     0.00462963      -0.420552     0.00352795        0.69431
    649      0.0046225      -0.422321     0.00308675        0.69187
    650     0.00461538      -0.423866     0.00312863        0.68508
    651     0.00460829      -0.425063     0.00318652        0.68453
    652     0.00460123      -0.427284     0.00286944        0.68269
    653     0.00459418      -0.434528     0.00238064        0.68968
    654     0.00458716      -0.442348     0.00288009        0.71202
    655     0.00458015      -0.437483     0.00475424        0.71171
    656     0.00457317      -0.442955     0.00253177        0.71111
    657     0.00456621      -0.446925     0.00271436        0.71282
    658     0.00455927       -0.44087     0.00310878        0.71279
    659     0.00455235      -0.445822       0.002472        0.73147
    660     0.00454545      -0.443436     0.00227007        0.73079
    661     0.00453858      -0.439086     0.00311798        0.73464
    662     0.00453172      -0.442807     0.00295151        0.73258
    663     0.00452489      -0.441504     0.00269562        0.73186
    664     0.00451807      -0.431116     0.00356137        0.74785
    665     0.00451128      -0.421755     0.00383684        0.74991
    666      0.0045045      -0.431084     0.00481484        0.74779
    667     0.00449775      -0.437978     0.00322299        0.74618
    668     0.00449102       -0.43563     0.00324122        0.74282
    669      0.0044843      -0.436489     0.00375647        0.74325
    670     0.00447761      -0.439153     0.00348211        0.74165
    671     0.00447094      -0.434378      0.0040345        0.74572
    672     0.00446429      -0.438735     0.00320694        0.74394
    673     0.00445765      -0.440927     0.00286815        0.74127
    674     0.00445104      -0.442405     0.00227052        0.73962
    675     0.00444444      -0.444461     0.00225498        0.70849
    676     0.00443787       -0.44814     0.00210545         0.7266
    677     0.00443131      -0.444794      0.0025659        0.72688
    678     0.00442478      -0.449143     0.00201729        0.72733
    679     0.00441826      -0.444701     0.00240161        0.72688
    680     0.00441176      -0.444831     0.00269108        0.72527
    681     0.00440529       -0.44488     0.00232629         0.7286
    682     0.00439883      -0.439049     0.00276136        0.70537
    683     0.00439239      -0.437559     0.00343237        0.70625
    684     0.00438596      -0.442166     0.00206632        0.70333
    685     0.00437956      -0.441452     0.00220722        0.71069
    686     0.00437318       -0.43954     0.00249516        0.69795
    687     0.00436681      -0.436306     0.00333272        0.72146
    688     0.00436047      -0.443796     0.00226959        0.72157
    689     0.00435414      -0.442714     0.00317502         0.7248
    690     0.00434783      -0.436438     0.00307532        0.74612
    691     0.00434153      -0.440703     0.00215927        0.73101
    692     0.00433526      -0.442604      0.0021421        0.73205
    693       0.004329      -0.446001     0.00243267        0.72188
    694     0.00432277      -0.443794     0.00191209        0.72445
    695     0.00431655       -0.44075     0.00199023        0.72943
    696     0.00431034      -0.436171     0.00289708        0.74389
    697     0.00430416      -0.441709     0.00223676        0.71684
    698     0.00429799      -0.440061     0.00272408        0.71484
    699     0.00429185      -0.442971     0.00257497        0.71708
    700     0.00428571      -0.447935      0.0020176        0.71904
    701      0.0042796      -0.447185     0.00218936        0.71741
    702      0.0042735      -0.442538      0.0027622         0.7344
    703     0.00426743      -0.436886     0.00282454        0.74569
    704     0.00426136      -0.442885     0.00206539        0.72328
    705     0.00425532      -0.445953     0.00207474        0.72287
    706     0.00424929       -0.44086     0.00192673        0.72235
    707     0.00424328      -0.437524     0.00247075        0.70437
    708     0.00423729      -0.440306     0.00215002        0.70311
    709     0.00423131      -0.437822     0.00215732        0.70566
    710     0.00422535      -0.437929     0.00222015        0.70373
    711     0.00421941      -0.437201     0.00295576        0.70465
    712     0.00421348      -0.444419     0.00348303        0.72727
    713     0.00420757      -0.441709     0.00212016        0.72458
    714     0.00420168      -0.439724     0.00330674        0.72849
    715      0.0041958      -0.440648     0.00219914        0.73527
    716     0.00418994      -0.439598     0.00302491        0.74098
    717      0.0041841      -0.442182      0.0032615        0.74212
    718     0.00417827      -0.441103     0.00310235        0.74379
    719     0.00417246      -0.440881     0.00297553        0.71404
    720     0.00416667      -0.440311     0.00290764        0.71197
    721     0.00416089      -0.438005     0.00215216         0.6965
    722     0.00415512      -0.438458     0.00231848        0.69203
    723     0.00414938      -0.442815     0.00248588        0.73213
    724     0.00414365      -0.444249     0.00300676        0.72996
    725     0.00413793      -0.440705     0.00326829        0.72883
    726     0.00413223      -0.443864     0.00200319        0.71643
    727     0.00412655      -0.444799     0.00213051        0.71523
    728     0.00412088      -0.444307     0.00203655        0.71708
    729     0.00411523      -0.443019     0.00251551         0.7265
    730     0.00410959      -0.437747     0.00319318        0.72746
    731     0.00410397      -0.439424     0.00326643        0.73259
    732     0.00409836      -0.440694      0.0022202        0.70125
    733     0.00409277      -0.438348     0.00246801          0.702
    734     0.00408719      -0.439208     0.00326952        0.72542
    735     0.00408163      -0.443319     0.00310696        0.72787
    736     0.00407609      -0.434026      0.0037205        0.72681
    737     0.00407056      -0.439534     0.00310174        0.72502
    738     0.00406504      -0.439367     0.00305988        0.72446
    739     0.00405954      -0.440654     0.00320699        0.72658
    740     0.00405405      -0.438027     0.00357183        0.72576
    741     0.00404858      -0.442641     0.00271969        0.74071
    742     0.00404313      -0.443507     0.00256496        0.73742
    743     0.00403769      -0.437785     0.00400379        0.73966
    744     0.00403226      -0.443537     0.00210755        0.73409
    745     0.00402685       -0.44122     0.00280902        0.73822
    746     0.00402145      -0.440884     0.00301463        0.73544
    747     0.00401606      -0.443361     0.00266966        0.73639
    748      0.0040107      -0.444819     0.00221835        0.72958
    749     0.00400534      -0.446383     0.00213546        0.73215
    750          0.004      -0.441259     0.00282209        0.72482
    751     0.00399467      -0.442075     0.00202656        0.72309
    752     0.00398936       -0.43324     0.00221711        0.70245
    753     0.00398406      -0.441936      0.0023004        0.70956
    754     0.00397878      -0.443804     0.00246805        0.70407
    755     0.00397351      -0.434707     0.00232573        0.69171
    756     0.00396825      -0.432653     0.00252042        0.68951
    757     0.00396301      -0.439422     0.00359593        0.73581
    758     0.00395778      -0.439396      0.0042514        0.73128
    759     0.00395257      -0.445208     0.00261903        0.73401
    760     0.00394737        -0.4447      0.0024358        0.73111
    761     0.00394218      -0.445229     0.00262542        0.72694
    762     0.00393701      -0.446851     0.00233895        0.73035
    763     0.00393185      -0.443156     0.00278869        0.72982
    764      0.0039267      -0.441096     0.00328996        0.73138
    765     0.00392157      -0.444393     0.00241503        0.72964
    766     0.00391645      -0.440504     0.00246164         0.7152
    767     0.00391134      -0.445542      0.0021167        0.71583
    768     0.00390625      -0.441261     0.00255436         0.7157
    769     0.00390117      -0.448191     0.00213343        0.71206
    770      0.0038961      -0.439893     0.00227407        0.73228
    771     0.00389105      -0.443671     0.00221197        0.73097
    772     0.00388601      -0.445409     0.00256984        0.73161
    773     0.00388098        -0.4427     0.00225199        0.73008
    774     0.00387597      -0.447082     0.00204265        0.73008
    775     0.00387097      -0.439873     0.00254266        0.73157
    776     0.00386598      -0.440269     0.00233696         0.7316
    777       0.003861      -0.442121     0.00208705        0.73234
    778     0.00385604      -0.441146     0.00216405        0.73173
    779     0.00385109      -0.441272     0.00238066        0.73292
    780     0.00384615      -0.441813     0.00227603        0.73162
    781     0.00384123      -0.446559     0.00205992        0.73081
    782     0.00383632      -0.441822     0.00302127        0.73324
    783     0.00383142      -0.442621     0.00254374        0.73226
    784     0.00382653      -0.443702     0.00254049        0.73193
    785     0.00382166      -0.443394     0.00283122        0.73084
    786     0.00381679      -0.444055      0.0028361         0.7293
    787     0.00381194      -0.442072     0.00322671        0.72986
    788     0.00380711      -0.444634     0.00216986        0.71761
    789     0.00380228      -0.442808     0.00221526        0.71022
    790     0.00379747      -0.445696     0.00214773        0.71144
    791     0.00379267      -0.443473     0.00263292        0.71113
    792     0.00378788       -0.43887     0.00392403        0.71359
    793      0.0037831      -0.442299     0.00214815        0.70903
    794     0.00377834      -0.443526     0.00207053        0.70837
    795     0.00377358      -0.443619     0.00215912        0.71128
    796     0.00376884       -0.44284      0.0022378         0.7103
    797     0.00376412      -0.439702     0.00262137        0.70948
    798      0.0037594      -0.443926     0.00224369        0.71238
    799     0.00375469      -0.441646     0.00265204        0.73145
    800        0.00375      -0.445338     0.00229132        0.73457
    801     0.00374532      -0.444767     0.00259649        0.73537
    802     0.00374065      -0.443358     0.00231962        0.73321
    803     0.00373599       -0.43748     0.00219008        0.73819
    804     0.00373134      -0.431628      0.0034283         0.7501
    805     0.00372671      -0.418708     0.00475052        0.75869
    806     0.00372208      -0.429997     0.00361672        0.74863
    807     0.00371747      -0.438231        0.00268        0.74975
    808     0.00371287      -0.433945     0.00385969        0.75434
    809     0.00370828      -0.424295     0.00427311        0.75268
    810      0.0037037      -0.432359     0.00412495        0.75465
    811     0.00369914      -0.426507      0.0039409        0.75345
    812     0.00369458      -0.426018     0.00351821        0.75292
    813     0.00369004       -0.43499      0.0031446         0.7517
    814      0.0036855      -0.433137      0.0033158        0.75345
    815     0.00368098      -0.423289     0.00403775        0.75423
    816     0.00367647      -0.430657     0.00348799         0.7537
    817     0.00367197      -0.433672     0.00288232        0.75367
    818     0.00366748      -0.428247     0.00311122        0.75511
    819       0.003663      -0.431997     0.00315143        0.75426
    820     0.00365854      -0.424515     0.00484392        0.75421
    821     0.00365408      -0.445363     0.00234748        0.74063
    822     0.00364964      -0.436766     0.00257872        0.73984
    823      0.0036452      -0.431441     0.00338884        0.74601
    824     0.00364078        -0.4372     0.00262496        0.74501
    825     0.00363636      -0.439054     0.00251908        0.74534
    826     0.00363196      -0.441317     0.00273953        0.74046
    827     0.00362757      -0.437947     0.00468963        0.73769
    828     0.00362319      -0.441686     0.00220505        0.72584
    829     0.00361882      -0.445824     0.00224028        0.71942
    830     0.00361446      -0.445992     0.00260476        0.73266
    831     0.00361011      -0.443982     0.00230527        0.73455
    832     0.00360577      -0.431287     0.00397911        0.73619
    833     0.00360144      -0.437751     0.00319606        0.73714
    834     0.00359712      -0.434564     0.00409107        0.73469
    835     0.00359281      -0.434335       0.003549        0.70547
    836     0.00358852      -0.441551     0.00239252        0.71403
    837     0.00358423      -0.433624     0.00339361        0.72176
    838     0.00357995      -0.443694     0.00279935        0.73243
    839     0.00357569      -0.443461     0.00254723        0.73282
    840     0.00357143      -0.440649     0.00261958        0.73274
    841     0.00356718      -0.436378     0.00423959        0.73527
    842     0.00356295      -0.441196     0.00299018        0.73732
    843     0.00355872      -0.444331     0.00290025        0.73595
    844      0.0035545      -0.444496     0.00273337        0.73389
    845      0.0035503      -0.445587     0.00242553        0.73501
    846      0.0035461       -0.44152     0.00288973        0.73369
    847     0.00354191      -0.441144     0.00381826        0.73173
    848     0.00353774      -0.444154     0.00247177        0.73343
    849     0.00353357      -0.443805     0.00283556        0.73671
    850     0.00352941      -0.443686     0.00212357        0.73431
    851     0.00352526      -0.439641      0.0025173        0.72897
    852     0.00352113      -0.438538     0.00214945        0.73388
    853       0.003517      -0.437567     0.00229859        0.72931
    854     0.00351288      -0.444254     0.00211478        0.72941
    855     0.00350877      -0.439389      0.0028235        0.72984
    856     0.00350467      -0.440464     0.00235779        0.72837
    857     0.00350058      -0.437515      0.0024435        0.73013
    858      0.0034965      -0.441856     0.00272638        0.72792
    859     0.00349243      -0.441402     0.00212901        0.72797
    860     0.00348837      -0.443754     0.00214429        0.73064
    861     0.00348432       -0.44067     0.00206068        0.73078
    862     0.00348028       -0.44109     0.00261096        0.72651
    863     0.00347625      -0.442652     0.00207236        0.72818
    864     0.00347222      -0.440131     0.00232599        0.72752
    865     0.00346821      -0.437388     0.00257589         0.7422
    866      0.0034642      -0.443049     0.00203176        0.73161
    867     0.00346021        -0.4441     0.00214933        0.71856
    868     0.00345622      -0.445628     0.00207367        0.72919
    869     0.00345224      -0.446342     0.00229657        0.72969
    870     0.00344828      -0.445205     0.00241026        0.73075
    871     0.00344432      -0.446941     0.00216543        0.73256
    872     0.00344037      -0.445336     0.00255965        0.72228
    873     0.00343643       -0.44709     0.00209876        0.72075
    874     0.00343249      -0.438283      0.0026834         0.7013
    875     0.00342857      -0.442412     0.00263508        0.72409
    876     0.00342466      -0.446907      0.0023781        0.72246
    877     0.00342075      -0.447452     0.00228544        0.72001
    878     0.00341686      -0.442054     0.00240736        0.72254
    879     0.00341297      -0.439923     0.00286626        0.71998
    880     0.00340909      -0.444308     0.00256285        0.72388
    881     0.00340522      -0.441249     0.00261387          0.721
    882     0.00340136      -0.441984     0.00294273        0.71968
    883     0.00339751      -0.445705      0.0021629        0.72109
    884     0.00339367      -0.440191     0.00291796        0.72389
    885     0.00338983       -0.44792     0.00241103        0.72547
    886       0.003386      -0.438327     0.00321109        0.72053
    887     0.00338219      -0.439188      0.0029734        0.71791
    888     0.00337838      -0.438589      0.0025533        0.71884
    889     0.00337458      -0.442041     0.00284791        0.71495
    890     0.00337079      -0.440075     0.00311981        0.73626
    891       0.003367      -0.441175     0.00273092        0.73667
    892     0.00336323      -0.436544     0.00288373        0.73384
    893     0.00335946      -0.439507     0.00272909         0.7001
    894      0.0033557      -0.443072     0.00248283        0.70254
    895     0.00335196      -0.444881      0.0022209        0.72134
    896     0.00334821      -0.448699      0.0021416        0.71983
    897     0.00334448      -0.440638     0.00235734        0.70357
    898     0.00334076      -0.439365     0.00235632        0.70171
    899     0.00333704      -0.442012     0.00248138        0.70558
    900     0.00333333      -0.446997     0.00235749        0.70534
    901     0.00332963      -0.444768     0.00209706        0.71102
    902     0.00332594      -0.441155     0.00231313        0.71378
    903     0.00332226      -0.444881     0.00183938        0.71647
    904     0.00331858      -0.438457     0.00277446        0.73371
    905     0.00331492      -0.446971     0.00224027        0.72727
    906     0.00331126      -0.442752     0.00266144        0.72406
    907     0.00330761      -0.437019      0.0027642        0.72533
    908     0.00330396      -0.441179     0.00295971        0.72648
    909     0.00330033      -0.442064     0.00332494        0.72799
    910      0.0032967      -0.442111     0.00263635        0.72537
    911     0.00329308      -0.443026     0.00265639        0.72511
    912     0.00328947      -0.446076     0.00266823        0.72414
    913     0.00328587      -0.443384     0.00283494        0.72294
    914     0.00328228      -0.443247     0.00273688        0.72393
    915     0.00327869      -0.442265     0.00267418        0.70735
    916     0.00327511      -0.442059      0.0024779        0.70665
    917     0.00327154      -0.444953     0.00215913        0.70697
    918     0.00326797      -0.442262     0.00258212        0.70578
    919     0.00326442      -0.444662     0.00255428        0.73106
    920     0.00326087      -0.447439     0.00242528        0.72826
    921     0.00325733      -0.446059     0.00243645        0.73117
    922      0.0032538      -0.447437     0.00249479        0.72851
    923     0.00325027       -0.44246     0.00250391        0.72994
    924     0.00324675      -0.443583     0.00292403        0.72887
    925     0.00324324      -0.444981     0.00267951        0.73093
    926     0.00323974      -0.441019     0.00237968        0.72214
    927     0.00323625      -0.431747     0.00223159        0.71568
    928     0.00323276      -0.440467     0.00206703        0.72857
    929     0.00322928      -0.441995     0.00289125        0.73575
    930     0.00322581      -0.442298     0.00307482        0.73449
    931     0.00322234      -0.439252     0.00323142        0.73817
    932     0.00321888      -0.440658     0.00255993        0.72616
    933     0.00321543      -0.438371     0.00212903         0.7119
    934     0.00321199      -0.443997     0.00229445         0.7236
    935     0.00320856      -0.445687      0.0020295        0.72215
    936     0.00320513      -0.445588     0.00231037        0.72085
    937     0.00320171       -0.44032     0.00379048        0.72343
    938     0.00319829      -0.441257     0.00302361        0.71905
    939     0.00319489      -0.443327     0.00238746        0.72159
    940     0.00319149      -0.436883     0.00273841        0.73762
    941      0.0031881      -0.439257     0.00300888        0.73925
    942     0.00318471      -0.444289      0.0025986        0.72972
    943     0.00318134      -0.445516     0.00244721        0.73229
    944     0.00317797      -0.443666     0.00236266        0.72995
    945      0.0031746      -0.439828     0.00308098        0.73026
    946     0.00317125      -0.442437     0.00248066         0.7302
    947      0.0031679      -0.443548      0.0024473        0.72907
    948     0.00316456      -0.440142     0.00295347        0.72691
    949     0.00316122      -0.439785     0.00246407        0.73165
    950     0.00315789      -0.438543     0.00322545        0.73289
    951     0.00315457      -0.446808     0.00258477         0.7303
    952     0.00315126      -0.444528     0.00229414        0.72753
    953     0.00314795       -0.44395     0.00249345        0.73026
    954     0.00314465      -0.444149     0.00264993        0.73003
    955     0.00314136      -0.441645     0.00278917        0.73111
    956     0.00313808      -0.440175     0.00249713         0.7021
    957      0.0031348      -0.442687     0.00218856        0.70347
    958     0.00313152      -0.441945     0.00218454        0.70145
    959     0.00312826      -0.441307     0.00216679        0.70112
    960       0.003125      -0.440972     0.00252527        0.70384
    961     0.00312175      -0.438761     0.00408165        0.72443
    962      0.0031185      -0.444396     0.00263674        0.72593
    963     0.00311526       -0.44342      0.0031319        0.73719
    964     0.00311203      -0.444804     0.00267144        0.73748
    965     0.00310881      -0.441529     0.00271798        0.73818
    966     0.00310559      -0.446158     0.00228396        0.72196
    967     0.00310238      -0.442337     0.00253301        0.74079
    968     0.00309917      -0.438909     0.00245929        0.74092
    969     0.00309598        -0.4389     0.00218758        0.73047
    970     0.00309278      -0.442633     0.00220923        0.72793
    971      0.0030896      -0.444749     0.00217672        0.73268
    972     0.00308642      -0.443067     0.00257348        0.73214
    973     0.00308325      -0.440489     0.00215026        0.72434
    974     0.00308008      -0.438437     0.00272545        0.72826
    975     0.00307692       -0.44522     0.00232245         0.7236
    976     0.00307377      -0.444417     0.00242751        0.72298
    977     0.00307062       -0.44425     0.00236346        0.72169
    978     0.00306748      -0.436699     0.00289152        0.72009
    979     0.00306435      -0.443525     0.00265975        0.72164
    980     0.00306122      -0.438804     0.00317519         0.7364
    981      0.0030581      -0.433171     0.00525047        0.73439
    982     0.00305499      -0.440201     0.00316558         0.7382
    983     0.00305188      -0.436017     0.00308873        0.73924
    984     0.00304878      -0.435539     0.00368322        0.73521
    985     0.00304569      -0.437756     0.00317065         0.7362
    986      0.0030426       -0.44442     0.00298933        0.74042
    987     0.00303951         -0.443     0.00342096        0.73495
    988     0.00303644      -0.449645     0.00208336        0.72155
    989     0.00303337      -0.443194     0.00224242        0.71965
    990      0.0030303      -0.445486     0.00228212        0.71966
    991     0.00302725      -0.438148     0.00300041        0.72144
    992     0.00302419      -0.446339     0.00260933        0.73778
    993     0.00302115      -0.440093     0.00318381         0.7366
    994     0.00301811      -0.443645     0.00258094        0.74001
    995     0.00301508      -0.440539     0.00292689        0.74451
    996     0.00301205      -0.442059     0.00225009        0.73593
    997     0.00300903      -0.439828     0.00253736        0.73827
    998     0.00300601      -0.441972     0.00248272        0.73736
    999       0.003003      -0.448047     0.00223894         0.7359
   1000          0.003      -0.440771     0.00277475        0.73538
   1001       0.002997      -0.447991     0.00201381         0.7278
   1002     0.00299401      -0.443109     0.00251345        0.72391
   1003     0.00299103      -0.441932     0.00272437        0.72326
   1004     0.00298805      -0.444234     0.00239842        0.72264
   1005     0.00298507      -0.448806     0.00217882        0.72457
   1006     0.00298211      -0.445743     0.00207351        0.72472
   1007     0.00297915      -0.441039     0.00253443        0.72237
   1008     0.00297619      -0.448499     0.00217651        0.72377
   1009     0.00297324      -0.441994     0.00275255        0.72192
   1010      0.0029703       -0.44708     0.00237001        0.72809
   1011     0.00296736      -0.443085     0.00230778        0.70856
   1012     0.00296443      -0.441328     0.00218823        0.70767
   1013      0.0029615      -0.444555     0.00210432        0.70506
   1014     0.00295858      -0.440803     0.00236674         0.7077
   1015     0.00295567      -0.440782     0.00207306        0.70711
   1016     0.00295276      -0.445819     0.00199731        0.70961
   1017     0.00294985      -0.439945     0.00236605        0.70979
   1018     0.00294695      -0.442668     0.00218698         0.7074
   1019     0.00294406       -0.44268     0.00215561        0.70883
   1020     0.00294118      -0.445519     0.00197276        0.71318
   1021      0.0029383      -0.439491     0.00336653        0.72812
   1022     0.00293542      -0.445052      0.0020053        0.72805
   1023     0.00293255      -0.438549      0.0021511        0.72979
   1024     0.00292969      -0.440216      0.0022025        0.72735
   1025     0.00292683      -0.438805     0.00212906        0.72801
   1026     0.00292398      -0.445622      0.0022255        0.72784
   1027     0.00292113      -0.444131     0.00212177        0.71272
   1028     0.00291829      -0.440211     0.00214301        0.71236
   1029     0.00291545      -0.440509     0.00227909        0.71225
   1030     0.00291262      -0.443102     0.00210096        0.71387
   1031      0.0029098      -0.442031     0.00212678        0.71358
   1032     0.00290698      -0.446092      0.0020069        0.71384
   1033     0.00290416      -0.441837     0.00255847        0.71449
   1034     0.00290135      -0.442733     0.00274314        0.71887
   1035     0.00289855      -0.443505     0.00310567        0.71649
   1036     0.00289575      -0.442739     0.00191963        0.72159
   1037     0.00289296      -0.446718     0.00206211         0.7155
   1038     0.00289017      -0.446109     0.00223037        0.71802
   1039     0.00288739      -0.438114     0.00261929        0.71538
   1040     0.00288462       -0.44462     0.00230493          0.719
   1041     0.00288184      -0.447383     0.00196644        0.72166
   1042     0.00287908      -0.446315     0.00222439        0.72085
   1043     0.00287632      -0.442801     0.00228752        0.72071
   1044     0.00287356      -0.437391     0.00228279        0.70209
   1045     0.00287081      -0.437892     0.00263075        0.70839
   1046     0.00286807      -0.437946     0.00262552        0.70734
   1047     0.00286533      -0.438531     0.00300175        0.70792
   1048      0.0028626      -0.440226     0.00270008        0.71164
   1049     0.00285987       -0.43974     0.00286606        0.70553
   1050     0.00285714      -0.436275     0.00308443        0.70722
   1051     0.00285442      -0.444413     0.00247036        0.70887
   1052     0.00285171      -0.438339     0.00336576        0.70767
   1053       0.002849      -0.442785     0.00215689        0.71462
   1054      0.0028463      -0.443239     0.00243111        0.71324
   1055      0.0028436      -0.444768     0.00234957        0.71524
   1056     0.00284091      -0.440298     0.00232572        0.70629
   1057     0.00283822      -0.439614     0.00243554         0.7035
   1058     0.00283554      -0.443831      0.0023771         0.7186
   1059     0.00283286      -0.444069     0.00220055         0.7295
   1060     0.00283019      -0.445049     0.00215036        0.72624
   1061     0.00282752      -0.439827     0.00217161        0.72065
   1062     0.00282486      -0.442759     0.00234619        0.72371
   1063      0.0028222      -0.444297     0.00235341        0.71309
   1064     0.00281955      -0.442021     0.00199738        0.71676
   1065      0.0028169      -0.439245     0.00224824        0.71438
   1066     0.00281426      -0.437371     0.00252842        0.71637
   1067     0.00281162      -0.439581     0.00226632        0.71789
