SA_STEP        SA_TEMP      FINAL_AVE          ERROR     ACCEPTANCE
   1068     0.00280899      -0.442473     0.00191772        0.71669
   1069     0.00280636      -0.440016      0.0023016        0.73293
   1070     0.00280374      -0.440866     0.00210318        0.71609
   1071     0.00280112      -0.441553     0.00227193        0.72368
   1072     0.00279851      -0.440242      0.0023859        0.72306
   1073      0.0027959      -0.443017     0.00279015        0.72885
   1074      0.0027933      -0.436996     0.00481116        0.73322
   1075      0.0027907      -0.437875     0.00319516        0.74871
   1076      0.0027881       -0.43022     0.00348949        0.74885
   1077     0.00278552      -0.432684     0.00256832        0.74102
   1078     0.00278293      -0.431276     0.00365846        0.75029
   1079     0.00278035      -0.433377     0.00269962        0.75533
   1080     0.00277778      -0.436305     0.00248965        0.74578
   1081     0.00277521      -0.440695     0.00255537        0.74699
   1082     0.00277264      -0.438364     0.00267721        0.73854
   1083     0.00277008      -0.446488     0.00228743        0.72714
   1084     0.00276753      -0.443377      0.0024788        0.73622
   1085     0.00276498      -0.434342     0.00347636        0.73924
   1086     0.00276243       -0.43352     0.00379096        0.73883
   1087     0.00275989      -0.431174     0.00363256        0.71717
   1088     0.00275735      -0.435921     0.00362225        0.73365
   1089     0.00275482      -0.430627     0.00375066         0.7355
   1090     0.00275229      -0.433163     0.00346674        0.73324
   1091     0.00274977      -0.438473     0.00351852        0.73795
   1092     0.00274725      -0.442927     0.00304009        0.73704
   1093     0.00274474      -0.444139      0.0028427        0.72325
   1094     0.00274223      -0.441564     0.00194073        0.71983
   1095     0.00273973      -0.440084      0.0023778        0.72192
   1096     0.00273723       -0.44347     0.00230774        0.72228
   1097     0.00273473      -0.443092     0.00225449        0.72012
   1098     0.00273224      -0.445083     0.00220499        0.72322
   1099     0.00272975      -0.440436     0.00271576        0.74167
   1100     0.00272727      -0.441753     0.00258576        0.73999
   1101      0.0027248      -0.443637     0.00202226        0.74401
   1102     0.00272232      -0.436682     0.00276596        0.74252
   1103     0.00271985      -0.440389     0.00233718        0.74291
   1104     0.00271739       -0.44228     0.00230499        0.72832
   1105     0.00271493      -0.440905     0.00209977        0.72887
   1106     0.00271248      -0.444729     0.00183187        0.71722
   1107     0.00271003      -0.446121     0.00192649         0.7271
   1108     0.00270758      -0.434736     0.00392696        0.72603
   1109     0.00270514      -0.442937     0.00228195         0.7309
   1110      0.0027027       -0.44082      0.0027357        0.72824
   1111     0.00270027      -0.440974     0.00235232        0.72791
   1112     0.00269784      -0.441523     0.00212157        0.71824
   1113     0.00269542      -0.443111     0.00321253        0.71935
   1114       0.002693      -0.439865     0.00263067        0.70486
   1115     0.00269058      -0.442146     0.00253467        0.70781
   1116     0.00268817       -0.44391      0.0023938        0.70753
   1117     0.00268577      -0.435232     0.00287364        0.70422
   1118     0.00268336      -0.438395     0.00265339        0.70625
   1119     0.00268097      -0.438103     0.00300171        0.70819
   1120     0.00267857      -0.438772     0.00272287         0.7034
   1121     0.00267618       -0.44714      0.0023833        0.71587
   1122      0.0026738      -0.441416     0.00295711        0.72315
   1123     0.00267142      -0.447895      0.0025252        0.72435
   1124     0.00266904      -0.447185     0.00244883        0.72129
   1125     0.00266667      -0.439324     0.00309114        0.72054
   1126      0.0026643      -0.444583      0.0021726        0.71844
   1127     0.00266193      -0.434865     0.00378262         0.7216
   1128     0.00265957      -0.443444     0.00290443        0.71392
   1129     0.00265722      -0.442904     0.00234598        0.70991
   1130     0.00265487      -0.443857     0.00237008        0.71992
   1131     0.00265252      -0.441192     0.00292593        0.73832
   1132     0.00265018      -0.438391     0.00310284        0.73789
   1133     0.00264784      -0.442138     0.00292312        0.73868
   1134      0.0026455      -0.443619     0.00199063        0.72664
   1135     0.00264317       -0.44236      0.0021318        0.72577
   1136     0.00264085      -0.441436     0.00209109        0.72564
   1137     0.00263852      -0.444811     0.00193301        0.72552
   1138      0.0026362      -0.437788     0.00311528        0.72638
   1139     0.00263389       -0.44478     0.00222661        0.72699
   1140     0.00263158      -0.444036     0.00233792        0.74174
   1141     0.00262927      -0.443272     0.00242838        0.74164
   1142     0.00262697      -0.437776     0.00263652        0.74413
   1143     0.00262467      -0.440835     0.00229762        0.74285
   1144     0.00262238      -0.443347     0.00253071        0.73723
   1145     0.00262009      -0.434445     0.00322938        0.73978
   1146      0.0026178      -0.436215     0.00312281        0.73591
   1147     0.00261552      -0.434518      0.0040843        0.73504
   1148     0.00261324      -0.436879     0.00350336        0.73796
   1149     0.00261097      -0.440695     0.00302584        0.73613
   1150      0.0026087      -0.439274     0.00331473        0.73392
   1151     0.00260643       -0.43992     0.00308286        0.73638
   1152     0.00260417      -0.442223     0.00326201        0.73796
   1153     0.00260191      -0.440478      0.0030561        0.73458
   1154     0.00259965      -0.445727     0.00260392        0.73249
   1155      0.0025974      -0.440245     0.00295221        0.72637
   1156     0.00259516      -0.437856     0.00322742        0.71678
   1157     0.00259291      -0.440455     0.00284108        0.71814
   1158     0.00259067       -0.43877     0.00301694        0.71585
   1159     0.00258844      -0.432479     0.00385329        0.73476
   1160     0.00258621      -0.447303     0.00220321        0.72925
   1161     0.00258398      -0.448182     0.00215843        0.72411
   1162     0.00258176      -0.444589     0.00247076        0.73684
   1163     0.00257954       -0.44284     0.00282378        0.73622
   1164     0.00257732      -0.445377     0.00215212        0.71333
   1165     0.00257511      -0.446288     0.00208753         0.7144
   1166      0.0025729      -0.440675     0.00249974        0.70964
   1167     0.00257069      -0.447814     0.00219137        0.71661
   1168     0.00256849      -0.444004     0.00284821        0.72825
   1169      0.0025663      -0.440385     0.00331845        0.73541
   1170      0.0025641      -0.443944     0.00317054        0.73714
   1171     0.00256191      -0.445423     0.00235474        0.73545
   1172     0.00255973       -0.43862     0.00313049        0.74251
   1173     0.00255754      -0.441783     0.00271704        0.72802
   1174     0.00255537      -0.440835     0.00311417        0.72556
   1175     0.00255319      -0.441116     0.00292885         0.7401
   1176     0.00255102      -0.433061     0.00362525         0.7395
   1177     0.00254885       -0.43923     0.00391025        0.73733
   1178     0.00254669      -0.444711     0.00262775        0.73674
   1179     0.00254453      -0.435543     0.00310745        0.73698
   1180     0.00254237      -0.439937      0.0028316        0.73632
   1181     0.00254022      -0.436347     0.00341283        0.73836
   1182     0.00253807      -0.443203     0.00306577        0.73079
   1183     0.00253593      -0.442624     0.00275389        0.73487
   1184     0.00253378      -0.446561     0.00256371        0.73276
   1185     0.00253165      -0.442342     0.00288058        0.73793
   1186     0.00252951      -0.442475     0.00257863        0.71237
   1187     0.00252738      -0.438225     0.00331723        0.73643
   1188     0.00252525      -0.436867     0.00491829        0.73319
   1189     0.00252313      -0.443771      0.0028032        0.73362
   1190     0.00252101      -0.435269     0.00359632        0.73348
   1191     0.00251889      -0.442016     0.00308169         0.7345
   1192     0.00251678      -0.436328     0.00344365        0.73814
   1193     0.00251467      -0.439755     0.00328642        0.73627
   1194     0.00251256      -0.436542     0.00338525        0.73437
   1195     0.00251046      -0.438619     0.00331263        0.74723
   1196     0.00250836      -0.434742     0.00331611        0.74721
   1197     0.00250627      -0.434719     0.00271366        0.74908
   1198     0.00250417      -0.435297     0.00280469        0.74496
   1199     0.00250209      -0.435285      0.0024752         0.7492
   1200         0.0025      -0.435902     0.00347073        0.75059
   1201     0.00249792      -0.432533      0.0032665        0.74977
   1202     0.00249584      -0.440229     0.00380608        0.74809
   1203     0.00249377      -0.441016     0.00275843        0.73014
   1204     0.00249169      -0.440949      0.0028137        0.72894
   1205     0.00248963       -0.44122     0.00275329        0.72749
   1206     0.00248756      -0.447478     0.00224004        0.72695
   1207      0.0024855      -0.441138     0.00203225        0.72054
   1208     0.00248344      -0.445446     0.00198916        0.71828
   1209     0.00248139      -0.447367     0.00192338        0.72396
   1210     0.00247934      -0.442388     0.00224608        0.72105
   1211     0.00247729      -0.442839     0.00217613        0.73492
   1212     0.00247525      -0.441567     0.00271461        0.73561
   1213     0.00247321      -0.442555     0.00279014        0.73295
   1214     0.00247117      -0.443646     0.00225953        0.71233
   1215     0.00246914      -0.444627     0.00243593        0.71432
   1216     0.00246711       -0.43578     0.00318619         0.7117
   1217     0.00246508      -0.443635     0.00267155        0.71822
   1218     0.00246305      -0.444872     0.00238939        0.71869
   1219     0.00246103      -0.443408     0.00256264        0.71427
   1220     0.00245902      -0.441777     0.00295367        0.71616
   1221       0.002457      -0.439653     0.00291274        0.71464
   1222     0.00245499      -0.437502     0.00293604         0.7147
   1223     0.00245298      -0.444877      0.0025692        0.71965
   1224     0.00245098      -0.439001     0.00281746        0.71748
   1225     0.00244898      -0.443381     0.00258844        0.71571
   1226     0.00244698      -0.441901     0.00271065        0.71726
   1227     0.00244499      -0.446159     0.00223274        0.71867
   1228       0.002443      -0.441148     0.00251857         0.7216
   1229     0.00244101      -0.445705     0.00207784        0.72185
   1230     0.00243902      -0.445724      0.0022597        0.71888
   1231     0.00243704      -0.445129     0.00231565        0.72263
   1232     0.00243506      -0.449622     0.00210993         0.7222
   1233     0.00243309      -0.444289     0.00308142        0.72371
   1234     0.00243112      -0.443333     0.00291351        0.72006
   1235     0.00242915      -0.446406     0.00196457         0.7173
   1236     0.00242718      -0.449157     0.00213887        0.72381
   1237     0.00242522       -0.44107     0.00208983        0.72399
   1238     0.00242326      -0.440433     0.00250737        0.72174
   1239     0.00242131       -0.44178     0.00221986         0.7215
   1240     0.00241935      -0.444788     0.00256843        0.72271
   1241     0.00241741      -0.442583     0.00221563        0.72339
   1242     0.00241546      -0.444714     0.00207738        0.72146
   1243     0.00241352      -0.442944     0.00258051        0.72242
   1244     0.00241158      -0.441566     0.00272475        0.72171
   1245     0.00240964      -0.446107     0.00223901        0.72324
   1246      0.0024077      -0.443915     0.00218208        0.72487
   1247     0.00240577      -0.445914     0.00268717        0.71948
   1248     0.00240385      -0.444752     0.00233793        0.71931
   1249     0.00240192      -0.447052     0.00199054        0.72209
   1250         0.0024      -0.443617     0.00212849        0.72225
   1251     0.00239808      -0.439499     0.00264275        0.72806
   1252     0.00239617      -0.442764     0.00248731        0.73126
   1253     0.00239425      -0.444198     0.00207961        0.73279
   1254     0.00239234       -0.44273     0.00239152        0.72945
   1255     0.00239044      -0.443423      0.0020695        0.73057
   1256     0.00238854      -0.444475     0.00228176         0.7308
   1257     0.00238663      -0.446018     0.00211825        0.73294
   1258     0.00238474      -0.441011     0.00234291        0.72981
   1259     0.00238284      -0.444197      0.0025715        0.73319
   1260     0.00238095      -0.442067     0.00221265        0.72824
   1261     0.00237906      -0.443652     0.00237965         0.7314
   1262     0.00237718       -0.44166      0.0025655        0.72858
   1263      0.0023753      -0.443082      0.0022346        0.73083
   1264     0.00237342       -0.44381     0.00252832        0.73315
   1265     0.00237154      -0.447553     0.00250701        0.71475
   1266     0.00236967      -0.443429     0.00225837        0.71587
   1267      0.0023678      -0.445706     0.00198664        0.71366
   1268     0.00236593      -0.442404     0.00242422        0.71728
   1269     0.00236407      -0.442275     0.00251037         0.7108
   1270      0.0023622      -0.448285     0.00221681        0.71547
   1271     0.00236035      -0.445191     0.00238643        0.71405
   1272     0.00235849      -0.442108     0.00264114        0.71426
   1273     0.00235664      -0.444498     0.00210665        0.71527
   1274     0.00235479      -0.439003     0.00317553        0.71242
   1275     0.00235294      -0.442127     0.00253548        0.71392
   1276      0.0023511      -0.440882     0.00287738        0.71479
   1277     0.00234926      -0.441133      0.0029647        0.71443
   1278     0.00234742      -0.442729      0.0024814        0.71183
   1279     0.00234558      -0.439552     0.00275495        0.71539
   1280     0.00234375      -0.441159     0.00343635        0.71512
   1281     0.00234192       -0.44638     0.00254358        0.71316
   1282     0.00234009      -0.437279      0.0031771        0.71204
   1283     0.00233827      -0.440008     0.00303078        0.71433
   1284     0.00233645      -0.434423     0.00352552        0.71084
   1285     0.00233463      -0.440684     0.00284972        0.71449
   1286     0.00233281      -0.445218     0.00211026        0.71237
   1287       0.002331      -0.441815     0.00254365        0.71246
   1288     0.00232919      -0.441543     0.00206434        0.71199
   1289     0.00232739      -0.444858     0.00207229        0.71371
   1290     0.00232558      -0.440333     0.00244804        0.70996
   1291     0.00232378      -0.441774     0.00261599         0.7083
   1292     0.00232198      -0.440478     0.00255109        0.73403
   1293     0.00232019      -0.441812     0.00250439         0.7335
   1294     0.00231839      -0.442248     0.00271459        0.72633
   1295      0.0023166      -0.444043     0.00236773        0.72326
   1296     0.00231481       -0.44206      0.0023747        0.72612
   1297     0.00231303      -0.442152      0.0021997        0.72934
   1298     0.00231125      -0.442251     0.00247309        0.72682
   1299     0.00230947      -0.445643     0.00225139         0.7252
   1300     0.00230769      -0.447647     0.00216924        0.72902
   1301     0.00230592       -0.43636     0.00332801        0.72632
   1302     0.00230415      -0.441883     0.00259409        0.72922
   1303     0.00230238      -0.442728     0.00229771        0.73269
   1304     0.00230061      -0.447575     0.00228667        0.72874
   1305     0.00229885      -0.444882     0.00298757        0.72992
   1306     0.00229709      -0.442558     0.00284973        0.72952
   1307     0.00229533      -0.443141     0.00285292        0.72822
   1308     0.00229358      -0.445156     0.00232096        0.72758
   1309     0.00229183      -0.448072     0.00242197        0.73053
   1310     0.00229008      -0.443234     0.00272669        0.73071
   1311     0.00228833      -0.435965     0.00501848        0.73271
   1312     0.00228659      -0.438554     0.00353637        0.73215
   1313     0.00228484      -0.446833     0.00272897        0.73257
   1314     0.00228311      -0.440514     0.00389907        0.73256
   1315     0.00228137      -0.437251     0.00380631         0.7396
   1316     0.00227964      -0.443126     0.00306334        0.72494
   1317      0.0022779      -0.445971     0.00249904        0.72733
   1318     0.00227618      -0.439186     0.00304391        0.72842
   1319     0.00227445      -0.438499     0.00426726        0.72837
   1320     0.00227273      -0.431559     0.00370242        0.70466
   1321     0.00227101       -0.43837     0.00284467        0.70559
   1322     0.00226929      -0.435812       0.002994        0.70562
   1323     0.00226757        -0.4413     0.00208438        0.69849
   1324     0.00226586      -0.441975     0.00221671        0.70091
   1325     0.00226415        -0.4412     0.00250763        0.71516
   1326     0.00226244      -0.443983     0.00202933        0.71673
   1327     0.00226074      -0.442739     0.00203402        0.72363
   1328     0.00225904       -0.43832     0.00286025         0.7261
   1329     0.00225734       -0.43892     0.00230637        0.73603
   1330     0.00225564      -0.445613     0.00186284        0.73073
   1331     0.00225394      -0.436515     0.00328439        0.73307
   1332     0.00225225      -0.441587     0.00291062        0.73445
   1333     0.00225056      -0.446969      0.0024807         0.7288
   1334     0.00224888      -0.443593     0.00254912        0.71278
   1335     0.00224719      -0.436721     0.00284537        0.71352
   1336     0.00224551      -0.443841     0.00255746        0.71459
   1337     0.00224383      -0.442505      0.0024286        0.70868
   1338     0.00224215      -0.446304     0.00196741        0.71773
   1339     0.00224048      -0.445124     0.00217692        0.71873
   1340     0.00223881      -0.441984     0.00215011        0.73606
   1341     0.00223714      -0.444435     0.00215682        0.73602
   1342     0.00223547      -0.440553     0.00247931        0.73673
   1343      0.0022338      -0.442534     0.00252461        0.72711
   1344     0.00223214      -0.442401     0.00240717        0.72785
   1345     0.00223048      -0.441386     0.00214605        0.73153
   1346     0.00222883      -0.442932     0.00208734        0.72692
   1347     0.00222717      -0.446338     0.00205032        0.72973
   1348     0.00222552      -0.445421     0.00225373        0.72657
   1349     0.00222387      -0.443182       0.002636        0.72844
   1350     0.00222222      -0.444383     0.00222985         0.7276
   1351     0.00222058      -0.443235     0.00274503        0.72933
   1352     0.00221893       -0.44038      0.0022573        0.73504
   1353     0.00221729      -0.440337     0.00204932        0.73404
   1354     0.00221566      -0.441079     0.00245095        0.73403
   1355     0.00221402      -0.442131      0.0023204        0.73304
   1356     0.00221239      -0.442387     0.00199958        0.73622
   1357     0.00221076       -0.44385     0.00202046        0.73535
   1358     0.00220913      -0.440322      0.0020436        0.73403
   1359     0.00220751      -0.441679     0.00230634        0.73585
   1360     0.00220588      -0.440304     0.00225681        0.73109
   1361     0.00220426      -0.442046     0.00220255         0.7347
   1362     0.00220264      -0.444413     0.00206833        0.73258
   1363     0.00220103      -0.447233     0.00188142        0.73439
   1364     0.00219941      -0.443031     0.00200461        0.73668
   1365      0.0021978      -0.441051     0.00219268         0.7366
   1366     0.00219619      -0.442007     0.00236644        0.73279
   1367     0.00219459      -0.439771     0.00221671        0.73446
   1368     0.00219298      -0.442535     0.00202115        0.73562
   1369     0.00219138      -0.441489     0.00259355        0.73622
   1370     0.00218978      -0.443704     0.00247385         0.7315
   1371     0.00218818      -0.440792     0.00211608        0.73258
   1372     0.00218659      -0.438077     0.00285641        0.73458
   1373       0.002185      -0.444173     0.00237319        0.73465
   1374     0.00218341       -0.43741     0.00240569        0.73084
   1375     0.00218182      -0.443536     0.00265011         0.7244
   1376     0.00218023      -0.439994     0.00323053        0.72836
   1377     0.00217865      -0.445488     0.00287423         0.7298
   1378     0.00217707      -0.439928     0.00306486         0.7301
   1379     0.00217549      -0.441867     0.00278028        0.73336
   1380     0.00217391      -0.440638     0.00325404        0.73192
   1381     0.00217234      -0.440304     0.00304939        0.73264
   1382     0.00217077      -0.443401     0.00273069        0.73134
   1383      0.0021692      -0.448116     0.00201755        0.72641
   1384     0.00216763      -0.437623     0.00204987         0.7261
   1385     0.00216606       -0.43669      0.0021605        0.72544
   1386      0.0021645      -0.434189     0.00246243         0.7255
   1387     0.00216294       -0.44088     0.00239225        0.72666
   1388     0.00216138      -0.444385      0.0024111        0.72689
   1389     0.00215983      -0.443253     0.00227977        0.73939
   1390     0.00215827      -0.437664     0.00291608        0.74051
   1391     0.00215672      -0.438487      0.0031893        0.73957
   1392     0.00215517      -0.443327     0.00217735        0.72227
   1393     0.00215363      -0.445243     0.00227013        0.73006
   1394     0.00215208      -0.446244      0.0021477        0.72605
   1395     0.00215054      -0.441077     0.00242901        0.72507
   1396       0.002149      -0.443713     0.00234893        0.72434
   1397     0.00214746      -0.447906     0.00232821        0.72476
   1398     0.00214592      -0.445113     0.00213681        0.72643
   1399     0.00214439      -0.447264     0.00225115        0.72201
   1400     0.00214286      -0.443119     0.00290811        0.72453
   1401     0.00214133      -0.442952      0.0022764        0.72524
   1402      0.0021398      -0.440968     0.00258495        0.72469
   1403     0.00213828       -0.44535     0.00232882        0.72658
   1404     0.00213675      -0.450385     0.00191104        0.72252
   1405     0.00213523       -0.44008     0.00265965        0.71572
   1406     0.00213371       -0.44521     0.00220893         0.7176
   1407      0.0021322       -0.43963     0.00273482        0.73281
   1408     0.00213068      -0.438872     0.00404024        0.73934
   1409     0.00212917      -0.435973     0.00337449        0.74219
   1410     0.00212766      -0.430629     0.00404891        0.74082
   1411     0.00212615      -0.437447     0.00327993        0.74302
   1412     0.00212465      -0.445652     0.00262199         0.7324
   1413     0.00212314      -0.442867     0.00270054        0.73413
   1414     0.00212164      -0.441432     0.00278912        0.73495
   1415     0.00212014      -0.439424      0.0030405        0.73499
   1416     0.00211864      -0.443078     0.00254188        0.73713
   1417     0.00211715      -0.441548     0.00288337        0.73721
   1418     0.00211566       -0.43789     0.00305848        0.74623
   1419     0.00211416      -0.441974     0.00309894        0.74335
   1420     0.00211268       -0.44019     0.00299598        0.74517
   1421     0.00211119      -0.428162     0.00294404        0.74993
   1422      0.0021097      -0.431741     0.00334006         0.7502
   1423     0.00210822      -0.431688     0.00348067        0.74578
   1424     0.00210674      -0.428153     0.00316926        0.75124
   1425     0.00210526      -0.431636     0.00305032        0.74937
   1426     0.00210379      -0.436328     0.00334063        0.74806
   1427     0.00210231      -0.439014     0.00319493        0.74576
   1428     0.00210084      -0.437677      0.0029758        0.74047
   1429     0.00209937      -0.444001     0.00237235        0.73672
   1430      0.0020979      -0.441656     0.00261139        0.73801
   1431     0.00209644      -0.438544     0.00230945        0.72247
   1432     0.00209497      -0.442005     0.00230198        0.72279
   1433     0.00209351      -0.443108     0.00251025        0.72321
   1434     0.00209205      -0.443568     0.00302962        0.72304
   1435     0.00209059      -0.446673     0.00235152        0.72284
   1436     0.00208914      -0.441365     0.00267702        0.72372
   1437     0.00208768      -0.444349      0.0028321        0.72408
   1438     0.00208623      -0.445308     0.00240522         0.7253
   1439     0.00208478      -0.440618     0.00346694        0.72068
   1440     0.00208333      -0.447736     0.00253952        0.72177
   1441     0.00208189      -0.441671     0.00255223        0.72246
   1442     0.00208044      -0.445634     0.00225779        0.72822
   1443       0.002079      -0.445941     0.00212855        0.72699
   1444     0.00207756      -0.440156     0.00279611        0.72816
   1445     0.00207612      -0.442549     0.00192184         0.7272
   1446     0.00207469      -0.440494     0.00372464        0.72669
   1447     0.00207326      -0.436659     0.00325707        0.74157
   1448     0.00207182      -0.435167     0.00423871        0.74001
   1449     0.00207039      -0.438335     0.00330164        0.73905
   1450     0.00206897      -0.442639     0.00272513        0.73954
   1451     0.00206754       -0.43693       0.004102        0.72587
   1452     0.00206612      -0.430603     0.00346842        0.72981
   1453     0.00206469      -0.445732     0.00225638        0.71971
   1454     0.00206327      -0.446008     0.00202042        0.71597
   1455     0.00206186      -0.442967      0.0028916        0.72811
   1456     0.00206044      -0.445578     0.00251045        0.72627
   1457     0.00205903      -0.450815     0.00229967        0.72713
   1458     0.00205761      -0.437059     0.00226177        0.69441
   1459      0.0020562      -0.438851     0.00283935        0.70309
   1460     0.00205479      -0.439455      0.0021214        0.70193
   1461     0.00205339      -0.440432      0.0021227        0.70382
   1462     0.00205198      -0.437886     0.00225108        0.70058
   1463     0.00205058      -0.436239     0.00247581        0.70101
   1464     0.00204918      -0.437326      0.0023265        0.70053
   1465     0.00204778      -0.443408     0.00221613        0.70274
   1466     0.00204638      -0.438681     0.00245188        0.72058
   1467     0.00204499      -0.446165     0.00244224        0.73123
   1468      0.0020436      -0.447428     0.00192831        0.73304
   1469     0.00204221      -0.446056     0.00214973        0.71661
   1470     0.00204082      -0.444938     0.00216639        0.71978
   1471     0.00203943      -0.445623     0.00195542        0.72693
   1472     0.00203804      -0.444405     0.00192523        0.72586
   1473     0.00203666      -0.442748     0.00224422        0.72461
   1474     0.00203528      -0.443356     0.00242865        0.72136
   1475      0.0020339      -0.441979     0.00189993        0.71331
   1476     0.00203252      -0.440592     0.00217218        0.71457
   1477     0.00203114      -0.440457     0.00220114        0.71305
   1478     0.00202977      -0.442396     0.00216517        0.71296
   1479      0.0020284      -0.435084     0.00209625        0.72257
   1480     0.00202703      -0.445487     0.00203271         0.7285
   1481     0.00202566       -0.44247     0.00214002        0.72775
   1482     0.00202429      -0.443621     0.00234657        0.72765
   1483     0.00202293      -0.443479     0.00219529         0.7214
   1484     0.00202156      -0.443029     0.00221261         0.7192
   1485      0.0020202      -0.447129     0.00212624        0.71742
   1486     0.00201884      -0.446136     0.00211874        0.71982
   1487     0.00201748       -0.44173     0.00258053        0.72179
   1488     0.00201613      -0.440717     0.00257419        0.72003
   1489     0.00201478      -0.443102     0.00302769        0.71935
   1490     0.00201342      -0.442238     0.00235219        0.71763
   1491     0.00201207      -0.443912     0.00214737        0.72098
   1492     0.00201072      -0.440916     0.00242503        0.71747
   1493     0.00200938      -0.444284     0.00221172        0.73374
   1494     0.00200803      -0.446027     0.00250631        0.71711
   1495     0.00200669      -0.442024     0.00234568        0.71891
   1496     0.00200535      -0.441831     0.00267099         0.7181
   1497     0.00200401      -0.442582     0.00235264        0.71809
   1498     0.00200267      -0.444358     0.00218183        0.71493
   1499     0.00200133       -0.44037     0.00219382        0.71723
   1500          0.002       -0.44255     0.00223339        0.71629
