#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         638    -5.43391    -5.43552 0.000556124
         639    -5.43393    -5.43552 0.000555259
         640    -5.43394    -5.43552 0.000554397
         641    -5.43364    -5.43551  0.00055354
         642    -5.43366    -5.43551 0.000552685
         643    -5.43335    -5.43551 0.000551836
         644    -5.43401    -5.43551 0.000550984
         645    -5.43436     -5.4355 0.000550132
         646     -5.4347     -5.4355 0.000549282
         647    -5.43439     -5.4355 0.000548436
         648    -5.43441     -5.4355 0.000547592
         649    -5.43443     -5.4355 0.000546751
         650     -5.4338     -5.4355 0.000545916
         651    -5.43414    -5.43549 0.000545081
         652    -5.43415    -5.43549 0.000544249
         653    -5.43416    -5.43549  0.00054342
         654    -5.43515    -5.43549 0.000542589
         655    -5.43516    -5.43549 0.000541761
         656     -5.4355    -5.43549 0.000540935
         657    -5.43519    -5.43549 0.000540112
         658     -5.4352    -5.43549 0.000539291
         659    -5.43553    -5.43549 0.000538473
