#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         661    -6.70729    -6.62088   0.0136333
         662    -6.70786    -6.62101   0.0136134
         663    -6.70844    -6.62114   0.0135935
         664    -6.70967    -6.62128   0.0135736
         665    -6.71058    -6.62141   0.0135539
         666    -6.71117    -6.62155   0.0135342
         667    -6.71175    -6.62168   0.0135146
         668    -6.71331    -6.62182   0.0134951
         669    -6.71422    -6.62196   0.0134756
         670    -6.71511     -6.6221   0.0134562
         671    -6.71601    -6.62224   0.0134369
         672    -6.71787    -6.62238   0.0134176
         673    -6.71907    -6.62252   0.0133985
         674    -6.71961    -6.62267   0.0133794
         675    -6.72078    -6.62281   0.0133603
         676    -6.72291    -6.62296   0.0133414
         677    -6.72309    -6.62311   0.0133225
         678    -6.72422    -6.62326   0.0133037
         679    -6.72501    -6.62341   0.0132849
         680    -6.72577    -6.62356   0.0132663
         681    -6.72683    -6.62371   0.0132476
         682    -6.72723    -6.62386   0.0132291
         683    -6.72792    -6.62401   0.0132106
         684    -6.72859    -6.62417   0.0131922
         685    -6.72923    -6.62432   0.0131738
         686    -6.73016    -6.62447   0.0131555
         687     -6.7301    -6.62463   0.0131372
         688    -6.73032    -6.62478    0.013119
         689    -6.73116    -6.62494   0.0131009
         690    -6.73133    -6.62509   0.0130828
         691    -6.73178    -6.62524   0.0130648
         692    -6.73187     -6.6254   0.0130468
         693    -6.73063    -6.62555   0.0130289
         694    -6.73162     -6.6257    0.013011
         695    -6.73193    -6.62586   0.0129932
         696    -6.73253    -6.62601   0.0129754
         697    -6.73244    -6.62616   0.0129577
         698    -6.73296    -6.62631   0.0129401
         699    -6.73311    -6.62647   0.0129224
         700     -6.7329    -6.62662   0.0129049
         701    -6.73265    -6.62677   0.0128874
         702    -6.73269    -6.62692   0.0128699
         703    -6.73333    -6.62707   0.0128525
         704    -6.73328    -6.62722   0.0128351
         705    -6.73319    -6.62737   0.0128178
         706    -6.73274    -6.62752   0.0128005
         707    -6.73192    -6.62767   0.0127832
         708    -6.73171    -6.62782    0.012766
         709    -6.73146    -6.62796   0.0127488
         710    -6.73117    -6.62811   0.0127317
         711    -6.73084    -6.62825   0.0127146
         712     -6.7308     -6.6284   0.0126976
         713    -6.73038    -6.62854   0.0126806
         714    -6.72929    -6.62868   0.0126636
         715    -6.72912    -6.62882   0.0126467
         716    -6.72827    -6.62896   0.0126298
         717    -6.72738     -6.6291   0.0126129
         718    -6.72774    -6.62924   0.0125961
         719     -6.7271    -6.62937   0.0125793
         720    -6.72675    -6.62951   0.0125626
         721    -6.72538    -6.62964   0.0125458
         722    -6.72496    -6.62977   0.0125292
         723    -6.72417     -6.6299   0.0125125
         724    -6.72367    -6.63003   0.0124959
         725    -6.72185    -6.63016   0.0124793
         726    -6.72032    -6.63028   0.0124627
         727     -6.7194    -6.63041   0.0124462
         728    -6.71845    -6.63053   0.0124297
         729    -6.71682    -6.63065   0.0124132
         730    -6.71548    -6.63076   0.0123967
         731    -6.71444    -6.63088   0.0123803
         732    -6.71304    -6.63099   0.0123639
         733    -6.71194     -6.6311   0.0123475
         734    -6.71081    -6.63121   0.0123312
         735     -6.7103    -6.63132   0.0123149
         736     -6.7088    -6.63142   0.0122986
         737    -6.70662    -6.63152   0.0122823
         738    -6.70539    -6.63162   0.0122661
         739    -6.70381    -6.63172   0.0122499
         740    -6.70286    -6.63182   0.0122337
         741    -6.70189    -6.63191   0.0122176
         742    -6.70057      -6.632   0.0122015
         743    -6.69923    -6.63209   0.0121854
         744    -6.69787    -6.63218   0.0121693
         745     -6.6965    -6.63227   0.0121533
         746    -6.69511    -6.63235   0.0121373
         747    -6.69402    -6.63244   0.0121213
         748    -6.69261    -6.63252   0.0121054
         749    -6.69085    -6.63259   0.0120895
         750    -6.69006    -6.63267   0.0120736
         751    -6.68991    -6.63275   0.0120578
         752    -6.68911    -6.63282    0.012042
         753    -6.68798    -6.63289   0.0120262
         754     -6.6862    -6.63297   0.0120104
         755    -6.68506    -6.63303   0.0119947
         756     -6.6836     -6.6331   0.0119791
         757    -6.68183    -6.63317   0.0119634
         758    -6.68037    -6.63323   0.0119478
         759    -6.67828    -6.63329   0.0119322
         760    -6.67716    -6.63335   0.0119166
         761    -6.67573     -6.6334   0.0119011
         762    -6.67464    -6.63346   0.0118856
         763    -6.67291    -6.63351   0.0118701
         764    -6.67087    -6.63356   0.0118547
         765     -6.6695     -6.6336   0.0118393
         766    -6.66847    -6.63365   0.0118239
         767    -6.66746    -6.63369   0.0118086
         768    -6.66615    -6.63373   0.0117933
         769    -6.66519    -6.63378    0.011778
         770    -6.66425    -6.63381   0.0117628
         771    -6.66334    -6.63385   0.0117476
         772    -6.66182    -6.63389   0.0117324
         773    -6.66032    -6.63392   0.0117173
         774    -6.65886    -6.63396   0.0117022
         775    -6.65809    -6.63399   0.0116872
         776     -6.6567    -6.63402   0.0116721
         777    -6.65567    -6.63404   0.0116571
         778    -6.65435    -6.63407   0.0116422
         779     -6.6534     -6.6341   0.0116273
         780    -6.65249    -6.63412   0.0116124
         781     -6.6513    -6.63414   0.0115975
         782    -6.65047    -6.63416   0.0115827
         783    -6.64904    -6.63418    0.011568
         784    -6.64862     -6.6342   0.0115532
         785    -6.64728    -6.63422   0.0115385
         786    -6.64793    -6.63423   0.0115238
         787    -6.64765    -6.63425   0.0115092
         788    -6.64741    -6.63427   0.0114946
         789    -6.64722    -6.63428   0.0114801
         790    -6.64804     -6.6343   0.0114655
         791    -6.64729    -6.63432   0.0114511
         792    -6.64756    -6.63433   0.0114366
         793    -6.64754    -6.63435   0.0114222
         794    -6.64692    -6.63437   0.0114078
         795    -6.64796    -6.63438   0.0113935
         796    -6.64775     -6.6344   0.0113792
         797    -6.64791    -6.63442   0.0113649
         798    -6.64714    -6.63443   0.0113507
         799    -6.64673    -6.63445   0.0113365
         800    -6.64603    -6.63446   0.0113223
         801    -6.64603    -6.63448   0.0113082
         802    -6.64638    -6.63449   0.0112941
         803    -6.64645    -6.63451   0.0112801
         804     -6.6459    -6.63452    0.011266
         805    -6.64604    -6.63454   0.0112521
         806    -6.64653    -6.63455   0.0112381
         807    -6.64641    -6.63457   0.0112242
         808    -6.64632    -6.63458   0.0112103
         809    -6.64658    -6.63459   0.0111965
         810    -6.64688    -6.63461   0.0111827
         811    -6.64721    -6.63463   0.0111689
         812    -6.64724    -6.63464   0.0111551
         813    -6.64762    -6.63466   0.0111414
         814    -6.64836    -6.63467   0.0111277
         815     -6.6488    -6.63469   0.0111141
         816    -6.64861    -6.63471   0.0111005
         817     -6.6491    -6.63473   0.0110869
         818    -6.64961    -6.63474   0.0110734
         819    -6.65015    -6.63476   0.0110599
         820    -6.65136    -6.63478   0.0110464
         821    -6.65162     -6.6348    0.011033
         822    -6.65255    -6.63482   0.0110196
         823    -6.65318    -6.63485   0.0110062
         824    -6.65383    -6.63487   0.0109929
         825     -6.6545    -6.63489   0.0109796
         826    -6.65552    -6.63492   0.0109663
         827    -6.65624    -6.63494   0.0109531
         828    -6.65664    -6.63497   0.0109399
         829    -6.65707      -6.635   0.0109267
         830    -6.65752    -6.63502   0.0109136
         831    -6.65896    -6.63505   0.0109005
         832    -6.65976    -6.63508   0.0108874
         833    -6.66026    -6.63511   0.0108744
         834    -6.66077    -6.63514   0.0108614
         835    -6.66163    -6.63518   0.0108485
         836     -6.6625    -6.63521   0.0108355
         837    -6.66273    -6.63524   0.0108226
         838    -6.66427    -6.63528   0.0108098
         839    -6.66582    -6.63531   0.0107969
         840    -6.66771    -6.63535   0.0107842
         841    -6.66799    -6.63539   0.0107714
         842    -6.66861    -6.63543   0.0107587
         843    -6.66987    -6.63547    0.010746
         844     -6.6705    -6.63551   0.0107334
         845    -6.67145    -6.63555   0.0107207
         846    -6.67209     -6.6356   0.0107081
         847    -6.67304    -6.63564   0.0106956
         848    -6.67498    -6.63569   0.0106831
         849    -6.67562    -6.63574   0.0106706
         850    -6.67722    -6.63578   0.0106582
         851    -6.67818    -6.63583   0.0106458
         852     -6.6788    -6.63588   0.0106334
         853    -6.67878    -6.63593    0.010621
         854    -6.67842    -6.63598   0.0106087
         855    -6.67935    -6.63604   0.0105964
         856    -6.68059    -6.63609   0.0105842
         857    -6.68246    -6.63614    0.010572
         858    -6.68302     -6.6362   0.0105598
         859    -6.68389    -6.63625   0.0105476
         860    -6.68442    -6.63631   0.0105355
         861    -6.68493    -6.63636   0.0105234
         862    -6.68606    -6.63642   0.0105114
         863    -6.68619    -6.63648   0.0104994
         864    -6.68597    -6.63654   0.0104874
         865     -6.6867    -6.63659   0.0104754
         866    -6.68804    -6.63665   0.0104635
         867    -6.68805    -6.63671   0.0104516
         868    -6.68834    -6.63677   0.0104397
         869     -6.6886    -6.63683   0.0104279
         870    -6.68947    -6.63689    0.010416
         871    -6.68998    -6.63695   0.0104043
         872    -6.69141    -6.63702   0.0103925
         873    -6.69215    -6.63708   0.0103808
         874    -6.69285    -6.63714   0.0103691
         875    -6.69317    -6.63721   0.0103575
         876    -6.69376    -6.63727   0.0103459
         877    -6.69398    -6.63734   0.0103343
         878    -6.69414     -6.6374   0.0103227
         879    -6.69425    -6.63747   0.0103112
         880    -6.69398    -6.63753   0.0102996
         881     -6.6943    -6.63759   0.0102881
         882    -6.69424    -6.63766   0.0102767
         883    -6.69347    -6.63772   0.0102652
         884    -6.69361    -6.63778   0.0102538
         885    -6.69337    -6.63785   0.0102424
         886    -6.69242    -6.63791   0.0102311
         887    -6.69205    -6.63797   0.0102197
         888    -6.69163    -6.63803   0.0102084
         889    -6.69114    -6.63809   0.0101971
         890    -6.69027    -6.63815   0.0101858
         891    -6.68901    -6.63821   0.0101745
         892    -6.68801    -6.63826   0.0101632
         893    -6.68728    -6.63832    0.010152
         894    -6.68681    -6.63837   0.0101408
         895    -6.68596    -6.63842   0.0101296
         896    -6.68472    -6.63848   0.0101184
         897     -6.6844    -6.63853   0.0101073
         898     -6.6837    -6.63858   0.0100962
         899    -6.68327    -6.63863    0.010085
         900    -6.68214    -6.63868    0.010074
         901    -6.68032    -6.63872   0.0100629
         902     -6.6791    -6.63877   0.0100518
         903    -6.67847    -6.63881   0.0100408
         904    -6.67683    -6.63885   0.0100298
         905    -6.67483    -6.63889   0.0100188
         906    -6.67278    -6.63893   0.0100078
         907    -6.67103    -6.63897  0.00999681
         908    -6.66956      -6.639  0.00998586
         909    -6.66774    -6.63903  0.00997492
         910    -6.66752    -6.63906  0.00996401
         911    -6.66597    -6.63909  0.00995312
         912    -6.66473    -6.63912  0.00994224
         913    -6.66315    -6.63915  0.00993139
         914     -6.6609    -6.63917  0.00992055
         915    -6.65864    -6.63919  0.00990973
         916    -6.65638    -6.63921  0.00989893
         917    -6.65444    -6.63923  0.00988815
         918    -6.65315    -6.63924  0.00987739
         919    -6.65121    -6.63925  0.00986665
         920    -6.64928    -6.63927  0.00985593
         921    -6.64736    -6.63927  0.00984523
         922     -6.6461    -6.63928  0.00983456
         923    -6.64486    -6.63929  0.00982391
         924    -6.64364    -6.63929  0.00981327
         925    -6.64116    -6.63929  0.00980267
         926    -6.63935    -6.63929  0.00979208
         927    -6.63757    -6.63929  0.00978152
         928    -6.63616    -6.63929  0.00977098
         929    -6.63445    -6.63928  0.00976046
         930    -6.63312    -6.63928  0.00974997
         931    -6.63182    -6.63927   0.0097395
         932    -6.63025    -6.63926  0.00972905
         933    -6.62809    -6.63925  0.00971863
         934     -6.6263    -6.63923  0.00970824
         935    -6.62457    -6.63922  0.00969787
         936    -6.62354     -6.6392  0.00968752
         937     -6.6229    -6.63918   0.0096772
         938    -6.62232    -6.63917   0.0096669
         939    -6.62212    -6.63915  0.00965662
         940    -6.62167    -6.63913  0.00964636
         941    -6.62063    -6.63911  0.00963613
         942    -6.62032    -6.63909  0.00962592
         943    -6.62006    -6.63907  0.00961574
         944    -6.62021    -6.63905  0.00960557
         945     -6.6201    -6.63903  0.00959543
         946    -6.61973    -6.63901  0.00958531
         947    -6.62041    -6.63899   0.0095752
         948    -6.61922    -6.63897  0.00956513
         949    -6.61939    -6.63895  0.00955507
         950    -6.61899    -6.63893  0.00954504
         951    -6.61963    -6.63891  0.00953502
         952    -6.61968    -6.63889  0.00952503
         953    -6.61981    -6.63887  0.00951505
         954    -6.61967    -6.63885   0.0095051
         955    -6.62058    -6.63883  0.00949517
         956    -6.62089    -6.63881  0.00948525
         957    -6.62127    -6.63879  0.00947536
         958    -6.62171    -6.63877  0.00946548
         959    -6.62285    -6.63876  0.00945563
         960    -6.62372    -6.63874  0.00944579
         961    -6.62432    -6.63872  0.00943597
         962    -6.62465    -6.63871  0.00942618
         963    -6.62534     -6.6387   0.0094164
         964    -6.62673    -6.63868  0.00940664
         965    -6.62718    -6.63867   0.0093969
         966      -6.628    -6.63866  0.00938718
         967    -6.62885    -6.63865  0.00937748
         968    -6.62908    -6.63864  0.00936779
         969    -6.62999    -6.63863  0.00935813
         970    -6.63125    -6.63862  0.00934849
         971     -6.6322    -6.63862  0.00933886
         972    -6.63285    -6.63861  0.00932925
         973    -6.63448    -6.63861  0.00931967
         974    -6.63547     -6.6386   0.0093101
         975    -6.63647     -6.6386  0.00930055
         976    -6.63714     -6.6386  0.00929102
         977    -6.63781     -6.6386  0.00928151
         978    -6.63912     -6.6386  0.00927202
         979    -6.63977     -6.6386  0.00926255
         980     -6.6404     -6.6386   0.0092531
         981    -6.64167    -6.63861  0.00924367
         982    -6.64194    -6.63861  0.00923426
         983    -6.64218    -6.63861  0.00922486
         984    -6.64304    -6.63862  0.00921549
         985    -6.64387    -6.63862  0.00920613
         986    -6.64401    -6.63863   0.0091968
         987    -6.64443    -6.63863  0.00918748
         988    -6.64545    -6.63864  0.00917819
         989    -6.64643    -6.63865  0.00916891
         990    -6.64767    -6.63866  0.00915965
         991    -6.64822    -6.63867  0.00915041
         992    -6.64903    -6.63868   0.0091412
         993    -6.65011    -6.63869    0.009132
         994    -6.65112     -6.6387  0.00912282
         995    -6.65141    -6.63872  0.00911366
         996    -6.65164    -6.63873  0.00910452
         997     -6.6518    -6.63874   0.0090954
         998     -6.6522    -6.63876  0.00908629
         999    -6.65285    -6.63877  0.00907721
        1000    -6.65311    -6.63878  0.00906814
        1001    -6.65295     -6.6388  0.00905909
        1002    -6.65208    -6.63881  0.00905006
        1003    -6.65144    -6.63882  0.00904105
        1004    -6.65138    -6.63884  0.00903205
        1005     -6.6509    -6.63885  0.00902307
        1006    -6.65035    -6.63886  0.00901411
        1007    -6.64906    -6.63887  0.00900517
        1008    -6.64769    -6.63888  0.00899624
        1009    -6.64721    -6.63889  0.00898732
        1010    -6.64632    -6.63889  0.00897843
        1011    -6.64567     -6.6389  0.00896955
        1012    -6.64527    -6.63891  0.00896069
        1013    -6.64414    -6.63891  0.00895185
        1014    -6.64326    -6.63892  0.00894302
        1015    -6.64133    -6.63892  0.00893421
        1016    -6.64094    -6.63892  0.00892541
        1017    -6.63952    -6.63892  0.00891664
        1018    -6.63834    -6.63892  0.00890788
        1019    -6.63646    -6.63892  0.00889914
        1020    -6.63515    -6.63891  0.00889041
        1021    -6.63282    -6.63891  0.00888171
        1022    -6.63107     -6.6389  0.00887302
        1023    -6.62895    -6.63889  0.00886435
        1024    -6.62678    -6.63888   0.0088557
        1025    -6.62521    -6.63887  0.00884707
        1026    -6.62328    -6.63885  0.00883846
        1027    -6.62163    -6.63883  0.00882987
        1028    -6.61962    -6.63882   0.0088213
        1029    -6.61759    -6.63879  0.00881276
        1030    -6.61489    -6.63877  0.00880423
        1031     -6.6125    -6.63875  0.00879573
        1032    -6.61009    -6.63872  0.00878725
        1033    -6.60735    -6.63869  0.00877879
        1034    -6.60591    -6.63866  0.00877036
        1035    -6.60318    -6.63862  0.00876196
        1036     -6.6011    -6.63859  0.00875357
        1037    -6.59904    -6.63855  0.00874521
        1038    -6.59732    -6.63851  0.00873688
        1039    -6.59596    -6.63847  0.00872857
        1040    -6.59398    -6.63842  0.00872028
        1041    -6.59203    -6.63838  0.00871202
        1042    -6.59078    -6.63833  0.00870377
        1043    -6.58829    -6.63829  0.00869556
        1044    -6.58682    -6.63824  0.00868737
        1045    -6.58476    -6.63819  0.00867921
        1046    -6.58342    -6.63813  0.00867107
        1047    -6.58247    -6.63808  0.00866295
        1048    -6.58095    -6.63803  0.00865486
        1049    -6.57983    -6.63797  0.00864678
        1050    -6.57848    -6.63791  0.00863873
        1051    -6.57754    -6.63786  0.00863071
        1052    -6.57605     -6.6378   0.0086227
        1053    -6.57466    -6.63774  0.00861472
        1054    -6.57337    -6.63768  0.00860676
        1055    -6.57284    -6.63761  0.00859883
        1056    -6.57144    -6.63755  0.00859091
        1057    -6.57113    -6.63749  0.00858301
        1058    -6.57061    -6.63743  0.00857513
        1059     -6.5702    -6.63736  0.00856727
        1060    -6.56992     -6.6373  0.00855943
        1061    -6.56911    -6.63723   0.0085516
        1062    -6.56971    -6.63717  0.00854378
        1063    -6.57011    -6.63711  0.00853598
        1064    -6.57064    -6.63705  0.00852819
        1065    -6.57162    -6.63698   0.0085204
        1066    -6.57207    -6.63692  0.00851262
        1067    -6.57264    -6.63686  0.00850486
        1068    -6.57366     -6.6368   0.0084971
        1069    -6.57481    -6.63675  0.00848935
        1070    -6.57607    -6.63669  0.00848161
        1071    -6.57713    -6.63663  0.00847387
        1072    -6.57798    -6.63658  0.00846614
        1073    -6.57927    -6.63653  0.00845842
        1074    -6.58132    -6.63647   0.0084507
        1075    -6.58315    -6.63642  0.00844298
        1076    -6.58477    -6.63638  0.00843527
        1077    -6.58682    -6.63633  0.00842757
        1078    -6.58929    -6.63629  0.00841986
        1079    -6.59153    -6.63625  0.00841216
        1080     -6.5929    -6.63621  0.00840447
        1081      -6.595    -6.63617  0.00839678
        1082    -6.59687    -6.63613   0.0083891
        1083    -6.59914     -6.6361  0.00838142
        1084     -6.6015    -6.63606  0.00837375
        1085    -6.60392    -6.63603  0.00836608
        1086    -6.60609    -6.63601  0.00835843
        1087      -6.608    -6.63598  0.00835078
        1088     -6.6103    -6.63596  0.00834313
        1089    -6.61297    -6.63594   0.0083355
        1090    -6.61537    -6.63592  0.00832787
        1091    -6.61783     -6.6359  0.00832026
        1092    -6.62129    -6.63589  0.00831265
        1093     -6.6235    -6.63588  0.00830505
        1094     -6.6264    -6.63587  0.00829746
        1095    -6.62932    -6.63586  0.00828989
        1096    -6.63227    -6.63586  0.00828233
        1097    -6.63588    -6.63586  0.00827478
        1098    -6.63886    -6.63586  0.00826724
        1099     -6.6425    -6.63587  0.00825972
        1100    -6.64486    -6.63588  0.00825221
        1101    -6.64786    -6.63589  0.00824473
        1102    -6.65119     -6.6359  0.00823726
        1103    -6.65354    -6.63592   0.0082298
        1104    -6.65685    -6.63594  0.00822237
        1105    -6.65982    -6.63596  0.00821496
        1106    -6.66245    -6.63598  0.00820757
        1107    -6.66538    -6.63601   0.0082002
        1108    -6.66829    -6.63604  0.00819285
        1109    -6.67083    -6.63607  0.00818552
        1110    -6.67302     -6.6361  0.00817821
        1111    -6.67614    -6.63614  0.00817093
        1112    -6.67987    -6.63618  0.00816368
        1113    -6.68257    -6.63622  0.00815645
        1114    -6.68523    -6.63626  0.00814925
        1115     -6.6875    -6.63631  0.00814207
        1116    -6.69069    -6.63636  0.00813492
        1117    -6.69317    -6.63641  0.00812779
        1118    -6.69559    -6.63646  0.00812069
        1119    -6.69793    -6.63652  0.00811362
        1120    -6.70086    -6.63657  0.00810658
        1121    -6.70306    -6.63663  0.00809957
        1122    -6.70486    -6.63669  0.00809258
        1123    -6.70723    -6.63676  0.00808561
        1124    -6.70952    -6.63682  0.00807868
        1125    -6.71139    -6.63689  0.00807177
        1126    -6.71286    -6.63695  0.00806488
        1127    -6.71423    -6.63702  0.00805802
        1128    -6.71583    -6.63709  0.00805118
        1129    -6.71637    -6.63716  0.00804435
        1130    -6.71714    -6.63723  0.00803755
        1131    -6.71749    -6.63731  0.00803075
        1132    -6.71903    -6.63738  0.00802398
        1133    -6.72015    -6.63745  0.00801723
        1134    -6.72117    -6.63752   0.0080105
        1135    -6.72175     -6.6376  0.00800379
        1136    -6.72224    -6.63767  0.00799709
        1137    -6.72261    -6.63775  0.00799041
        1138    -6.72288    -6.63782  0.00798374
        1139    -6.72305     -6.6379  0.00797708
        1140    -6.72278    -6.63797  0.00797043
        1141    -6.72241    -6.63805  0.00796378
        1142    -6.72258    -6.63812  0.00795716
        1143    -6.72199    -6.63819  0.00795053
        1144    -6.72162    -6.63827  0.00794392
        1145    -6.72147    -6.63834  0.00793731
        1146    -6.72185    -6.63841  0.00793072
        1147    -6.72213    -6.63848  0.00792414
        1148    -6.72198    -6.63856  0.00791757
        1149    -6.72108    -6.63863  0.00791101
        1150    -6.72072     -6.6387  0.00790445
        1151    -6.71961    -6.63877   0.0078979
        1152    -6.71872    -6.63884  0.00789134
        1153    -6.71773    -6.63891   0.0078848
        1154    -6.71696    -6.63898  0.00787825
        1155    -6.71577    -6.63904  0.00787171
        1156    -6.71481    -6.63911  0.00786518
        1157    -6.71375    -6.63917  0.00785864
        1158    -6.71195    -6.63924  0.00785211
        1159     -6.7107     -6.6393  0.00784558
        1160    -6.71002    -6.63936  0.00783905
        1161    -6.70828    -6.63942  0.00783252
        1162    -6.70646    -6.63948  0.00782599
        1163    -6.70391    -6.63953  0.00781946
        1164    -6.70192    -6.63958  0.00781293
        1165    -6.70018    -6.63964  0.00780639
        1166    -6.69805    -6.63969  0.00779986
        1167    -6.69551    -6.63973  0.00779332
        1168    -6.69355    -6.63978  0.00778679
        1169    -6.69087    -6.63982  0.00778025
        1170    -6.68942    -6.63987  0.00777371
        1171    -6.68662    -6.63991  0.00776718
        1172    -6.68376    -6.63994  0.00776064
        1173    -6.68213    -6.63998  0.00775411
        1174    -6.67916    -6.64001  0.00774757
        1175    -6.67711    -6.64004  0.00774105
        1176    -6.67437    -6.64007  0.00773452
        1177    -6.67158     -6.6401  0.00772799
        1178    -6.66908    -6.64013  0.00772147
        1179    -6.66622    -6.64015  0.00771495
        1180    -6.66429    -6.64017  0.00770844
        1181    -6.66137    -6.64019  0.00770194
        1182    -6.65938     -6.6402  0.00769544
        1183    -6.65608    -6.64022  0.00768895
        1184    -6.65309    -6.64023  0.00768246
        1185    -6.65008    -6.64023  0.00767598
        1186    -6.64673    -6.64024  0.00766951
        1187    -6.64402    -6.64024  0.00766305
        1188     -6.6413    -6.64024   0.0076566
        1189    -6.63826    -6.64024  0.00765016
        1190    -6.63489    -6.64024  0.00764373
        1191    -6.63089    -6.64023  0.00763732
        1192    -6.62787    -6.64022  0.00763092
        1193    -6.62453    -6.64021  0.00762453
        1194    -6.62122    -6.64019  0.00761816
        1195     -6.6189    -6.64017  0.00761181
        1196    -6.61628    -6.64015  0.00760547
        1197    -6.61271    -6.64013  0.00759915
        1198    -6.61015    -6.64011  0.00759285
        1199    -6.60795    -6.64008  0.00758657
        1200    -6.60481    -6.64005   0.0075803
        1201    -6.60205    -6.64002  0.00757405
        1202    -6.59933    -6.63998  0.00756783
        1203    -6.59602    -6.63995  0.00756163
        1204    -6.59341    -6.63991  0.00755544
        1205    -6.59117    -6.63987  0.00754928
        1206    -6.58804    -6.63982  0.00754315
        1207    -6.58626    -6.63978  0.00753703
        1208    -6.58423    -6.63973  0.00753093
        1209    -6.58098    -6.63969  0.00752486
        1210    -6.57845    -6.63964  0.00751881
        1211    -6.57665    -6.63958  0.00751278
        1212    -6.57461    -6.63953  0.00750677
        1213    -6.57234    -6.63947  0.00750079
        1214     -6.5708    -6.63942  0.00749482
        1215    -6.56872    -6.63936  0.00748888
        1216    -6.56705     -6.6393  0.00748296
        1217    -6.56549    -6.63924  0.00747705
        1218    -6.56338    -6.63918  0.00747117
        1219     -6.5617    -6.63911  0.00746531
        1220    -6.56079    -6.63905  0.00745947
        1221    -6.55999    -6.63898  0.00745364
        1222    -6.55898    -6.63892  0.00744783
        1223    -6.55841    -6.63885  0.00744203
        1224    -6.55765    -6.63879  0.00743625
        1225    -6.55668    -6.63872  0.00743048
        1226    -6.55617    -6.63865  0.00742472
        1227    -6.55545    -6.63858  0.00741898
        1228    -6.55584    -6.63852  0.00741325
        1229    -6.55604    -6.63845  0.00740752
        1230    -6.55572    -6.63838   0.0074018
        1231    -6.55683    -6.63832  0.00739609
        1232    -6.55613    -6.63825  0.00739038
        1233    -6.55654    -6.63818  0.00738469
        1234    -6.55709    -6.63812  0.00737899
        1235    -6.55841    -6.63805   0.0073733
        1236    -6.55922    -6.63799  0.00736761
        1237    -6.55985    -6.63793  0.00736193
        1238    -6.56093    -6.63786  0.00735624
        1239    -6.56214     -6.6378  0.00735056
        1240    -6.56381    -6.63774  0.00734487
        1241    -6.56496    -6.63768  0.00733919
        1242    -6.56657    -6.63763   0.0073335
        1243    -6.56765    -6.63757  0.00732782
        1244    -6.56983    -6.63752  0.00732213
        1245     -6.5731    -6.63747  0.00731643
        1246    -6.57519    -6.63742  0.00731073
        1247    -6.57772    -6.63737  0.00730503
        1248    -6.58069    -6.63732  0.00729931
        1249    -6.58248    -6.63728   0.0072936
        1250    -6.58534    -6.63724  0.00728789
        1251    -6.58797     -6.6372  0.00728217
        1252    -6.59071    -6.63716  0.00727644
        1253    -6.59353    -6.63713  0.00727072
        1254    -6.59677    -6.63709  0.00726499
        1255    -6.59976    -6.63706  0.00725927
        1256    -6.60316    -6.63704  0.00725354
        1257    -6.60631    -6.63701  0.00724781
        1258    -6.61049    -6.63699  0.00724208
        1259    -6.61378    -6.63697  0.00723635
        1260    -6.61679    -6.63696  0.00723062
        1261    -6.61986    -6.63694   0.0072249
        1262    -6.62298    -6.63693  0.00721918
        1263    -6.62614    -6.63692  0.00721347
        1264    -6.63031    -6.63692  0.00720777
        1265    -6.63387    -6.63692  0.00720207
        1266    -6.63714    -6.63692  0.00719638
        1267    -6.64107    -6.63692   0.0071907
        1268    -6.64536    -6.63693  0.00718504
        1269    -6.64933    -6.63694  0.00717938
        1270    -6.65332    -6.63695  0.00717374
        1271    -6.65601    -6.63696  0.00716811
        1272    -6.66033    -6.63698   0.0071625
        1273    -6.66367      -6.637   0.0071569
        1274    -6.66701    -6.63703  0.00715132
        1275     -6.6713    -6.63705  0.00714576
        1276    -6.67493    -6.63708  0.00714023
        1277    -6.67855    -6.63712  0.00713471
        1278    -6.68149    -6.63715  0.00712921
        1279    -6.68473    -6.63719  0.00712373
        1280    -6.68826    -6.63723  0.00711828
        1281    -6.69208    -6.63727  0.00711285
        1282    -6.69554    -6.63732  0.00710745
        1283    -6.69864    -6.63736  0.00710207
        1284    -6.70235    -6.63741  0.00709672
        1285    -6.70569    -6.63747   0.0070914
        1286    -6.70897    -6.63752   0.0070861
        1287    -6.71221    -6.63758  0.00708083
        1288    -6.71507    -6.63764  0.00707559
        1289    -6.71821     -6.6377  0.00707038
        1290    -6.72129    -6.63777  0.00706519
        1291    -6.72464    -6.63784  0.00706004
        1292    -6.72728     -6.6379  0.00705491
        1293    -6.73051    -6.63798  0.00704982
        1294    -6.73335    -6.63805  0.00704476
        1295    -6.73581    -6.63813  0.00703972
        1296    -6.73983     -6.6382  0.00703473
        1297    -6.74216    -6.63828  0.00702976
        1298    -6.74475    -6.63837  0.00702482
        1299    -6.74728    -6.63845  0.00701992
        1300    -6.75007    -6.63854  0.00701504
        1301    -6.75247    -6.63862   0.0070102
        1302    -6.75415    -6.63871  0.00700537
        1303    -6.75641     -6.6388  0.00700058
        1304    -6.75861    -6.63889  0.00699581
        1305    -6.76042    -6.63899  0.00699107
        1306    -6.76215    -6.63908  0.00698636
        1307    -6.76382    -6.63918  0.00698166
        1308     -6.7651    -6.63927  0.00697699
        1309    -6.76632    -6.63937  0.00697233
        1310    -6.76844    -6.63947  0.00696771
        1311    -6.76952    -6.63957   0.0069631
