#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         729     1.28508     1.19517   0.0120836
         730      1.2841     1.19529   0.0120677
         731     1.28309     1.19541   0.0120518
         732     1.28204     1.19553   0.0120359
         733     1.28097     1.19565     0.01202
         734     1.27987     1.19576   0.0120042
         735     1.27874     1.19588   0.0119884
         736     1.27758     1.19599   0.0119726
         737      1.2764      1.1961   0.0119569
         738     1.27519      1.1962   0.0119412
         739     1.27396     1.19631   0.0119255
         740     1.27271     1.19641   0.0119098
         741     1.27144     1.19651   0.0118942
         742     1.27014     1.19661   0.0118785
         743     1.26882     1.19671    0.011863
         744     1.26748     1.19681   0.0118474
         745     1.26612      1.1969   0.0118319
         746     1.26475     1.19699   0.0118163
         747     1.26336     1.19708   0.0118009
         748     1.26195     1.19716   0.0117854
         749     1.26053     1.19725     0.01177
         750     1.25911     1.19733   0.0117546
         751     1.25767     1.19741   0.0117392
         752     1.25622     1.19749   0.0117238
         753     1.25477     1.19757   0.0117085
         754     1.25332     1.19764   0.0116932
         755     1.25186     1.19771    0.011678
         756      1.2504     1.19778   0.0116627
         757     1.24894     1.19785   0.0116475
         758     1.24749     1.19791   0.0116323
         759     1.24604     1.19798   0.0116172
         760     1.24459     1.19804    0.011602
         761     1.24315      1.1981   0.0115869
         762     1.24172     1.19816   0.0115719
         763      1.2403     1.19821   0.0115568
         764      1.2389     1.19826   0.0115418
         765     1.23751     1.19832   0.0115269
         766     1.23614     1.19837   0.0115119
         767     1.23478     1.19841    0.011497
         768     1.23345     1.19846   0.0114821
         769     1.23214      1.1985   0.0114673
         770     1.23085     1.19854   0.0114525
         771     1.22959     1.19858   0.0114377
         772     1.22836     1.19862   0.0114229
         773     1.22716     1.19866   0.0114082
         774     1.22599      1.1987   0.0113935
         775     1.22485     1.19873   0.0113789
         776     1.22375     1.19876   0.0113643
         777     1.22269     1.19879   0.0113497
         778     1.22166     1.19882   0.0113351
         779     1.22067     1.19885   0.0113206
         780     1.21971     1.19888   0.0113061
         781      1.2188      1.1989   0.0112917
         782     1.21794     1.19893   0.0112773
         783     1.21711     1.19895   0.0112629
         784     1.21632     1.19897   0.0112486
         785     1.21558     1.19899   0.0112342
         786     1.21489     1.19901     0.01122
         787     1.21424     1.19903   0.0112057
         788     1.21364     1.19905   0.0111915
         789     1.21308     1.19907   0.0111774
         790     1.21256     1.19909   0.0111632
         791     1.21209      1.1991   0.0111491
         792     1.21166     1.19912   0.0111351
         793     1.21128     1.19913    0.011121
         794     1.21094     1.19915    0.011107
         795     1.21064     1.19916   0.0110931
         796     1.21039     1.19918   0.0110791
         797     1.21018     1.19919   0.0110652
         798     1.21001      1.1992   0.0110514
         799     1.20989     1.19922   0.0110376
         800      1.2098     1.19923   0.0110238
         801     1.20976     1.19924     0.01101
         802     1.20975     1.19926   0.0109963
         803     1.20978     1.19927   0.0109826
         804     1.20984     1.19928    0.010969
         805     1.20994      1.1993   0.0109553
         806     1.21008     1.19931   0.0109418
         807     1.21025     1.19932   0.0109282
         808     1.21045     1.19934   0.0109147
         809     1.21069     1.19935   0.0109012
         810     1.21095     1.19937   0.0108878
         811     1.21125     1.19938   0.0108743
         812     1.21158      1.1994    0.010861
         813     1.21193     1.19941   0.0108476
         814     1.21232     1.19943   0.0108343
         815     1.21273     1.19944    0.010821
         816     1.21316     1.19946   0.0108078
         817     1.21363     1.19948   0.0107946
         818     1.21412     1.19949   0.0107814
         819     1.21463     1.19951   0.0107682
         820     1.21517     1.19953   0.0107551
         821     1.21573     1.19955    0.010742
         822     1.21631     1.19957    0.010729
         823     1.21692     1.19959    0.010716
         824     1.21755     1.19962    0.010703
         825      1.2182     1.19964     0.01069
         826     1.21887     1.19966   0.0106771
         827     1.21957     1.19969   0.0106642
         828     1.22028     1.19971   0.0106514
         829     1.22101     1.19974   0.0106386
         830     1.22177     1.19976   0.0106258
         831     1.22254     1.19979    0.010613
         832     1.22333     1.19982   0.0106003
         833     1.22413     1.19985   0.0105876
         834     1.22495     1.19988    0.010575
         835     1.22579     1.19991   0.0105624
         836     1.22664     1.19994   0.0105498
         837     1.22751     1.19997   0.0105372
         838     1.22839     1.20001   0.0105247
         839     1.22929     1.20004   0.0105122
         840     1.23019     1.20008   0.0104998
         841     1.23111     1.20011   0.0104873
         842     1.23204     1.20015   0.0104749
         843     1.23297     1.20019   0.0104626
         844     1.23392     1.20023   0.0104503
         845     1.23487     1.20027    0.010438
         846     1.23582     1.20031   0.0104257
         847     1.23678     1.20036   0.0104135
         848     1.23773      1.2004   0.0104013
         849      1.2387     1.20045   0.0103892
         850     1.23966     1.20049   0.0103771
         851     1.24062     1.20054    0.010365
         852     1.24157     1.20059   0.0103529
         853     1.24252     1.20064   0.0103409
         854     1.24346     1.20069   0.0103289
         855      1.2444     1.20074    0.010317
         856     1.24533     1.20079    0.010305
         857     1.24625     1.20084   0.0102931
         858     1.24715      1.2009   0.0102813
         859     1.24804     1.20095   0.0102695
         860     1.24891     1.20101   0.0102577
         861     1.24976     1.20107   0.0102459
         862     1.25058     1.20112   0.0102342
         863     1.25139     1.20118   0.0102225
         864     1.25217     1.20124   0.0102108
         865     1.25292      1.2013   0.0101992
         866     1.25365     1.20136   0.0101876
         867     1.25434     1.20142    0.010176
         868       1.255     1.20148   0.0101645
         869     1.25562     1.20155    0.010153
         870      1.2562     1.20161   0.0101415
         871     1.25675     1.20167   0.0101301
         872     1.25725     1.20174   0.0101187
         873     1.25771      1.2018   0.0101073
         874     1.25813     1.20186   0.0100959
         875      1.2585     1.20193   0.0100846
         876     1.25882     1.20199   0.0100733
         877     1.25909     1.20206    0.010062
         878     1.25931     1.20212   0.0100508
         879     1.25947     1.20219   0.0100395
         880     1.25958     1.20225   0.0100283
         881     1.25964     1.20232   0.0100172
         882     1.25963     1.20238    0.010006
         883     1.25957     1.20245   0.0099949
         884     1.25945     1.20251   0.0099838
         885     1.25926     1.20258  0.00997273
         886     1.25902     1.20264  0.00996167
         887     1.25872      1.2027  0.00995064
         888     1.25835     1.20277  0.00993963
         889     1.25793     1.20283  0.00992865
         890     1.25744     1.20289  0.00991768
         891     1.25689     1.20295  0.00990674
         892     1.25628     1.20301  0.00989581
         893     1.25561     1.20307   0.0098849
         894     1.25488     1.20313  0.00987402
         895     1.25409     1.20318  0.00986315
         896     1.25323     1.20324   0.0098523
         897     1.25232      1.2033  0.00984147
         898     1.25135     1.20335  0.00983065
         899     1.25033      1.2034  0.00981986
         900     1.24925     1.20345  0.00980908
         901     1.24812      1.2035  0.00979832
         902     1.24695     1.20355  0.00978757
         903     1.24572      1.2036  0.00977684
         904     1.24445     1.20364  0.00976613
         905     1.24313     1.20369  0.00975544
         906     1.24178     1.20373  0.00974476
         907     1.24038     1.20377   0.0097341
         908     1.23895     1.20381  0.00972346
         909     1.23748     1.20384  0.00971283
         910     1.23599     1.20388  0.00970222
         911     1.23447     1.20391  0.00969163
         912     1.23292     1.20394  0.00968106
         913     1.23136     1.20397   0.0096705
         914     1.22977       1.204  0.00965996
         915     1.22818     1.20403  0.00964944
         916     1.22657     1.20405  0.00963894
         917     1.22495     1.20408  0.00962845
         918     1.22334      1.2041  0.00961799
         919     1.22172     1.20412  0.00960754
         920      1.2201     1.20413  0.00959711
         921      1.2185     1.20415  0.00958671
         922      1.2169     1.20416  0.00957632
         923     1.21532     1.20418  0.00956595
         924     1.21376     1.20419   0.0095556
         925     1.21222     1.20419  0.00954528
         926      1.2107      1.2042  0.00953497
         927     1.20922     1.20421  0.00952469
         928     1.20776     1.20421  0.00951442
         929     1.20635     1.20421  0.00950418
         930     1.20497     1.20421  0.00949396
         931     1.20363     1.20421  0.00948377
         932     1.20234     1.20421  0.00947359
         933     1.20109     1.20421  0.00946344
         934      1.1999      1.2042  0.00945331
         935     1.19876      1.2042   0.0094432
         936     1.19767     1.20419  0.00943311
         937     1.19665     1.20418  0.00942305
         938     1.19568     1.20417    0.009413
         939     1.19478     1.20416  0.00940299
         940     1.19393     1.20415  0.00939299
         941     1.19315     1.20414  0.00938301
         942     1.19244     1.20413  0.00937306
         943      1.1918     1.20412  0.00936313
         944     1.19123      1.2041  0.00935322
         945     1.19072     1.20409  0.00934334
         946     1.19029     1.20407  0.00933347
         947     1.18992     1.20406  0.00932363
         948     1.18963     1.20404   0.0093138
         949     1.18941     1.20403    0.009304
         950     1.18926     1.20401  0.00929422
         951     1.18918       1.204  0.00928446
         952     1.18917     1.20398  0.00927472
         953     1.18923     1.20397    0.009265
         954     1.18935     1.20395   0.0092553
         955     1.18954     1.20393  0.00924562
         956     1.18979     1.20392  0.00923597
         957     1.19011     1.20391  0.00922633
         958     1.19049     1.20389  0.00921671
         959     1.19093     1.20388   0.0092071
         960     1.19142     1.20386  0.00919752
         961     1.19197     1.20385  0.00918796
         962     1.19257     1.20384  0.00917842
         963     1.19322     1.20383  0.00916889
         964     1.19391     1.20382  0.00915939
         965     1.19465     1.20381   0.0091499
         966     1.19543      1.2038  0.00914043
         967     1.19625     1.20379  0.00913098
         968     1.19709     1.20379  0.00912155
         969     1.19798     1.20378  0.00911214
         970     1.19888     1.20378  0.00910275
         971     1.19982     1.20377  0.00909338
         972     1.20077     1.20377  0.00908402
         973     1.20174     1.20377  0.00907469
         974     1.20272     1.20377  0.00906537
         975     1.20372     1.20377  0.00905607
         976     1.20471     1.20377  0.00904679
         977     1.20571     1.20377  0.00903753
         978      1.2067     1.20377  0.00902829
         979     1.20769     1.20378  0.00901907
         980     1.20866     1.20378  0.00900987
         981     1.20962     1.20379  0.00900069
         982     1.21056     1.20379  0.00899152
         983     1.21148      1.2038  0.00898238
         984     1.21237     1.20381  0.00897326
         985     1.21323     1.20382  0.00896415
         986     1.21406     1.20383  0.00895507
         987     1.21484     1.20384    0.008946
         988     1.21559     1.20385  0.00893695
         989     1.21629     1.20387  0.00892793
         990     1.21694     1.20388  0.00891892
         991     1.21754     1.20389  0.00890993
         992     1.21808     1.20391  0.00890096
         993     1.21857     1.20392  0.00889201
         994       1.219     1.20394  0.00888307
         995     1.21936     1.20395  0.00887416
         996     1.21966     1.20397  0.00886526
         997     1.21989     1.20398  0.00885639
         998     1.22004       1.204  0.00884753
         999     1.22012     1.20402  0.00883868
        1000     1.22013     1.20403  0.00882986
        1001     1.22006     1.20405  0.00882105
        1002      1.2199     1.20406  0.00881226
        1003     1.21968     1.20408  0.00880349
        1004     1.21937     1.20409  0.00879474
        1005     1.21897     1.20411    0.008786
        1006      1.2185     1.20412  0.00877728
        1007     1.21794     1.20414  0.00876857
        1008      1.2173     1.20415  0.00875988
        1009     1.21658     1.20416  0.00875121
        1010     1.21577     1.20417  0.00874255
        1011     1.21489     1.20418  0.00873391
        1012     1.21392     1.20419  0.00872529
        1013     1.21287      1.2042  0.00871668
        1014     1.21174     1.20421  0.00870808
        1015     1.21053     1.20422  0.00869951
        1016     1.20925     1.20422  0.00869095
        1017     1.20789     1.20423   0.0086824
        1018     1.20647     1.20423  0.00867387
        1019     1.20497     1.20423  0.00866536
        1020      1.2034     1.20423  0.00865686
        1021     1.20178     1.20422  0.00864839
        1022     1.20009     1.20422  0.00863992
        1023     1.19834     1.20422  0.00863148
        1024     1.19655     1.20421  0.00862305
        1025      1.1947      1.2042  0.00861465
        1026     1.19281     1.20419  0.00860626
        1027     1.19087     1.20417  0.00859789
        1028      1.1889     1.20416  0.00858954
        1029      1.1869     1.20414  0.00858121
        1030     1.18487     1.20412  0.00857289
        1031     1.18281      1.2041   0.0085646
        1032     1.18074     1.20408  0.00855634
        1033     1.17866     1.20406  0.00854809
        1034     1.17657     1.20403  0.00853986
        1035     1.17448       1.204  0.00853166
        1036      1.1724     1.20397  0.00852348
        1037     1.17032     1.20394  0.00851532
        1038     1.16826      1.2039  0.00850719
        1039     1.16622     1.20387  0.00849908
        1040     1.16421     1.20383  0.00849099
        1041     1.16223     1.20379  0.00848293
        1042     1.16028     1.20375  0.00847489
        1043     1.15839      1.2037  0.00846687
        1044     1.15654     1.20366  0.00845889
        1045     1.15474     1.20361  0.00845092
        1046     1.15301     1.20356  0.00844298
        1047     1.15134     1.20351  0.00843506
        1048     1.14975     1.20346  0.00842717
        1049     1.14823     1.20341   0.0084193
        1050     1.14679     1.20336  0.00841146
        1051     1.14544      1.2033  0.00840363
        1052     1.14417     1.20324  0.00839583
        1053     1.14301     1.20319  0.00838805
        1054     1.14194     1.20313   0.0083803
        1055     1.14098     1.20307  0.00837256
        1056     1.14012     1.20301  0.00836484
        1057     1.13937     1.20295  0.00835715
        1058     1.13874     1.20289  0.00834947
        1059     1.13822     1.20283  0.00834181
        1060     1.13781     1.20277  0.00833416
        1061     1.13753     1.20271  0.00832654
        1062     1.13736     1.20264  0.00831892
        1063     1.13732     1.20258  0.00831132
        1064      1.1374     1.20252  0.00830374
        1065      1.1376     1.20246  0.00829616
        1066     1.13793      1.2024   0.0082886
        1067     1.13838     1.20234  0.00828105
        1068     1.13896     1.20228  0.00827351
        1069     1.13965     1.20222  0.00826598
        1070     1.14047     1.20216  0.00825845
        1071     1.14141     1.20211  0.00825094
        1072     1.14247     1.20205  0.00824343
        1073     1.14364       1.202  0.00823593
        1074     1.14493     1.20194  0.00822843
        1075     1.14633     1.20189  0.00822094
        1076     1.14785     1.20184  0.00821345
        1077     1.14946     1.20179  0.00820597
        1078     1.15119     1.20175  0.00819849
        1079     1.15301      1.2017  0.00819102
        1080     1.15493     1.20166  0.00818355
        1081     1.15694     1.20162  0.00817608
        1082     1.15905     1.20158  0.00816862
        1083     1.16124     1.20154  0.00816116
        1084     1.16351     1.20151  0.00815371
        1085     1.16586     1.20147  0.00814626
        1086     1.16829     1.20144  0.00813882
        1087     1.17078     1.20141  0.00813138
        1088     1.17334     1.20139  0.00812394
        1089     1.17596     1.20136  0.00811652
        1090     1.17863     1.20134   0.0081091
        1091     1.18136     1.20133  0.00810169
        1092     1.18413     1.20131  0.00809428
        1093     1.18695      1.2013  0.00808689
        1094     1.18981     1.20129   0.0080795
        1095      1.1927     1.20128  0.00807213
        1096     1.19563     1.20127  0.00806476
        1097     1.19857     1.20127  0.00805741
        1098     1.20154     1.20127  0.00805007
        1099     1.20452     1.20127  0.00804275
        1100     1.20751     1.20128  0.00803544
        1101     1.21051     1.20129  0.00802815
        1102     1.21352      1.2013  0.00802087
        1103     1.21652     1.20131  0.00801361
        1104     1.21952     1.20133  0.00800637
        1105      1.2225     1.20135  0.00799915
        1106     1.22548     1.20137  0.00799194
        1107     1.22843     1.20139  0.00798476
        1108     1.23136     1.20142   0.0079776
        1109     1.23427     1.20145  0.00797046
        1110     1.23714     1.20148  0.00796335
        1111     1.23998     1.20152  0.00795625
        1112     1.24277     1.20156  0.00794918
        1113     1.24552     1.20159  0.00794214
        1114     1.24823     1.20164  0.00793512
        1115     1.25088     1.20168  0.00792813
        1116     1.25348     1.20173  0.00792116
        1117     1.25603     1.20178  0.00791422
        1118     1.25851     1.20183   0.0079073
        1119     1.26092     1.20188  0.00790041
        1120     1.26327     1.20193  0.00789355
        1121     1.26554     1.20199  0.00788671
        1122     1.26775     1.20205   0.0078799
        1123     1.26987     1.20211  0.00787311
        1124     1.27192     1.20217  0.00786635
        1125     1.27388     1.20224  0.00785962
        1126     1.27575      1.2023  0.00785291
        1127     1.27754     1.20237  0.00784623
        1128     1.27924     1.20244  0.00783957
        1129     1.28084     1.20251  0.00783293
        1130     1.28235     1.20258  0.00782632
        1131     1.28377     1.20265  0.00781973
        1132     1.28509     1.20272  0.00781316
        1133     1.28631     1.20279  0.00780661
        1134     1.28742     1.20287  0.00780008
        1135     1.28844     1.20294  0.00779357
        1136     1.28935     1.20302  0.00778708
        1137     1.29016      1.2031  0.00778061
        1138     1.29086     1.20317  0.00777416
        1139     1.29145     1.20325  0.00776772
        1140     1.29194     1.20333  0.00776129
        1141     1.29232     1.20341  0.00775488
        1142      1.2926     1.20349  0.00774849
        1143     1.29276     1.20356   0.0077421
        1144     1.29283     1.20364  0.00773573
        1145     1.29278     1.20372  0.00772936
        1146     1.29263      1.2038  0.00772301
        1147     1.29237     1.20387  0.00771666
        1148       1.292     1.20395  0.00771032
        1149     1.29153     1.20403  0.00770399
        1150     1.29095      1.2041  0.00769766
        1151     1.29027     1.20418  0.00769133
        1152     1.28948     1.20425  0.00768501
        1153     1.28859     1.20433   0.0076787
        1154      1.2876      1.2044  0.00767238
        1155     1.28651     1.20447  0.00766607
        1156     1.28532     1.20454  0.00765976
        1157     1.28403     1.20461  0.00765344
        1158     1.28264     1.20467  0.00764713
        1159     1.28117     1.20474  0.00764082
        1160      1.2796     1.20481   0.0076345
        1161     1.27795     1.20487  0.00762819
        1162     1.27621     1.20493  0.00762187
        1163     1.27438     1.20499  0.00761555
        1164     1.27248     1.20505  0.00760923
        1165      1.2705      1.2051   0.0076029
        1166     1.26844     1.20516  0.00759658
        1167      1.2663     1.20521  0.00759025
        1168     1.26408     1.20526  0.00758392
        1169      1.2618     1.20531  0.00757759
        1170     1.25945     1.20536  0.00757125
        1171     1.25703      1.2054  0.00756491
        1172     1.25455     1.20544  0.00755857
        1173     1.25201     1.20548  0.00755223
        1174     1.24941     1.20552  0.00754589
        1175     1.24676     1.20555  0.00753955
        1176     1.24407     1.20559  0.00753321
        1177     1.24133     1.20562  0.00752687
        1178     1.23854     1.20564  0.00752054
        1179     1.23571     1.20567   0.0075142
        1180     1.23285     1.20569  0.00750787
        1181     1.22996     1.20571  0.00750154
        1182     1.22703     1.20573  0.00749522
        1183     1.22408     1.20575   0.0074889
        1184      1.2211     1.20576  0.00748258
        1185     1.21811     1.20577  0.00747627
        1186     1.21509     1.20578  0.00746997
        1187     1.21207     1.20578  0.00746368
        1188     1.20903     1.20579   0.0074574
        1189     1.20599     1.20579  0.00745113
        1190     1.20295     1.20578  0.00744487
        1191     1.19991     1.20578  0.00743862
        1192     1.19688     1.20577  0.00743238
        1193     1.19386     1.20576  0.00742616
        1194     1.19085     1.20575  0.00741995
        1195     1.18786     1.20573  0.00741376
        1196     1.18489     1.20572  0.00740758
        1197     1.18194      1.2057  0.00740142
        1198     1.17903     1.20567  0.00739527
        1199     1.17614     1.20565  0.00738914
        1200     1.17329     1.20562  0.00738304
        1201     1.17048     1.20559  0.00737695
        1202     1.16772     1.20556  0.00737088
        1203       1.165     1.20553  0.00736483
        1204     1.16233     1.20549   0.0073588
        1205     1.15972     1.20545  0.00735279
        1206     1.15717     1.20541   0.0073468
        1207     1.15468     1.20537  0.00734083
        1208     1.15225     1.20533  0.00733489
        1209      1.1499     1.20528  0.00732897
        1210     1.14762     1.20524  0.00732306
        1211     1.14541     1.20519  0.00731718
        1212     1.14329     1.20513  0.00731132
        1213     1.14126     1.20508  0.00730549
        1214     1.13931     1.20503  0.00729967
        1215     1.13745     1.20497  0.00729387
        1216     1.13568     1.20492   0.0072881
        1217     1.13402     1.20486  0.00728234
        1218     1.13245      1.2048  0.00727661
        1219     1.13099     1.20474  0.00727089
        1220     1.12964     1.20468  0.00726519
        1221      1.1284     1.20461  0.00725951
        1222     1.12728     1.20455  0.00725384
        1223     1.12627     1.20449  0.00724819
        1224     1.12538     1.20442  0.00724256
        1225     1.12462     1.20436  0.00723694
        1226     1.12397     1.20429  0.00723133
        1227     1.12346     1.20422  0.00722574
        1228     1.12307     1.20416  0.00722016
        1229     1.12281     1.20409  0.00721459
        1230     1.12269     1.20403  0.00720903
        1231     1.12269     1.20396  0.00720347
        1232     1.12283     1.20389  0.00719793
        1233     1.12311     1.20383  0.00719239
        1234     1.12351     1.20376  0.00718685
        1235     1.12406      1.2037  0.00718132
        1236     1.12474     1.20364   0.0071758
        1237     1.12555     1.20357  0.00717027
        1238      1.1265     1.20351  0.00716475
        1239     1.12758     1.20345  0.00715923
        1240     1.12879     1.20339  0.00715371
        1241     1.13013     1.20333  0.00714819
        1242     1.13161     1.20327  0.00714267
        1243     1.13321     1.20322  0.00713714
        1244     1.13494     1.20316  0.00713162
        1245      1.1368     1.20311  0.00712609
        1246     1.13877     1.20306  0.00712056
        1247     1.14087     1.20301  0.00711502
        1248     1.14307     1.20296  0.00710948
        1249     1.14539     1.20291  0.00710394
        1250     1.14783     1.20287  0.00709839
        1251     1.15036     1.20283  0.00709284
        1252       1.153     1.20279  0.00708729
        1253     1.15573     1.20275  0.00708173
        1254     1.15856     1.20271  0.00707617
        1255     1.16147     1.20268  0.00707061
        1256     1.16446     1.20265  0.00706505
        1257     1.16753     1.20262  0.00705948
        1258     1.17068      1.2026  0.00705392
        1259      1.1739     1.20257  0.00704835
        1260     1.17718     1.20255  0.00704278
        1261     1.18052     1.20254  0.00703722
        1262     1.18391     1.20252  0.00703166
        1263     1.18735     1.20251   0.0070261
        1264     1.19084      1.2025  0.00702055
        1265     1.19436     1.20249    0.007015
        1266     1.19792     1.20249  0.00700946
        1267     1.20151     1.20249  0.00700393
        1268     1.20512     1.20249  0.00699841
        1269     1.20876      1.2025  0.00699289
        1270     1.21241      1.2025  0.00698739
        1271     1.21607     1.20251   0.0069819
        1272     1.21973     1.20253  0.00697643
        1273      1.2234     1.20254  0.00697097
        1274     1.22707     1.20256  0.00696552
        1275     1.23073     1.20259  0.00696009
        1276     1.23438     1.20261  0.00695468
        1277     1.23801     1.20264  0.00694929
        1278     1.24162     1.20267  0.00694392
        1279     1.24521      1.2027  0.00693857
        1280     1.24877     1.20274  0.00693324
        1281      1.2523     1.20278  0.00692794
        1282      1.2558     1.20282  0.00692266
        1283     1.25926     1.20286   0.0069174
        1284     1.26269     1.20291  0.00691217
        1285     1.26607     1.20296  0.00690697
        1286     1.26941     1.20301  0.00690179
        1287     1.27269     1.20306  0.00689664
        1288     1.27593     1.20312  0.00689152
        1289     1.27912     1.20318  0.00688642
        1290     1.28225     1.20324  0.00688136
        1291     1.28533      1.2033  0.00687632
        1292     1.28835     1.20337  0.00687132
        1293     1.29132     1.20344  0.00686634
        1294     1.29422     1.20351  0.00686139
        1295     1.29707     1.20358  0.00685647
        1296     1.29985     1.20365  0.00685158
        1297     1.30257     1.20373  0.00684673
        1298     1.30523     1.20381   0.0068419
        1299     1.30782     1.20389   0.0068371
        1300     1.31035     1.20397  0.00683233
        1301     1.31281     1.20405  0.00682759
        1302     1.31521     1.20414  0.00682288
        1303     1.31754     1.20423   0.0068182
        1304     1.31981     1.20432  0.00681355
        1305       1.322     1.20441  0.00680892
        1306     1.32413      1.2045  0.00680433
        1307     1.32619     1.20459  0.00679976
        1308     1.32818     1.20469  0.00679521
        1309     1.33011     1.20478   0.0067907
        1310     1.33198     1.20488  0.00678621
        1311     1.33377     1.20498  0.00678175
        1312      1.3355     1.20508  0.00677731
        1313     1.33716     1.20518  0.00677289
        1314     1.33876     1.20528   0.0067685
        1315     1.34028     1.20538  0.00676413
        1316     1.34174     1.20548  0.00675978
        1317     1.34314     1.20559  0.00675546
        1318     1.34446     1.20569  0.00675116
        1319     1.34572      1.2058  0.00674687
        1320     1.34691     1.20591  0.00674261
        1321     1.34804     1.20601  0.00673836
        1322     1.34909     1.20612  0.00673413
        1323     1.35008     1.20623  0.00672992
        1324       1.351     1.20634  0.00672573
        1325     1.35185     1.20645  0.00672155
        1326     1.35264     1.20656  0.00671738
        1327     1.35336     1.20667  0.00671323
        1328     1.35401     1.20678  0.00670909
        1329     1.35459     1.20689  0.00670497
        1330     1.35511     1.20701  0.00670085
        1331     1.35556     1.20712  0.00669675
        1332     1.35593     1.20723  0.00669265
        1333     1.35625     1.20734  0.00668856
        1334     1.35649     1.20745  0.00668448
        1335     1.35666     1.20756  0.00668041
        1336     1.35676     1.20768  0.00667634
        1337      1.3568     1.20779  0.00667228
        1338     1.35676      1.2079  0.00666823
        1339     1.35666     1.20801  0.00666417
        1340     1.35649     1.20812  0.00666012
        1341     1.35624     1.20823  0.00665607
        1342     1.35593     1.20834  0.00665202
        1343     1.35555     1.20845  0.00664797
        1344      1.3551     1.20856  0.00664392
        1345     1.35459     1.20867  0.00663986
        1346       1.354     1.20878  0.00663581
        1347     1.35334     1.20888  0.00663175
        1348     1.35261     1.20899  0.00662769
        1349     1.35181      1.2091  0.00662362
        1350     1.35095      1.2092  0.00661955
        1351     1.35001     1.20931  0.00661547
        1352       1.349     1.20941  0.00661138
        1353     1.34792     1.20951  0.00660729
        1354     1.34677     1.20961  0.00660319
        1355     1.34554     1.20971  0.00659907
        1356     1.34425     1.20981  0.00659495
        1357     1.34289     1.20991  0.00659082
        1358     1.34146     1.21001  0.00658668
        1359     1.33995      1.2101  0.00658253
        1360     1.33837      1.2102  0.00657836
        1361     1.33672     1.21029  0.00657419
        1362       1.335     1.21038     0.00657
        1363      1.3332     1.21047   0.0065658
        1364     1.33132     1.21056  0.00656158
        1365     1.32938     1.21065  0.00655735
        1366     1.32735     1.21073  0.00655311
        1367     1.32525     1.21082  0.00654885
        1368     1.32307      1.2109  0.00654458
        1369     1.32082     1.21098  0.00654029
        1370     1.31848     1.21106  0.00653598
        1371     1.31607     1.21113  0.00653167
        1372     1.31357     1.21121  0.00652733
        1373       1.311     1.21128  0.00652298
        1374     1.30835     1.21135  0.00651862
        1375     1.30562     1.21142  0.00651424
        1376      1.3028     1.21149  0.00650984
        1377     1.29991     1.21155  0.00650543
        1378     1.29693     1.21161    0.006501
        1379     1.29387     1.21167  0.00649656
        1380     1.29073     1.21173  0.00649211
        1381      1.2875     1.21179  0.00648764
        1382      1.2842     1.21184  0.00648316
        1383     1.28081     1.21189  0.00647866
        1384     1.27735     1.21193  0.00647415
        1385      1.2738     1.21198  0.00646963
        1386     1.27017     1.21202   0.0064651
        1387     1.26647     1.21206  0.00646056
        1388     1.26268      1.2121  0.00645601
        1389     1.25882     1.21213  0.00645145
        1390     1.25488     1.21216  0.00644688
        1391     1.25087     1.21219   0.0064423
        1392     1.24678     1.21221  0.00643772
        1393     1.24262     1.21224  0.00643314
        1394     1.23839     1.21225  0.00642855
        1395     1.23409     1.21227  0.00642396
        1396     1.22972     1.21228  0.00641937
        1397      1.2253     1.21229  0.00641478
        1398     1.22081      1.2123   0.0064102
        1399     1.21626      1.2123  0.00640562
        1400     1.21166      1.2123  0.00640104
        1401     1.20701      1.2123  0.00639647
        1402     1.20231     1.21229  0.00639192
        1403     1.19756     1.21228  0.00638737
        1404     1.19276     1.21227  0.00638283
        1405     1.18793     1.21225  0.00637831
        1406     1.18307     1.21223  0.00637381
        1407     1.17817      1.2122  0.00636933
        1408     1.17325     1.21218  0.00636486
        1409     1.16831     1.21214  0.00636042
        1410     1.16335     1.21211  0.00635601
        1411     1.15839     1.21207  0.00635162
        1412     1.15341     1.21203  0.00634725
        1413     1.14844     1.21198  0.00634292
        1414     1.14347     1.21194  0.00633862
        1415     1.13851     1.21188  0.00633435
        1416     1.13356     1.21183  0.00633012
        1417     1.12864     1.21177  0.00632593
        1418     1.12375     1.21171  0.00632177
        1419     1.11889     1.21164  0.00631765
        1420     1.11407     1.21157  0.00631358
        1421     1.10931      1.2115  0.00630954
        1422     1.10459     1.21143  0.00630556
        1423     1.09993     1.21135  0.00630161
        1424     1.09534     1.21127  0.00629771
        1425     1.09082     1.21118  0.00629386
        1426     1.08638      1.2111  0.00629005
        1427     1.08203       1.211   0.0062863
        1428     1.07776     1.21091  0.00628259
        1429      1.0736     1.21082  0.00627893
        1430     1.06953     1.21072  0.00627531
        1431     1.06558     1.21062  0.00627175
        1432     1.06174     1.21051  0.00626823
        1433     1.05803      1.2104  0.00626476
        1434     1.05445      1.2103  0.00626133
        1435       1.051     1.21019  0.00625795
        1436     1.04769     1.21007  0.00625462
        1437     1.04452     1.20996  0.00625133
        1438     1.04151     1.20984  0.00624808
        1439     1.03865     1.20972  0.00624487
        1440     1.03596      1.2096   0.0062417
        1441     1.03343     1.20948  0.00623856
        1442     1.03107     1.20935  0.00623546
