#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         736    0.851723    0.797325  0.00798176
         737    0.850934    0.797398  0.00797126
         738     0.85013    0.797469  0.00796078
         739     0.84931    0.797539  0.00795031
         740    0.848475    0.797608  0.00793987
         741    0.847624    0.797676  0.00792944
         742    0.846759    0.797742  0.00791903
         743     0.84588    0.797807  0.00790864
         744    0.844987     0.79787  0.00789826
         745    0.844082    0.797932   0.0078879
         746    0.843165    0.797993  0.00787756
         747    0.842239    0.798052  0.00786724
         748    0.841302     0.79811  0.00785693
         749    0.840357    0.798166  0.00784665
         750    0.839404    0.798221  0.00783638
         751    0.838445    0.798275  0.00782612
         752    0.837482    0.798327  0.00781589
         753    0.836515    0.798378  0.00780568
         754    0.835546    0.798427  0.00779548
         755    0.834574    0.798475   0.0077853
         756    0.833602    0.798521  0.00777514
         757    0.832629    0.798566    0.007765
         758    0.831659     0.79861  0.00775488
         759    0.830691    0.798652  0.00774478
         760    0.829727    0.798693   0.0077347
         761    0.828768    0.798733  0.00772463
         762    0.827815    0.798771  0.00771459
         763     0.82687    0.798808  0.00770457
         764    0.825933    0.798843  0.00769456
         765    0.825007    0.798877  0.00768458
         766    0.824091     0.79891  0.00767462
         767    0.823189    0.798942  0.00766468
         768      0.8223    0.798972  0.00765476
         769    0.821426    0.799002  0.00764486
         770    0.820568     0.79903  0.00763498
         771    0.819728    0.799056  0.00762513
         772    0.818907    0.799082  0.00761529
         773    0.818106    0.799107  0.00760548
         774    0.817326     0.79913  0.00759569
         775    0.816568    0.799153  0.00758593
         776    0.815834    0.799174  0.00757618
         777    0.815124    0.799195  0.00756646
         778    0.814438    0.799214  0.00755676
         779    0.813777    0.799233  0.00754708
         780    0.813143    0.799251  0.00753743
         781    0.812536    0.799268  0.00752779
         782    0.811957    0.799284  0.00751818
         783    0.811405      0.7993   0.0075086
         784    0.810882    0.799314  0.00749904
         785     0.81039    0.799328   0.0074895
         786    0.809927    0.799342  0.00747998
         787    0.809495    0.799355  0.00747049
         788    0.809092    0.799367  0.00746102
         789    0.808719    0.799379  0.00745157
         790    0.808375     0.79939  0.00744215
         791     0.80806    0.799401  0.00743275
         792    0.807775    0.799412  0.00742337
         793     0.80752    0.799422  0.00741401
         794    0.807293    0.799432  0.00740468
         795    0.807096    0.799442  0.00739538
         796    0.806927    0.799451  0.00738609
         797    0.806788     0.79946  0.00737683
         798    0.806676    0.799469  0.00736759
         799    0.806592    0.799478  0.00735837
         800    0.806535    0.799487  0.00734918
         801    0.806504    0.799496  0.00734001
         802    0.806498    0.799505  0.00733087
         803    0.806518    0.799513  0.00732174
         804    0.806562    0.799522  0.00731264
         805     0.80663    0.799531  0.00730356
         806     0.80672     0.79954  0.00729451
         807    0.806833    0.799549  0.00728547
         808    0.806968    0.799558  0.00727646
         809    0.807124    0.799567  0.00726747
         810    0.807301    0.799577  0.00725851
         811    0.807499    0.799587  0.00724956
         812    0.807718    0.799597  0.00724064
         813    0.807955    0.799607  0.00723174
         814    0.808211    0.799618  0.00722287
         815    0.808485    0.799629  0.00721401
         816    0.808776     0.79964  0.00720518
         817    0.809085    0.799651  0.00719637
         818     0.80941    0.799663  0.00718758
         819    0.809752    0.799676  0.00717882
         820     0.81011    0.799688  0.00717007
         821    0.810485    0.799701  0.00716135
         822    0.810875    0.799715  0.00715265
         823    0.811281    0.799729  0.00714398
         824      0.8117    0.799744  0.00713532
         825    0.812134    0.799759  0.00712669
         826    0.812582    0.799774  0.00711808
         827    0.813045     0.79979  0.00710949
         828    0.813521    0.799807  0.00710092
         829     0.81401    0.799824  0.00709238
         830    0.814511    0.799842  0.00708385
         831    0.815025     0.79986  0.00707535
         832    0.815551    0.799879  0.00706687
         833    0.816088    0.799898  0.00705842
         834    0.816635    0.799918  0.00704998
         835    0.817193    0.799939  0.00704157
         836    0.817762     0.79996  0.00703318
         837    0.818341    0.799982  0.00702481
         838    0.818928    0.800005  0.00701646
         839    0.819524    0.800028  0.00700814
         840    0.820128    0.800052  0.00699984
         841    0.820739    0.800077  0.00699156
         842    0.821358    0.800102   0.0069833
         843    0.821983    0.800128  0.00697506
         844    0.822612    0.800154  0.00696685
         845    0.823244    0.800182  0.00695866
         846     0.82388     0.80021  0.00695049
         847    0.824517    0.800239  0.00694234
         848    0.825157    0.800268  0.00693422
         849    0.825797    0.800298  0.00692612
         850    0.826439    0.800329  0.00691804
         851    0.827078     0.80036  0.00690998
         852    0.827715    0.800392  0.00690194
         853    0.828348    0.800425  0.00689393
         854    0.828977    0.800458  0.00688594
         855    0.829601    0.800493  0.00687797
         856     0.83022    0.800527  0.00687002
         857     0.83083    0.800563   0.0068621
         858    0.831433    0.800599  0.00685419
         859    0.832025    0.800635  0.00684631
         860    0.832604    0.800672  0.00683845
         861     0.83317     0.80071  0.00683061
         862    0.833723    0.800748   0.0068228
         863     0.83426    0.800787    0.006815
         864     0.83478    0.800827  0.00680723
         865    0.835283    0.800866  0.00679947
         866    0.835765    0.800907  0.00679174
         867    0.836226    0.800947  0.00678403
         868    0.836665    0.800989  0.00677634
         869     0.83708     0.80103  0.00676867
         870    0.837469    0.801072  0.00676102
         871    0.837832    0.801114  0.00675339
         872    0.838168    0.801157  0.00674578
         873    0.838476    0.801199  0.00673818
         874    0.838754    0.801242  0.00673061
         875    0.839001    0.801286  0.00672306
         876    0.839214    0.801329  0.00671552
         877    0.839394    0.801372    0.006708
         878     0.83954    0.801416  0.00670051
         879     0.83965    0.801459  0.00669302
         880    0.839723    0.801503  0.00668556
         881    0.839758    0.801546  0.00667811
         882    0.839755     0.80159  0.00667068
         883    0.839713    0.801633  0.00666327
         884    0.839631    0.801676  0.00665587
         885    0.839509    0.801718  0.00664848
         886    0.839347    0.801761  0.00664112
         887    0.839145    0.801803  0.00663376
         888    0.838902    0.801845  0.00662642
         889    0.838619    0.801886   0.0066191
         890    0.838294    0.801927  0.00661179
         891    0.837928    0.801967  0.00660449
         892    0.837521    0.802007  0.00659721
         893    0.837074    0.802047  0.00658994
         894    0.836586    0.802085  0.00658268
         895    0.836058    0.802123  0.00657543
         896    0.835489     0.80216   0.0065682
         897    0.834881    0.802197  0.00656098
         898    0.834235    0.802233  0.00655377
         899    0.833552    0.802267  0.00654657
         900    0.832834    0.802301  0.00653939
         901    0.832082    0.802334  0.00653221
         902    0.831297    0.802367  0.00652505
         903     0.83048    0.802398   0.0065179
         904    0.829633    0.802428  0.00651076
         905    0.828755    0.802457  0.00650363
         906     0.82785    0.802485  0.00649651
         907    0.826919    0.802512   0.0064894
         908    0.825965    0.802538  0.00648231
         909    0.824989    0.802562  0.00647522
         910    0.823991    0.802586  0.00646815
         911    0.822977    0.802608  0.00646109
         912    0.821948     0.80263  0.00645404
         913    0.820904     0.80265    0.006447
         914    0.819849    0.802668  0.00643997
         915    0.818784    0.802686  0.00643296
         916    0.817712    0.802702  0.00642596
         917    0.816636    0.802718  0.00641897
         918    0.815557    0.802732  0.00641199
         919    0.814478    0.802744  0.00640503
         920    0.813401    0.802756  0.00639808
         921     0.81233    0.802766  0.00639114
         922    0.811267    0.802776  0.00638421
         923    0.810213    0.802784   0.0063773
         924    0.809171    0.802791   0.0063704
         925    0.808143    0.802796  0.00636352
         926    0.807134    0.802801  0.00635665
         927    0.806144    0.802805  0.00634979
         928    0.805176    0.802807  0.00634295
         929    0.804231    0.802809  0.00633612
         930    0.803311    0.802809  0.00632931
         931     0.80242    0.802809  0.00632251
         932    0.801557    0.802807  0.00631573
         933    0.800727    0.802805  0.00630896
         934    0.799931    0.802802   0.0063022
         935    0.799172    0.802798  0.00629546
         936    0.798449    0.802794  0.00628874
         937    0.797766    0.802788  0.00628203
         938    0.797121    0.802782  0.00627534
         939    0.796517    0.802776  0.00626866
         940    0.795955    0.802768  0.00626199
         941    0.795437    0.802761  0.00625534
         942    0.794962    0.802752  0.00624871
         943    0.794534    0.802744  0.00624209
         944     0.79415    0.802734  0.00623548
         945    0.793814    0.802725  0.00622889
         946    0.793524    0.802715  0.00622231
         947    0.793282    0.802705  0.00621575
         948    0.793086    0.802695   0.0062092
         949    0.792939    0.802685  0.00620267
         950    0.792839    0.802674  0.00619615
         951    0.792786    0.802664  0.00618964
         952    0.792779    0.802654  0.00618315
         953    0.792818    0.802643  0.00617667
         954      0.7929    0.802633   0.0061702
         955    0.793027    0.802623  0.00616375
         956    0.793196    0.802613  0.00615731
         957    0.793408    0.802604  0.00615088
         958     0.79366    0.802594  0.00614447
         959    0.793951    0.802585  0.00613807
         960     0.79428    0.802577  0.00613168
         961    0.794646    0.802568  0.00612531
         962    0.795046    0.802561  0.00611894
         963    0.795479    0.802553   0.0061126
         964    0.795942    0.802546  0.00610626
         965    0.796434     0.80254  0.00609993
         966    0.796953    0.802534  0.00609362
         967    0.797497    0.802529  0.00608732
         968    0.798063    0.802524  0.00608104
         969     0.79865     0.80252  0.00607476
         970    0.799256    0.802517   0.0060685
         971    0.799878    0.802514  0.00606225
         972    0.800514    0.802512  0.00605601
         973    0.801161    0.802511  0.00604979
         974    0.801816     0.80251  0.00604358
         975    0.802478     0.80251  0.00603738
         976    0.803142    0.802511  0.00603119
         977    0.803806    0.802512  0.00602502
         978    0.804468    0.802514  0.00601886
         979    0.805125    0.802517  0.00601271
         980    0.805775     0.80252  0.00600658
         981    0.806414    0.802524  0.00600046
         982     0.80704    0.802529  0.00599435
         983    0.807652    0.802534  0.00598825
         984    0.808246     0.80254  0.00598217
         985     0.80882    0.802546   0.0059761
         986     0.80937    0.802553  0.00597004
         987    0.809894     0.80256    0.005964
         988    0.810391    0.802568  0.00595797
         989    0.810858    0.802577  0.00595195
         990    0.811291    0.802586  0.00594594
         991    0.811691    0.802595  0.00593995
         992    0.812055    0.802604  0.00593397
         993    0.812381    0.802614    0.005928
         994    0.812666    0.802624  0.00592205
         995    0.812909    0.802635  0.00591611
         996    0.813106    0.802645  0.00591018
         997    0.813257    0.802656  0.00590426
         998     0.81336    0.802666  0.00589835
         999    0.813415    0.802677  0.00589246
        1000    0.813418    0.802688  0.00588657
        1001     0.81337    0.802699   0.0058807
        1002     0.81327    0.802709  0.00587484
        1003    0.813117     0.80272    0.005869
        1004     0.81291     0.80273  0.00586316
        1005    0.812649     0.80274  0.00585733
        1006    0.812333    0.802749  0.00585152
        1007    0.811962    0.802758  0.00584571
        1008    0.811535    0.802767  0.00583992
        1009    0.811054    0.802775  0.00583414
        1010    0.810517    0.802783  0.00582837
        1011    0.809925     0.80279  0.00582261
        1012    0.809278    0.802796  0.00581686
        1013    0.808578    0.802802  0.00581112
        1014    0.807825    0.802807  0.00580539
        1015    0.807021    0.802811  0.00579967
        1016    0.806166    0.802814  0.00579396
        1017    0.805262    0.802817  0.00578827
        1018     0.80431    0.802818  0.00578258
        1019    0.803312    0.802819  0.00577691
        1020     0.80227    0.802818  0.00577124
        1021    0.801185    0.802817  0.00576559
        1022    0.800059    0.802814  0.00575995
        1023    0.798896     0.80281  0.00575432
        1024    0.797698    0.802805   0.0057487
        1025    0.796467    0.802799   0.0057431
        1026    0.795205    0.802792  0.00573751
        1027    0.793916    0.802783  0.00573193
        1028    0.792602    0.802773  0.00572636
        1029    0.791266    0.802762   0.0057208
        1030    0.789912    0.802749  0.00571526
        1031    0.788543    0.802736  0.00570974
        1032    0.787163     0.80272  0.00570422
        1033    0.785775    0.802704  0.00569873
        1034    0.784382    0.802686  0.00569324
        1035    0.782989    0.802667  0.00568777
        1036    0.781598    0.802647  0.00568232
        1037    0.780214    0.802625  0.00567688
        1038     0.77884    0.802602  0.00567146
        1039     0.77748    0.802578  0.00566605
        1040    0.776137    0.802553  0.00566066
        1041    0.774817    0.802526  0.00565528
        1042    0.773522    0.802498  0.00564993
        1043    0.772257    0.802469  0.00564458
        1044    0.771025    0.802439  0.00563926
        1045    0.769829    0.802408  0.00563395
        1046    0.768674    0.802376  0.00562865
        1047    0.767562    0.802343  0.00562338
        1048    0.766498    0.802308  0.00561811
        1049    0.765485    0.802273  0.00561287
        1050    0.764526    0.802237  0.00560764
        1051    0.763624    0.802201  0.00560242
        1052    0.762783    0.802163  0.00559722
        1053    0.762005    0.802125  0.00559204
        1054    0.761293    0.802086  0.00558686
        1055    0.760651    0.802047  0.00558171
        1056    0.760079    0.802007  0.00557656
        1057    0.759581    0.801967  0.00557143
        1058    0.759157    0.801927  0.00556631
        1059    0.758811    0.801886   0.0055612
        1060    0.758541    0.801845  0.00555611
        1061    0.758351    0.801804  0.00555102
        1062    0.758241    0.801763  0.00554595
        1063    0.758213    0.801722  0.00554088
        1064    0.758266    0.801681  0.00553582
        1065    0.758402     0.80164  0.00553078
        1066     0.75862      0.8016  0.00552574
        1067    0.758921     0.80156   0.0055207
        1068    0.759304    0.801521  0.00551567
        1069    0.759768    0.801482  0.00551065
        1070    0.760314    0.801443  0.00550564
        1071    0.760941    0.801405  0.00550063
        1072    0.761646    0.801368  0.00549562
        1073    0.762428    0.801332  0.00549062
        1074    0.763288    0.801296  0.00548562
        1075    0.764223    0.801262  0.00548063
        1076    0.765231    0.801228  0.00547563
        1077    0.766309    0.801196  0.00547065
        1078    0.767457    0.801165  0.00546566
        1079    0.768672    0.801135  0.00546068
        1080    0.769952    0.801106   0.0054557
        1081    0.771295    0.801078  0.00545072
        1082    0.772698    0.801052  0.00544575
        1083    0.774159    0.801027  0.00544077
        1084    0.775674    0.801004  0.00543581
        1085    0.777241    0.800982  0.00543084
        1086    0.778857    0.800961  0.00542588
        1087    0.780519    0.800943  0.00542092
        1088    0.782224    0.800925  0.00541596
        1089     0.78397     0.80091  0.00541101
        1090    0.785754    0.800896  0.00540607
        1091    0.787572    0.800884  0.00540112
        1092    0.789422    0.800873  0.00539619
        1093    0.791302    0.800864  0.00539126
        1094    0.793207    0.800857  0.00538634
        1095    0.795136    0.800852  0.00538142
        1096    0.797084    0.800849  0.00537651
        1097    0.799048    0.800847  0.00537161
        1098    0.801025    0.800847  0.00536672
        1099    0.803013    0.800849  0.00536183
        1100    0.805009    0.800853  0.00535696
        1101     0.80701    0.800859   0.0053521
        1102    0.809012    0.800866  0.00534725
        1103    0.811014    0.800875  0.00534241
        1104    0.813011    0.800886  0.00533758
        1105    0.815003    0.800899  0.00533276
        1106    0.816985    0.800914  0.00532796
        1107    0.818954     0.80093  0.00532317
        1108    0.820909    0.800948   0.0053184
        1109    0.822845    0.800968  0.00531364
        1110     0.82476    0.800989   0.0053089
        1111     0.82665    0.801012  0.00530417
        1112    0.828514    0.801037  0.00529946
        1113    0.830349    0.801063  0.00529476
        1114    0.832153    0.801091  0.00529008
        1115    0.833922    0.801121  0.00528542
        1116    0.835655    0.801152  0.00528077
        1117     0.83735    0.801184  0.00527614
        1118    0.839004    0.801218  0.00527153
        1119    0.840613    0.801253  0.00526694
        1120    0.842178     0.80129  0.00526236
        1121    0.843696    0.801327  0.00525781
        1122    0.845164    0.801366  0.00525327
        1123     0.84658    0.801407  0.00524874
        1124    0.847943    0.801448  0.00524424
        1125    0.849251    0.801491  0.00523975
        1126    0.850501    0.801534  0.00523527
        1127    0.851692    0.801579  0.00523082
        1128    0.852824    0.801624  0.00522638
        1129    0.853894     0.80167  0.00522195
        1130    0.854902    0.801717  0.00521754
        1131    0.855846    0.801765  0.00521315
        1132    0.856724    0.801814  0.00520877
        1133    0.857537    0.801863  0.00520441
        1134    0.858283    0.801913  0.00520005
        1135     0.85896    0.801963  0.00519572
        1136    0.859568    0.802014  0.00519139
        1137    0.860105    0.802065  0.00518708
        1138    0.860573    0.802116  0.00518277
        1139    0.860969    0.802168  0.00517848
        1140    0.861294     0.80222   0.0051742
        1141    0.861548    0.802272  0.00516992
        1142    0.861731    0.802324  0.00516566
        1143    0.861843    0.802376   0.0051614
        1144    0.861884    0.802428  0.00515715
        1145    0.861853     0.80248  0.00515291
        1146    0.861751    0.802532  0.00514867
        1147    0.861577    0.802583  0.00514444
        1148    0.861333    0.802634  0.00514021
        1149    0.861018    0.802685  0.00513599
        1150    0.860632    0.802735  0.00513177
        1151    0.860177    0.802785  0.00512756
        1152    0.859652    0.802835  0.00512334
        1153    0.859059    0.802883  0.00511913
        1154    0.858398    0.802932  0.00511492
        1155     0.85767    0.802979  0.00511071
        1156    0.856877    0.803026   0.0051065
        1157    0.856018    0.803071   0.0051023
        1158    0.855096    0.803116  0.00509809
        1159    0.854112     0.80316  0.00509388
        1160    0.853067    0.803203  0.00508967
        1161    0.851965    0.803245  0.00508546
        1162    0.850804    0.803286  0.00508125
        1163    0.849589    0.803326  0.00507703
        1164     0.84832    0.803365  0.00507282
        1165    0.846998    0.803402   0.0050686
        1166    0.845623    0.803438  0.00506439
        1167    0.844198    0.803473  0.00506017
        1168    0.842722    0.803507  0.00505595
        1169    0.841199    0.803539  0.00505172
        1170     0.83963     0.80357   0.0050475
        1171    0.838018    0.803599  0.00504328
        1172    0.836365    0.803627  0.00503905
        1173    0.834672    0.803654  0.00503482
        1174    0.832942    0.803679   0.0050306
        1175    0.831176    0.803702  0.00502637
        1176    0.829379    0.803724  0.00502214
        1177    0.827551    0.803744  0.00501792
        1178    0.825694    0.803763  0.00501369
        1179     0.82381     0.80378  0.00500947
        1180    0.821901    0.803795  0.00500525
        1181    0.819971    0.803809  0.00500103
        1182     0.81802    0.803821  0.00499681
        1183    0.816052    0.803831   0.0049926
        1184    0.814068     0.80384  0.00498839
        1185    0.812071    0.803847  0.00498418
        1186    0.810063    0.803852  0.00497998
        1187    0.808046    0.803856  0.00497579
        1188    0.806023    0.803858   0.0049716
        1189    0.803996    0.803858  0.00496742
        1190    0.801968    0.803856  0.00496325
        1191    0.799941    0.803853  0.00495908
        1192    0.797919    0.803848  0.00495492
        1193    0.795905    0.803841  0.00495077
        1194    0.793899    0.803833  0.00494663
        1195    0.791906    0.803823   0.0049425
        1196    0.789926    0.803811  0.00493839
        1197    0.787962    0.803798  0.00493428
        1198    0.786017    0.803783  0.00493018
        1199    0.784094    0.803767   0.0049261
        1200    0.782195    0.803749  0.00492202
        1201    0.780323    0.803729  0.00491796
        1202    0.778479    0.803708  0.00491392
        1203    0.776667    0.803686  0.00490988
        1204     0.77489    0.803662  0.00490586
        1205    0.773149    0.803637  0.00490186
        1206    0.771446     0.80361  0.00489787
        1207    0.769785    0.803582  0.00489389
        1208    0.768168    0.803552  0.00488993
        1209    0.766598    0.803522  0.00488598
        1210    0.765078     0.80349  0.00488204
        1211     0.76361    0.803457  0.00487812
        1212    0.762195    0.803423  0.00487422
        1213    0.760837    0.803388  0.00487032
        1214    0.759537    0.803352  0.00486645
        1215    0.758298    0.803315  0.00486258
        1216    0.757122    0.803277  0.00485873
        1217    0.756012    0.803238  0.00485489
        1218    0.754969    0.803198  0.00485107
        1219    0.753996    0.803158  0.00484726
        1220    0.753096    0.803117  0.00484346
        1221    0.752269    0.803075  0.00483967
        1222    0.751519    0.803033  0.00483589
        1223    0.750847    0.802991  0.00483213
        1224    0.750255    0.802947  0.00482837
        1225    0.749744    0.802904  0.00482463
        1226    0.749316     0.80286  0.00482089
        1227    0.748972    0.802816  0.00481716
        1228    0.748714    0.802772  0.00481344
        1229    0.748542    0.802728  0.00480972
        1230    0.748458    0.802684  0.00480602
        1231    0.748461     0.80264  0.00480231
        1232    0.748554    0.802596  0.00479862
        1233    0.748737    0.802552  0.00479492
        1234     0.74901    0.802509  0.00479123
        1235    0.749372    0.802466  0.00478755
        1236    0.749824    0.802423  0.00478386
        1237    0.750366    0.802381  0.00478018
        1238    0.750997     0.80234   0.0047765
        1239    0.751718    0.802299  0.00477282
        1240    0.752527    0.802259  0.00476914
        1241    0.753423    0.802219  0.00476546
        1242    0.754406    0.802181  0.00476178
        1243    0.755475    0.802143   0.0047581
        1244    0.756629    0.802107  0.00475441
        1245    0.757864    0.802071  0.00475073
        1246    0.759181    0.802037  0.00474704
        1247    0.760577    0.802004  0.00474335
        1248    0.762049    0.801972  0.00473965
        1249    0.763597    0.801941  0.00473596
        1250    0.765217    0.801912  0.00473226
        1251    0.766908    0.801884  0.00472856
        1252    0.768666    0.801857  0.00472486
        1253    0.770488    0.801832  0.00472115
        1254    0.772371    0.801808  0.00471745
        1255    0.774312    0.801787  0.00471374
        1256    0.776308    0.801766  0.00471003
        1257    0.778356    0.801748  0.00470632
        1258    0.780455    0.801731  0.00470261
        1259    0.782599    0.801716   0.0046989
        1260    0.784786    0.801702  0.00469519
        1261    0.787012     0.80169  0.00469148
        1262    0.789274    0.801681  0.00468777
        1263    0.791569    0.801673  0.00468407
        1264    0.793893    0.801666  0.00468037
        1265    0.796243    0.801662  0.00467667
        1266    0.798615     0.80166  0.00467298
        1267    0.801007    0.801659  0.00466929
        1268    0.803416    0.801661  0.00466561
        1269    0.805839    0.801664  0.00466193
        1270    0.808272    0.801669  0.00465826
        1271    0.810712    0.801676   0.0046546
        1272    0.813156    0.801685  0.00465095
        1273    0.815602    0.801696  0.00464731
        1274    0.818047    0.801709  0.00464368
        1275    0.820486    0.801724  0.00464006
        1276    0.822918     0.80174  0.00463646
        1277    0.825339    0.801759  0.00463286
        1278    0.827747    0.801779  0.00462928
        1279     0.83014    0.801801  0.00462571
        1280    0.832514    0.801825  0.00462216
        1281    0.834868    0.801851  0.00461863
        1282    0.837201    0.801879  0.00461511
        1283     0.83951    0.801908   0.0046116
        1284    0.841792    0.801939  0.00460812
        1285    0.844047    0.801972  0.00460465
        1286     0.84627    0.802006  0.00460119
        1287    0.848462    0.802042  0.00459776
        1288    0.850621     0.80208  0.00459435
        1289    0.852745    0.802119  0.00459095
        1290    0.854835     0.80216  0.00458757
        1291    0.856888    0.802203  0.00458421
        1292    0.858903    0.802247  0.00458088
        1293    0.860879    0.802292  0.00457756
        1294    0.862816    0.802339  0.00457426
        1295    0.864712    0.802387  0.00457098
        1296    0.866567    0.802436  0.00456772
        1297    0.868381    0.802487  0.00456448
        1298    0.870152    0.802539  0.00456126
        1299    0.871881    0.802593  0.00455807
        1300    0.873567    0.802647  0.00455489
        1301     0.87521    0.802703  0.00455173
        1302    0.876808     0.80276  0.00454859
        1303    0.878362    0.802818  0.00454547
        1304    0.879872    0.802877  0.00454236
        1305    0.881336    0.802937  0.00453928
        1306    0.882755    0.802998  0.00453622
        1307    0.884128     0.80306  0.00453317
        1308    0.885457    0.803123  0.00453014
        1309    0.886742    0.803187  0.00452713
        1310    0.887983    0.803252  0.00452414
        1311    0.889181    0.803318  0.00452116
        1312    0.890334    0.803384   0.0045182
        1313    0.891443    0.803451  0.00451526
        1314    0.892506    0.803519  0.00451233
        1315    0.893523    0.803587  0.00450942
        1316    0.894495    0.803656  0.00450652
        1317    0.895423    0.803726  0.00450364
        1318    0.896307    0.803796  0.00450077
        1319    0.897146    0.803867  0.00449791
        1320    0.897941    0.803938  0.00449507
        1321    0.898691     0.80401  0.00449224
        1322    0.899396    0.804082  0.00448942
        1323    0.900055    0.804155  0.00448662
        1324    0.900668    0.804228  0.00448382
        1325    0.901237    0.804301  0.00448103
        1326    0.901761    0.804374  0.00447826
        1327     0.90224    0.804448  0.00447549
        1328    0.902674    0.804522  0.00447273
        1329    0.903062    0.804596  0.00446998
        1330    0.903406     0.80467  0.00446723
        1331    0.903704    0.804745   0.0044645
        1332    0.903957    0.804819  0.00446177
        1333    0.904163    0.804894  0.00445904
        1334    0.904325    0.804968  0.00445632
        1335     0.90444    0.805043  0.00445361
        1336     0.90451    0.805117   0.0044509
        1337    0.904533    0.805192  0.00444819
        1338    0.904509    0.805266  0.00444548
        1339     0.90444     0.80534  0.00444278
        1340    0.904324    0.805414  0.00444008
        1341    0.904163    0.805487  0.00443738
        1342    0.903956    0.805561  0.00443468
        1343    0.903702    0.805634  0.00443198
        1344    0.903403    0.805707  0.00442928
        1345    0.903057    0.805779  0.00442658
        1346    0.902666    0.805851  0.00442387
        1347    0.902227    0.805923  0.00442117
        1348    0.901742    0.805994  0.00441846
        1349     0.90121    0.806064  0.00441575
        1350     0.90063    0.806134  0.00441303
        1351    0.900005    0.806204  0.00441031
        1352    0.899332    0.806273  0.00440759
        1353    0.898611    0.806341  0.00440486
        1354    0.897844    0.806409  0.00440212
        1355    0.897029    0.806475  0.00439938
        1356    0.896168    0.806542  0.00439664
        1357     0.89526    0.806607  0.00439388
        1358    0.894304    0.806671  0.00439112
        1359    0.893301    0.806735  0.00438835
        1360    0.892249    0.806798  0.00438558
        1361    0.891148     0.80686  0.00438279
        1362    0.889998    0.806921     0.00438
        1363    0.888799    0.806981   0.0043772
        1364     0.88755     0.80704  0.00437439
        1365    0.886251    0.807098  0.00437157
        1366    0.884902    0.807155  0.00436874
        1367    0.883502    0.807211   0.0043659
        1368     0.88205    0.807266  0.00436305
        1369    0.880545    0.807319  0.00436019
        1370    0.878989    0.807372  0.00435732
        1371    0.877379    0.807423  0.00435444
        1372    0.875717    0.807472  0.00435155
        1373    0.874001    0.807521  0.00434865
        1374    0.872233    0.807568  0.00434574
        1375    0.870411    0.807614  0.00434282
        1376    0.868535    0.807658  0.00433989
        1377    0.866604    0.807701  0.00433695
        1378    0.864618    0.807742    0.004334
        1379    0.862578    0.807782  0.00433104
        1380    0.860484     0.80782  0.00432807
        1381    0.858336    0.807857  0.00432509
        1382    0.856133    0.807892   0.0043221
        1383    0.853875    0.807925  0.00431911
        1384    0.851563    0.807956   0.0043161
        1385    0.849199    0.807986  0.00431309
        1386    0.846781    0.808014  0.00431007
        1387     0.84431     0.80804  0.00430704
        1388    0.841787    0.808065    0.004304
        1389    0.839212    0.808087  0.00430096
        1390    0.836586    0.808108  0.00429792
        1391    0.833911    0.808126  0.00429487
        1392    0.831186    0.808143  0.00429182
        1393    0.828413    0.808157  0.00428876
        1394    0.825593     0.80817   0.0042857
        1395    0.822726     0.80818  0.00428264
        1396    0.819815    0.808189  0.00427958
        1397    0.816864    0.808195  0.00427652
        1398    0.813872    0.808199  0.00427347
        1399    0.810842    0.808201  0.00427041
        1400    0.807775      0.8082  0.00426736
        1401    0.804672    0.808198  0.00426432
        1402    0.801537    0.808193  0.00426128
        1403     0.79837    0.808186  0.00425825
        1404    0.795176    0.808177  0.00425522
        1405    0.791955    0.808165  0.00425221
        1406    0.788711    0.808151  0.00424921
        1407    0.785448    0.808135  0.00424622
        1408    0.782168    0.808117  0.00424324
        1409    0.778873    0.808096  0.00424028
        1410    0.775569    0.808073  0.00423734
        1411    0.772257    0.808048  0.00423441
        1412    0.768941     0.80802   0.0042315
        1413    0.765625     0.80799  0.00422861
        1414    0.762311    0.807958  0.00422575
        1415    0.759004    0.807923   0.0042229
        1416    0.755708    0.807886  0.00422008
        1417    0.752427    0.807847  0.00421728
        1418    0.749166    0.807806  0.00421451
        1419    0.745927    0.807762  0.00421177
        1420    0.742716    0.807716  0.00420905
        1421    0.739537    0.807668  0.00420636
        1422    0.736393    0.807618   0.0042037
        1423    0.733289    0.807566  0.00420107
        1424    0.730228    0.807512  0.00419847
        1425    0.727215    0.807455  0.00419591
        1426    0.724255    0.807397  0.00419337
        1427    0.721352    0.807337  0.00419086
        1428     0.71851    0.807274  0.00418839
        1429    0.715732     0.80721  0.00418595
        1430    0.713023    0.807144  0.00418354
        1431    0.710387    0.807077  0.00418116
        1432    0.707829    0.807008  0.00417882
        1433    0.705353    0.806937   0.0041765
        1434    0.702964    0.806864  0.00417422
        1435    0.700664     0.80679  0.00417197
        1436    0.698458    0.806715  0.00416975
        1437    0.696348    0.806638  0.00416755
        1438     0.69434     0.80656  0.00416538
        1439    0.692436     0.80648  0.00416324
        1440    0.690639      0.8064  0.00416113
        1441    0.688952    0.806319  0.00415904
        1442    0.687378    0.806236  0.00415697
        1443    0.685919    0.806153  0.00415493
        1444    0.684579    0.806068  0.00415291
        1445    0.683361    0.805984   0.0041509
        1446    0.682267    0.805898  0.00414891
        1447    0.681298    0.805812  0.00414694
