#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.72432    -0.72432           0
           2   -0.727424   -0.725872  0.00109743
           3   -0.722224   -0.724656   0.0012333
           4   -0.719024   -0.723248   0.0015305
           5   -0.720304   -0.722659  0.00133286
           6    -0.72632   -0.723269  0.00124254
           7   -0.723952   -0.723367  0.00106885
           8   -0.724568   -0.723517 0.000945734
           9    -0.72256   -0.723411 0.000846609
          10    -0.72108   -0.723178  0.00079338
          11   -0.721488   -0.723024 0.000735973
          12   -0.718616   -0.722657  0.00076081
          13   -0.720728   -0.722508 0.000716605
          14   -0.725032   -0.722689 0.000687718
          15   -0.716464   -0.722274 0.000756782
          16   -0.720264   -0.722148  0.00071983
          17    -0.72156   -0.722113 0.000678318
          18   -0.717672   -0.721867 0.000684041
          19   -0.719904   -0.721763 0.000655792
          20   -0.717712   -0.721561  0.00065354
          21   -0.720392   -0.721505 0.000624784
          22   -0.722096   -0.721532 0.000596962
          23   -0.719704   -0.721453 0.000576274
          24   -0.720432    -0.72141 0.000553829
          25   -0.723736   -0.721503 0.000539434
          26   -0.719424   -0.721423  0.00052458
          27   -0.717968   -0.721295 0.000520525
          28   -0.724096   -0.721395 0.000511456
          29   -0.720328   -0.721358 0.000495142
          30   -0.721192   -0.721353 0.000478668
