#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.24723     0.24723           0
           2    0.250899    0.249065  0.00129715
           3    0.248793    0.248974 0.000867922
           4    0.246995     0.24848 0.000779347
           5     0.25188     0.24916 0.000871095
           6    0.241187    0.247831  0.00141365
           7    0.245648    0.247519  0.00124562
           8    0.243922    0.247069  0.00116826
           9    0.248953    0.247279  0.00105704
          10    0.246169    0.247168 0.000957138
          11     0.24836    0.247276 0.000876239
          12    0.249744    0.247482 0.000827001
          13     0.24375    0.247195 0.000811687
          14    0.242265    0.246843 0.000826558
          15    0.253946    0.247316 0.000896905
          16    0.250605    0.247522 0.000864082
          17    0.247087    0.247496 0.000813633
          18    0.243112    0.247253 0.000804058
          19    0.248996    0.247344 0.000766957
          20    0.248225    0.247388 0.000729873
          21    0.252592    0.247636 0.000735983
          22    0.242586    0.247407 0.000737461
          23    0.254874    0.247731 0.000773579
          24    0.256073    0.248079 0.000815693
          25    0.248163    0.248082 0.000783073
          26    0.253385    0.248286 0.000779066
          27    0.251207    0.248394 0.000757684
          28     0.25434    0.248607 0.000759793
          29    0.250345    0.248667 0.000735953
          30    0.245481     0.24856 0.000719043
