#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.83433     1.83433           0
           2     1.95201     1.89317   0.0416062
           3     1.91228     1.89954    0.028221
           4     1.86523     1.89096   0.0224316
           5     1.87308     1.88739   0.0182281
           6     1.90703     1.89066   0.0154813
           7     1.91025     1.89346   0.0135203
           8     1.86221     1.88955   0.0123816
           9     1.99184     1.90092   0.0153608
          10      1.8629     1.89712   0.0142874
          11     1.86306     1.89402   0.0133198
          12     1.80064     1.88624   0.0143035
          13     1.82196     1.88129   0.0140318
          14     1.89849     1.88252   0.0130832
          15     1.92288     1.88521   0.0124845
          16     1.84089     1.88244   0.0120077
          17     1.92208     1.88477   0.0115254
          18      1.8772     1.88435   0.0108928
          19     1.85365     1.88274   0.0104387
          20     1.91472     1.88434   0.0100385
          21     1.91078      1.8856   0.0096391
          22     1.91812     1.88707  0.00931363
          23     1.85434     1.88565  0.00901675
          24     1.92693     1.88737  0.00880358
          25     1.92057      1.8887    0.008551
          26     1.89613     1.88898  0.00822689
          27     1.94536     1.89107  0.00818282
          28     1.92278      1.8922  0.00796856
          29     1.90086      1.8925  0.00769937
          30     1.89581     1.89261  0.00744351
