#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
         781        2.42     2.82758   0.0401862
         782         1.7     2.82614   0.0401606
         783        2.02     2.82511   0.0401225
         784        3.94     2.82653   0.0400966
         785        3.38     2.82724   0.0400517
         786        3.46     2.82804   0.0400088
         787        5.14     2.83098   0.0400657
         788        5.14     2.83391   0.0401218
         789         4.1     2.83551   0.0401031
         790        6.66     2.84035   0.0403435
         791        5.14     2.84326   0.0403971
         792        1.62     2.84172   0.0403756
         793         2.9     2.84179   0.0403247
         794        2.42     2.84126   0.0402774
         795        4.58     2.84345   0.0402861
         796        3.94     2.84482    0.040259
         797         2.9     2.84489   0.0402086
         798        3.46     2.84566   0.0401656
         799        2.18     2.84483    0.040124
         800        2.42      2.8443   0.0400773
         801         2.5     2.84387   0.0400296
         802        3.46     2.84464   0.0399871
         803        3.46      2.8454   0.0399446
         804        2.02     2.84438   0.0399081
         805         1.3     2.84246   0.0399046
         806         2.9     2.84253   0.0398552
         807        3.94     2.84389    0.039829
         808         1.7     2.84248   0.0398048
         809         2.9     2.84255   0.0397557
         810        3.38     2.84321   0.0397122
         811        3.46     2.84397   0.0396705
         812        1.62     2.84246   0.0396502
         813        2.74     2.84234   0.0396017
         814        1.62     2.84084   0.0395815
         815        3.46      2.8416   0.0395402
         816         2.9     2.84167   0.0394918
         817         4.5      2.8437   0.0394956
         818         1.3     2.84181   0.0394924
         819        1.06     2.83963    0.039504
         820         2.5     2.83922    0.039458
         821         4.5     2.84124   0.0394618
         822        5.78     2.84482   0.0395754
         823        3.46     2.84557   0.0395344
         824         1.3     2.84369   0.0395309
         825        3.06     2.84395   0.0394838
         826        2.42     2.84344   0.0394394
         827         4.5     2.84544   0.0394425
         828         1.3     2.84357    0.039439
         829        3.38     2.84422   0.0393967
         830        3.06     2.84448   0.0393501
         831        4.58     2.84657   0.0393582
         832        3.38     2.84721   0.0393161
         833         2.9     2.84727   0.0392689
         834        3.46     2.84801   0.0392287
         835        2.02     2.84702   0.0391943
         836        2.02     2.84603   0.0391599
         837        2.02     2.84504   0.0391255
         838        2.42     2.84453   0.0390821
         839        1.46     2.84288   0.0390704
         840        5.78     2.84638     0.03918
         841         4.1     2.84787   0.0391617
         842        3.94     2.84917   0.0391367
         843        5.14     2.85189   0.0391845
         844        2.42     2.85137   0.0391414
         845        3.06     2.85162   0.0390959
         846        2.42     2.85111    0.039053
         847         4.5     2.85306   0.0390554
         848        5.14     2.85575   0.0391023
         849         4.1     2.85722   0.0390837
         850         1.7     2.85586   0.0390615
         851         1.3     2.85403   0.0390583
         852        2.02     2.85305   0.0390247
         853        2.02     2.85208   0.0389912
         854        2.02      2.8511   0.0389577
         855        2.02     2.85013   0.0389243
         856        2.02     2.84916   0.0388909
         857         4.1     2.85062   0.0388729
         858        5.86     2.85413   0.0389855
         859        3.06     2.85437   0.0389408
         860         4.5     2.85628   0.0389426
         861        3.94     2.85754   0.0389177
         862        3.06     2.85777   0.0388732
         863         2.9     2.85782   0.0388282
         864         2.9     2.85787   0.0387833
         865         2.5     2.85746   0.0387407
         866         1.7     2.85612    0.038719
         867         1.3     2.85433   0.0387159
         868        1.78     2.85309   0.0386911
         869        1.62     2.85167   0.0386726
         870        2.42     2.85117   0.0386313
         871         1.7     2.84985   0.0386095
         872         2.9     2.84991   0.0385653
         873        1.46     2.84832    0.038554
         874        1.94     2.84728   0.0385239
         875        3.38     2.84789   0.0384847
         876         2.9     2.84795   0.0384408
         877        3.46     2.84864   0.0384033
         878        3.46     2.84934   0.0383659
         879        2.02      2.8484   0.0383338
         880        2.42     2.84791   0.0382933
         881        2.42     2.84742   0.0382529
         882        2.74      2.8473   0.0382098
         883        5.14      2.8499   0.0382546
         884        5.14     2.85249    0.038299
         885        2.42       2.852   0.0382588
         886        3.94     2.85323   0.0382353
         887         3.7     2.85418   0.0382041
         888        3.38     2.85477   0.0381657
         889        5.86     2.85816   0.0382722
         890        3.46     2.85883   0.0382352
         891         1.7     2.85753   0.0382144
         892        3.94     2.85874   0.0381908
         893        3.94     2.85996   0.0381672
         894        2.02     2.85902   0.0381361
         895        2.42     2.85853   0.0380966
         896        2.18     2.85777   0.0380616
         897         7.3     2.86272     0.03834
         898        3.94     2.86392   0.0383161
         899        3.94     2.86512   0.0382922
         900        1.46     2.86356   0.0382814
         901        3.46     2.86422   0.0382447
         902        0.74     2.86186   0.0382747
         903        4.58     2.86377   0.0382796
         904        3.94     2.86496   0.0382557
         905        0.74     2.86261   0.0382855
         906        2.02     2.86168   0.0382545
         907        0.98      2.8596   0.0382685
         908        0.74     2.85727   0.0382975
         909        4.58     2.85916   0.0383023
         910        2.02     2.85824   0.0382713
         911         1.3     2.85653   0.0382675
         912        3.38     2.85711   0.0382298
         913        1.62     2.85575   0.0382119
         914         1.7     2.85449    0.038191
         915        4.58     2.85637   0.0381958
         916        5.86     2.85965   0.0382946
         917         2.5     2.85926   0.0382549
         918        1.46     2.85773   0.0382436
         919         1.3     2.85604   0.0382395
         920         2.5     2.85565   0.0381999
         921        3.38     2.85622   0.0381626
         922        1.62     2.85488   0.0381448
         923        2.74     2.85476   0.0381037
         924        2.02     2.85385   0.0380731
         925        2.42     2.85338   0.0380349
         926        2.02     2.85248   0.0380044
         927         1.3     2.85081   0.0380003
         928        3.94     2.85198   0.0379775
         929        3.06     2.85221   0.0379373
         930         1.3     2.85054   0.0379332
         931        2.42     2.85008   0.0378953
         932         2.9     2.85013   0.0378546
         933        2.02     2.84924   0.0378245
         934        2.42     2.84878   0.0377868
         935         4.1     2.85012   0.0377701
         936        3.38     2.85068    0.037734
         937        0.98     2.84869   0.0377465
         938         2.5     2.84832   0.0377081
         939        3.06     2.84854   0.0376686
         940         2.9      2.8486   0.0376286
         941        2.18     2.84789   0.0375953
         942         2.5     2.84752   0.0375572
         943         1.7      2.8463   0.0375371
         944        1.06     2.84441    0.037545
         945        1.06     2.84252   0.0375527
         946        0.98     2.84055   0.0375646
         947         2.5     2.84019   0.0375266
         948        4.58     2.84203   0.0375319
         949         2.9     2.84209   0.0374924
         950        3.46     2.84274   0.0374586
         951         4.1     2.84406   0.0374425
         952         2.9     2.84412   0.0374032
         953         3.7     2.84502   0.0373747
         954        3.38     2.84558   0.0373398
         955        4.58     2.84739   0.0373448
         956        2.18     2.84669   0.0373123
         957        3.38     2.84725   0.0372775
         958        3.94     2.84839    0.037256
         959         2.5     2.84803   0.0372189
         960        0.98     2.84608    0.037231
         961         2.5     2.84572    0.037194
         962        1.06     2.84387   0.0372016
         963        2.18     2.84318   0.0371694
         964        2.42     2.84274   0.0371334
         965         2.9      2.8428    0.037095
         966         2.9     2.84286   0.0370566
         967        1.06     2.84101   0.0370641
         968        3.94     2.84215   0.0370432
         969         2.5      2.8418   0.0370067
         970        3.38     2.84235   0.0369727
         971         1.7     2.84117   0.0369533
         972         2.5     2.84082    0.036917
         973        5.14     2.84319   0.0369546
         974        3.38     2.84374   0.0369207
         975         4.5     2.84544   0.0369219
         976        3.46     2.84607   0.0368895
         977         2.9     2.84612   0.0368518
         978        3.94     2.84724    0.036831
         979         1.7     2.84607   0.0368121
         980        2.42     2.84563   0.0367771
         981         1.7     2.84446   0.0367581
         982         2.5     2.84411   0.0367224
         983         2.5     2.84376   0.0366867
         984         2.5     2.84341    0.036651
         985         2.5     2.84307   0.0366155
         986        5.78     2.84604   0.0366993
         987         2.9      2.8461   0.0366622
         988         2.9     2.84615   0.0366251
         989        2.42     2.84572   0.0365906
         990        2.42     2.84529   0.0365562
         991        3.46     2.84591   0.0365245
         992         1.7     2.84476    0.036506
         993        2.74     2.84465   0.0364694
         994        3.06     2.84487   0.0364333
         995        5.78     2.84782   0.0365159
         996        3.94     2.84892   0.0364957
         997        2.02     2.84808   0.0364686
         998         2.9     2.84814   0.0364321
         999         1.7     2.84699   0.0364138
        1000        2.02     2.84616   0.0363867
        1001         2.9     2.84621   0.0363504
        1002        2.18     2.84555   0.0363202
        1003        3.94     2.84664   0.0363004
        1004        2.02     2.84582   0.0362736
        1005        1.46     2.84444   0.0362637
        1006        1.06     2.84266    0.036271
        1007        3.46     2.84328   0.0362402
        1008        5.14     2.84556   0.0362758
        1009         2.9     2.84561   0.0362398
        1010         1.7     2.84448   0.0362217
        1011         2.9     2.84453   0.0361859
        1012        3.46     2.84514   0.0361553
        1013         2.5      2.8448   0.0361212
        1014        3.06     2.84501   0.0360862
        1015         2.9     2.84506   0.0360507
        1016        2.02     2.84425   0.0360243
        1017        2.42     2.84383   0.0359913
        1018        2.18     2.84318   0.0359619
        1019        2.18     2.84253   0.0359325
        1020        0.74     2.84047   0.0359563
        1021         2.5     2.84014   0.0359227
        1022        1.62     2.83894   0.0359073
        1023        1.62     2.83775    0.035892
        1024        1.62     2.83656   0.0358767
        1025         1.7     2.83545   0.0358588
        1026        2.02     2.83466   0.0358326
        1027        0.98     2.83285   0.0358432
        1028        0.58     2.83066   0.0358753
        1029        3.06     2.83088   0.0358411
        1030         2.9     2.83095   0.0358064
        1031        3.94     2.83203   0.0357878
        1032         4.5     2.83364   0.0357896
        1033        3.38     2.83417   0.0357589
        1034         2.9     2.83424   0.0357243
        1035         6.1     2.83739   0.0358289
        1036        1.94     2.83653   0.0358048
        1037         4.1     2.83774    0.035791
        1038         2.5     2.83742    0.035758
        1039         4.5     2.83902   0.0357594
        1040        1.46     2.83769   0.0357496
        1041        0.74     2.83568    0.035772
        1042        3.46     2.83628   0.0357426
        1043        1.62     2.83511   0.0357274
        1044        0.98     2.83333   0.0357373
        1045        2.18     2.83271   0.0357086
        1046        2.18     2.83208   0.0356799
        1047        2.18     2.83146   0.0356513
        1048        3.38     2.83198   0.0356211
        1049        1.46     2.83068   0.0356111
        1050        1.46     2.82937   0.0356011
        1051         2.9     2.82944   0.0355673
        1052        2.02     2.82867   0.0355418
        1053        3.94     2.82972   0.0355238
        1054        3.94     2.83078   0.0355057
        1055        2.18     2.83016   0.0354774
        1056         2.5     2.82985   0.0354452
        1057        5.14     2.83203   0.0354789
        1058        3.46     2.83263   0.0354504
        1059         2.9     2.83269    0.035417
        1060        2.02     2.83192   0.0353918
        1061         2.9     2.83199   0.0353585
        1062        2.42      2.8316   0.0353274
        1063         2.5     2.83129   0.0352955
        1064        3.38      2.8318   0.0352661
        1065         2.9     2.83187   0.0352331
        1066         2.5     2.83156   0.0352014
        1067        1.46     2.83027   0.0351918
        1068         2.9     2.83034    0.035159
        1069        5.14      2.8325   0.0351924
        1070        2.02     2.83174   0.0351677
        1071        1.62     2.83061   0.0351531
        1072        3.46     2.83119   0.0351252
        1073         2.5     2.83089   0.0350938
        1074         2.9     2.83095   0.0350612
        1075        5.14      2.8331   0.0350943
        1076        3.06     2.83331   0.0350623
        1077        1.62     2.83218   0.0350478
        1078        1.62     2.83106   0.0350334
        1079        1.62     2.82994   0.0350189
        1080        0.74       2.828   0.0350399
        1081        0.74     2.82607   0.0350607
        1082        2.02     2.82532   0.0350362
        1083        3.46     2.82591   0.0350087
        1084        3.94     2.82694   0.0349915
        1085         2.5     2.82664   0.0349605
        1086        3.38     2.82715   0.0349321
        1087        3.38     2.82765   0.0349036
        1088         1.3     2.82625   0.0348998
        1089        3.38     2.82676   0.0348714
        1090         2.5     2.82646   0.0348407
        1091        2.42     2.82609   0.0348108
        1092        2.02     2.82535   0.0347867
        1093         2.5     2.82505   0.0347562
        1094        3.94     2.82607   0.0347394
        1095         2.9     2.82614   0.0347077
        1096        3.94     2.82715   0.0346909
        1097        4.58     2.82875   0.0346961
        1098        5.14     2.83086   0.0347283
        1099        3.06     2.83106   0.0346973
        1100         1.7     2.83004    0.034681
        1101        3.38     2.83054   0.0346531
        1102        3.06     2.83074   0.0346223
        1103        1.62     2.82965   0.0346083
        1104        3.38     2.83014   0.0345805
        1105         2.9     2.83021   0.0345493
        1106        3.38     2.83071   0.0345216
        1107        4.82      2.8325   0.0345372
        1108        6.66     2.83596   0.0346783
        1109         2.5     2.83565   0.0346484
        1110        2.42     2.83528   0.0346192
        1111         4.1     2.83642   0.0346067
        1112        5.14     2.83849   0.0346375
        1113        4.58     2.84005   0.0346418
        1114         2.9     2.84011   0.0346107
        1115         3.7     2.84088   0.0345882
        1116        3.38     2.84136   0.0345606
        1117         2.5     2.84106    0.034531
        1118        2.42     2.84068   0.0345022
        1119        3.94     2.84166   0.0344854
        1120        2.18     2.84107   0.0344596
        1121         2.9     2.84112   0.0344289
        1122        3.38      2.8416   0.0344016
        1123        3.46     2.84215   0.0343754
        1124        3.94     2.84313   0.0343587
        1125         1.3     2.84176   0.0343555
        1126        2.18     2.84117     0.03433
        1127         1.7     2.84016   0.0343145
        1128         1.7     2.83915   0.0342989
        1129         3.7     2.83991    0.034277
        1130        3.94     2.84088   0.0342605
        1131        3.46     2.84143   0.0342346
        1132         2.9     2.84148   0.0342044
        1133        3.46     2.84203   0.0341786
        1134        1.62     2.84095   0.0341654
        1135        2.42     2.84058   0.0341373
        1136        1.62     2.83951   0.0341242
        1137         1.7      2.8385   0.0341089
        1138         4.5     2.83996   0.0341101
        1139         2.5     2.83967   0.0340815
        1140         2.5     2.83937   0.0340529
        1141        2.02     2.83865   0.0340306
        1142        2.18     2.83807   0.0340057
        1143         2.5     2.83778   0.0339772
        1144        3.06     2.83797   0.0339481
        1145        0.74     2.83614   0.0339679
        1146         2.5     2.83585   0.0339395
        1147        2.34     2.83541   0.0339126
        1148        1.06     2.83387   0.0339184
        1149        1.94     2.83309   0.0338978
        1150         1.7      2.8321   0.0338826
        1151        5.14     2.83411   0.0339124
        1152        3.46     2.83465   0.0338873
        1153        2.02     2.83395   0.0338653
        1154         2.5     2.83366   0.0338372
        1155        3.38     2.83413   0.0338112
        1156        3.46     2.83467   0.0337863
        1157        2.18     2.83411   0.0337618
        1158         2.5     2.83382   0.0337339
        1159         5.3     2.83594   0.0337719
        1160         2.9       2.836   0.0337428
        1161        3.94     2.83695   0.0337271
        1162         4.5     2.83838   0.0337285
        1163        3.14     2.83864   0.0337004
        1164        2.42     2.83828   0.0336734
        1165         4.1     2.83936   0.0336619
        1166        3.38     2.83983   0.0336362
        1167         1.7     2.83885   0.0336216
        1168         1.7     2.83788   0.0336069
        1169        3.06     2.83807   0.0335787
        1170         2.9     2.83812   0.0335501
        1171        3.94     2.83906   0.0335346
        1172        2.42      2.8387   0.0335079
        1173        3.46     2.83923   0.0334835
        1174        0.98     2.83765   0.0334924
        1175        3.06     2.83784   0.0334645
        1176        0.74     2.83605   0.0334835
        1177         4.1     2.83713   0.0334723
        1178         0.5     2.83514   0.0335026
        1179         2.9      2.8352   0.0334743
        1180         2.5     2.83492   0.0334471
        1181         2.9     2.83497   0.0334188
        1182        2.02     2.83428   0.0333977
        1183        1.62     2.83325   0.0333852
        1184        2.02     2.83257   0.0333641
        1185        3.38     2.83303   0.0333391
        1186        3.46     2.83356   0.0333152
        1187         4.1     2.83463   0.0333042
        1188         2.5     2.83434   0.0332774
        1189        3.46     2.83487   0.0332535
        1190        4.58     2.83634   0.0332579
        1191        3.46     2.83686   0.0332341
        1192        3.94     2.83779   0.0332191
        1193        4.58     2.83925   0.0332233
        1194        2.42     2.83889   0.0331974
        1195        3.06     2.83908   0.0331701
        1196        1.62     2.83806    0.033158
        1197         3.7     2.83878   0.0331382
        1198        2.74      2.8387   0.0331106
        1199         4.1     2.83975   0.0330997
        1200        4.82      2.8414   0.0331132
        1201        3.46     2.84192   0.0330896
        1202         2.9     2.84196   0.0330622
        1203        1.94     2.84121   0.0330432
        1204        2.02     2.84053   0.0330228
        1205         1.3     2.83925   0.0330201
        1206         1.3     2.83798   0.0330174
        1207        4.58     2.83942   0.0330216
        1208         2.9     2.83947   0.0329943
        1209        1.62     2.83846   0.0329824
        1210        1.94     2.83772   0.0329635
        1211        2.74     2.83764   0.0329364
        1212         4.1     2.83868   0.0329256
        1213         1.3     2.83741   0.0329229
        1214        2.02     2.83674   0.0329027
        1215        3.06     2.83692   0.0328761
        1216         4.5     2.83829   0.0328775
        1217        4.58     2.83972   0.0328816
        1218        3.38     2.84016   0.0328576
        1219         2.5     2.83989   0.0328319
        1220        3.06     2.84007   0.0328055
        1221        3.38     2.84051   0.0327816
        1222         2.9     2.84056   0.0327548
        1223        3.46     2.84106   0.0327319
        1224         2.5     2.84078   0.0327064
        1225         1.7     2.83985   0.0326929
        1226         2.9      2.8399   0.0326663
        1227         2.9     2.83995   0.0326397
        1228        3.94     2.84085   0.0326254
        1229         4.5      2.8422   0.0326268
        1230         1.3     2.84094   0.0326243
        1231        5.14     2.84281   0.0326512
        1232        5.14     2.84468   0.0326779
        1233        3.46     2.84517   0.0326552
        1234        5.14     2.84703   0.0326817
        1235        4.58     2.84844   0.0326853
        1236         1.7     2.84751   0.0326721
        1237        2.02     2.84684   0.0326525
        1238        2.02     2.84617    0.032633
        1239        1.46     2.84505   0.0326258
        1240        3.94     2.84594   0.0326115
        1241        2.18      2.8454   0.0325896
        1242        5.14     2.84725   0.0326157
        1243        4.58     2.84864   0.0326192
        1244        3.06     2.84881   0.0325934
        1245        3.94     2.84969    0.032579
        1246        3.94     2.85056   0.0325646
        1247         2.9      2.8506   0.0325386
        1248        1.62     2.84962   0.0325274
        1249        1.62     2.84863   0.0325163
        1250        2.42     2.84829   0.0324921
        1251         1.7     2.84737   0.0324791
        1252        3.38      2.8478   0.0324559
        1253        2.02     2.84713   0.0324367
        1254         4.1     2.84813   0.0324262
        1255        2.18      2.8476   0.0324048
        1256         2.5     2.84732   0.0323802
        1257        3.46     2.84781   0.0323581
        1258        1.62     2.84684   0.0323471
        1259        2.42      2.8465   0.0323231
        1260        1.06     2.84508   0.0323286
        1261        4.58     2.84646   0.0323322
        1262        1.62     2.84548   0.0323212
        1263        3.38     2.84591   0.0322984
        1264        2.18     2.84538   0.0322771
        1265         2.9     2.84542   0.0322516
        1266        1.62     2.84445   0.0322407
        1267        2.02      2.8438   0.0322218
        1268        3.38     2.84423   0.0321991
        1269        1.62     2.84326   0.0321882
        1270         2.5     2.84299    0.032164
        1271        3.94     2.84386   0.0321503
        1272         1.3     2.84264   0.0321479
        1273        3.94      2.8435   0.0321342
        1274        2.18     2.84298   0.0321132
        1275         2.9     2.84303   0.0320881
        1276        3.38     2.84345   0.0320657
        1277        2.18     2.84293   0.0320448
        1278         5.3     2.84485   0.0320773
        1279        3.38     2.84527    0.032055
        1280        2.18     2.84475   0.0320341
        1281         2.5     2.84448   0.0320103
        1282        3.38      2.8449    0.031988
        1283        2.02     2.84426   0.0319695
        1284         4.1     2.84523   0.0319596
        1285        3.94     2.84609   0.0319461
        1286        3.38      2.8465   0.0319239
        1287         2.9     2.84654   0.0318992
        1288        4.42     2.84776   0.0318978
        1289        3.06     2.84793   0.0318735
        1290        0.74     2.84629   0.0318906
        1291        2.42     2.84596   0.0318676
        1292         1.7     2.84508   0.0318553
        1293        3.38     2.84549   0.0318333
        1294        3.14     2.84572   0.0318095
        1295         1.7     2.84483   0.0317973
        1296         2.5     2.84457   0.0317739
        1297        2.18     2.84406   0.0317535
        1298        1.62     2.84311    0.031743
        1299         4.1     2.84408   0.0317333
        1300        3.38     2.84449   0.0317116
        1301        2.18     2.84398   0.0316913
        1302         2.9     2.84402    0.031667
        1303        3.94     2.84487   0.0316539
        1304        3.06     2.84503   0.0316301
        1305        3.94     2.84587   0.0316169
        1306        1.62     2.84493   0.0316067
        1307        3.38     2.84534   0.0315851
        1308        1.62      2.8444   0.0315749
        1309         2.5     2.84414   0.0315519
        1310        1.62     2.84321   0.0315416
        1311         1.3     2.84203   0.0315395
        1312        0.74     2.84043   0.0315561
        1313        1.46     2.83938   0.0315496
        1314         4.5     2.84064   0.0315509
        1315        2.02     2.84002   0.0315331
        1316         2.9     2.84006   0.0315091
        1317         5.3     2.84193   0.0315405
        1318        2.18     2.84143   0.0315206
        1319        3.06     2.84159   0.0314971
        1320         4.1     2.84255   0.0314877
        1321        3.94     2.84338   0.0314748
        1322        4.42     2.84457   0.0314736
        1323         4.5     2.84582   0.0314747
        1324         5.3     2.84767   0.0315054
        1325        3.46     2.84814    0.031485
        1326        2.42     2.84781    0.031463
        1327        2.18     2.84731   0.0314433
        1328         2.9     2.84735   0.0314196
        1329        2.42     2.84703   0.0313976
        1330         1.3     2.84586   0.0313956
        1331         2.9     2.84591    0.031372
        1332         1.7     2.84505   0.0313602
        1333        3.94     2.84587   0.0313475
        1334         1.7     2.84501   0.0313357
        1335        5.78     2.84721   0.0313893
        1336         2.9     2.84725   0.0313658
        1337        2.02     2.84663   0.0313485
        1338         1.7     2.84577   0.0313367
        1339        1.46     2.84473   0.0313304
        1340        1.94     2.84406   0.0313143
        1341         2.9      2.8441    0.031291
        1342        5.78     2.84629   0.0313441
        1343        4.42     2.84746   0.0313426
        1344         1.3     2.84631   0.0313404
        1345        2.02      2.8457   0.0313232
        1346         2.9     2.84574   0.0312999
        1347         4.5     2.84696   0.0313008
        1348         2.9       2.847   0.0312776
        1349         2.5     2.84675   0.0312554
        1350         2.5     2.84649   0.0312333
        1351        5.78     2.84866   0.0312856
        1352        3.06     2.84882   0.0312629
        1353         2.5     2.84856   0.0312408
        1354        3.46     2.84901    0.031221
        1355         2.9     2.84905    0.031198
        1356        1.06     2.84773   0.0312029
        1357        1.62     2.84682    0.031193
        1358         2.9     2.84686     0.03117
        1359        3.38     2.84726   0.0311496
        1360        2.02     2.84665   0.0311326
        1361        2.42     2.84633   0.0311113
        1362        2.42     2.84602     0.03109
        1363        2.42     2.84571   0.0310688
        1364        0.74     2.84416   0.0310844
        1365         2.5     2.84391   0.0310626
        1366         2.9     2.84395   0.0310399
        1367        3.06     2.84411   0.0310176
        1368         2.5     2.84386   0.0309959
        1369         2.5     2.84361   0.0309743
        1370        3.46     2.84406    0.030955
        1371         2.5     2.84381   0.0309334
        1372         1.7     2.84297   0.0309221
        1373         2.9     2.84302   0.0308996
        1374        2.02     2.84242   0.0308829
        1375        3.46     2.84287   0.0308637
        1376         2.9     2.84291   0.0308413
        1377         4.1     2.84382   0.0308324
        1378         3.7     2.84444   0.0308163
        1379        2.42     2.84413   0.0307955
        1380         2.9     2.84417   0.0307732
        1381        3.38     2.84456   0.0307534
        1382         2.5     2.84431   0.0307321
        1383        2.42     2.84401   0.0307114
        1384        2.18     2.84353    0.030693
        1385        1.62     2.84264   0.0306836
        1386        3.94     2.84343   0.0306716
        1387        2.02     2.84284   0.0306553
        1388        2.18     2.84236   0.0306369
        1389        2.74     2.84229   0.0306149
        1390        4.58     2.84354   0.0306184
        1391         4.1     2.84444   0.0306097
        1392        3.94     2.84523   0.0305979
        1393         2.9     2.84527   0.0305759
        1394        4.58     2.84651   0.0305793
        1395        5.78     2.84862   0.0306296
        1396        3.38       2.849     0.03061
        1397         2.9     2.84903   0.0305881
        1398        2.02     2.84844    0.030572
        1399         2.9     2.84848   0.0305502
        1400        3.94     2.84926   0.0305383
        1401         1.7     2.84844   0.0305275
        1402        1.62     2.84756   0.0305183
        1403        1.94     2.84691   0.0305034
        1404        2.42     2.84661   0.0304832
        1405         3.7     2.84722   0.0304675
        1406        5.14     2.84885   0.0304895
        1407        5.14     2.85048   0.0305113
        1408         4.1     2.85136   0.0305025
        1409        2.18     2.85089   0.0304846
        1410         4.1     2.85177   0.0304758
        1411        3.46      2.8522   0.0304573
        1412         2.9     2.85224   0.0304357
        1413        2.02     2.85165   0.0304199
        1414        3.38     2.85202   0.0304007
        1415         2.9     2.85206   0.0303792
        1416        3.14     2.85226   0.0303584
        1417        3.46     2.85269     0.03034
        1418         2.9     2.85272   0.0303187
        1419        3.94     2.85349    0.030307
        1420        1.62     2.85262   0.0302981
        1421        2.18     2.85215   0.0302804
        1422        1.62     2.85128   0.0302715
        1423         1.7     2.85047   0.0302611
        1424        1.22     2.84933   0.0302615
        1425        2.18     2.84886   0.0302439
        1426         1.7     2.84805   0.0302334
        1427         2.5     2.84781   0.0302132
        1428         4.5     2.84896   0.0302142
        1429         2.9       2.849   0.0301931
        1430         2.9     2.84903    0.030172
        1431         2.9     2.84907   0.0301509
        1432         2.9     2.84911   0.0301299
        1433        0.98      2.8478   0.0301371
        1434         1.3     2.84672   0.0301354
        1435        3.46     2.84715   0.0301174
        1436         2.9     2.84719   0.0300965
        1437        1.62     2.84633   0.0300876
        1438         3.7     2.84693   0.0300726
        1439         4.5     2.84808   0.0300736
        1440         2.9     2.84811   0.0300527
        1441         4.5     2.84926   0.0300537
        1442        3.94     2.85001   0.0300424
        1443        1.46     2.84905    0.030037
        1444         2.5     2.84881   0.0300172
        1445        2.02     2.84824   0.0300019
        1446        2.18     2.84777   0.0299847
        1447        3.46      2.8482    0.029967
        1448         2.9     2.84823   0.0299463
        1449         1.7     2.84744   0.0299361
        1450        2.02     2.84687   0.0299209
        1451        1.94     2.84624   0.0299068
        1452        4.58     2.84744   0.0299101
        1453        3.06     2.84758   0.0298898
        1454        3.06     2.84773   0.0298696
        1455        0.98     2.84645   0.0298767
        1456        1.62      2.8456    0.029868
        1457         2.9     2.84564   0.0298475
        1458        4.58     2.84683   0.0298508
        1459        1.46     2.84588   0.0298454
        1460         2.9     2.84592    0.029825
        1461        3.06     2.84606    0.029805
        1462         2.5     2.84583   0.0297855
        1463        2.42     2.84554   0.0297666
        1464        2.02     2.84497   0.0297516
        1465        2.02     2.84441   0.0297366
        1466        2.02     2.84385   0.0297216
        1467         4.5     2.84498   0.0297228
        1468        3.46      2.8454   0.0297055
        1469        4.82     2.84674   0.0297157
        1470        2.42     2.84645   0.0296969
        1471        1.06     2.84523   0.0297015
        1472         2.5       2.845   0.0296823
        1473        2.02     2.84444   0.0296674
        1474        3.94     2.84518   0.0296566
        1475         2.9     2.84522   0.0296365
        1476         2.9     2.84526   0.0296165
        1477        2.74     2.84519   0.0295965
        1478        3.94     2.84593   0.0295857
        1479        5.86     2.84796   0.0296358
        1480        2.18     2.84751   0.0296193
        1481        3.38     2.84787   0.0296014
        1482        3.38     2.84823   0.0295836
        1483        3.94     2.84897   0.0295728
        1484        3.46     2.84938   0.0295558
        1485        2.02     2.84882   0.0295412
        1486        3.38     2.84918   0.0295234
        1487        3.94     2.84991   0.0295127
        1488         2.9     2.84995   0.0294929
        1489        3.46     2.85036   0.0294759
        1490        3.94     2.85109   0.0294652
        1491         1.3     2.85005   0.0294638
        1492        3.06     2.85019   0.0294444
        1493        2.02     2.84963   0.0294299
        1494         1.3     2.84859   0.0294285
        1495        2.42     2.84831   0.0294102
        1496         2.9     2.84834   0.0293906
        1497        3.46     2.84875   0.0293738
        1498         2.9     2.84879   0.0293542
        1499         1.7     2.84802   0.0293446
        1500        3.38     2.84837   0.0293272
        1501         4.5     2.84947   0.0293283
        1502         2.9     2.84951   0.0293088
        1503        2.42     2.84922   0.0292907
        1504         2.9     2.84926   0.0292712
        1505         2.5     2.84902   0.0292527
        1506        3.94     2.84975   0.0292422
        1507        3.38      2.8501   0.0292249
        1508        2.02     2.84955   0.0292107
        1509         1.7     2.84879   0.0292013
        1510        3.94     2.84951   0.0291909
        1511        1.62      2.8487   0.0291829
        1512        3.38     2.84905   0.0291658
        1513        1.62     2.84824   0.0291578
        1514         1.7     2.84748   0.0291484
        1515         4.5     2.84857   0.0291496
        1516        5.86     2.85055   0.0291979
        1517         2.5     2.85032   0.0291796
        1518        3.38     2.85067   0.0291625
        1519        1.06     2.84949   0.0291671
        1520        2.42     2.84921   0.0291493
        1521        3.38     2.84956   0.0291322
        1522        2.74     2.84949   0.0291131
        1523         4.5     2.85057   0.0291142
        1524         2.5     2.85034    0.029096
        1525        3.38     2.85069    0.029079
        1526        3.38     2.85104    0.029062
        1527        1.46     2.85012   0.0290572
        1528        2.74     2.85005   0.0290383
        1529        3.38      2.8504   0.0290214
        1530         2.9     2.85043   0.0290024
