#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.64616    -0.64616           0
           2   -0.648584   -0.647372 0.000857013
           3   -0.646544   -0.647096 0.000614179
           4   -0.642896   -0.646046  0.00101934
           5   -0.645608   -0.645958 0.000819229
           6   -0.646984   -0.646129 0.000700297
           7   -0.647976   -0.646393 0.000648042
           8   -0.646232   -0.646373  0.00056735
           9   -0.647032   -0.646446 0.000509014
          10   -0.646248   -0.646426 0.000458498
          11   -0.647144   -0.646492 0.000421432
          12   -0.645328   -0.646395 0.000397312
          13   -0.647896    -0.64651 0.000383167
          14   -0.649752   -0.646742 0.000419979
          15   -0.645152   -0.646636 0.000405132
          16    -0.64604   -0.646599 0.000381518
          17     -0.6468    -0.64661  0.00035926
          18   -0.643912    -0.64646 0.000369255
          19   -0.649896   -0.646641 0.000391598
          20   -0.642768   -0.646448 0.000417166
          21   -0.649456   -0.646591 0.000421181
          22   -0.645656   -0.646548 0.000404174
          23   -0.646232   -0.646535 0.000386836
          24   -0.646856   -0.646548 0.000370949
          25   -0.646896   -0.646562 0.000356372
          26   -0.646752   -0.646569 0.000342741
          27   -0.644552   -0.646495 0.000338092
          28   -0.646072   -0.646479 0.000326353
          29   -0.646352   -0.646475  0.00031513
          30   -0.646288   -0.646469 0.000304687
