1	0
1.2646	0.00566799
1.62354	0.00630528
1.84337	0.00792984
2.08332	0.0079168
2.2578	0.00995102
2.45418	0.0105753
2.607	0.011413
2.77396	0.0121051
2.90306	0.012925
3.05371	0.0137281
3.18356	0.0140534
3.32701	0.0148296
3.44808	0.0166375
3.57403	0.0163424
3.68728	0.0173303
3.80712	0.0183378
3.91479	0.0195319
4.02729	0.0189699
4.12092	0.0195541
4.22822	0.019762
4.32722	0.0204161
4.42111	0.0194977
4.50919	0.0186895
4.61114	0.0196996
4.70004	0.0199733
4.78566	0.0199039
4.87479	0.0205162
4.97076	0.0207922
5.05577	0.0223235
5.1448	0.0234875
5.22014	0.0235019
5.299	0.0240351
5.3725	0.0239219
5.44595	0.0240567
5.5325	0.025418
5.60964	0.0251662
5.69057	0.0248928
5.76691	0.0246971
5.84314	0.0250596
5.91143	0.0247102
5.99068	0.0254515
6.06396	0.0256457
6.14043	0.0261376
6.20768	0.0260836
6.27511	0.0266778
6.33707	0.0266967
6.4011	0.0275153
6.48016	0.0284039
6.5592	0.0293499
6.62402	0.029749
6.67967	0.0302786
6.73848	0.030246
6.80122	0.0300331
6.86023	0.0292377
6.91643	0.0296864
6.9796	0.0299592
7.03262	0.0311657
7.09563	0.0318706
7.14263	0.0316288
7.21055	0.0320025
7.27123	0.0321573
7.32971	0.0320982
7.38601	0.0326137
7.44797	0.0325728
7.50656	0.0327923
7.55842	0.0332996
7.61442	0.0330319
7.67396	0.0339226
7.72344	0.0333265
7.78054	0.0334545
7.83197	0.0337217
7.88743	0.034061
7.93604	0.0346612
7.98906	0.0349735
8.05281	0.0348224
8.10201	0.0348812
8.15297	0.0350554
8.20907	0.0357285
8.2642	0.0355038
8.31642	0.0366703
8.35691	0.0369884
8.40754	0.0373911
8.45808	0.0377352
8.5081	0.0377539
8.57421	0.0382721
8.621	0.038439
8.66597	0.0384442
8.71635	0.0395087
8.75817	0.0389834
8.80305	0.0388392
8.8481	0.0384398
8.90556	0.0373171
8.95253	0.0369196
8.99462	0.0371343
9.03436	0.0376312
9.08087	0.0385323
9.12768	0.0386858
9.17383	0.0392618
9.21292	0.0401277
