#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      1.3227      1.3227           0
           2     1.37709     1.34989   0.0192305
           3     1.35916     1.35298   0.0130659
           4     1.32899     1.34698   0.0110906
           5     1.34722     1.34703   0.0088726
           6     1.34689     1.34701  0.00739386
           7     1.35806     1.34859  0.00650412
           8     1.31026      1.3438  0.00724346
           9     1.29056     1.33788  0.00851835
          10     1.36428     1.34052  0.00806509
          11     1.32704      1.3393  0.00742437
          12     1.35837     1.34088  0.00697372
          13     1.36081     1.34242  0.00660354
          14     1.32292     1.34102  0.00627699
          15     1.35956     1.34226  0.00597892
          16     1.32138     1.34096  0.00574584
          17     1.39495     1.34413  0.00622415
          18     1.35363     1.34466   0.0059007
          19     1.36166     1.34555   0.0056576
          20     1.32924     1.34474  0.00543324
          21      1.3318     1.34412  0.00520935
          22     1.41256     1.34723  0.00582783
          23      1.3905     1.34911  0.00587016
          24     1.36394     1.34973    0.005658
          25      1.3125     1.34824  0.00562422
          26     1.32321     1.34728  0.00548969
          27     1.36684       1.348  0.00533393
          28     1.32814     1.34729  0.00519042
          29     1.32399     1.34649  0.00507326
          30     1.35576      1.3468  0.00491355
