#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.462216   -0.462216           0
           2   -0.461848   -0.462032 0.000130108
           3   -0.460544   -0.461536 0.000414167
           4     -0.4582   -0.460702 0.000786228
           5   -0.459576   -0.460477 0.000660448
           6   -0.464504   -0.461148 0.000823611
           7   -0.462896   -0.461398 0.000742844
           8     -0.4616   -0.461423 0.000650419
           9   -0.462128   -0.461501 0.000582848
          10   -0.464392    -0.46179 0.000591921
          11   -0.460912   -0.461711  0.00054347
          12    -0.46316   -0.461831 0.000511427
          13   -0.461416   -0.461799 0.000473083
          14   -0.462312   -0.461836 0.000440706
          15   -0.462024   -0.461849 0.000411504
          16   -0.461736   -0.461842 0.000385845
          17   -0.461872   -0.461843 0.000363153
          18   -0.461976   -0.461851 0.000343052
          19   -0.463784   -0.461952 0.000339753
          20   -0.459184   -0.461814 0.000349828
          21    -0.46024   -0.461739 0.000341105
          22   -0.461776   -0.461741 0.000325604
          23   -0.464848   -0.461876 0.000338316
          24   -0.463448   -0.461941 0.000330501
          25    -0.46456   -0.462046 0.000333466
          26   -0.464584   -0.462144 0.000334623
          27   -0.460144    -0.46207 0.000330324
          28   -0.460304   -0.462007 0.000324489
          29   -0.461992   -0.462006 0.000313301
          30    -0.46136   -0.461985 0.000303596
