#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.847568   -0.847568           0
           2   -0.846448   -0.847008  0.00039598
           3   -0.844696   -0.846237 0.000682378
           4   -0.846664   -0.846344 0.000520054
           5    -0.84672   -0.846419 0.000421445
           6    -0.84756   -0.846609 0.000391752
           7   -0.848344   -0.846857 0.000406682
           8   -0.852136   -0.847517 0.000712469
           9   -0.844864   -0.847222 0.000691603
          10     -0.8482    -0.84732 0.000629317
          11    -0.85324   -0.847858 0.000768514
          12   -0.856136   -0.848548 0.000965648
          13   -0.846736   -0.848409  0.00090137
          14   -0.846488   -0.848271 0.000847362
          15   -0.847336   -0.848209 0.000793163
          16   -0.841584   -0.847795 0.000844785
          17   -0.845472   -0.847658 0.000806068
          18   -0.851112    -0.84785 0.000783789
          19   -0.845152   -0.847708 0.000755293
          20   -0.851232   -0.847884 0.000737792
          21   -0.845256   -0.847759 0.000713197
          22   -0.849536    -0.84784 0.000685336
          23   -0.850912   -0.847974 0.000668427
          24   -0.844936   -0.847847 0.000652449
          25    -0.84908   -0.847896 0.000628212
          26   -0.845984   -0.847823  0.00060834
          27   -0.848608   -0.847852 0.000586504
          28    -0.84692   -0.847819 0.000566501
          29   -0.846616   -0.847777 0.000548482
          30   -0.845832   -0.847712 0.000534018
