#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1        9.63        9.63           0
           2     10.7612     10.1956     0.39993
           3     10.5929      10.328     0.28771
           4     10.5683     10.3881    0.221967
           5     11.1307     10.5366    0.221762
           6     9.86612     10.4249    0.211087
           7     9.64275     10.3131    0.208415
           8     9.26434      10.182    0.219761
           9     11.1063     10.2847    0.218021
          10     10.4378        10.3    0.196756
          11     9.98666     10.2715     0.18092
          12     10.8322     10.3183     0.17177
          13     9.35671     10.2443    0.173754
          14     10.7155      10.278    0.164571
          15     10.8322     10.3149    0.157693
          16     10.7211     10.3403    0.149867
          17     11.0413     10.3815    0.146615
          18       10.25     10.3742    0.138652
          19     10.3395     10.3724    0.131366
          20     9.57555     10.3326      0.1307
          21     11.1233     10.3702    0.129788
          22     10.1686      10.361    0.124211
          23     10.6106     10.3719    0.119284
          24     10.3074     10.3692    0.114344
          25     10.6552     10.3807    0.110341
          26     10.7319     10.3942    0.106921
          27     11.1106     10.4207    0.106202
          28     9.71908     10.3956    0.105324
          29     9.10085      10.351    0.110752
          30     9.85242     10.3344      0.1083
