#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.276129    0.276129           0
           2    0.274026    0.275078 0.000743374
           3    0.272136    0.274097 0.000941569
           4    0.269152    0.272861  0.00128245
           5    0.279049    0.274098  0.00150923
           6    0.269479    0.273329  0.00144074
           7    0.267653    0.272518  0.00144517
           8    0.268235    0.271982  0.00136006
           9    0.271362    0.271913  0.00121069
          10     0.26501    0.271223  0.00127128
          11    0.267362    0.270872   0.0012032
          12    0.269241    0.270736  0.00111059
          13    0.278148    0.271306  0.00116232
          14    0.263541    0.270752  0.00120439
          15    0.266174    0.270446  0.00116211
          16    0.278285    0.270936  0.00118826
          17    0.276426    0.271259  0.00116141
          18    0.276143    0.271531  0.00112814
          19    0.271636    0.271536  0.00106877
          20    0.270977    0.271508   0.0010157
          21    0.270359    0.271453 0.000968807
          22    0.267212    0.271261 0.000943754
          23     0.27111    0.271254 0.000902744
          24    0.270788    0.271235 0.000865338
          25    0.269016    0.271146 0.000835263
          26    0.270547    0.271123 0.000803456
          27    0.273472     0.27121 0.000778393
          28    0.266729     0.27105 0.000766865
          29    0.267149    0.270915 0.000752123
          30    0.268567    0.270837 0.000731113
