3.14142	0
3.14153	0.000113973
3.14166	0.000142358
3.14159	0.000119237
3.1416	9.25843e-05
3.14159	7.64568e-05
3.14165	8.62609e-05
3.14166	7.57021e-05
3.14165	6.77937e-05
3.14165	6.06511e-05
3.14167	5.82609e-05
3.14169	6.01841e-05
3.14171	5.66622e-05
3.14168	5.67388e-05
3.1417	5.6723e-05
3.14173	5.77459e-05
3.14174	5.65683e-05
3.14171	6.13103e-05
3.14173	5.95382e-05
3.14174	5.81036e-05
3.14173	5.66174e-05
3.14173	5.39904e-05
3.14169	6.4351e-05
3.1417	6.2922e-05
3.14172	6.37657e-05
3.14172	6.1545e-05
3.14169	6.54332e-05
3.14167	6.51104e-05
3.14167	6.29673e-05
3.14168	6.11267e-05
3.14171	6.64957e-05
3.14169	6.75853e-05
3.14168	6.59185e-05
3.14169	6.50872e-05
3.14168	6.41925e-05
3.14167	6.26771e-05
3.14166	6.15231e-05
3.14167	6.00789e-05
3.14166	5.88778e-05
3.14167	5.7481e-05
3.14167	5.65997e-05
3.14167	5.52585e-05
3.14167	5.39774e-05
3.14168	5.3749e-05
3.14169	5.29721e-05
3.14169	5.1906e-05
3.14168	5.1766e-05
3.14167	5.08051e-05
3.14167	4.99007e-05
3.14167	4.8898e-05
3.14167	4.80637e-05
3.14168	4.92026e-05
3.14168	4.84769e-05
3.14168	4.77665e-05
3.14169	4.72946e-05
3.14169	4.64427e-05
3.14168	4.56506e-05
3.14168	4.48873e-05
3.14168	4.41207e-05
3.14168	4.34237e-05
3.14167	4.34206e-05
3.14167	4.28427e-05
3.14167	4.22296e-05
3.14167	4.15789e-05
3.14167	4.09468e-05
3.14167	4.037e-05
3.14166	4.01892e-05
3.14167	4.00468e-05
3.14166	3.97317e-05
3.14166	3.93628e-05
3.14167	3.88122e-05
3.14166	3.84822e-05
3.14166	3.80604e-05
3.14166	3.76127e-05
3.14165	3.7608e-05
3.14166	3.86603e-05
3.14166	3.85412e-05
3.14165	3.84481e-05
3.14165	3.81947e-05
3.14164	3.79842e-05
3.14164	3.77072e-05
3.14164	3.72471e-05
3.14163	3.71498e-05
3.14164	3.70715e-05
3.14164	3.66411e-05
3.14163	3.63591e-05
3.14163	3.64611e-05
3.14162	3.61959e-05
3.14163	3.59094e-05
3.14163	3.64773e-05
3.14163	3.60765e-05
3.14163	3.59228e-05
3.14163	3.55773e-05
3.14164	3.55176e-05
3.14163	3.62312e-05
3.14163	3.5894e-05
3.14163	3.57202e-05
3.14163	3.53658e-05
3.14163	3.50798e-05
3.14164	3.47308e-05
