#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.893936   -0.893936           0
           2   -0.892616   -0.893276  0.00046669
           3    -0.89868   -0.895077  0.00150333
           4   -0.888584   -0.893454  0.00180213
           5    -0.89064   -0.892891  0.00152705
           6   -0.887008   -0.891911  0.00155582
           7   -0.883504    -0.89071  0.00173627
           8   -0.889512    -0.89056  0.00152568
           9   -0.894352   -0.890981  0.00141314
          10   -0.895472    -0.89143  0.00134128
          11   -0.888376   -0.891153  0.00124776
          12    -0.90132      -0.892  0.00140224
          13   -0.888816   -0.891755  0.00131559
          14    -0.89044   -0.891661  0.00122497
          15   -0.890944   -0.891613  0.00114424
          16   -0.889768   -0.891498  0.00107852
          17   -0.892288   -0.891544  0.00101608
          18   -0.897688   -0.891886  0.00101533
          19   -0.898256   -0.892221  0.00101574
          20   -0.896952   -0.892458 0.000992119
          21   -0.888632   -0.892275 0.000961455
          22   -0.891584   -0.892244 0.000918266
          23   -0.897576   -0.892476 0.000907133
          24   -0.895856   -0.892617 0.000880201
          25    -0.88612   -0.892357 0.000882521
          26    -0.88976   -0.892257  0.00085421
          27   -0.889712   -0.892163 0.000827757
          28   -0.887232   -0.891987  0.00081671
          29    -0.89116   -0.891958 0.000789045
          30    -0.89252   -0.891977 0.000762966
