#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.295613    0.295613           0
           2    0.291684    0.293649  0.00138886
           3    0.293404    0.293567 0.000928286
           4    0.293542    0.293561 0.000696236
           5    0.301009    0.295051  0.00144412
           6    0.292687    0.294657  0.00125601
           7    0.286392    0.293476  0.00153418
           8    0.295165    0.293687  0.00135686
           9     0.29457    0.293785  0.00120963
          10    0.290871    0.293494  0.00112322
          11    0.290236    0.293198  0.00105942
          12    0.291579    0.293063 0.000979691
          13    0.294882    0.293203 0.000914275
          14    0.292836    0.293177 0.000849345
          15    0.292369    0.293123 0.000794426
          16    0.304345    0.293824  0.00100792
          17    0.298963    0.294126 0.000992926
          18    0.301262    0.294523  0.00101382
          19    0.294748    0.294535  0.00096053
          20    0.294943    0.294555  0.00091272
          21    0.297115    0.294677 0.000877357
          22    0.291388    0.294528 0.000850119
          23     0.28807    0.294247 0.000858266
          24      0.2957    0.294307 0.000824637
          25    0.290482    0.294154 0.000805722
          26    0.294073    0.294151 0.000774738
          27     0.29919    0.294338 0.000768191
          28    0.288045    0.294113 0.000772934
          29    0.294558    0.294128 0.000746433
          30      0.2871    0.293894  0.00075743
