#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     -0.8004     -0.8004           0
           2    -0.81008    -0.80524   0.0034224
           3   -0.800024   -0.803501  0.00268719
           4   -0.804408   -0.803728  0.00202493
           5   -0.803928   -0.803768  0.00162034
           6   -0.802224   -0.803511  0.00137056
           7   -0.807568    -0.80409  0.00129153
           8   -0.803904   -0.804067   0.0011303
           9   -0.807376   -0.804435  0.00106283
          10   -0.806368   -0.804628 0.000973969
          11   -0.808576   -0.804987 0.000949255
          12   -0.803584    -0.80487  0.00087732
          13   -0.802528    -0.80469 0.000828124
          14   -0.804064   -0.804645 0.000770178
          15   -0.803504   -0.804569 0.000722581
          16   -0.800312   -0.804303 0.000724751
          17   -0.801432   -0.804134 0.000701519
          18   -0.806744   -0.804279 0.000677364
          19    -0.80548   -0.804342 0.000644656
          20   -0.806528   -0.804452 0.000621617
          21   -0.804592   -0.804458 0.000592052
          22   -0.803136   -0.804398 0.000568183
          23   -0.809296   -0.804611 0.000582018
          24   -0.807992   -0.804752 0.000574563
          25   -0.802872   -0.804677  0.00055648
          26   -0.801456   -0.804553 0.000548691
          27   -0.808648   -0.804705 0.000548932
          28    -0.80808   -0.804825 0.000542402
          29   -0.804096     -0.8048 0.000524281
          30    -0.80732   -0.804884  0.00051349
