#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     68.4525     68.4525           0
           2     86.2397     77.3461     6.28872
           3     81.6965     78.7962     4.35647
           4     76.7358     78.2811     3.29767
           5     75.3085     77.6866     2.69119
           6     74.9988     77.2386     2.27964
           7     72.0498     76.4974     2.07099
           8     79.6407     76.8903     1.84901
           9     82.8254     77.5497     1.75724
          10     77.4174     77.5365     1.58156
          11     76.3777     77.4312     1.44129
          12     77.7076     77.4542     1.32136
          13     77.4326     77.4525     1.21972
          14     69.0779     76.8543     1.27085
          15     81.7539      77.181     1.22738
          16      80.384     77.3812     1.16688
          17      76.822     77.3483     1.09871
          18     85.0286      77.775     1.11745
          19     81.3276     77.9619     1.07417
          20     85.0987     78.3188      1.0781
          21     84.2496     78.6012     1.06311
          22     83.3358     78.8164     1.03634
          23     84.8599     79.0792     1.02405
          24     73.1074     78.8303     1.01116
          25     76.6004     78.7412    0.974643
          26      78.375     78.7271    0.937258
          27     81.1987     78.8186    0.907004
          28     68.9174      78.465    0.941022
          29     78.8622     78.4787    0.908673
          30      88.997     78.8293    0.943604
