#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.503376   -0.503376           0
           2   -0.506784    -0.50508  0.00120491
           3    -0.50456   -0.504907 0.000815646
           4    -0.49988    -0.50365  0.00124845
           5   -0.502712   -0.503462  0.00101276
           6      -0.505   -0.503719 0.000875787
           7   -0.507992   -0.504329 0.000939656
           8   -0.505768   -0.504509 0.000839235
           9   -0.504904   -0.504553 0.000747134
          10     -0.5042   -0.504518 0.000673253
          11   -0.503784   -0.504451 0.000615343
          12   -0.501672   -0.504219 0.000606075
          13   -0.505728   -0.504335 0.000570456
          14   -0.506392   -0.504482 0.000548298
          15   -0.505224   -0.504532 0.000513969
          16   -0.503888   -0.504492 0.000483419
          17   -0.505192   -0.504533 0.000456735
          18   -0.504784   -0.504547 0.000431574
          19   -0.506528   -0.504651  0.00042127
          20    -0.50116   -0.504476 0.000434866
          21   -0.504992   -0.504501 0.000414851
          22   -0.503888   -0.504473 0.000396928
          23    -0.50408   -0.504456 0.000380038
          24    -0.50748   -0.504582 0.000384524
          25    -0.50568   -0.504626 0.000371643
          26   -0.501792   -0.504517  0.00037299
          27    -0.50452   -0.504517 0.000359176
          28     -0.5048   -0.504527  0.00034649
          29   -0.503264   -0.504484 0.000337269
          30   -0.504512   -0.504485 0.000326028
