#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.76132    -0.76132           0
           2   -0.761744   -0.761532 0.000149907
           3   -0.765384   -0.762816  0.00105313
           4   -0.756744   -0.761298  0.00153366
           5   -0.761976   -0.761434  0.00123291
           6   -0.761944   -0.761519  0.00103035
           7   -0.763896   -0.761858 0.000937462
           8   -0.763352   -0.762045 0.000838667
           9    -0.76276   -0.762124 0.000749235
          10   -0.766432   -0.762555 0.000788474
          11   -0.759984   -0.762321 0.000750643
          12     -0.7664   -0.762661 0.000761155
          13   -0.760128   -0.762466 0.000727123
          14   -0.762952   -0.762501 0.000676012
          15   -0.757376   -0.762159 0.000712075
          16   -0.760376   -0.762048 0.000676238
          17   -0.759632   -0.761906 0.000651222
          18    -0.76028   -0.761816 0.000621276
          19   -0.762176   -0.761835 0.000588867
          20   -0.763608   -0.761923  0.00056606
          21   -0.763152   -0.761982 0.000542121
          22   -0.759416   -0.761865 0.000529875
          23    -0.76588    -0.76204 0.000534818
          24   -0.759496   -0.761934  0.00052293
          25   -0.764856   -0.762051 0.000514912
          26    -0.76084   -0.762004 0.000497209
          27   -0.760384   -0.761944   0.0004824
          28    -0.76072     -0.7619 0.000467148
          29   -0.767016   -0.762077   0.0004832
          30   -0.763104   -0.762111 0.000468305
