#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.461064   -0.461064           0
           2   -0.464216    -0.46264   0.0011144
           3   -0.461704   -0.462328 0.000785396
           4   -0.458008   -0.461248  0.00110534
           5   -0.459968   -0.460992 0.000913436
           6   -0.462944   -0.461317 0.000817081
           7    -0.46284   -0.461535 0.000728735
           8   -0.461592   -0.461542 0.000637678
           9   -0.465136   -0.461941  0.00068047
          10   -0.461496   -0.461897 0.000613878
          11   -0.461512   -0.461862 0.000559067
          12   -0.461992   -0.461873 0.000512583
          13   -0.463064   -0.461964 0.000481276
          14   -0.464664   -0.462157 0.000483992
          15   -0.465088   -0.462353  0.00048958
          16   -0.463136   -0.462402 0.000461423
          17    -0.46168   -0.462359 0.000436228
          18   -0.463688   -0.462433 0.000418195
          19   -0.460872   -0.462351 0.000404173
          20   -0.460184   -0.462242 0.000398219
          21   -0.464744   -0.462362 0.000396674
          22   -0.461296   -0.462313 0.000381589
          23   -0.461936   -0.462297  0.00036535
          24    -0.46292   -0.462323 0.000351049
          25     -0.4638   -0.462382 0.000341944
          26   -0.460312   -0.462302 0.000337932
          27   -0.462688   -0.462316 0.000325718
          28   -0.463784   -0.462369 0.000318274
          29   -0.460544   -0.462306 0.000313458
          30   -0.462328   -0.462307  0.00030301
