#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        1510    0.888765    0.917099  0.00438882
        1511    0.888333     0.91708  0.00438596
        1512    0.887926    0.917061   0.0043831
        1513    0.887546    0.917041  0.00438024
        1514    0.887193    0.917021   0.0043774
        1515    0.886869    0.917001  0.00437455
        1516    0.886575    0.916981  0.00437171
        1517    0.886312    0.916961  0.00436888
        1518    0.886079    0.916941  0.00436605
        1519    0.885879     0.91692  0.00436322
        1520    0.885711      0.9169   0.0043604
        1521    0.885577    0.916879  0.00435758
        1522    0.885476    0.916859  0.00435476
        1523     0.88541    0.916838  0.00435195
        1524    0.885377    0.916817  0.00434915
        1525    0.885378    0.916797  0.00434634
        1526    0.885412    0.916776  0.00434355
        1527    0.885478    0.916756  0.00434075
        1528    0.885577    0.916735  0.00433796
        1529    0.885707    0.916715  0.00433517
        1530    0.885867    0.916695  0.00433238
        1531    0.886056    0.916675   0.0043296
        1532    0.886273    0.916655  0.00432682
        1533    0.886516    0.916635  0.00432404
        1534    0.886784    0.916616  0.00432126
        1535    0.887076    0.916597  0.00431849
        1536     0.88739    0.916578  0.00431572
        1537    0.887724    0.916559  0.00431295
        1538    0.888077     0.91654  0.00431019
        1539    0.888446    0.916522  0.00430743
        1540     0.88883    0.916504  0.00430467
        1541    0.889227    0.916486  0.00430191
        1542    0.889635    0.916469  0.00429916
        1543    0.890051    0.916452   0.0042964
        1544    0.890474    0.916435  0.00429365
        1545    0.890901    0.916418  0.00429091
        1546    0.891331    0.916402  0.00428816
        1547    0.891761    0.916386  0.00428542
        1548    0.892192    0.916371  0.00428268
        1549    0.892619    0.916355  0.00427994
        1550    0.893042     0.91634  0.00427721
        1551     0.89346    0.916326  0.00427448
        1552     0.89387    0.916311  0.00427175
        1553    0.894272    0.916297  0.00426902
        1554    0.894663    0.916283  0.00426629
        1555    0.895042    0.916269  0.00426357
        1556    0.895409    0.916256  0.00426085
        1557    0.895762    0.916243  0.00425814
        1558      0.8961     0.91623  0.00425542
        1559    0.896423    0.916217  0.00425271
        1560    0.896729    0.916205  0.00425001
        1561    0.897019    0.916192   0.0042473
        1562    0.897292     0.91618   0.0042446
        1563    0.897547    0.916168   0.0042419
        1564    0.897784    0.916157   0.0042392
        1565    0.898003    0.916145  0.00423651
        1566    0.898203    0.916133  0.00423382
        1567    0.898385    0.916122  0.00423114
        1568    0.898548    0.916111  0.00422845
        1569    0.898692      0.9161  0.00422577
        1570    0.898818    0.916089  0.00422309
        1571    0.898926    0.916078  0.00422042
        1572    0.899016    0.916067  0.00421775
        1573    0.899089    0.916056  0.00421508
        1574    0.899144    0.916046  0.00421242
        1575    0.899183    0.916035  0.00420976
        1576    0.899206    0.916024   0.0042071
        1577    0.899214    0.916013  0.00420444
        1578    0.899207    0.916003  0.00420179
        1579    0.899186    0.915992  0.00419915
        1580    0.899151    0.915982   0.0041965
        1581    0.899103    0.915971  0.00419386
        1582    0.899043     0.91596  0.00419122
        1583     0.89897    0.915949  0.00418859
        1584    0.898887    0.915939  0.00418596
        1585    0.898793    0.915928  0.00418333
        1586    0.898689    0.915917  0.00418071
        1587    0.898576    0.915906  0.00417809
        1588    0.898454    0.915895  0.00417547
        1589    0.898324    0.915884  0.00417286
        1590    0.898186    0.915873  0.00417025
        1591    0.898041    0.915862  0.00416764
        1592    0.897891     0.91585  0.00416504
        1593    0.897736    0.915839  0.00416244
        1594    0.897577    0.915828  0.00415985
        1595    0.897414    0.915816  0.00415725
        1596    0.897248    0.915804  0.00415467
        1597     0.89708    0.915793  0.00415208
        1598    0.896909    0.915781   0.0041495
        1599    0.896738    0.915769  0.00414692
        1600    0.896566    0.915757  0.00414435
        1601    0.896394    0.915745  0.00414178
        1602    0.896224    0.915733  0.00413921
        1603    0.896056     0.91572  0.00413664
        1604    0.895891    0.915708  0.00413408
        1605     0.89573    0.915696  0.00413153
        1606    0.895573    0.915683  0.00412897
        1607    0.895421     0.91567  0.00412642
        1608    0.895275    0.915658  0.00412388
        1609    0.895136    0.915645  0.00412133
        1610    0.895005    0.915632  0.00411879
        1611    0.894883    0.915619  0.00411626
        1612     0.89477    0.915606  0.00411372
        1613    0.894668    0.915593  0.00411119
        1614    0.894576     0.91558  0.00410867
        1615    0.894496    0.915567  0.00410614
        1616    0.894427    0.915554  0.00410362
        1617    0.894372    0.915541  0.00410111
        1618    0.894331    0.915528  0.00409859
        1619    0.894305    0.915515  0.00409608
        1620    0.894293    0.915502  0.00409357
        1621    0.894297    0.915489  0.00409107
        1622    0.894316    0.915476  0.00408857
        1623    0.894352    0.915463  0.00408607
        1624    0.894404     0.91545  0.00408358
        1625    0.894473    0.915437  0.00408108
        1626    0.894559    0.915424  0.00407859
        1627    0.894663    0.915411  0.00407611
        1628    0.894784    0.915398  0.00407362
        1629    0.894923    0.915386  0.00407114
        1630     0.89508    0.915373  0.00406866
        1631    0.895253    0.915361  0.00406619
        1632    0.895444    0.915349  0.00406371
        1633    0.895652    0.915337  0.00406124
        1634    0.895877    0.915325  0.00405877
        1635    0.896118    0.915313  0.00405631
        1636    0.896375    0.915302  0.00405385
        1637    0.896649     0.91529  0.00405139
        1638    0.896937    0.915279  0.00404893
        1639    0.897241    0.915268  0.00404647
        1640    0.897558    0.915257  0.00404402
        1641    0.897888    0.915247  0.00404157
        1642    0.898232    0.915236  0.00403912
        1643    0.898587    0.915226  0.00403668
        1644    0.898954    0.915216  0.00403423
        1645    0.899332    0.915207  0.00403179
        1646    0.899719    0.915197  0.00402935
        1647    0.900116    0.915188  0.00402692
        1648    0.900521    0.915179  0.00402448
        1649    0.900933     0.91517  0.00402205
        1650    0.901353    0.915162  0.00401962
        1651    0.901778    0.915154   0.0040172
        1652     0.90221    0.915146  0.00401477
        1653    0.902645    0.915139  0.00401235
        1654    0.903085    0.915131  0.00400993
        1655    0.903529    0.915124  0.00400751
        1656    0.903974    0.915118   0.0040051
        1657    0.904423    0.915111  0.00400269
        1658    0.904872    0.915105  0.00400028
        1659    0.905323    0.915099  0.00399787
        1660    0.905775    0.915093  0.00399547
        1661    0.906227    0.915088  0.00399307
        1662    0.906679    0.915083  0.00399067
        1663    0.907132    0.915078  0.00398827
        1664    0.907584    0.915074  0.00398588
        1665    0.908035    0.915069  0.00398348
        1666    0.908485    0.915066  0.00398109
        1667    0.908934    0.915062  0.00397871
        1668    0.909381    0.915058  0.00397632
        1669    0.909827    0.915055  0.00397394
        1670     0.91027    0.915052  0.00397156
        1671    0.910712     0.91505  0.00396919
        1672    0.911152    0.915048  0.00396682
        1673    0.911591    0.915045  0.00396444
        1674    0.912027    0.915044  0.00396208
        1675    0.912462    0.915042  0.00395971
        1676    0.912895    0.915041  0.00395735
        1677    0.913327     0.91504  0.00395499
        1678    0.913758    0.915039  0.00395263
        1679    0.914188    0.915039  0.00395028
        1680    0.914618    0.915038  0.00394793
        1681    0.915047    0.915038  0.00394558
        1682    0.915475    0.915039  0.00394323
        1683    0.915903    0.915039  0.00394089
        1684    0.916331     0.91504  0.00393855
        1685    0.916759    0.915041  0.00393621
        1686    0.917188    0.915042  0.00393388
        1687    0.917616    0.915044  0.00393155
        1688    0.918046    0.915045  0.00392922
        1689    0.918477    0.915047  0.00392689
        1690    0.918908     0.91505  0.00392457
        1691    0.919341    0.915052  0.00392225
        1692    0.919775    0.915055  0.00391993
        1693    0.920211    0.915058  0.00391762
        1694    0.920648    0.915061  0.00391531
        1695    0.921087    0.915065    0.003913
        1696    0.921528    0.915069  0.00391069
        1697     0.92197    0.915073  0.00390839
        1698    0.922414    0.915077  0.00390609
        1699    0.922858    0.915082  0.00390379
        1700    0.923305    0.915087   0.0039015
        1701    0.923752    0.915092  0.00389921
        1702      0.9242    0.915097  0.00389692
        1703    0.924649    0.915103  0.00389464
        1704    0.925098    0.915109  0.00389236
        1705    0.925547    0.915115  0.00389008
        1706    0.925996    0.915121  0.00388781
        1707    0.926444    0.915128  0.00388553
        1708    0.926891    0.915135  0.00388326
        1709    0.927337    0.915142    0.003881
        1710     0.92778    0.915149  0.00387874
        1711    0.928221    0.915157  0.00387648
        1712    0.928659    0.915165  0.00387422
        1713    0.929093    0.915173  0.00387197
        1714    0.929524    0.915181  0.00386972
        1715     0.92995     0.91519  0.00386747
        1716    0.930371    0.915199  0.00386523
        1717    0.930786    0.915208  0.00386299
        1718    0.931196    0.915217  0.00386075
        1719    0.931599    0.915226  0.00385852
        1720    0.931995    0.915236  0.00385628
        1721    0.932383    0.915246  0.00385406
        1722    0.932761    0.915256  0.00385183
        1723     0.93313    0.915267  0.00384961
        1724    0.933488    0.915277  0.00384739
        1725    0.933836    0.915288  0.00384518
        1726    0.934173    0.915299  0.00384296
        1727    0.934498     0.91531  0.00384075
        1728    0.934811    0.915321  0.00383855
        1729    0.935111    0.915333  0.00383635
        1730    0.935397    0.915344  0.00383415
        1731    0.935669    0.915356  0.00383195
        1732    0.935925    0.915368  0.00382975
        1733    0.936167     0.91538  0.00382756
        1734    0.936392    0.915392  0.00382538
        1735    0.936601    0.915404  0.00382319
        1736    0.936794    0.915417  0.00382101
        1737     0.93697    0.915429  0.00381883
        1738    0.937129    0.915442  0.00381665
        1739    0.937269    0.915454  0.00381448
        1740    0.937392    0.915467  0.00381231
        1741    0.937496    0.915479  0.00381014
        1742    0.937582    0.915492  0.00380797
        1743    0.937649    0.915505  0.00380581
        1744    0.937697    0.915518  0.00380365
        1745    0.937726     0.91553  0.00380149
        1746    0.937735    0.915543  0.00379933
        1747    0.937725    0.915556  0.00379718
        1748    0.937696    0.915568  0.00379503
        1749    0.937647    0.915581  0.00379288
        1750    0.937577    0.915594  0.00379073
        1751    0.937488    0.915606  0.00378859
        1752     0.93738    0.915619  0.00378645
        1753    0.937251    0.915631  0.00378431
        1754    0.937103    0.915643  0.00378217
        1755    0.936935    0.915655  0.00378003
        1756    0.936748    0.915667   0.0037779
        1757    0.936541    0.915679  0.00377577
        1758    0.936315    0.915691  0.00377364
        1759    0.936071    0.915702  0.00377151
        1760    0.935807    0.915714  0.00376938
        1761    0.935524    0.915725  0.00376726
        1762    0.935223    0.915736  0.00376514
        1763    0.934904    0.915747  0.00376302
        1764    0.934567    0.915758   0.0037609
        1765    0.934212    0.915768  0.00375878
        1766    0.933839    0.915778  0.00375667
        1767    0.933448    0.915788  0.00375456
        1768    0.933041    0.915798  0.00375245
        1769    0.932616    0.915808  0.00375034
        1770    0.932174    0.915817  0.00374823
        1771    0.931716    0.915826  0.00374612
        1772    0.931242    0.915835  0.00374402
        1773    0.930753    0.915843  0.00374192
        1774    0.930248    0.915851  0.00373982
        1775    0.929728    0.915859  0.00373772
        1776    0.929193    0.915866  0.00373562
        1777    0.928644    0.915874  0.00373353
        1778     0.92808    0.915881  0.00373143
        1779    0.927503    0.915887  0.00372934
        1780    0.926911    0.915893  0.00372725
        1781    0.926306    0.915899  0.00372516
        1782    0.925688    0.915905  0.00372308
        1783    0.925057     0.91591  0.00372099
        1784    0.924414    0.915914  0.00371891
        1785    0.923759    0.915919  0.00371683
        1786    0.923092    0.915923  0.00371475
        1787    0.922412    0.915927  0.00371267
        1788     0.92172     0.91593   0.0037106
        1789    0.921017    0.915933  0.00370852
        1790    0.920303    0.915935  0.00370645
        1791    0.919576    0.915937  0.00370438
        1792    0.918839    0.915939  0.00370232
        1793     0.91809     0.91594  0.00370025
        1794    0.917331    0.915941  0.00369819
        1795     0.91656    0.915941  0.00369613
        1796    0.915779    0.915941  0.00369407
        1797    0.914986     0.91594  0.00369202
        1798    0.914183    0.915939  0.00368996
        1799     0.91337    0.915938  0.00368791
        1800    0.912545    0.915936  0.00368586
        1801     0.91171    0.915934  0.00368382
        1802    0.910863    0.915931  0.00368178
        1803    0.910007    0.915928  0.00367973
        1804    0.909139    0.915924   0.0036777
        1805    0.908261     0.91592  0.00367566
        1806    0.907371    0.915915  0.00367363
        1807    0.906471     0.91591   0.0036716
        1808    0.905559    0.915904  0.00366957
        1809    0.904636    0.915898  0.00366755
        1810      0.9037    0.915891  0.00366553
        1811    0.902752    0.915884  0.00366351
        1812    0.901791    0.915876   0.0036615
        1813    0.900818    0.915868  0.00365949
        1814    0.899832    0.915859  0.00365748
        1815    0.898832    0.915849  0.00365548
        1816    0.897819     0.91584  0.00365348
        1817    0.896792    0.915829  0.00365149
        1818     0.89575    0.915818  0.00364949
        1819    0.894693    0.915806  0.00364751
        1820     0.89362    0.915794  0.00364552
        1821    0.892532    0.915781  0.00364354
        1822    0.891427    0.915768  0.00364157
        1823    0.890306    0.915754   0.0036396
        1824    0.889167    0.915739  0.00363763
        1825     0.88801    0.915724  0.00363567
        1826    0.886836    0.915708  0.00363371
        1827    0.885642    0.915692  0.00363176
        1828    0.884429    0.915675  0.00362981
        1829    0.883196    0.915657  0.00362787
        1830    0.881943    0.915639  0.00362594
        1831    0.880669     0.91562  0.00362401
        1832    0.879374      0.9156  0.00362208
        1833    0.878057    0.915579  0.00362016
        1834    0.876718    0.915558  0.00361825
        1835    0.875355    0.915536  0.00361635
        1836    0.873969    0.915514  0.00361445
        1837    0.872558     0.91549  0.00361256
        1838    0.871123    0.915466  0.00361067
        1839    0.869661    0.915441  0.00360879
        1840    0.868173    0.915416  0.00360692
        1841    0.866659    0.915389  0.00360506
        1842    0.865117    0.915362  0.00360321
        1843    0.863548    0.915334  0.00360136
        1844     0.86195    0.915305  0.00359953
        1845    0.860323    0.915275   0.0035977
        1846    0.858668    0.915244  0.00359588
        1847    0.856982    0.915213  0.00359407
        1848    0.855267     0.91518  0.00359227
        1849    0.853522    0.915147  0.00359049
        1850    0.851745    0.915113  0.00358871
        1851    0.849938    0.915077  0.00358694
        1852      0.8481    0.915041  0.00358519
        1853     0.84623    0.915004  0.00358345
        1854     0.84433    0.914966  0.00358172
        1855    0.842398    0.914927     0.00358
        1856    0.840436    0.914887  0.00357829
        1857    0.838444    0.914846   0.0035766
        1858    0.836423    0.914803  0.00357493
        1859    0.834372     0.91476  0.00357327
        1860    0.832292    0.914716  0.00357162
        1861    0.830184     0.91467  0.00356999
        1862    0.828049    0.914624  0.00356838
        1863    0.825889    0.914576  0.00356678
        1864    0.823703    0.914527   0.0035652
        1865    0.821494    0.914478  0.00356364
        1866    0.819263    0.914427  0.00356209
        1867    0.817012    0.914374  0.00356057
        1868    0.814743    0.914321  0.00355906
        1869    0.812458    0.914266  0.00355757
        1870    0.810159    0.914211   0.0035561
        1871    0.807848    0.914154  0.00355466
        1872    0.805529    0.914096  0.00355323
        1873    0.803204    0.914037  0.00355183
        1874    0.800876    0.913976  0.00355045
        1875    0.798548    0.913915  0.00354909
        1876    0.796223    0.913852  0.00354775
        1877    0.793906    0.913788  0.00354644
        1878    0.791598    0.913723  0.00354514
        1879    0.789306    0.913657  0.00354388
        1880    0.787031     0.91359  0.00354263
        1881    0.784779    0.913521  0.00354141
        1882    0.782555    0.913451  0.00354021
        1883    0.780361    0.913381  0.00353904
        1884    0.778203    0.913309  0.00353788
        1885    0.776084    0.913236  0.00353676
        1886    0.774009    0.913162  0.00353565
        1887    0.771981    0.913088  0.00353457
        1888    0.770005    0.913012  0.00353351
        1889    0.768087    0.912935  0.00353247
        1890    0.766229    0.912857  0.00353146
        1891    0.764436    0.912779  0.00353046
        1892    0.762712      0.9127  0.00352949
        1893    0.761061     0.91262  0.00352853
        1894    0.759488    0.912539  0.00352759
        1895    0.757995    0.912457  0.00352667
        1896    0.756587    0.912375  0.00352577
        1897    0.755266    0.912292  0.00352489
        1898    0.754037    0.912209  0.00352401
        1899    0.752902    0.912125  0.00352316
        1900    0.751864    0.912041  0.00352231
        1901    0.750926    0.911956  0.00352148
        1902    0.750089    0.911871  0.00352066
        1903    0.749357    0.911785  0.00351984
        1904    0.748731      0.9117  0.00351903
        1905    0.748213    0.911614  0.00351823
        1906    0.747804    0.911528  0.00351744
        1907    0.747506    0.911442  0.00351664
        1908    0.747319    0.911356  0.00351585
        1909    0.747244     0.91127  0.00351506
        1910    0.747282    0.911184  0.00351427
        1911    0.747433    0.911098  0.00351348
        1912    0.747696    0.911013  0.00351268
        1913    0.748073    0.910928  0.00351187
        1914    0.748561    0.910843  0.00351106
        1915    0.749161    0.910758  0.00351024
        1916    0.749871    0.910674  0.00350942
        1917    0.750689    0.910591  0.00350858
        1918    0.751615    0.910508  0.00350773
        1919    0.752645    0.910426  0.00350686
        1920     0.75378    0.910344  0.00350599
        1921    0.755015    0.910263  0.00350509
        1922    0.756348    0.910183  0.00350419
        1923    0.757777    0.910104  0.00350326
        1924    0.759298    0.910026  0.00350232
        1925    0.760909    0.909948  0.00350135
        1926    0.762604    0.909872  0.00350037
        1927    0.764381    0.909796  0.00349937
        1928    0.766234    0.909722  0.00349834
        1929    0.768161    0.909648   0.0034973
        1930    0.770155    0.909576  0.00349624
        1931    0.772213    0.909505  0.00349515
        1932    0.774329    0.909435  0.00349404
        1933      0.7765    0.909366  0.00349291
        1934     0.77872    0.909299  0.00349176
        1935    0.780982    0.909232  0.00349058
        1936    0.783283    0.909167  0.00348938
        1937    0.785616    0.909103  0.00348817
        1938    0.787976    0.909041  0.00348693
        1939    0.790357     0.90898  0.00348566
        1940    0.792756     0.90892  0.00348438
        1941    0.795165    0.908861  0.00348308
        1942     0.79758    0.908804  0.00348176
        1943    0.799997    0.908748  0.00348042
        1944    0.802409    0.908693  0.00347906
        1945    0.804813     0.90864  0.00347768
        1946    0.807203    0.908588  0.00347628
        1947    0.809576    0.908537  0.00347487
        1948    0.811927    0.908487  0.00347344
        1949    0.814253    0.908439  0.00347199
        1950    0.816548    0.908392  0.00347053
        1951    0.818811    0.908346  0.00346906
        1952    0.821037    0.908301  0.00346757
        1953    0.823223    0.908258  0.00346607
        1954    0.825367    0.908215  0.00346455
        1955    0.827466    0.908174  0.00346303
        1956    0.829517    0.908134  0.00346149
        1957    0.831519    0.908095  0.00345994
        1958    0.833469    0.908056  0.00345838
        1959    0.835365    0.908019  0.00345682
        1960    0.837205    0.907983  0.00345524
        1961    0.838988    0.907948  0.00345366
        1962    0.840712    0.907914  0.00345207
        1963    0.842377     0.90788  0.00345047
        1964    0.843981    0.907848  0.00344887
        1965    0.845524    0.907816  0.00344726
        1966    0.847004    0.907785  0.00344564
        1967    0.848422    0.907755  0.00344403
        1968    0.849776    0.907726   0.0034424
        1969    0.851066    0.907697  0.00344077
        1970    0.852292    0.907669  0.00343914
        1971    0.853453    0.907641  0.00343751
        1972     0.85455    0.907614  0.00343587
        1973    0.855583    0.907588  0.00343423
        1974    0.856551    0.907562  0.00343259
        1975    0.857455    0.907537  0.00343094
        1976    0.858294    0.907512   0.0034293
        1977    0.859071    0.907487  0.00342765
        1978    0.859784    0.907463    0.003426
        1979    0.860435    0.907439  0.00342435
        1980    0.861023    0.907416   0.0034227
        1981     0.86155    0.907393  0.00342105
        1982    0.862016     0.90737   0.0034194
        1983    0.862422    0.907347  0.00341775
        1984    0.862769    0.907325  0.00341611
        1985    0.863057    0.907302  0.00341446
        1986    0.863289     0.90728  0.00341281
        1987    0.863465    0.907258  0.00341116
        1988    0.863586    0.907236  0.00340952
        1989    0.863654    0.907214  0.00340788
        1990    0.863671    0.907192  0.00340623
        1991    0.863638     0.90717  0.00340459
        1992    0.863557    0.907149  0.00340295
        1993    0.863428    0.907127  0.00340132
        1994    0.863256    0.907105  0.00339968
        1995    0.863041    0.907083  0.00339805
        1996    0.862785     0.90706  0.00339642
        1997    0.862492    0.907038  0.00339479
        1998    0.862162    0.907016  0.00339317
        1999      0.8618    0.906993  0.00339155
        2000    0.861406     0.90697  0.00338993
        2001    0.860984    0.906947  0.00338831
        2002    0.860536    0.906924   0.0033867
        2003    0.860064    0.906901  0.00338509
        2004    0.859571    0.906877  0.00338348
        2005    0.859059    0.906853  0.00338188
        2006    0.858532    0.906829  0.00338028
        2007    0.857992    0.906805  0.00337868
        2008    0.857442     0.90678  0.00337709
        2009    0.856884    0.906755   0.0033755
        2010    0.856322     0.90673  0.00337391
        2011    0.855758    0.906705  0.00337233
        2012    0.855193    0.906679  0.00337075
        2013    0.854632    0.906653  0.00336917
        2014    0.854075    0.906627   0.0033676
        2015    0.853526    0.906601  0.00336603
        2016    0.852986    0.906574  0.00336447
        2017    0.852458    0.906548  0.00336291
        2018    0.851943     0.90652  0.00336135
        2019    0.851444    0.906493   0.0033598
        2020    0.850961    0.906466  0.00335825
        2021    0.850497    0.906438   0.0033567
        2022    0.850053     0.90641  0.00335515
        2023     0.84963    0.906382  0.00335361
        2024    0.849228    0.906354  0.00335208
        2025    0.848849    0.906325  0.00335054
        2026    0.848492    0.906297  0.00334901
        2027    0.848158    0.906268  0.00334748
        2028    0.847847    0.906239  0.00334595
        2029    0.847559     0.90621  0.00334443
        2030    0.847293    0.906181  0.00334291
        2031    0.847049    0.906152  0.00334139
        2032    0.846826    0.906123  0.00333987
        2033    0.846624    0.906094  0.00333836
        2034    0.846441    0.906065  0.00333684
        2035    0.846275    0.906035  0.00333533
        2036    0.846125    0.906006  0.00333382
        2037     0.84599    0.905976  0.00333232
        2038    0.845869    0.905947  0.00333081
        2039    0.845759    0.905917  0.00332931
        2040    0.845657    0.905888  0.00332781
        2041    0.845563    0.905858  0.00332631
        2042    0.845473    0.905829  0.00332481
        2043    0.845385    0.905799  0.00332332
        2044    0.845298    0.905769  0.00332182
        2045    0.845207     0.90574  0.00332033
        2046    0.845111     0.90571  0.00331884
        2047    0.845008    0.905681  0.00331735
        2048    0.844894    0.905651  0.00331586
        2049    0.844767    0.905621  0.00331438
        2050    0.844625    0.905591   0.0033129
        2051    0.844465    0.905562  0.00331141
        2052    0.844286    0.905532  0.00330994
        2053    0.844083    0.905502  0.00330846
        2054    0.843857    0.905472  0.00330698
        2055    0.843605    0.905442  0.00330551
        2056    0.843324    0.905411  0.00330404
        2057    0.843012    0.905381  0.00330258
        2058    0.842668    0.905351  0.00330111
        2059     0.84229     0.90532  0.00329965
        2060    0.841877    0.905289  0.00329819
        2061    0.841428    0.905258  0.00329674
        2062     0.84094    0.905227  0.00329529
        2063    0.840415    0.905196  0.00329384
        2064     0.83985    0.905164  0.00329239
        2065    0.839245    0.905132  0.00329096
        2066      0.8386      0.9051  0.00328952
        2067    0.837914    0.905067  0.00328809
        2068    0.837188    0.905035  0.00328666
        2069    0.836421    0.905001  0.00328524
        2070    0.835616    0.904968  0.00328383
        2071    0.834771    0.904934  0.00328241
        2072    0.833888      0.9049  0.00328101
        2073    0.832969    0.904865  0.00327961
        2074    0.832014     0.90483  0.00327822
        2075    0.831025    0.904794  0.00327683
        2076    0.830002    0.904758  0.00327545
        2077    0.828949    0.904722  0.00327408
        2078    0.827867    0.904685  0.00327271
        2079    0.826757    0.904647  0.00327135
        2080    0.825623    0.904609     0.00327
        2081    0.824466    0.904571  0.00326865
        2082    0.823288    0.904532  0.00326732
        2083    0.822094    0.904492  0.00326599
        2084    0.820885    0.904452  0.00326467
        2085    0.819664    0.904411  0.00326335
        2086    0.818434     0.90437  0.00326205
        2087    0.817198    0.904328  0.00326075
        2088    0.815959    0.904286  0.00325947
        2089     0.81472    0.904243  0.00325819
        2090    0.813484      0.9042  0.00325692
        2091    0.812254    0.904156  0.00325566
        2092    0.811033    0.904111  0.00325441
        2093    0.809824    0.904066  0.00325316
        2094     0.80863    0.904021  0.00325193
        2095    0.807455    0.903975   0.0032507
        2096      0.8063    0.903928  0.00324949
        2097    0.805168    0.903881  0.00324828
        2098    0.804063    0.903833  0.00324708
        2099    0.802986    0.903785  0.00324589
        2100    0.801941    0.903737   0.0032447
        2101    0.800929    0.903688  0.00324353
        2102    0.799952    0.903638  0.00324236
        2103    0.799014    0.903589   0.0032412
        2104    0.798114    0.903539  0.00324005
        2105    0.797256    0.903488   0.0032389
        2106     0.79644    0.903437  0.00323776
        2107    0.795668    0.903386  0.00323663
        2108    0.794941    0.903335   0.0032355
        2109    0.794258    0.903283  0.00323438
        2110    0.793622    0.903231  0.00323327
        2111    0.793033    0.903179  0.00323216
        2112     0.79249    0.903126  0.00323105
        2113    0.791994    0.903074  0.00322995
        2114    0.791544    0.903021  0.00322885
        2115    0.791141    0.902968  0.00322776
        2116    0.790783    0.902915  0.00322667
        2117    0.790471    0.902862  0.00322558
        2118    0.790203    0.902809   0.0032245
        2119    0.789979    0.902756  0.00322342
        2120    0.789797    0.902702  0.00322234
        2121    0.789655    0.902649  0.00322126
        2122    0.789552    0.902596  0.00322018
        2123    0.789487    0.902542   0.0032191
        2124    0.789458    0.902489  0.00321803
        2125    0.789464    0.902436  0.00321695
        2126    0.789503    0.902383  0.00321588
        2127    0.789573     0.90233  0.00321481
        2128    0.789673    0.902277  0.00321373
        2129      0.7898    0.902224  0.00321266
        2130    0.789952    0.902171  0.00321158
        2131    0.790127    0.902119   0.0032105
        2132    0.790324    0.902066  0.00320943
        2133    0.790541    0.902014  0.00320835
        2134    0.790775    0.901962  0.00320727
        2135    0.791025     0.90191  0.00320618
        2136    0.791289    0.901858   0.0032051
        2137    0.791566    0.901806  0.00320402
        2138    0.791854    0.901755  0.00320293
        2139    0.792152    0.901704  0.00320184
        2140    0.792459    0.901653  0.00320076
        2141    0.792773    0.901602  0.00319966
        2142    0.793093    0.901551  0.00319857
        2143    0.793419    0.901501  0.00319748
        2144    0.793748    0.901451  0.00319638
        2145    0.794082      0.9014  0.00319528
        2146    0.794418    0.901351  0.00319418
        2147    0.794756    0.901301  0.00319308
        2148    0.795096    0.901252  0.00319198
        2149    0.795437    0.901202  0.00319087
        2150     0.79578    0.901153  0.00318976
        2151    0.796124    0.901104  0.00318865
        2152    0.796469    0.901056  0.00318754
        2153    0.796815    0.901007  0.00318643
        2154    0.797162    0.900959  0.00318532
        2155    0.797511    0.900911   0.0031842
        2156    0.797862    0.900863  0.00318308
        2157    0.798215    0.900816  0.00318196
        2158     0.79857    0.900768  0.00318084
        2159    0.798928    0.900721  0.00317972
        2160     0.79929    0.900674  0.00317859
        2161    0.799656    0.900628  0.00317746
        2162    0.800026    0.900581  0.00317633
        2163    0.800401    0.900535   0.0031752
        2164    0.800782    0.900489  0.00317407
        2165    0.801169    0.900443  0.00317294
        2166    0.801563    0.900397   0.0031718
        2167    0.801964    0.900352  0.00317066
        2168    0.802373    0.900306  0.00316952
        2169    0.802791    0.900262  0.00316838
        2170    0.803217    0.900217  0.00316723
        2171    0.803652    0.900172  0.00316609
        2172    0.804098    0.900128  0.00316494
        2173    0.804554    0.900084  0.00316379
        2174    0.805021     0.90004  0.00316263
        2175    0.805498    0.899997  0.00316148
        2176    0.805988    0.899954  0.00316032
        2177    0.806489    0.899911  0.00315916
        2178    0.807002    0.899868    0.003158
        2179    0.807529    0.899826  0.00315683
        2180    0.808068    0.899784  0.00315567
        2181    0.808621    0.899742   0.0031545
        2182    0.809188      0.8997  0.00315332
        2183    0.809769    0.899659  0.00315215
        2184    0.810365    0.899618  0.00315097
        2185    0.810974    0.899578  0.00314979
        2186    0.811598    0.899537  0.00314861
        2187    0.812237    0.899498  0.00314742
        2188    0.812891    0.899458  0.00314623
        2189     0.81356    0.899419  0.00314504
        2190    0.814244     0.89938  0.00314384
        2191    0.814945    0.899341  0.00314264
        2192    0.815661    0.899303  0.00314144
        2193    0.816395    0.899265  0.00314024
        2194    0.817144    0.899228  0.00313903
        2195     0.81791    0.899191  0.00313782
        2196    0.818694    0.899154   0.0031366
        2197    0.819494    0.899118  0.00313538
        2198    0.820312    0.899082  0.00313416
        2199    0.821147    0.899047  0.00313294
        2200    0.821999    0.899012  0.00313171
        2201     0.82287    0.898977  0.00313048
        2202    0.823758    0.898943  0.00312924
        2203    0.824665    0.898909    0.003128
        2204     0.82559    0.898876  0.00312676
        2205    0.826534    0.898843  0.00312551
        2206    0.827496    0.898811  0.00312426
        2207    0.828477    0.898779  0.00312301
