#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
         778        2.42     2.81774    0.041964
         779        2.02     2.81671   0.0419226
         780         2.9     2.81682    0.041869
         781        1.06     2.81457   0.0418758
         782        2.42     2.81407   0.0418253
         783         2.5     2.81367   0.0417738
         784        1.46     2.81194   0.0417561
         785        2.02     2.81093   0.0417151
         786        3.38     2.81165   0.0416684
         787        3.06     2.81197   0.0416166
         788        3.94      2.8134   0.0415884
         789        2.74     2.81331   0.0415358
         790        3.94     2.81473   0.0415077
         791        3.46     2.81555   0.0414632
         792        4.58     2.81778   0.0414707
         793         2.9     2.81788   0.0414185
         794        3.06     2.81819   0.0413675
         795        3.46     2.81899   0.0413233
         796        2.74     2.81889   0.0412715
         797         4.5       2.821   0.0412736
         798        3.06      2.8213    0.041223
         799         2.5      2.8209   0.0411733
         800         1.7      2.8195   0.0411457
         801        1.62       2.818   0.0411216
         802        1.62     2.81651   0.0410974
         803         2.5     2.81611   0.0410481
         804         4.5     2.81821   0.0410505
         805        0.74     2.81563   0.0410806
         806        3.94     2.81702   0.0410533
         807        1.62     2.81554   0.0410292
         808        2.02     2.81455   0.0409902
         809        2.42     2.81407   0.0409425
         810        1.62     2.81259   0.0409185
         811        1.62     2.81112   0.0408944
         812        2.42     2.81064   0.0408469
         813        2.02     2.80967   0.0408082
         814         1.7      2.8083   0.0407809
         815        3.38     2.80901   0.0407369
         816        2.18     2.80824   0.0406942
         817         2.5     2.80786   0.0406462
         818        1.62     2.80641   0.0406224
         819        1.62     2.80496   0.0405986
         820        1.94      2.8039   0.0405628
         821        3.06     2.80421   0.0405146
         822         2.9     2.80433   0.0404655
         823        3.94     2.80571   0.0404398
         824        2.42     2.80524   0.0403935
         825        2.02     2.80429   0.0403557
         826        0.98     2.80208   0.0403673
         827        1.46     2.80046   0.0403511
         828        2.02     2.79952   0.0403133
         829         2.9     2.79964   0.0402649
         830         1.3     2.79783   0.0402569
         831        3.06     2.79815   0.0402097
         832        1.62     2.79673   0.0401863
         833        1.62     2.79532   0.0401629
         834         1.3     2.79353   0.0401547
         835        2.42     2.79308   0.0401091
         836        3.94     2.79445   0.0400846
         837        0.98     2.79228   0.0400953
         838        3.94     2.79365   0.0400708
         839         1.7     2.79235   0.0400442
         840        2.02     2.79143   0.0400071
         841        2.02     2.79051   0.0399701
         842        3.46     2.79131   0.0399305
         843        5.14     2.79409   0.0399802
         844        3.46     2.79488   0.0399406
         845         0.9     2.79264   0.0399563
         846         2.5     2.79229   0.0399105
         847         1.7       2.791   0.0398842
         848        2.02     2.79009   0.0398476
         849        4.58      2.7922   0.0398564
         850         4.5     2.79421   0.0398601
         851         2.5     2.79387   0.0398148
         852         2.9     2.79399   0.0397682
         853         2.9     2.79411   0.0397218
         854         2.5     2.79377   0.0396768
         855         2.9     2.79389   0.0396306
         856        3.94     2.79523   0.0396069
         857        3.94     2.79657   0.0395832
         858         2.5     2.79622   0.0395386
         859        2.42     2.79579   0.0394949
         860        2.02     2.79488   0.0394593
         861        1.62     2.79352   0.0394371
         862        3.94     2.79485   0.0394138
         863         4.1     2.79636   0.0393971
         864        2.18     2.79565   0.0393579
         865        3.38     2.79632   0.0393182
         866        2.18     2.79561   0.0392793
         867        3.38     2.79629   0.0392398
         868        3.06     2.79659   0.0391957
         869         2.5     2.79625   0.0391521
         870        3.38     2.79692   0.0391129
         871        3.94     2.79823     0.03909
         872        3.46     2.79899   0.0390525
         873        1.62     2.79764   0.0390311
         874         1.7     2.79638   0.0390067
         875        3.46     2.79714   0.0389694
         876         1.7     2.79589   0.0389451
         877         2.9     2.79601   0.0389009
         878         2.9     2.79613   0.0388567
         879        0.98     2.79406   0.0388674
         880        2.42     2.79364   0.0388256
         881         1.7      2.7924   0.0388013
         882         2.9     2.79252   0.0387575
         883        5.14     2.79518   0.0388047
         884         2.9     2.79529    0.038761
         885        2.42     2.79487   0.0387195
         886        3.38     2.79553   0.0386815
         887        3.06     2.79583    0.038639
         888        3.38     2.79649   0.0386011
         889        3.38     2.79714   0.0385632
         890        3.38      2.7978   0.0385255
         891        1.06     2.79585   0.0385316
         892        2.02     2.79498   0.0384982
         893        2.42     2.79456   0.0384574
         894        2.02     2.79369   0.0384241
         895        2.02     2.79283   0.0383909
         896         0.5     2.79027   0.0384332
         897         1.3     2.78861   0.0384263
         898        2.42      2.7882   0.0383857
         899        2.02     2.78734   0.0383525
         900        2.02     2.78649   0.0383194
         901         2.9     2.78661    0.038277
         902         2.5      2.7863   0.0382359
         903         4.5     2.78819   0.0382407
         904        3.94     2.78947   0.0382196
         905         1.7     2.78827   0.0381963
         906         1.3     2.78662   0.0381894
         907        3.94     2.78789   0.0381685
         908         3.7      2.7889   0.0381397
         909         3.7      2.7899   0.0381109
         910         4.5     2.79178   0.0381153
         911         4.5     2.79366   0.0381196
         912        2.42     2.79325     0.03808
         913         2.5     2.79292   0.0380396
         914        5.86     2.79628   0.0381457
         915        3.94     2.79753   0.0381245
         916        5.86     2.80087   0.0382292
         917        5.86     2.80421   0.0383328
         918         4.1     2.80562    0.038317
         919         1.3     2.80398   0.0383103
         920         1.7     2.80278   0.0382875
         921        2.02     2.80193   0.0382553
         922         4.5     2.80377   0.0382582
         923         2.5     2.80345   0.0382181
         924        3.94     2.80468   0.0381965
         925        5.14      2.8072   0.0382386
         926        5.86      2.8105   0.0383392
         927         4.1     2.81189    0.038323
         928        3.94      2.8131    0.038301
         929        3.38     2.81371   0.0382646
         930         1.3     2.81209   0.0382581
         931         1.3     2.81046   0.0382515
         932         2.9     2.81056   0.0382105
         933        1.46     2.80911    0.038197
         934        2.42     2.80869   0.0381584
         935         4.5      2.8105   0.0381604
         936         1.7     2.80932   0.0381381
         937         1.3     2.80771   0.0381314
         938         2.9      2.8078   0.0380909
         939        5.14     2.81029   0.0381312
         940        3.06     2.81055   0.0380915
         941         1.3     2.80895   0.0380849
         942        2.18     2.80828   0.0380503
         943        3.94     2.80948   0.0380289
         944         2.5     2.80915     0.03799
         945         1.3     2.80756   0.0379833
         946        0.98     2.80562   0.0379923
         947         4.5     2.80741   0.0379943
         948        3.94     2.80861    0.037973
         949        1.62     2.80736   0.0379536
         950         1.7     2.80619   0.0379316
         951        3.46     2.80688   0.0378979
         952         2.5     2.80655   0.0378595
         953         2.9     2.80665   0.0378199
         954        5.62      2.8096    0.037895
         955        5.14     2.81204   0.0379338
         956        1.46     2.81063   0.0379205
         957         1.7     2.80947   0.0378986
         958        1.06     2.80764    0.037903
         959        2.42     2.80724   0.0378657
         960        3.06      2.8075   0.0378271
         961        3.46     2.80818   0.0377939
         962        3.06     2.80844   0.0377555
         963        0.98     2.80654    0.037764
         964        2.42     2.80614    0.037727
         965        1.94     2.80524   0.0376985
         966        2.18      2.8046   0.0376651
         967         2.5     2.80428   0.0376274
         968        3.06     2.80455   0.0375895
         969        3.38     2.80514   0.0375554
         970        1.46     2.80375   0.0375423
         971        2.02     2.80295   0.0375123
         972        2.02     2.80214   0.0374823
         973        3.38     2.80273   0.0374485
         974         2.5     2.80242   0.0374114
         975         2.9     2.80252   0.0373731
         976         2.9     2.80262    0.037335
         977        2.02     2.80182   0.0373053
         978        2.18     2.80119   0.0372726
         979         2.5     2.80088   0.0372358
         980        2.42     2.80049   0.0371998
         981        2.18     2.79986   0.0371673
         982        3.06     2.80012   0.0371304
         983         2.9     2.80022   0.0370928
         984         1.3      2.7987   0.0370864
         985         2.9      2.7988   0.0370489
         986         5.3     2.80134    0.037098
         987         4.5     2.80306   0.0371004
         988        4.58     2.80486   0.0371064
         989         2.9     2.80495    0.037069
         990        3.94      2.8061   0.0370493
         991         4.5     2.80781   0.0370513
         992         2.9      2.8079    0.037014
         993        3.38     2.80848   0.0369813
         994        2.42     2.80809   0.0369461
         995         2.9     2.80818   0.0369091
         996         6.5     2.81189   0.0370577
         997         4.5     2.81358   0.0370592
         998        5.14     2.81591   0.0370953
         999         4.1      2.8172   0.0370804
        1000         2.5     2.81688   0.0370447
        1001         1.7     2.81576   0.0370245
        1002         1.3     2.81425   0.0370184
        1003         2.5     2.81394   0.0369829
        1004        1.62     2.81275   0.0369651
        1005        1.62     2.81156   0.0369474
        1006         2.9     2.81165   0.0369108
        1007        1.06     2.80991   0.0369151
        1008         2.5      2.8096   0.0368797
        1009         2.9     2.80969   0.0368433
        1010         2.5     2.80939   0.0368081
        1011         4.1     2.81066   0.0367938
        1012        4.58     2.81241    0.036799
        1013        2.02     2.81163    0.036771
        1014         2.5     2.81132    0.036736
        1015         4.1     2.81259   0.0367217
        1016        3.06     2.81283   0.0366864
        1017        2.02     2.81206   0.0366586
        1018        2.02     2.81128   0.0366308
        1019         2.9     2.81136    0.036595
        1020        3.94     2.81247   0.0365759
        1021        2.42     2.81209    0.036542
        1022        3.38     2.81264   0.0365105
        1023         4.5     2.81429   0.0365121
        1024        2.02     2.81352   0.0364846
        1025        3.94     2.81461   0.0364656
        1026        1.62     2.81345   0.0364486
        1027        2.18     2.81283   0.0364184
        1028        1.06     2.81113   0.0364228
        1029        3.94     2.81223    0.036404
        1030        3.46     2.81285   0.0363741
        1031         2.9     2.81294   0.0363389
        1032        3.46     2.81357   0.0363091
        1033        0.98     2.81179   0.0363173
        1034        0.74     2.80979   0.0363374
        1035        3.06     2.81003   0.0363031
        1036        3.38     2.81058   0.0362722
        1037         1.7     2.80951    0.036253
        1038        3.94      2.8106   0.0362345
        1039        2.42     2.81022   0.0362015
        1040        0.98     2.80846   0.0362095
        1041        1.06     2.80678   0.0362136
        1042        3.06     2.80702   0.0361797
        1043        2.18     2.80642     0.03615
        1044        1.62     2.80529   0.0361332
        1045        0.58     2.80316   0.0361613
        1046         2.5     2.80287   0.0361279
        1047        2.18     2.80227   0.0360983
        1048         2.5     2.80198    0.036065
        1049        3.46     2.80261   0.0360361
        1050        0.98     2.80088   0.0360436
        1051        3.94     2.80196   0.0360256
        1052        3.94     2.80304   0.0360076
        1053         4.5     2.80465   0.0360094
        1054         1.3     2.80323   0.0360035
        1055         1.7     2.80218   0.0359846
        1056        3.38     2.80273   0.0359547
        1057         1.3     2.80131   0.0359488
        1058        2.18     2.80072   0.0359196
        1059        3.06     2.80096   0.0358865
        1060         1.7     2.79992   0.0358677
        1061        1.46     2.79866   0.0358561
        1062        2.18     2.79808   0.0358271
        1063        3.06     2.79833   0.0357942
        1064        3.06     2.79857   0.0357614
        1065        2.18     2.79799   0.0357325
        1066        3.06     2.79824   0.0356999
        1067         2.9     2.79833   0.0356665
        1068        5.14     2.80052   0.0357005
        1069        5.78     2.80331   0.0357757
        1070         1.7     2.80228   0.0357571
        1071        1.62     2.80118   0.0357408
        1072        3.94     2.80224   0.0357232
        1073         2.9     2.80233     0.03569
        1074         2.5     2.80205   0.0356579
        1075        3.06     2.80229   0.0356256
        1076        4.58     2.80394   0.0356307
        1077        2.42     2.80358   0.0355994
        1078         2.9     2.80367   0.0355665
        1079         2.9     2.80376   0.0355337
        1080         4.5     2.80533   0.0355355
        1081        1.06     2.80372   0.0355393
        1082         2.5     2.80344   0.0355075
        1083         2.9     2.80353   0.0354748
        1084         1.7     2.80251   0.0354567
        1085         2.5     2.80223   0.0354251
        1086        3.38     2.80276   0.0353965
        1087        2.02     2.80204   0.0353713
        1088         0.5     2.79993    0.035402
        1089         2.5     2.79965   0.0353705
        1090         2.9     2.79974   0.0353382
        1091        0.74     2.79786   0.0353562
        1092         0.5     2.79575   0.0353864
        1093        0.98     2.79409    0.035393
        1094         1.7     2.79309   0.0353748
        1095         2.5     2.79282   0.0353435
        1096        3.94     2.79387   0.0353267
        1097        2.18     2.79331    0.035299
        1098         1.7     2.79231   0.0352809
        1099        1.62     2.79125   0.0352649
        1100        3.94     2.79229   0.0352483
        1101         2.9     2.79239   0.0352164
        1102        2.02     2.79169   0.0351914
        1103        2.02     2.79099   0.0351665
        1104         1.3     2.78964   0.0351605
        1105        1.06     2.78807   0.0351635
        1106        0.98     2.78644   0.0351697
        1107        3.94     2.78748   0.0351534
        1108        3.46     2.78809   0.0351269
        1109        4.58      2.7897   0.0351324
        1110         2.9      2.7898   0.0351009
        1111        5.14     2.79192    0.035133
        1112        4.42     2.79338   0.0351319
        1113        3.38     2.79391   0.0351042
        1114         2.5     2.79364   0.0350737
        1115        3.94     2.79467   0.0350573
        1116         2.5     2.79441   0.0350269
        1117        3.94     2.79543   0.0350106
        1118         2.5     2.79517   0.0349802
        1119        1.06     2.79362   0.0349833
        1120         1.3     2.79229   0.0349775
        1121        0.98     2.79067   0.0349837
        1122         2.9     2.79077   0.0349526
        1123        2.18     2.79022   0.0349257
        1124        3.06     2.79046   0.0348955
        1125         2.9     2.79056   0.0348646
        1126        2.02     2.78988   0.0348403
        1127         1.7     2.78891   0.0348228
        1128         1.3     2.78759    0.034817
        1129         3.7      2.7884   0.0347955
        1130        2.02     2.78772   0.0347714
        1131         2.9     2.78782   0.0347408
        1132         2.5     2.78756    0.034711
        1133        3.94     2.78858   0.0346953
        1134        5.14     2.79065   0.0347266
        1135         2.5      2.7904   0.0346969
        1136         1.7     2.78944   0.0346797
        1137        2.42     2.78911   0.0346507
        1138        2.02     2.78844   0.0346268
        1139         1.7     2.78748   0.0346096
        1140        3.38       2.788   0.0345832
        1141        2.42     2.78768   0.0345543
        1142         2.9     2.78778   0.0345242
        1143        1.06     2.78626   0.0345271
        1144         3.7     2.78706   0.0345062
        1145        1.62     2.78604   0.0344911
        1146        3.94     2.78705   0.0344757
        1147         4.5     2.78854   0.0344779
        1148        3.06     2.78878   0.0344487
        1149         4.5     2.79027   0.0344509
        1150        3.38     2.79078   0.0344248
        1151        3.38     2.79129   0.0343987
        1152        2.02     2.79063   0.0343753
        1153        2.18      2.7901   0.0343496
        1154         2.9     2.79019     0.03432
        1155        2.42     2.78987   0.0342917
        1156        2.02      2.7892   0.0342685
        1157         1.3     2.78792   0.0342631
        1158        1.62     2.78691   0.0342483
        1159        3.46     2.78749   0.0342237
        1160        2.18     2.78697   0.0341982
        1161         2.5     2.78672   0.0341697
        1162         4.5     2.78819    0.034172
        1163        3.06     2.78843   0.0341435
        1164        2.42     2.78811   0.0341156
        1165        3.06     2.78834   0.0340871
        1166        2.42     2.78803   0.0340593
        1167         2.5     2.78778   0.0340311
        1168        1.06      2.7863    0.034034
        1169         1.3     2.78503   0.0340287
        1170        1.62     2.78403   0.0340142
        1171         2.9     2.78413   0.0339853
        1172        1.46       2.783    0.033975
        1173         4.5     2.78447   0.0339776
        1174         2.5     2.78422   0.0339495
        1175        2.02     2.78357   0.0339268
        1176         2.9     2.78367   0.0338981
        1177        3.46     2.78425   0.0338742
        1178        2.02      2.7836   0.0338517
        1179        5.78     2.78614   0.0339182
        1180        3.94     2.78712   0.0339036
        1181        3.38     2.78762   0.0338786
        1182         1.3     2.78636   0.0338733
        1183        2.42     2.78605   0.0338461
        1184        1.62     2.78507   0.0338318
        1185        3.94     2.78604   0.0338173
        1186        5.14     2.78803    0.033847
        1187        3.94       2.789   0.0338324
        1188         4.5     2.79044   0.0338345
        1189         2.9     2.79053   0.0338062
        1190        4.58     2.79203   0.0338112
        1191        3.94       2.793   0.0337966
        1192         2.9     2.79309   0.0337683
        1193         1.7     2.79217   0.0337525
        1194         1.7     2.79126   0.0337366
        1195         2.9     2.79135   0.0337085
        1196        2.02      2.7907   0.0336865
        1197         1.7     2.78979   0.0336706
        1198        1.62     2.78881   0.0336567
        1199         2.9     2.78891   0.0336287
        1200         2.9       2.789   0.0336008
        1201         1.7     2.78809   0.0335851
        1202        2.42     2.78779   0.0335586
        1203         4.1     2.78888   0.0335484
        1204         3.7     2.78963   0.0335291
        1205        2.18     2.78913    0.033505
        1206        4.42     2.79048   0.0335045
        1207        5.14     2.79243   0.0335333
        1208         2.9     2.79252   0.0335056
        1209         2.5     2.79227   0.0334788
        1210        2.42     2.79197   0.0334525
        1211        2.02     2.79133    0.033431
        1212        1.62     2.79036   0.0334174
        1213         1.7     2.78946   0.0334019
        1214         1.3     2.78824   0.0333969
        1215         2.9     2.78833   0.0333696
        1216        2.02      2.7877   0.0333481
        1217        3.94     2.78864   0.0333341
        1218         2.9     2.78874   0.0333069
        1219         2.9     2.78883   0.0332797
        1220        3.06     2.78905   0.0332532
        1221         2.9     2.78914   0.0332261
        1222         1.3     2.78792   0.0332212
        1223         1.3      2.7867   0.0332163
        1224         2.9      2.7868   0.0331893
        1225         1.3     2.78558   0.0331844
        1226        2.02     2.78496   0.0331632
        1227        2.42     2.78466   0.0331375
        1228        3.38     2.78515   0.0331141
        1229        3.38     2.78563   0.0330907
        1230        2.18     2.78514   0.0330674
        1231         1.7     2.78426   0.0330523
        1232        0.98     2.78279   0.0330579
        1233        2.02     2.78217   0.0330369
        1234        4.58     2.78363   0.0330422
        1235        4.58     2.78509   0.0330475
        1236         3.7     2.78583    0.033029
        1237        2.02     2.78521   0.0330081
        1238        3.46     2.78575    0.032986
        1239         2.9     2.78584   0.0329595
        1240        2.18     2.78535   0.0329365
        1241        2.18     2.78487   0.0329136
        1242         2.9     2.78496   0.0328872
        1243        3.38     2.78544   0.0328642
        1244        3.06     2.78566   0.0328386
        1245        3.38     2.78614   0.0328157
        1246        4.58     2.78758   0.0328209
        1247         1.7      2.7867   0.0328061
        1248        3.46     2.78724   0.0327843
        1249        2.02     2.78663   0.0327638
        1250         2.9     2.78672   0.0327377
        1251        3.06     2.78694   0.0327123
        1252         2.9     2.78703   0.0326863
        1253        0.74      2.7854    0.032701
        1254        4.58     2.78683   0.0327062
        1255        3.46     2.78736   0.0326845
        1256        3.94     2.78828   0.0326714
        1257        1.94     2.78761   0.0326524
        1258        1.06     2.78623   0.0326553
        1259        2.02     2.78562    0.032635
        1260         2.9     2.78571   0.0326093
        1261        2.02     2.78511    0.032589
        1262         1.3     2.78393   0.0325845
        1263        3.38      2.7844   0.0325621
        1264        3.94     2.78532   0.0325492
        1265         6.5     2.78825   0.0326556
        1266        3.46     2.78878   0.0326341
        1267        5.78     2.79114   0.0326937
        1268         3.7     2.79186   0.0326757
        1269        2.42     2.79157   0.0326513
        1270        2.42     2.79128   0.0326269
        1271        2.42     2.79098   0.0326025
        1272         2.9     2.79107    0.032577
        1273         4.1      2.7921   0.0325676
        1274         1.7     2.79124   0.0325534
        1275        2.18     2.79076   0.0325314
        1276        2.02     2.79016   0.0325115
        1277         1.7      2.7893   0.0324972
        1278        3.94      2.7902   0.0324843
        1279        3.38     2.79066   0.0324621
        1280         2.9     2.79075   0.0324369
        1281        3.06     2.79096   0.0324123
        1282        3.38     2.79142   0.0323902
        1283        3.38     2.79188   0.0323682
        1284        3.94     2.79277   0.0323554
        1285        5.14      2.7946   0.0323817
        1286        3.38     2.79505   0.0323597
        1287        3.38     2.79551   0.0323378
        1288        3.94      2.7964   0.0323249
        1289        3.38     2.79685    0.032303
        1290        2.42     2.79656   0.0322792
        1291        2.02     2.79596   0.0322598
        1292        3.06     2.79616   0.0322355
        1293         2.5     2.79593   0.0322114
        1294        2.02     2.79533   0.0321921
        1295         1.7     2.79449   0.0321783
        1296        1.46     2.79346     0.03217
        1297        3.94     2.79434   0.0321573
        1298        5.14     2.79615   0.0321833
        1299        3.06     2.79635   0.0321592
        1300        4.58     2.79772   0.0321637
        1301         4.5     2.79903   0.0321656
        1302        3.46     2.79954   0.0321449
        1303         2.9     2.79962   0.0321203
        1304        3.94     2.80049   0.0321076
        1305         4.5     2.80179   0.0321093
        1306        3.94     2.80266   0.0320966
        1307         2.5     2.80243   0.0320729
        1308        2.02     2.80183   0.0320539
        1309        3.46     2.80234   0.0320334
        1310        3.38     2.80278    0.032012
        1311         1.7     2.80194   0.0319986
        1312         2.9     2.80201   0.0319743
        1313        2.74     2.80196     0.03195
        1314         1.3     2.80082   0.0319461
        1315         1.7     2.79998   0.0319328
        1316        2.02     2.79939    0.031914
        1317         4.1     2.80038    0.031905
        1318        2.02     2.79979   0.0318863
        1319         2.9     2.79986   0.0318623
        1320        3.38      2.8003   0.0318411
        1321         4.1     2.80129   0.0318322
        1322        3.94     2.80215   0.0318198
        1323        5.14     2.80392   0.0318448
        1324        4.58     2.80526    0.031849
        1325         1.7     2.80442   0.0318359
        1326         2.5     2.80419   0.0318127
        1327        3.46     2.80469   0.0317925
        1328         4.1     2.80566   0.0317836
        1329        2.02     2.80507   0.0317651
        1330         2.9     2.80514   0.0317413
        1331        3.38     2.80557   0.0317204
        1332        2.02     2.80498   0.0317021
        1333        3.94     2.80584   0.0316898
        1334        3.06     2.80603   0.0316666
        1335        3.46     2.80652   0.0316466
        1336         2.9     2.80659    0.031623
        1337         1.7     2.80576   0.0316102
        1338         1.3     2.80463   0.0316066
        1339         1.3     2.80351    0.031603
        1340         2.5     2.80328   0.0315802
        1341         2.9     2.80336   0.0315567
        1342        3.46     2.80385    0.031537
        1343        3.38     2.80427   0.0315164
        1344        2.42     2.80399   0.0314943
        1345        2.42      2.8037   0.0314722
        1346        3.46     2.80419   0.0314526
        1347         2.9     2.80426   0.0314293
        1348         2.5     2.80404   0.0314068
        1349        3.94     2.80488   0.0313948
        1350         2.9     2.80495   0.0313716
        1351        4.58     2.80626   0.0313759
        1352         2.9     2.80633   0.0313528
        1353        2.18     2.80587    0.031333
        1354        2.02     2.80529   0.0313152
        1355         2.5     2.80506   0.0312929
        1356        2.18      2.8046   0.0312733
        1357        3.46     2.80508   0.0312539
        1358        5.78     2.80728   0.0313076
        1359        5.14     2.80899   0.0313316
        1360         4.5     2.81024   0.0313332
        1361        3.38     2.81065    0.031313
        1362        3.94     2.81148    0.031301
        1363         4.5     2.81272   0.0313025
        1364        1.62     2.81185   0.0312918
        1365        4.58     2.81314   0.0312957
        1366        2.02     2.81256   0.0312781
        1367        3.38     2.81298    0.031258
        1368         2.9     2.81304   0.0312352
        1369         2.9      2.8131   0.0312125
        1370         2.5     2.81288   0.0311905
        1371         2.5     2.81265   0.0311686
        1372         2.5     2.81242   0.0311467
        1373        2.42     2.81213   0.0311254
        1374         1.7     2.81132   0.0311132
        1375        1.62     2.81046   0.0311027
        1376         4.5     2.81169   0.0311043
        1377         2.5     2.81146   0.0310825
        1378        2.18       2.811   0.0310633
        1379        3.38     2.81141   0.0310435
        1380        0.74     2.80991   0.0310573
        1381         1.3     2.80882   0.0310541
        1382        1.06     2.80755   0.0310574
        1383         4.1     2.80849    0.031049
        1384         4.5     2.80971   0.0310506
        1385        3.46     2.81018   0.0310317
        1386        2.02     2.80961   0.0310146
        1387        3.94     2.81043   0.0310029
        1388         2.9     2.81049   0.0309806
        1389         2.5     2.81027   0.0309591
        1390         4.1     2.81119   0.0309508
        1391        3.06     2.81137    0.030929
        1392        2.42     2.81109   0.0309081
        1393         4.1     2.81202   0.0308998
        1394        5.14     2.81369   0.0309227
        1395        4.58     2.81495   0.0309264
        1396        5.86     2.81713   0.0309811
        1397        8.02     2.82086    0.031182
        1398         4.1     2.82177   0.0311731
        1399        2.02      2.8212   0.0311561
        1400        2.42     2.82091   0.0311351
        1401        3.46     2.82137   0.0311163
        1402        2.42     2.82108   0.0310954
        1403         2.9     2.82114   0.0310733
        1404        2.02     2.82057   0.0310564
        1405         1.7     2.81977   0.0310445
        1406        3.94     2.82057   0.0310327
        1407        5.14     2.82222   0.0310544
        1408        3.06     2.82239   0.0310328
        1409         2.9     2.82244   0.0310108
        1410         1.7     2.82165    0.030999
        1411        3.94     2.82244   0.0309872
        1412        3.94     2.82323   0.0309753
        1413        2.02     2.82266   0.0309586
        1414         1.3     2.82158   0.0309554
        1415        2.02     2.82102   0.0309388
        1416        3.06     2.82119   0.0309174
        1417         2.5     2.82096   0.0308964
        1418         1.3     2.81989   0.0308932
        1419        3.94     2.82068   0.0308815
        1420        2.42     2.82039   0.0308611
        1421         5.3     2.82214   0.0308886
        1422        3.94     2.82293   0.0308769
        1423         2.9     2.82298   0.0308553
        1424        3.38     2.82337   0.0308361
        1425         3.7     2.82399   0.0308206
        1426        5.14     2.82561   0.0308417
        1427         4.1      2.8265    0.030833
        1428         1.3     2.82543     0.03083
        1429         2.5     2.82521   0.0308092
        1430        1.62     2.82436   0.0307992
        1431        2.42     2.82408    0.030779
        1432        1.94     2.82346   0.0307637
        1433         2.9     2.82352   0.0307423
        1434        2.42     2.82324   0.0307221
        1435        2.18     2.82279    0.030704
        1436         2.5     2.82256   0.0306834
        1437        2.42     2.82228   0.0306633
        1438        2.02     2.82172   0.0306471
        1439        3.38     2.82211   0.0306282
        1440         2.9     2.82217    0.030607
        1441        1.06     2.82094   0.0306102
        1442        2.42     2.82067   0.0305902
        1443        3.94     2.82144   0.0305789
        1444         4.5      2.8226   0.0305798
        1445         2.9     2.82266   0.0305587
        1446        1.62     2.82183   0.0305489
        1447        1.62       2.821    0.030539
        1448         2.9     2.82105    0.030518
        1449        2.02      2.8205   0.0305019
        1450        1.46     2.81956   0.0304953
        1451        2.74      2.8195   0.0304744
        1452         2.9     2.81956   0.0304534
        1453        3.94     2.82033   0.0304422
        1454        1.46     2.81939   0.0304357
        1455        0.98     2.81813    0.030441
        1456        3.94      2.8189   0.0304298
        1457        3.38     2.81929   0.0304114
        1458         1.7     2.81852   0.0304002
        1459        3.46     2.81896   0.0303825
        1460        3.94     2.81973   0.0303714
        1461        5.14     2.82131   0.0303921
        1462         4.5     2.82246    0.030393
        1463        5.78     2.82448   0.0304394
        1464         2.5     2.82426   0.0304194
        1465        3.94     2.82502   0.0304082
        1466        2.42     2.82475   0.0303887
        1467        2.02      2.8242    0.030373
        1468         2.5     2.82398   0.0303531
        1469         2.9     2.82403   0.0303324
        1470        2.42     2.82376   0.0303131
        1471         1.7     2.82299   0.0303021
        1472        1.62     2.82217   0.0302925
        1473        2.42      2.8219   0.0302732
        1474        3.94     2.82266   0.0302621
        1475        0.98     2.82141   0.0302674
        1476        1.62      2.8206   0.0302578
        1477        2.74     2.82054   0.0302374
        1478         2.5     2.82032   0.0302177
        1479         2.9     2.82038   0.0301973
        1480        2.42     2.82011   0.0301781
        1481        3.46     2.82054   0.0301609
        1482        2.02        2.82   0.0301453
        1483        2.02     2.81946   0.0301298
        1484        1.06     2.81827   0.0301329
        1485        2.02     2.81774   0.0301174
        1486        3.06      2.8179   0.0300975
        1487        2.02     2.81736   0.0300821
        1488        1.62     2.81656   0.0300726
        1489        3.46     2.81699   0.0300555
        1490         4.5     2.81812   0.0300566
        1491         0.9     2.81683   0.0300639
        1492        1.06     2.81566   0.0300668
        1493        1.94     2.81507   0.0300524
        1494        3.94     2.81582   0.0300417
        1495         2.9     2.81588   0.0300217
        1496        3.46     2.81631   0.0300047
        1497        3.38     2.81669    0.029987
        1498        2.42     2.81642   0.0299682
        1499         2.9     2.81648   0.0299482
        1500        1.62     2.81568   0.0299389
        1501        3.94     2.81643   0.0299283
        1502         2.5     2.81622   0.0299091
        1503        5.14     2.81776   0.0299292
        1504        4.58     2.81894   0.0299322
        1505        2.02     2.81841    0.029917
        1506         2.9     2.81846   0.0298972
        1507        3.14     2.81867   0.0298781
        1508         3.7     2.81926    0.029864
        1509         3.7     2.81984   0.0298499
        1510         5.3     2.82148   0.0298753
        1511        5.14     2.82302   0.0298949
        1512         0.9     2.82175   0.0299022
        1513        2.42     2.82148   0.0298836
        1514        3.94     2.82222    0.029873
        1515        1.06     2.82106   0.0298759
        1516        3.06     2.82121   0.0298566
        1517         2.9     2.82127    0.029837
        1518        2.18     2.82084   0.0298203
        1519         1.3     2.81984   0.0298175
        1520        2.42     2.81958    0.029799
        1521        3.94     2.82032   0.0297886
        1522         2.9     2.82037    0.029769
        1523         1.7     2.81963   0.0297586
        1524         2.5     2.81942   0.0297398
        1525        2.02      2.8189   0.0297249
        1526         5.3     2.82052   0.0297499
        1527        2.02        2.82    0.029735
        1528         2.9     2.82005   0.0297156
